"record_id","work_id","structure_type","label","parent_id","order","source_path","whole_line_start","whole_line_end","paper_local_line_start","paper_local_line_end","source_file_sha256","source_slice_sha256_lf","target_units","target_locators_json","relations_json","source_language","target_language","authority_state","completion_state","review_state","publication_state","continuation_cursor","record_sha256"
"NOE-P05-KO-U01-NOTE-002","NOE-P05","footnote","Steinitz Algebraische Theorie der Körper reference","NOE-P05-KO-U01-PARA-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4545","4545","11","11","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","635ED2FCEC88D202A1AB0CFDC7C783888AF378148B5F52E7BE826CD14D17FCC8","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U01_UNCHECKED.tex"",""line_start"":22,""line_end"":22,""file_sha256"":""EEB39C3A693410823F66A75BCE7DBB9906F35637BFFF87A55CE4A7B873A6F203"",""slice_sha256_lf"":""96224D058F70A95380BBBBA096FDB9941A3B806D4F898F8E009C84FB79A776D3""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U01-PARA-001""},{""relation"":""note_for"",""target_id"":""NOE-P05-KO-U01-PARA-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4547 / Paper-local line 13 / Korean U02","1875BBB9215926DF31F02BD8A355E7CCD14032E3118E142EB861A3F30C8F7356"
"NOE-P05-KO-U01-BIB-001","NOE-P05","bibliography_item","Steinitz Algebraische Theorie der Körper 1910","NOE-P05-KO-U01-NOTE-002","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4545","4545","11","11","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","635ED2FCEC88D202A1AB0CFDC7C783888AF378148B5F52E7BE826CD14D17FCC8","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U01_UNCHECKED.tex"",""line_start"":22,""line_end"":22,""file_sha256"":""EEB39C3A693410823F66A75BCE7DBB9906F35637BFFF87A55CE4A7B873A6F203"",""slice_sha256_lf"":""96224D058F70A95380BBBBA096FDB9941A3B806D4F898F8E009C84FB79A776D3""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U01-NOTE-002""},{""relation"":""bibliography_for"",""target_id"":""NOE-P05-KO-U01-NOTE-002""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4547 / Paper-local line 13 / Korean U02","51336AAA711E8EF22E6947A57FA5133BFC3DF54BAE45FEB96F570CDF8D4CC299"
"NOE-P05-KO-U02-PARA-001","NOE-P05","paragraph","Definition and examples of rational function fields","NOE-P05-KO-U02","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4547","4547","13","13","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","759332B042A49837C66BB942F8F78814A9B7BA256D9648FB448EEBB8CBB6D7AB","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""450B588D1377244B190553D0C45BB140D9E13B015C7680A01B3A453A11B3CA29""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","C3C31A5C52F41D344A25C34BBCF5A11577DF98D14B54A862A024AB5A2095817D"
"NOE-P05-KO-U02-DEFINITION-001","NOE-P05","definition","Rational function field","NOE-P05-KO-U02-PARA-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4547","4547","13","13","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","759332B042A49837C66BB942F8F78814A9B7BA256D9648FB448EEBB8CBB6D7AB","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""450B588D1377244B190553D0C45BB140D9E13B015C7680A01B3A453A11B3CA29""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02-PARA-001""},{""relation"":""defines"",""target_id"":""NOE-P05-KO-U02-PARA-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","2CE694C36B164BF8954C3D617DFA213E35137DA2F99524FF259BB532EBB3E99C"
"NOE-P05-KO-U02-PARA-002","NOE-P05","paragraph","First- and second-kind field distinction","NOE-P05-KO-U02","2","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4549","4549","15","15","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","38DFE9C18D8513A48F05702A196D8C39BCF49694E0037395848E5D1AD3C15024","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":14,""line_end"":14,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""664E0D223B54FFB238C3DB9EC00E2D40241F37FBF239EED56E1E380F87974276""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","1F605F7025C9AE43F5D6350174B6E047266CA22B8454CFF1DBB303D39F017FD0"
"NOE-P05-KO-U02-PARA-003","NOE-P05","paragraph","Three basis concepts","NOE-P05-KO-U02","3","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4551","4551","17","17","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","C146BB8F70998C17400D3A8CD79D2919E5B9D0394C800B0BBC40C22BAD9B9E24","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":16,""line_end"":16,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""D90B8432A2FA98ABC28A0DB7B7466346A0E0EA1181C42B380547BE53BCC592CA""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","1F91C64985A193BD4B7E4D742542B037A949DF24F2699EDE1CA1A9998DD093B1"
"NOE-P05-KO-U02-PARA-004","NOE-P05","paragraph","Rational-basis definition and existence","NOE-P05-KO-U02","4","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4553","4553","19","19","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","F005901FC08BE9B1DA9AC710E91692AFD1128C669DF7C65019484CFC1B80BC79","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":18,""line_end"":18,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""75D9320A5F5B696AA9A0B25B2D01770E2C5C6444D02DFA1F9BA893ECF0B0A4D9""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","088AB7F5E61DF67FAC250121BEFBC77DAF38ED4979DF2AF81085D788A20F82CA"
"NOE-P05-KO-U02-DEFINITION-002","NOE-P05","definition","Rational basis","NOE-P05-KO-U02-PARA-004","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4553","4553","19","19","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","F005901FC08BE9B1DA9AC710E91692AFD1128C669DF7C65019484CFC1B80BC79","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":18,""line_end"":18,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""75D9320A5F5B696AA9A0B25B2D01770E2C5C6444D02DFA1F9BA893ECF0B0A4D9""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02-PARA-004""},{""relation"":""defines"",""target_id"":""NOE-P05-KO-U02-PARA-004""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","932F7DEC5CC93CC61753618E20E236D403B5FE7F8C6805AD09032D614D79E07B"
"NOE-P05-KO-U02-BIB-001","NOE-P05","bibliography_item","Steinitz reference cited again for one indeterminate","NOE-P05-KO-U02-PARA-004","2","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4553","4553","19","19","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","F005901FC08BE9B1DA9AC710E91692AFD1128C669DF7C65019484CFC1B80BC79","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":18,""line_end"":18,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""75D9320A5F5B696AA9A0B25B2D01770E2C5C6444D02DFA1F9BA893ECF0B0A4D9""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02-PARA-004""},{""relation"":""cross_reference"",""target_id"":""NOE-P05-KO-U01-BIB-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","8DE8CBAE2A039FF4A3118778000F83B1146401BDB53C842275952239D3DC1E8C"
"NOE-P05-KO-U02-PARA-005","NOE-P05","paragraph","Minimal-basis definition and existence range","NOE-P05-KO-U02","5","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4555","4555","21","21","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","D171E1F96A93E2872D5EB13C287BD14EF1B36B82ADCCECAB39489482C5ACFEDB","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":20,""line_end"":20,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""6094039C58E438B129ED42DBC1FB53022CCE10FCEBD35E18BAE90FAE3F2EE28C""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","387DAF39148840BF9454D82EE6ADAA80EC0B1E113139CEA7437E05C440317E92"
"NOE-P05-KO-U02-DEFINITION-003","NOE-P05","definition","Minimal basis","NOE-P05-KO-U02-PARA-005","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4555","4555","21","21","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","D171E1F96A93E2872D5EB13C287BD14EF1B36B82ADCCECAB39489482C5ACFEDB","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":20,""line_end"":20,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""6094039C58E438B129ED42DBC1FB53022CCE10FCEBD35E18BAE90FAE3F2EE28C""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02-PARA-005""},{""relation"":""defines"",""target_id"":""NOE-P05-KO-U02-PARA-005""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","4CBA2F31CDEF7F83F2A95141B058B0894705DF6A4100E426D90B4F3EA71AF4F8"
"NOE-P05-KO-U02-NOTE-001","NOE-P05","footnote","Lüroth, Castelnuovo, and Enriques references","NOE-P05-KO-U02-PARA-005","2","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4555","4555","21","21","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","D171E1F96A93E2872D5EB13C287BD14EF1B36B82ADCCECAB39489482C5ACFEDB","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":20,""line_end"":20,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""6094039C58E438B129ED42DBC1FB53022CCE10FCEBD35E18BAE90FAE3F2EE28C""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02-PARA-005""},{""relation"":""note_for"",""target_id"":""NOE-P05-KO-U02-PARA-005""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","912BF47CDC3E4EA3EAB552971B89DF8A4D8354DD36BEB140182398562144E0FD"
"NOE-P05-KO-U02-BIB-002","NOE-P05","bibliography_item","Lüroth rational curves 1875","NOE-P05-KO-U02-NOTE-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4555","4555","21","21","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","D171E1F96A93E2872D5EB13C287BD14EF1B36B82ADCCECAB39489482C5ACFEDB","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":20,""line_end"":20,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""6094039C58E438B129ED42DBC1FB53022CCE10FCEBD35E18BAE90FAE3F2EE28C""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02-NOTE-001""},{""relation"":""bibliography_for"",""target_id"":""NOE-P05-KO-U02-NOTE-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","50A6BD24EAC1A16F0890C9ABA7A5D0CBDD38A653E67BB90FAAA200310551DBA9"
"NOE-P05-KO-U02-BIB-003","NOE-P05","bibliography_item","Castelnuovo plane involutions 1893","NOE-P05-KO-U02-NOTE-001","2","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4555","4555","21","21","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","D171E1F96A93E2872D5EB13C287BD14EF1B36B82ADCCECAB39489482C5ACFEDB","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":20,""line_end"":20,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""6094039C58E438B129ED42DBC1FB53022CCE10FCEBD35E18BAE90FAE3F2EE28C""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02-NOTE-001""},{""relation"":""bibliography_for"",""target_id"":""NOE-P05-KO-U02-NOTE-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","488B4DD235F5E1AE6308A43045BF78AACD653211BE84C1D0061D77701C19B2CA"
"NOE-P05-KO-U02-BIB-004","NOE-P05","bibliography_item","Enriques nonrational space involution 1912","NOE-P05-KO-U02-NOTE-001","3","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4555","4555","21","21","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","D171E1F96A93E2872D5EB13C287BD14EF1B36B82ADCCECAB39489482C5ACFEDB","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":20,""line_end"":20,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""6094039C58E438B129ED42DBC1FB53022CCE10FCEBD35E18BAE90FAE3F2EE28C""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02-NOTE-001""},{""relation"":""bibliography_for"",""target_id"":""NOE-P05-KO-U02-NOTE-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","F706D9FC124A86D26715CF54D62FF9972670C1DEF9C98B0C70EB9C7BDED67AFD"
"NOE-P05-KO-U02-BIB-005","NOE-P05","bibliography_item","Steinitz section 24 cited for the Lüroth function","NOE-P05-KO-U02-PARA-005","3","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4555","4555","21","21","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","D171E1F96A93E2872D5EB13C287BD14EF1B36B82ADCCECAB39489482C5ACFEDB","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":20,""line_end"":20,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""6094039C58E438B129ED42DBC1FB53022CCE10FCEBD35E18BAE90FAE3F2EE28C""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02-PARA-005""},{""relation"":""cross_reference"",""target_id"":""NOE-P05-KO-U01-BIB-001""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","603D9BA7855A666191DCAB768E9DF2601C0458C50A86691B5E67FD38744BE201"
"NOE-P05-KO-U02-PARA-006","NOE-P05","paragraph","Lagrange fields and parameter construction","NOE-P05-KO-U02","6","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4557","4557","23","23","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","A0FC4256233C198D4DF72D0F096466BD64E91A4558196A8A2E5FAD9510D43807","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":22,""line_end"":22,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""1B903B996E4EC40437006E7A28B015E453647E93E9F30E2861B0DE7E40F7A60D""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","9326754B2455BF0E8AEC8677EF4451B06E7C0951D7086942E63D11CE79897E11"
"NOE-P05-KO-U02-STATEMENT-001","NOE-P05","statement","Minimal basis implies rational parameter construction","NOE-P05-KO-U02-PARA-006","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4557","4557","23","23","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","A0FC4256233C198D4DF72D0F096466BD64E91A4558196A8A2E5FAD9510D43807","U02","{""unit_id"":""U02"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U02_UNCHECKED.tex"",""line_start"":22,""line_end"":22,""file_sha256"":""62D644153874FFE07C839102D5EF222BCED55F693C1BA6E8E9FF318A670F8DEA"",""slice_sha256_lf"":""1B903B996E4EC40437006E7A28B015E453647E93E9F30E2861B0DE7E40F7A60D""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U02-PARA-006""},{""relation"":""statement_of"",""target_id"":""NOE-P05-KO-U02-PARA-006""}]","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4559 / Paper-local line 25 / Korean U03","C45BC991BEDC6A0A4016DCB3A9228D137F5489A6C6E0957AB7C3BD3C43ADDB6C"
"NOE-P05-KO-U03-PARA-001","NOE-P05","paragraph","Symmetric-group example and Hilbert irreducibility","NOE-P05-KO-U03","1","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4559","4559","25","25","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","39F6033DBE8035E0CC8B85CEE7DCEEF4494F025591B0D75E5DFAACFCEFB9E19F","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U03_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""2B7ADD81855DD9D06A1D2D17249F32F5D7BBDB458F7474E0BB7BC3F14A5FFA89"",""slice_sha256_lf"":""43C7BFA730481D7BCB23EFC5CE1336AE7704C227D6F9C27C05D5644053E4338A""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U03""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4565 / Paper-local line 31 / Korean U04","F550F04F9E83A104D583015D125E43A26BCA26AC4198B2CD4D20B3B3A9C7BB30"
"NOE-P05-KO-U03-PARA-002","NOE-P05","paragraph","Degree-three and degree-four groups and remaining question","NOE-P05-KO-U03","2","C:\Users\Floris\Documents\interlanguage\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","4561","4561","27","27","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","E8429FA60ABAA753544CF24D51BFB6C2055C56561281ED135B4E2065ABA2DA1E","U03","{""unit_id"":""U03"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper05_ko_translation_001_20260804\\targets\\Noether_P05_Korean_U03_UNCHECKED.tex"",""line_start"":14,""line_end"":14,""file_sha256"":""2B7ADD81855DD9D06A1D2D17249F32F5D7BBDB458F7474E0BB7BC3F14A5FFA89"",""slice_sha256_lf"":""42EC675915B07841145B6718C4EA62CEA77A45C8CFBBC42019745097A84B1C9B""}","{""relation"":""embedded_in"",""target_id"":""NOE-P05-KO-U03""}","de","ko-KR","current_pointer_v003_preserved_candidate","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-source line 4565 / Paper-local line 31 / Korean U04","D028722D682832610BD8DDFF4EA53DBD9C86EA1CDD5588592D6EE4D2C977735A"
