"public_filename","bytes","checksum"
"10 Reader PDF - Zhu Shijie - Suanxue Qimeng.pdf","2117148","357b29c3ec013c388e18b04097cbe991"
"90 Artifacts - Additional Non-Scan TeX Source Artifacts.zip","141642603","3b4e54426b015dda67957a819fb11930"
"90 Artifacts - Darboux - Lessons on Geometry.zip","16615931","57c6347ad852a30567e81a81dbfff4d7"
"90 Artifacts - Darboux - Lessons on the General Theory of Surfaces.zip","6918473","356464fc76e9b74a00dfc1e53c120682"
"90 Artifacts - Dedekind - Was sind und was sollen die Zahlen.zip","20833253","35c709090f6dc13248d7e7d8cb67bc17"
"90 Artifacts - Dirichlet - Mathematische Werke.zip","61270388","85a0fc30bf602211befc23c7e7c73346"
"90 Artifacts - Fricke and Klein - Automorphic Functions Volume II.zip","346676598","0f4cec6dc1fe12a6717ef8fb6b791cb4"
"90 Artifacts - Gauss - Werke Sources and Audits.zip","44262808","3a007f604ffe5f400022dd2cbe3a5aba"
"90 Artifacts - Hausdorff - Set Theory.zip","12349747","14fa2142f092928234d13ec7dbaf572e"
"90 Artifacts - Hecke - Lectures on Algebraic Number Theory.zip","4064688","6bc40885ff32e3b8ca452d522693758d"
"90 Artifacts - Hermite - Oeuvres.zip","11382075","ef7aeb8961db9fdac1abeb0071be2fcf"
"90 Artifacts - Killing - Transformation Groups.zip","366173","bf616ed4b936fb737ea1b2bebb764e27"
"90 Artifacts - Kummer - Selected Papers.zip","7092169","1890b4b21b3cf1b302870ad6ead02f48"
"90 Artifacts - Landau - Algebraic Numbers and Ideals.zip","2752125","5e019604e3e8914baa5f6e0484734e62"
"90 Artifacts - Landau - Analytic and Geometric Number Theory.zip","13994270","69c6b1061d6035da639cffacc915fea0"
"90 Artifacts - Landau - Distribution of Prime Numbers Volume I.zip","3359433","55ae554e1cf0eb3f1a8c799408c348d9"
"90 Artifacts - Landau - Distribution of Prime Numbers Volume II Chapter 5.zip","472843","8be678cd30eaf79bba77f37401642490"
"90 Artifacts - Landau - Distribution of Prime Numbers Volume II Part 7.zip","9975195","f5febfc0029eb010511e0c69d89b6a52"
"90 Artifacts - Landau - Distribution of Prime Numbers Volume II.zip","8526861","d397da61356a41a28105927db0af7c2a"
"90 Artifacts - Landau - Lectures on Number Theory Volume I.zip","3176790","26ddcb2f4619148f20440a1e7d83ce89"
"90 Artifacts - Landau - Lectures on Number Theory Volume II.zip","140270954","cf6b94472737ee3d355b0b41e8af3c6f"
"90 Artifacts - Landau - Lectures on Number Theory Volume III.zip","1296217","67e2cadbd8de0eec47e10d9cd91a5367"
"90 Artifacts - Lie - Theory of Transformation Groups Volume I.zip","236177240","d61850bbc68481db94e052cad36ba711"
"90 Artifacts - Macaulay - Algebraic Theory of Modular Systems.zip","1005549","e631bca9c24ddcfcb4ace4866ef573a9"
"90 Artifacts - Minkowski - Diophantine Approximations.zip","3282329","c5cc99d0ffbf6818d4dbb1383db8f8f7"
"90 Artifacts - Minkowski - Geometry of Numbers.zip","4233362","16a5e08f63faa125642128a9502ab431"
"90 Artifacts - Non-European Mathematics - Sources TeX and Audits.zip","114335543","79d5332b50faf47cf69190a7fba0a996"
"90 Artifacts - Picard - Traite d analyse.zip","6374926","117b10713e0b675d59c58e52556d88a8"
"90 Artifacts - Poincare - Oeuvres.zip","9634839","f197549eed37c2c0c556d82f14dd369f"
"90 Artifacts - Refined Non-Scan TeX Source Artifacts.zip","172490284","acf8ac37d479bce1c70dac7a177a85ad"
"90 Artifacts - Riemann - Gesammelte Werke Complete Draft.zip","3515193","58f98b471b1dee8107b68725f46295f9"
"90 Artifacts - Riemann - Selected Papers.zip","47056766","912200d895b9b784dc01100823cd60a7"
"90 Artifacts - SGA - Translation Sources and Working TeX 1-7.zip","739398633","0532b473345dfe9bd269345b44b7d1fa"
"90 Artifacts - Weber - Lehrbuch der Algebra Page-Range Draft.zip","2961221","ff4dd8c3339c26706bc1b6f42210212c"
"90 Artifacts - Weber - Lehrbuch der Algebra Volume I Complete Draft.zip","5084156","b51e796f2c611b8ff2c31e316f413d84"
"90 Artifacts - Weber - Lehrbuch der Algebra Volume I.zip","18206628","129c90387aa49d0adcdcee5beef34f4c"
"98 Audit - Reader Surface QC and Demotions.zip","566925","3eceb4781d1e5fce8f46908d847c73f9"
"98 Manifest - Added Source Artifacts.csv","10010","ed6f45a606739102e7cfe343f2de6abe"
"98 Metadata - Public Project Map Summary.json","3362","9b05696f7f3b05d0fd65f34b5696d9f0"
"98 Metadata - Release History and Audits.zip","4129938","f6b2f2035fe4750d992b8303241f033e"
"98 Metadata - SGA Reader QC Summary.json","3964","cbaace34724fb58ec2186ca61b8be9c3"
"98 README - SGA Reader QC.txt","1148","450f3fbd382aeb03f8d61aae5709dc53"
"99 Complete Bulk Archive - Modern LaTeX Corpus.zip","2366159506","230e01bb4a97ff82e34cd72dbdef1e4c"
