branch,root,classification,files,bytes,zip_files,pdf_files,tex_files,md_files,csv_files,json_files
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-c7fb-current-head-continuation-20260706,interlanguage method/provenance package,13,1877976,0,0,0,1,10,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-212df-branch-advance-source-payload-20260706,interlanguage method/provenance package,14,1820653,0,0,0,1,11,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/interlanguage-fable-d8fdb95a-payload-authority-routing-20260707,interlanguage method/provenance package,158,1801603,0,0,0,26,99,25
origin/codex/noether-pc-20260629,uploader-transfer/romance-e88470ea-current-head-delta-20260706,uploader transfer/provenance package,30,1683704,0,0,0,7,14,2
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-e58a9ef5-source-routing-pdf-recovery-20260706,interlanguage method/provenance package,19,1635005,0,0,0,1,16,1
origin/codex/noether-pc-20260629,uploader-transfer/cjk-source-evidence-draft-45250d8f-current-frontier-heartbeat-20260707,uploader transfer/provenance package,23,1623648,0,0,0,1,20,1
origin/codex/noether-pc-20260629,sources/dedekind,legacy/source mirror package,10,1610108,0,5,4,1,0,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/interlanguage-fable-fd3754d1-whole-corpus-recovery-authority-refresh-20260706,interlanguage method/provenance package,40,1594735,0,0,0,4,28,7
origin/codex/noether-pc-20260629,uploader-transfer/interlanguage-fable-28019a34-current-frontier-drift-recovery-20260707,uploader transfer/provenance package,33,1441020,0,0,0,4,14,14
origin/codex/noether-pc-20260629,uploader-transfer/r9-whole-corpus-33b23-continuation-20260706,uploader transfer/provenance package,18,1347039,0,0,0,2,15,0
origin/codex/noether-pc-20260629,audits,root/support or legacy file,15,1334559,0,0,0,2,11,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-963f5299-r6-manual-access-boundary-20260706,interlanguage method/provenance package,16,1280858,0,0,0,1,13,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/cjk-native-faa2c330-source-gated-draft-support-refresh-20260706,interlanguage method/provenance package,19,1256051,0,0,0,4,12,2
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706,uploader transfer/provenance package,15,1218631,0,0,0,4,8,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-81db4ba9-source-text-occurrence-scan-retry-20260706,interlanguage method/provenance package,13,1200324,0,0,0,1,10,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/interlanguage-fable-7a7576c3-payload-authority-routing-repaired-20260707,interlanguage method/provenance package,107,1191952,0,0,0,12,70,19
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-5dcc7bf5-e58-packet-visibility-20260706,interlanguage method/provenance package,13,1166537,0,0,0,1,10,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-81db4ba9-source-gated-micro-evidence-20260706,interlanguage method/provenance package,16,1123810,0,0,0,1,13,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/interlanguage-fable-b4660802-live-drift-authority-routing-20260707,interlanguage method/provenance package,97,947862,0,0,0,11,61,20
origin/codex/noether-pc-20260629,interlanguage-sidecar/interlanguage-fable-faa2c330-r6-ethics-authority-wake-20260706,interlanguage method/provenance package,51,930218,0,0,0,4,8,8
origin/codex/noether-pc-20260629,uploader-transfer/cjk-native-source-evidence-28019a34-frontier-advance-source-use-codepoint-fable-20260707,uploader transfer/provenance package,22,910207,0,0,0,4,15,2
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-exact-8f7-authority-replay-20260706,interlanguage method/provenance package,13,908611,0,0,0,1,10,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706,uploader transfer/provenance package,21,865453,0,0,0,2,18,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-1a1110eb-current-head-comparison-20260706,interlanguage method/provenance package,13,861016,0,0,0,1,10,1
origin/codex/noether-pc-20260629,coordination/FABLE_PROGRAM_REPEATED_DIRECTIVE_20260705,coordination/log package,100,847600,0,0,0,100,0,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/persianate-tajik-faa2c330-current-head-source-gated-boundary-continuation-20260706,interlanguage method/provenance package,32,726701,0,0,0,4,27,0
origin/codex/noether-pc-20260629,coordination/non-slavic-core-fd3754d1-current-head-mutual-wake-route-20260706,coordination/log package,12,692879,0,0,0,2,8,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-c7fb-mutual-wake-source-backed-payload-20260706,interlanguage method/provenance package,14,647675,0,0,0,1,11,1
origin/codex/noether-pc-20260629,uploader-transfer/romance-8be81510-frontier-correction-current-head-20260706,uploader transfer/provenance package,23,632140,0,0,0,5,14,2
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706,interlanguage method/provenance package,13,630828,0,0,0,1,10,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-9d7db086-current-head-followup-20260706,interlanguage method/provenance package,13,625457,0,0,0,1,10,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706,interlanguage method/provenance package,11,575285,0,0,0,1,8,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-8be81510-frontier-correction-20260706,interlanguage method/provenance package,11,567019,0,0,0,1,8,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/cjk-native-fd3754d1-token-reset-recovery-delta-20260706,interlanguage method/provenance package,23,564339,0,0,0,4,16,2
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-23630643-b952-returns-package-repair-route-20260707,uploader transfer/provenance package,24,536344,0,0,0,2,20,1
origin/codex/noether-pc-20260629,zenodo-metadata,root/support or legacy file,199,534510,0,0,0,1,0,198
origin/codex/noether-pc-20260629,transfer-audits/old-b-r6-alignment-8f7-current-branch-audit-20260706,transfer audit package,17,528137,0,0,0,1,13,1
origin/codex/noether-pc-20260629,uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707,uploader transfer/provenance package,27,524584,0,0,0,4,20,2
origin/codex/noether-pc-20260629,uploader-transfer/r6-9bbcb11b-local-source-witness-reconciliation-20260706,uploader transfer/provenance package,15,519484,0,0,0,2,12,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706,uploader transfer/provenance package,20,517698,0,0,0,3,15,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/interlanguage-fable-212dfb-enforcement-gap-audit-20260706,interlanguage method/provenance package,30,467284,0,0,0,5,12,12
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-cycle4-ur-ota-recovery-scaffold-20260706,interlanguage method/provenance package,11,465620,0,0,0,1,8,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706,uploader transfer/provenance package,19,465270,0,0,0,3,15,0
origin/codex/noether-pc-20260629,uploader-transfer/interlanguage-method-authority-45250d8f-d9ea-frontier-advance-governance-20260707,uploader transfer/provenance package,45,457375,0,0,0,6,23,14
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-212dfb-branch-advance-gap-audit-20260706,interlanguage method/provenance package,14,444084,0,0,0,1,11,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706,interlanguage method/provenance package,14,441875,0,0,0,1,11,1
origin/codex/noether-pc-20260629,other-pc-coordination,root/support or legacy file,16,440212,0,0,0,12,2,1
origin/codex/noether-pc-20260629,language-source-bodies/pan-turkic-fd3754d1-current-frontier-recovery-search-20260706,source-body corpus package,21,436102,0,0,0,4,16,0
origin/codex/noether-pc-20260629,OUTPUT_MANIFEST_20260705.csv,root/support or legacy file,1,378152,0,0,0,0,1,0
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-1a1110eb-8be815-current-head-audit-20260706,uploader transfer/provenance package,10,363398,0,0,0,1,7,1
origin/codex/noether-pc-20260629,"""interlanguage-sidecar",root/support or legacy file,11,359907,0,0,0,0,0,0
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-4065f6a4-current-frontier-recovery-20260707,uploader transfer/provenance package,20,347314,0,0,0,3,15,1
origin/codex/noether-pc-20260629,uploader-transfer/non-slavic-core-ac6f4eb-branch-advance-audit-20260706,uploader transfer/provenance package,13,340019,0,0,0,1,10,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-761bec88-r2-interlanguage-r9-branch-advance-route-20260707,coordination/log package,15,336847,0,0,0,2,11,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-1a823d4a-current-head-source-start-continuation-20260707,uploader transfer/provenance package,21,330621,0,0,0,4,16,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-359bc213-current-head-source-start-continuation-20260707,uploader transfer/provenance package,21,325918,0,0,0,4,16,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/slavic-faa2c330-source-gated-draft-support-20260706,interlanguage method/provenance package,22,321783,0,0,0,5,16,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-7b34ec91-current-head-source-start-continuation-20260707,uploader transfer/provenance package,21,321026,0,0,0,4,16,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-dfb0ac3e-current-head-source-start-continuation-20260707,uploader transfer/provenance package,20,319146,0,0,0,4,15,0
origin/codex/noether-pc-20260629,uploader-transfer/r9-faa2c330-source-gated-draft-reviewpack-20260706,uploader transfer/provenance package,12,317121,0,0,0,3,7,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/rtl-persianate-arabic-postpush-source-gated-pretranslation-20260706,interlanguage method/provenance package,13,310940,0,0,0,2,8,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-aeed56e7-current-head-source-start-continuation-20260707,uploader transfer/provenance package,18,310227,0,0,0,2,15,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-6a895f1c-current-head-source-start-continuation-20260707,uploader transfer/provenance package,18,310097,0,0,0,2,15,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-68c877c0-current-head-source-start-continuation-20260706,uploader transfer/provenance package,15,309886,0,0,0,2,12,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-faa2c330-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,309289,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707,uploader transfer/provenance package,18,308663,0,0,0,2,15,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-25b9a6df-current-head-source-start-continuation-20260707,uploader transfer/provenance package,18,308113,0,0,0,2,15,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-8a7f43fd-current-head-source-start-continuation-20260707,uploader transfer/provenance package,17,306842,0,0,0,2,14,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-d8fdb95a-current-head-source-start-continuation-20260707,uploader transfer/provenance package,17,306752,0,0,0,2,14,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-7a7576c3-current-head-source-start-continuation-20260707,uploader transfer/provenance package,17,306692,0,0,0,2,14,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-faa2c330-token-reset-mutual-wake-recovery-20260706,uploader transfer/provenance package,17,305335,0,0,0,3,12,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-1233d6f-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,303852,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-fd3754d1-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,303522,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-2bbdbfe5-token-reset-recovery-source-start-continuation-20260706,uploader transfer/provenance package,16,303041,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-8466d686-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,302810,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-8e839c49-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,302247,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,302243,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,302243,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-732b5139-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,302243,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-b63d1b97-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,302243,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-eb15c5dd-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,302243,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-54c8925b-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,302242,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-2bbdbfe5-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,302202,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,302198,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r6-7b77da5b-current-head-source-start-continuation-20260706,uploader transfer/provenance package,16,302198,0,0,0,2,13,0
origin/codex/noether-pc-20260629,uploader-transfer/r9-africa-horn-west-b95298e7-frontier-correction-recovery-20260707,uploader transfer/provenance package,17,299851,0,0,0,3,12,1
origin/codex/noether-pc-20260629,uploader-transfer/r6-8e491924-current-head-source-start-continuation-20260706,uploader transfer/provenance package,15,299829,0,0,0,2,12,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/arabic-rtl-fd3754d1-heartbeat-fable-source-canon-refresh-20260706,interlanguage method/provenance package,19,296518,0,0,0,4,13,1
origin/codex/noether-pc-20260629,uploader-transfer/interlanguage-method-authority-b95298e7-c4304bfd-live-drift-continuation-20260707,uploader transfer/provenance package,45,288457,0,0,0,6,23,14
origin/codex/noether-pc-20260629,uploader-transfer/slavic-canonical-baseline-6034c6b4-current-frontier-authority-visibility-watcher-20260707,uploader transfer/provenance package,22,280002,0,0,0,4,16,1
origin/codex/noether-pc-20260629,uploader-transfer/cjk-native-source-evidence-9737e10c-frontier-advance-source-use-codepoint-fable-20260707,uploader transfer/provenance package,22,278134,0,0,0,4,15,2
origin/codex/noether-pc-20260629,uploader-transfer/r6-c33e09eb-current-head-source-start-continuation-20260706,uploader transfer/provenance package,15,277926,0,0,0,2,12,0
origin/codex/noether-pc-20260629,coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707,coordination/log package,15,277131,0,0,0,2,11,1
origin/codex/noether-pc-20260629,uploader-transfer/r9-faa2c330-token-reset-recovery-search-workpack-20260706,uploader transfer/provenance package,12,273864,0,0,0,3,7,1
origin/codex/noether-pc-20260629,uploader-transfer/r9-fd3754d1-systemerror-recovery-ledger-20260706,uploader transfer/provenance package,14,259835,0,0,0,3,9,1
origin/codex/noether-pc-20260629,uploader-transfer/r2-pan-turkic-hard-blockers-b95298e7-frontier-advance-recovery-20260707,uploader transfer/provenance package,45,253590,0,0,0,9,35,0
origin/codex/noether-pc-20260629,interlanguage-sidecar/cjk-draft-eb15c5dd-current-frontier-recovery-20260706,interlanguage method/provenance package,20,240566,0,0,0,1,17,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-b290f1c-cjk-draft-current-head-route-20260706,coordination/log package,11,237826,0,0,0,2,7,1
origin/codex/noether-pc-20260629,coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707,coordination/log package,14,231542,0,0,0,2,10,1
origin/codex/noether-pc-20260629,interlanguage-sidecar/slavic-faa2c330-token-reset-current-head-recheck-20260706,interlanguage method/provenance package,25,228759,0,0,0,5,19,0
origin/codex/noether-pc-20260629,uploader-transfer/cjk-native-source-evidence-9cfcf1ac-frontier-advance-source-use-codepoint-fable-20260707,uploader transfer/provenance package,22,228022,0,0,0,4,15,2
origin/codex/noether-pc-20260629,uploader-transfer/persianate-tajik-28019a34-frontier-correction-recovery-20260707,uploader transfer/provenance package,33,221468,0,0,0,6,25,0
origin/codex/noether-pc-20260629,uploader-transfer/persianate-tajik-45250d8f-live-frontier-recovery-20260707,uploader transfer/provenance package,34,221028,0,0,0,6,26,0
