"origin_lane","origin_artifact_path","origin_row_id","lane","target_language_or_access_target","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","license_or_access_signal","sha256_or_other_hash","source_language","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","gap_or_blocker_note","non_claim_boundary","r3_relevance","created_utc"
"Arabic RTL source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_20260704.csv","AR-SRC-REP-011","Arabic RTL source-canon lane - external pointer for R3 alignment","Controlled Arabic / Arabic RTL","Arabic RTL source witness AR-SRC-REP-011: representation theory; algebraic structures; invariant theory topic map","owner unresolved from upstream Arabic source-canon row","representation theory; algebraic structures; invariant theory topic map","public_encyclopedia_register_witness","HTML","https://www.marefa.org/%D9%81%D8%B6%D8%A7%D8%A1_%D8%A7%D9%84%D8%AA%D9%85%D8%AB%D9%8A%D9%84","sources/non_slavic_reference_corpus/20260702T185300Z_controlled_arabic_invariant_covariant_register_refresh/html/marefa_representation_space_public_topic_map.html","explicit_reuse_license_not_verified","A280CD052DC59561262DFF5916FA382794FE32133193690ABE2801A3ED104F41","Arabic","True","False","True","not_specialist_authority","External source-canon pointer only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","Arabic algebra/ring/source witness pointer for R3 source-canon alignment; R3 does not supersede the Arabic RTL lane table.","20260704T201707Z"
"Arabic RTL source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_20260704.csv","AR-SRC-INV-012","Arabic RTL source-canon lane - external pointer for R3 alignment","Controlled Arabic / Arabic RTL","Arabic RTL source witness AR-SRC-INV-012: modular matrix invariant rings; invariant theory; commutative algebra","owner unresolved from upstream Arabic source-canon row","modular matrix invariant rings; invariant theory; commutative algebra","non_arabic_specialist_source_archive","arXiv_PDF_and_TeX_source","https://arxiv.org/abs/2504.12179","sources/non_slavic_reference_corpus/20260702T185300Z_controlled_arabic_invariant_covariant_register_refresh/downloads/arxiv_2504_12179_eprint_source.tar","arxiv_nonexclusive_license_to_distribute","9283405D3E30900E07B044219A6A660CF5D5A6DA200048236240FAFB29B75364","Arabic","True","True","True","english_source_cannot_authorize_arabic_wording","External source-canon pointer only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","Arabic algebra/ring/source witness pointer for R3 source-canon alignment; R3 does not supersede the Arabic RTL lane table.","20260704T201707Z"
"Arabic RTL source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-arabic-rtl-source-evidence-draft-lane\outputs\NOETHER_ARABIC_RTL_SOURCE_CANON_WITNESS_TABLE_20260704.csv","AR-SRC-REJECT-013","Arabic RTL source-canon lane - external pointer for R3 alignment","Controlled Arabic / Arabic RTL","Arabic RTL source witness AR-SRC-REJECT-013: none","owner unresolved from upstream Arabic source-canon row","none","rejected_tex_source_hit","raw_TeX","https://raw.githubusercontent.com/Ag-ilies/pfe/fbd0c804af7c2bf2d151251ad0b39a40dec21809/Content/02_Chapter1/Text/chapter1.tex","sources/non_slavic_reference_corpus/20260702T185300Z_controlled_arabic_invariant_covariant_register_refresh/raw_tex_rejections/github_Ag-ilies_pfe_chapter1_false_positive.tex","license_not_checked_after_rejection","EA0D8192E487589ADFDE181DDA5E3A82A32AB867FD24308BCF94CD84FD709F8E","Arabic","True","True","False","not_a_mathematics_source","External source-canon pointer only; no translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push.","Arabic algebra/ring/source witness pointer for R3 source-canon alignment; R3 does not supersede the Arabic RTL lane table.","20260704T201707Z"
"Persianate/Tajik source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json","Advanced Algebra course PDF","Persianate/Tajik source-canon lane - external pointer for R3 alignment - fa_IR","Persian/Farsi (Iran)","Advanced Algebra course PDF","Behboodi / Isfahan University of Technology","advanced_algebra; modules; fields; homomorphism_context","B_pdf_publication_or_course_text","pdf","https://people.iut.ac.ir/sites/default/files/users/behboodi/course_files/advanced_algebra_dr._behboodi.pdf","outputs/source_canon_witness_cache_20260704/fa_iut_behboodi_advanced_algebra.pdf","university-hosted PDF; no open license found in this pass","B2BEDB1AA29693935B09445ED8D90910F27BDEEA7CA2F0BB5E3394F0150FDA40","Persian","True","False","True","TeX/source package unavailable; use as provenance candidate only","does not authorize prs_AF or tg_Cyrl_TJ; external pointer only; no R3 promotion or completion claim","Persian/Farsi source-canon pointer relevant to R3 Persian/Farsi algebra or adjacent linear-algebra review; no authorization for prs_AF/tg/Urdu/Hindustani/Pan-Turkic.","20260704T201707Z"
"Persianate/Tajik source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json","PNU ring/module book preview","Persianate/Tajik source-canon lane - external pointer for R3 alignment - fa_IR","Persian/Farsi (Iran)","PNU ring/module book preview","Payame Noor University Press","ring_theory; module_theory","B_pdf_publication_or_book_preview","pdf","https://press.pnu.ac.ir/book_30094.pdf","outputs/source_canon_witness_cache_20260704/fa_pnu_ring_module_book_30094.pdf","publisher PDF/preview; no open license found in this pass","62FC1509AA543B70F2EFB461DA1871A3978D194DD8D79DFC480319B02702ED07","Persian","True","False","True","license/access gap blocks redistribution beyond provenance","not a term approval; external pointer only; no R3 promotion or completion claim","Persian/Farsi source-canon pointer relevant to R3 Persian/Farsi algebra or adjacent linear-algebra review; no authorization for prs_AF/tg/Urdu/Hindustani/Pan-Turkic.","20260704T201707Z"
"Persianate/Tajik source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json","Noncommutative prime ideals thesis PDF","Persianate/Tajik source-canon lane - external pointer for R3 alignment - fa_IR","Persian/Farsi (Iran)","Noncommutative prime ideals thesis PDF","Shahrood University of Technology thesis repository","noncommutative_rings; prime_ideals; modules; automorphism","B_pdf_thesis","pdf","https://shahroodut.ac.ir/fa/thesis/files/somefiles/sf_QA37.pdf","outputs/source_canon_witness_cache_20260704/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdf","university thesis PDF; no open license found in this pass","77C32EE8A31778858F2D2D05AC432661102B4E27A54ABA8BE0573DA299BFA335","Persian","True","False","True","strong provenance, but review/license gates remain open","source evidence only; external pointer only; no R3 promotion or completion claim","Persian/Farsi source-canon pointer relevant to R3 Persian/Farsi algebra or adjacent linear-algebra review; no authorization for prs_AF/tg/Urdu/Hindustani/Pan-Turkic.","20260704T201707Z"
"Persianate/Tajik source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json","Persian linear algebra 3Blue1Brown notes","Persianate/Tajik source-canon lane - external pointer for R3 alignment - fa_IR","Persian/Farsi (Iran)","Persian linear algebra 3Blue1Brown notes","SireJeff GitHub repository","linear_algebra; matrices; determinants; vector_spaces; tex_source","A_tex_source_archive","zip_source_archive","https://github.com/SireJeff/linear-algebra-3blue1brown-notes","outputs/source_canon_witness_cache_20260704/fa_linear_algebra_3blue1brown_tex_source_master.zip","README says educational use and original video content belongs to 3Blue1Brown; no standard open license found","4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C","Persian","True","True","False","source-level format, but topic is adjacent linear algebra rather than Noether algebra/invariant theory","does not close algebra/invariant-theory source gap; external pointer only; no R3 promotion or completion claim","Persian/Farsi source-canon pointer relevant to R3 Persian/Farsi algebra or adjacent linear-algebra review; no authorization for prs_AF/tg/Urdu/Hindustani/Pan-Turkic.","20260704T201707Z"
"Persianate/Tajik source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json","Persian Noether-topic TeX/arXiv source package","Persianate/Tajik source-canon lane - external pointer for R3 alignment - fa_IR","Persian/Farsi (Iran)","Persian Noether-topic TeX/arXiv source package","not found","invariant_theory; Noether_algebra; tex_source_gap","Gap","gap","","","not applicable","","Persian","False","False","False","no Persian-language TeX/arXiv/source archive found for Noether-style algebra/invariant theory in this pass","do not infer from English-language Iranian publications; external pointer only; no R3 promotion or completion claim","Persian/Farsi source-canon pointer relevant to R3 Persian/Farsi algebra or adjacent linear-algebra review; no authorization for prs_AF/tg/Urdu/Hindustani/Pan-Turkic.","20260704T201707Z"
"Persianate/Tajik source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json","Algebra - Abdullah Momand","Persianate/Tajik source-canon lane - external pointer for R3 alignment - prs_AF","Dari/Persian (Afghanistan)","Algebra - Abdullah Momand","eCampus Afghanistan / Abdullah Momand","algebra; rings; fields; ideals; homomorphism; automorphism","B_pdf_textbook","pdf","https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-Abdullah-Momand.pdf","outputs/source_canon_witness_cache_20260704/prs_af_ecampus_algebra_momand.pdf","eCampus textbook PDF; no open license found in this pass","5145F1EFA0AB4275AD3CBF03C0016A3362D5D7A6EDE3444FDE512719E813D8F4","Dari/Afghan Persian","True","False","True","primary prs_AF source-canon candidate; exact register still needs reviewer","fa_IR evidence cannot authorize this lane; external pointer only; no R3 promotion or completion claim","Dari/Afghan Persian source-canon pointer relevant only to the prs_AF separate gate; fa_IR does not authorize it.","20260704T201707Z"
"Persianate/Tajik source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json","eCampus 369 Afghan university textbook list","Persianate/Tajik source-canon lane - external pointer for R3 alignment - prs_AF","Dari/Persian (Afghanistan)","eCampus 369 Afghan university textbook list","eCampus Afghanistan","bibliography; algebra_titles; linear_algebra_titles; Afghan_university_textbooks","C_html_catalog","html","https://ecampus-afghanistan.org/list-of-369-published-textbooks-for-afghan-universities/","outputs/source_canon_witness_cache_20260704/prs_af_ecampus_369_textbook_list.html","page footer copyright; books downloadable; no open license found","E78A9FC816B597DA04F6817F93A77E3A6DDDBBD7A6F884BDBFDD4D8DEFAFAFAA","Dari/Afghan Persian catalog context","True","False","False","catalog/source-routing only; not a term anchor","not license clearance; external pointer only; no R3 promotion or completion claim","Dari/Afghan Persian source-canon pointer relevant only to the prs_AF separate gate; fa_IR does not authorize it.","20260704T201707Z"
"Persianate/Tajik source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json","Dari TeX/arXiv/invariant-theory source packages","Persianate/Tajik source-canon lane - external pointer for R3 alignment - prs_AF","Dari/Persian (Afghanistan)","Dari TeX/arXiv/invariant-theory source packages","not found","tex_source_gap; invariant_theory_gap","Gap","gap","","","not applicable","","Dari/Afghan Persian","False","False","False","no Dari/Afghan Persian TeX/source archive or direct invariant-theory witness found in this pass","do not borrow fa_IR invariant-theory renderings; external pointer only; no R3 promotion or completion claim","Dari/Afghan Persian source-canon pointer relevant only to the prs_AF separate gate; fa_IR does not authorize it.","20260704T201707Z"
"Persianate/Tajik source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json","Алгебраи хаттӣ","Persianate/Tajik source-canon lane - external pointer for R3 alignment - tg_Cyrl_TJ","Tajik Cyrillic","Алгебраи хаттӣ","Tajik Wikipedia contributors","linear_algebra; matrices; determinants; forms; invariant_theory_context","A_or_C_raw_wikitext","mediawiki_raw_wikitext","https://tg.wikipedia.org/wiki/Алгебраи_хаттӣ","outputs/source_canon_witness_cache_20260704/tg_cyrl_linear_algebra_wikipedia.raw.txt","CC BY-SA per Wikimedia page/footer terms","FBF1074CC8AFEAA2681E5D548AB4CACEACED30A85D34F5072F4AF8F690C355A3","Tajik Cyrillic","True","True","False","linear-algebra/invariant-context witness only; not abstract algebra row authority","Tajik rows remain zero promoted; external pointer only; no R3 promotion or completion claim","Tajik source-canon pointer relevant only to the tg_Cyrl_TJ separate gate; adjacent/support evidence only.","20260704T201707Z"
"Persianate/Tajik source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json","TNU 2017 conference proceedings","Persianate/Tajik source-canon lane - external pointer for R3 alignment - tg_Cyrl_TJ","Tajik Cyrillic","TNU 2017 conference proceedings","Tajik National University","conference_proceedings; mixed_math_context; weak_ring_field_group_hits","B_or_C_weak_pdf_context","pdf","https://tnu.tj/ilm/mater2017.pdf","outputs/source_canon_witness_cache_20260704/tg_cyrl_tnu_2017_conference_mater2017.pdf","university PDF; no open license found in this pass","073D7CFEF645FF8F5482AE069141EAE8EC0405BB6FE6BB3E5F395C73D0535810","mixed Tajik/Russian","False","False","True","weak context only; not isolated Noether algebra register","not a Tajik term row source; external pointer only; no R3 promotion or completion claim","Tajik source-canon pointer relevant only to the tg_Cyrl_TJ separate gate; adjacent/support evidence only.","20260704T201707Z"
"Persianate/Tajik source-canon lane","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_WITNESS_TABLE_20260704.json","TGPU ring/field PDF candidate","Persianate/Tajik source-canon lane - external pointer for R3 alignment - tg_Cyrl_TJ","Tajik Cyrillic","TGPU ring/field PDF candidate","TGPU/Vestnik candidate","failed_fetch; ring_field_candidate","Gap","failed_pdf_fetch_404_html","https://vestnik.tgpu.tj/Content/files/JournalsPDF/a5b992cf-3aca-4997-9e59-11bd0e34dc3d.pdf","outputs/source_canon_witness_cache_20260704/tg_cyrl_tgpu_ring_field_candidate_404.html","failed fetch; no usable license/source","12EAFE6435F4C02A65306F1CF02F26798F9A46C3074608F51B51014C07FA6580","unknown due failed fetch","False","False","False","direct URL returned 404 HTML; do not cite as source evidence","failed candidate only; external pointer only; no R3 promotion or completion claim","Tajik source-canon pointer relevant only to the tg_Cyrl_TJ separate gate; adjacent/support evidence only.","20260704T201707Z"
