fd_blocker_id,prior_probe_id,source_blocker_id,language_or_scope,r9_language_bucket,blocker_origin,blocker_field,probe_kind,exists,searched_path,resolved_path,next_recovery_step,recovery_status,current_head,prior_head,source_use_label,accepted_translation_evidence,promotion_allowed,native_review_claimed,boundary_note
R9-FD3754D1-EXACT-BLOCKER-0011,R9-FAA2C330-EXACT-PROBE-0011,R9-1233D6F1-BLOCKER-0011,Afar,Afar,9bb_zip_candidate_review_correction,source_body_type,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0012,R9-FAA2C330-EXACT-PROBE-0012,R9-1233D6F1-BLOCKER-0012,Afar,Afar,9bb_zip_candidate_review_correction,reviewer_boundary,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0013,R9-FAA2C330-EXACT-PROBE-0013,R9-1233D6F1-BLOCKER-0013,Somali,Somali,9bb_zip_candidate_review_correction,target_language_subpath,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0014,R9-FAA2C330-EXACT-PROBE-0014,R9-1233D6F1-BLOCKER-0014,Somali,Somali,9bb_zip_candidate_review_correction,exact_source_phrase,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0015,R9-FAA2C330-EXACT-PROBE-0015,R9-1233D6F1-BLOCKER-0015,Somali,Somali,9bb_zip_candidate_review_correction,source_body_type,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0016,R9-FAA2C330-EXACT-PROBE-0016,R9-1233D6F1-BLOCKER-0016,Somali,Somali,9bb_zip_candidate_review_correction,reviewer_boundary,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0017,R9-FAA2C330-EXACT-PROBE-0017,R9-1233D6F1-BLOCKER-0017,Oromo,Oromo,9bb_zip_candidate_review_correction,target_language_subpath,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0018,R9-FAA2C330-EXACT-PROBE-0018,R9-1233D6F1-BLOCKER-0018,Oromo,Oromo,9bb_zip_candidate_review_correction,exact_source_phrase,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0019,R9-FAA2C330-EXACT-PROBE-0019,R9-1233D6F1-BLOCKER-0019,Oromo,Oromo,9bb_zip_candidate_review_correction,source_body_type,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0020,R9-FAA2C330-EXACT-PROBE-0020,R9-1233D6F1-BLOCKER-0020,Oromo,Oromo,9bb_zip_candidate_review_correction,reviewer_boundary,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0021,R9-FAA2C330-EXACT-PROBE-0021,R9-1233D6F1-BLOCKER-0021,Tigrigna/Tigrinya,Tigrigna/Tigrinya,9bb_zip_candidate_review_correction,target_language_subpath,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0022,R9-FAA2C330-EXACT-PROBE-0022,R9-1233D6F1-BLOCKER-0022,Tigrigna/Tigrinya,Tigrigna/Tigrinya,9bb_zip_candidate_review_correction,exact_source_phrase,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0023,R9-FAA2C330-EXACT-PROBE-0023,R9-1233D6F1-BLOCKER-0023,Tigrigna/Tigrinya,Tigrigna/Tigrinya,9bb_zip_candidate_review_correction,source_body_type,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0024,R9-FAA2C330-EXACT-PROBE-0024,R9-1233D6F1-BLOCKER-0024,Tigrigna/Tigrinya,Tigrigna/Tigrinya,9bb_zip_candidate_review_correction,reviewer_boundary,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0025,R9-FAA2C330-EXACT-PROBE-0025,R9-1233D6F1-BLOCKER-0025,Related West African/Horn,Related West African/Horn,9bb_zip_candidate_review_correction,target_language_subpath,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
R9-FD3754D1-EXACT-BLOCKER-0026,R9-FAA2C330-EXACT-PROBE-0026,R9-1233D6F1-BLOCKER-0026,Related West African/Horn,Related West African/Horn,9bb_zip_candidate_review_correction,exact_source_phrase,directory,true,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_9BBCB11B_SOURCE_CORPUS_ZIP_AFRICA_HORN_WEST_READ_20260706,path exists; continue OCR/Unicode/license/reviewer triage before any source-gated draft use,active_open_not_completion,fd3754d1f1d286e48791770427f3a2059f1854f5,faa2c330deb886098750dafb5c500e244e1333fe,fd3754d1-exact-blocker-recovery-search-row,false,false,false,"R9 source-use/provenance/gap/generated-draft/noncanonical support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, visual inventory, term spine, sign rendering, or translation completion"
