layer	physical_page	render_path	width_px	height_px	ink_ratio	ink_bbox	sha256	programmatic_visual_status
source	27	rendered/frozen_2E3BB35A/source/page-27.png	922	1368	0.06789445	54,63,869,1334	263037A8029B51AD6C2F59186E09269DBEDE419658D45DA95D7B2F7362C372DA	PASS
source	28	rendered/frozen_2E3BB35A/source/page-28.png	922	1368	0.07422207	56,63,866,1334	89754EBD21A7782065F65D82595637B3AD65FCCADD3286E02FAF9C8172838341	PASS
source	29	rendered/frozen_2E3BB35A/source/page-29.png	922	1368	0.05615415	54,63,868,1334	98D9D4ABB2820BF2F0BB518706122D19265B0305299195041D70B036E94F78E8	PASS
source	30	rendered/frozen_2E3BB35A/source/page-30.png	922	1368	0.04657907	55,63,866,1334	ED6BA4393B20B87FDFD1605516F69C6E6A17BC7C0BDFD2EB60BF47FD3281FB53	PASS
source	31	rendered/frozen_2E3BB35A/source/page-31.png	922	1368	0.05193706	53,63,866,1334	1730375AEDDD127C9889C29004F53DD58E53780D6B331A489086049A70A3CD6E	PASS
source	32	rendered/frozen_2E3BB35A/source/page-32.png	922	1368	0.06575221	56,63,866,1334	262052A7DD27E1313D6D8357576956284947818C934F437F881DE8A36EA0E7FC	PASS
source	33	rendered/frozen_2E3BB35A/source/page-33.png	922	1368	0.07000894	55,63,868,1334	924EDF07DA27FC85AE04DF4FDABFA9DD64633D69E28F95AD8045C733DDA1BE4B	PASS
source	34	rendered/frozen_2E3BB35A/source/page-34.png	922	1368	0.05242782	55,63,869,1334	4A995997EACA95D21A930337F7475D070D4F5630DDE4A6FD2BA69980496D5A3A	PASS
source	35	rendered/frozen_2E3BB35A/source/page-35.png	922	1368	0.05047427	54,63,866,1334	89E871B7FD7BBECE24FAE8300F4D38A4C3D818805C8F443EEE223946E0691AF7	PASS
source	36	rendered/frozen_2E3BB35A/source/page-36.png	922	1368	0.06526620	55,63,868,1334	FAE87D90A8E974980C3CDFB415A3E4E827A9CED1CBCBB377BB66FBAB1A3623D1	PASS
source	37	rendered/frozen_2E3BB35A/source/page-37.png	922	1368	0.06401590	56,63,867,1334	F17BF74C6225B45716BFCC6A3A0247B01AF2D61BCB45D10A6DE45A8ECCD12551	PASS
source	38	rendered/frozen_2E3BB35A/source/page-38.png	922	1368	0.06149468	55,63,868,1334	8A00CFF30663A7F65D3F089417855D055D728C792D22642672DB588A20C24877	PASS
source	39	rendered/frozen_2E3BB35A/source/page-39.png	922	1368	0.04671386	56,63,866,1334	0F331E6350D290D536F6D8F2F23747DE4A041F613F390772D8F918846F4D033F	PASS
source	40	rendered/frozen_2E3BB35A/source/page-40.png	922	1368	0.05857467	56,63,868,1334	A7CC3D57BDEB389DE4EF58BEF6EB13C346590F668FA8C527F34FE8C852355AF9	PASS
source	41	rendered/frozen_2E3BB35A/source/page-41.png	922	1368	0.05123619	55,63,867,1334	8B0869D7BCCCBD9B3518396BE5457A5CFFCEE058E9E5AD64478F0E9AADDE9EB3	PASS
source	42	rendered/frozen_2E3BB35A/source/page-42.png	922	1368	0.06158745	56,63,866,1334	9305E897F59B39ABA8F51676420292DCD8DA0B060490A3ABEFD1363730A6E264	PASS
source	43	rendered/frozen_2E3BB35A/source/page-43.png	922	1368	0.06039899	55,63,866,1334	2A87560098024036381C2F42AC193E085ADFF426B7628E94BC9FC22BD4C6F2F8	PASS
source	44	rendered/frozen_2E3BB35A/source/page-44.png	922	1368	0.05982735	56,63,867,1334	8065280A4B6172FDEC964229C8492E559E759E7B8A109115F8E28A092ED433F6	PASS
source	45	rendered/frozen_2E3BB35A/source/page-45.png	922	1368	0.05942856	56,63,869,1334	4ABD6839233EA792B76776C01A7F88B98699D6867ABD66BBAB1A98E8CD741A65	PASS
source	46	rendered/frozen_2E3BB35A/source/page-46.png	922	1368	0.05679634	56,63,869,1334	549B482CBC05233DC3ECC74DE1B4B03119CDF2B17B5373746988724087A985A5	PASS
source	47	rendered/frozen_2E3BB35A/source/page-47.png	922	1368	0.07126559	56,63,869,1334	B13E63BBFA27CC8F11DD21B2BFF270249B2DDF64F3A8636736A9D5A8DB5FCDC6	PASS
source	48	rendered/frozen_2E3BB35A/source/page-48.png	922	1368	0.03718556	56,63,868,1334	CFC222245664D7E5A002E3235E3CB922917AAA6CE7413B6C32BEC187EE3BF7E5	PASS
source	49	rendered/frozen_2E3BB35A/source/page-49.png	922	1368	0.05187363	54,63,866,1334	1713A1A6335500D59DBFB7D0876348E029D05549250DCE5F325B5FFE72835FF9	PASS
source	50	rendered/frozen_2E3BB35A/source/page-50.png	922	1368	0.06358539	54,63,866,1334	7346A1584E0AB9F7977BC30EA1C38B252AAC107D73E93E0FF8E2276E767F0361	PASS
source	51	rendered/frozen_2E3BB35A/source/page-51.png	922	1368	0.04519241	55,63,866,1334	0A59E6A746C9CA5BD5FA47957EFBFA8CB00F7720A811AE0F9BB9CCFFD8AAE221	PASS
source	52	rendered/frozen_2E3BB35A/source/page-52.png	922	1368	0.04484831	55,63,866,1334	7F3D840C5855B068220C0C911638A33DDDADA62338EA8C30ED824A2F12D83CA6	PASS
source	53	rendered/frozen_2E3BB35A/source/page-53.png	922	1368	0.04734416	54,63,866,1340	B21377B36F54855C100211E744B318E145D613594CAA39AEC25BEA94258BB3AD	PASS
source	54	rendered/frozen_2E3BB35A/source/page-54.png	922	1368	0.04144626	55,63,866,1334	FB7649474F160938652A473C80FE77390DF1EDAD485E96BB315AEF5E5571DDBE	PASS
source	55	rendered/frozen_2E3BB35A/source/page-55.png	922	1368	0.04750431	54,63,866,1334	8EBD5B7E4177D619657DDF3933926CEB081294526A3E7049E8707529B1FC77EE	PASS
source	56	rendered/frozen_2E3BB35A/source/page-56.png	922	1368	0.06050364	54,63,867,1334	0A2A0F7118CD2F2FBFA99A45863CD0EDC1E577C27E2401CEE8BEFB700D5892E5	PASS
source	57	rendered/frozen_2E3BB35A/source/page-57.png	922	1368	0.04953080	55,63,866,1334	3346B20263B0E663E8BDC24B002D763132240DE8C33B94A54882D0AD0842D85D	PASS
source	58	rendered/frozen_2E3BB35A/source/page-58.png	922	1368	0.02576953	55,63,866,1334	AA9F781A11ED73CD3812C1D3DC2256F56A1A004102B78BE69DC9DF19283ED95E	PASS
english	1	rendered/frozen_2E3BB35A/english/page-01.png	922	1368	0.03530099	54,63,866,1334	3DC590EFA1A79B580F3FDDBC78CC07703EAEEB1C6EADAB2CA0664C48AFA2D7C5	PASS
english	2	rendered/frozen_2E3BB35A/english/page-02.png	922	1368	0.07057027	55,63,869,1334	0A5A3547FA6BE3B06AE4E9EF722CE3234727DCF213BFC35D2A53EE9BD61E1DF8	PASS
english	3	rendered/frozen_2E3BB35A/english/page-03.png	922	1368	0.07078037	54,63,869,1334	478E1DBE3D7F13351735242F0A7F187436207F44F212CADA20A73BD3B951B936	PASS
english	4	rendered/frozen_2E3BB35A/english/page-04.png	922	1368	0.05471753	54,63,866,1334	1B7F6AF349DBD4712F6558B782405CD8F86CA465B2A0A8E17EF23A029E1C1845	PASS
english	5	rendered/frozen_2E3BB35A/english/page-05.png	922	1368	0.05743140	54,63,866,1334	D0BD08F7BF40C1B2580B22CA68F42957BDB48B62F0ECD2F9FF9DC8948AF8A505	PASS
english	6	rendered/frozen_2E3BB35A/english/page-06.png	922	1368	0.05392549	54,63,867,1334	D9C8F73C688E91000DD6187A4827BE37F83D22132BC10A18B28D1B42A476648E	PASS
english	7	rendered/frozen_2E3BB35A/english/page-07.png	922	1368	0.04401108	55,63,868,1334	FBB0EEA4C2CDAE860DAC66B726AEFF4F9A5079419C69ADE40881F102DCAA4C38	PASS
english	8	rendered/frozen_2E3BB35A/english/page-08.png	922	1368	0.05638645	55,63,869,1334	C3430D19258D174F7EB616EA375B0547EE7AE3312E83482553D09FB25C12F06D	PASS
english	9	rendered/frozen_2E3BB35A/english/page-09.png	922	1368	0.06342365	56,63,867,1334	640132E1971A52B6A3BBCFA1FB7E3B4EDE3CA3595D72DAD6E9763C1BE83C58E0	PASS
english	10	rendered/frozen_2E3BB35A/english/page-10.png	922	1368	0.05941587	55,63,868,1334	27F9F07A740A4AC32E776715602313EEAFFE193C73203998FB67FA6586F3FFF8	PASS
english	11	rendered/frozen_2E3BB35A/english/page-11.png	922	1368	0.06363613	54,63,868,1334	732FA16237A32D73E24D4C6F56C8C5A261012107BD3FC69322BC5E46BF457E34	PASS
english	12	rendered/frozen_2E3BB35A/english/page-12.png	922	1368	0.05589251	55,63,866,1334	E116F4645EE4A82653BA6E0B938F710F26F3D5FB976DEF11EB837156948C3001	PASS
english	13	rendered/frozen_2E3BB35A/english/page-13.png	922	1368	0.06631750	54,63,867,1334	B2689CCB02A45ABD0D6DCB974948359DD1873FAD312512D51D43A5AFABE3F019	PASS
english	14	rendered/frozen_2E3BB35A/english/page-14.png	922	1368	0.06078668	55,63,866,1334	0B265E9CD6499C9C38755D2DFF6B14D05147FB51B5F86E32EEDAA98FD1665281	PASS
english	15	rendered/frozen_2E3BB35A/english/page-15.png	922	1368	0.05315881	55,63,866,1334	25738DBA81106550C39CF260224D138B64E4A002BD4D368B5758000D0FD77F99	PASS
english	16	rendered/frozen_2E3BB35A/english/page-16.png	922	1368	0.05891638	55,63,866,1334	3ED850B81D85C2E1BB908D7CBF9A08966E32EE8AFD773A15A8D20BBD41CCD936	PASS
english	17	rendered/frozen_2E3BB35A/english/page-17.png	922	1368	0.05524001	54,63,867,1334	AA069DC13E6261705C9A0DAD9234F8AA9AC24882C947B78C25864126AC1A4ABF	PASS
english	18	rendered/frozen_2E3BB35A/english/page-18.png	922	1368	0.05394134	55,63,866,1334	78D8EFBAE37413699768ABC52B39DB2831FF1D7D89115B9BF2A6279F4FF093C1	PASS
english	19	rendered/frozen_2E3BB35A/english/page-19.png	922	1368	0.04994942	54,63,868,1334	E31A582F2E1022144BC8A466004DE516EDE63CA8B00D389EB1DC5E1899DDECCC	PASS
english	20	rendered/frozen_2E3BB35A/english/page-20.png	922	1368	0.05337764	54,63,869,1334	ADC680599D74DE7AAE1EB94C016831A592BBF2C63CDF538E85FE11AC3C2082F8	PASS
english	21	rendered/frozen_2E3BB35A/english/page-21.png	922	1368	0.04581795	54,63,866,1334	5CBD980B8208B3B536FAB49657C345C6D53A5B9A14BD305512360EC9B391D553	PASS
english	22	rendered/frozen_2E3BB35A/english/page-22.png	922	1368	0.04878553	54,63,868,1334	1415BA4CA9F2E5BC6BFE9051D5FC4FBF80135A2C83B376CB3722B530CD5B487D	PASS
english	23	rendered/frozen_2E3BB35A/english/page-23.png	922	1368	0.05354175	56,63,866,1334	A1B9C1C90DF08FD829DC978859F5AD27CF9D6CE1ECE783014198F42CB352C651	PASS
english	24	rendered/frozen_2E3BB35A/english/page-24.png	922	1368	0.05139951	55,63,867,1334	6978AC15CD38289A8EEEE6457E52847B7AD2A04DFB5DDFE5CFA942FBBD6A8973	PASS
english	25	rendered/frozen_2E3BB35A/english/page-25.png	922	1368	0.05515438	54,63,866,1334	F389CC051231AF8E83EA510FBD4C9785951CDD6E97F1855C2E99F30BEEAA01EB	PASS
english	26	rendered/frozen_2E3BB35A/english/page-26.png	922	1368	0.05403410	54,63,867,1334	F79F74B961A5E0C0F46D4763367375F44BE0A2064C8F9D7D28BB02992140E76A	PASS
english	27	rendered/frozen_2E3BB35A/english/page-27.png	922	1368	0.06575697	55,63,867,1334	A575A3319003A3BB2608CF81DB75010E3D29C79B70F5DC7371B8A851457B6EA5	PASS
english	28	rendered/frozen_2E3BB35A/english/page-28.png	922	1368	0.07311210	56,63,867,1334	CBCDB9A73A0CA4AB8E77883FF7B1419E803F312AEAB0093E2D00E82A16FE219C	PASS
english	29	rendered/frozen_2E3BB35A/english/page-29.png	922	1368	0.05362897	54,63,866,1334	FE8303CF24165448EAD4F9EB90E6B51975008126E274FAE4E505EC322BF97A64	PASS
english	30	rendered/frozen_2E3BB35A/english/page-30.png	922	1368	0.04511788	55,63,868,1334	D64A02B58B1EF02364ED39D38F14BA3335E063BB94ED5FF78CE1121263F07F3C	PASS
english	31	rendered/frozen_2E3BB35A/english/page-31.png	922	1368	0.04983208	53,63,867,1334	5D3F9ADF0D308D21A6F00C039C213072A2D85A01E4584F455AE2AA04441C8B44	PASS
english	32	rendered/frozen_2E3BB35A/english/page-32.png	922	1368	0.06359253	54,63,867,1334	D89A2BAB4A0F0E40EFA370E65E627351940D7BF0F7D3C2352D7909AD69B84A87	PASS
english	33	rendered/frozen_2E3BB35A/english/page-33.png	922	1368	0.06381294	55,63,867,1334	E56788CF5318A5C5780493137CAF7E3FDF8222A67B2A022AE7ED701F45A9E3B9	PASS
english	34	rendered/frozen_2E3BB35A/english/page-34.png	922	1368	0.04981701	54,63,868,1334	69451D4DD7BBC0EDAA1EC418D64B5026DADF6E445DE869BE978D05F31CE3A9BA	PASS
english	35	rendered/frozen_2E3BB35A/english/page-35.png	922	1368	0.05018647	54,63,867,1334	8F218CF9333871A7FE8AA91BBB8B259015CAAEC86C1A40C293C1F134EF371820	PASS
english	36	rendered/frozen_2E3BB35A/english/page-36.png	922	1368	0.06438853	56,63,866,1334	270C9EC8C22AA9065E55786BF11C7436C08D62B470C6A6621458742EF607CC5E	PASS
english	37	rendered/frozen_2E3BB35A/english/page-37.png	922	1368	0.06010722	55,63,867,1334	914EA189B2CA3423ECEFF0E23020D2CD112D70C0CDB57A9C60DAD6548C99A7E8	PASS
english	38	rendered/frozen_2E3BB35A/english/page-38.png	922	1368	0.05909081	55,63,868,1334	B20B27743E157D5D431FB04792B5C728E7DBC92FC7E8C9C288CB59D2BB57033F	PASS
english	39	rendered/frozen_2E3BB35A/english/page-39.png	922	1368	0.04695646	54,63,866,1334	9925F5F8FA48038D11F04C1A278AADEB8342DCC12134651C1C779A8FAAB2ED20	PASS
english	40	rendered/frozen_2E3BB35A/english/page-40.png	922	1368	0.05570857	54,63,866,1334	CA4B83EF27818837A4E0388380375CF7750437C397D3AA52D38BA81A927AAFD7	PASS
english	41	rendered/frozen_2E3BB35A/english/page-41.png	922	1368	0.04921604	54,63,867,1334	A1A4B2C495E95AB906B8E49DAB99422791627D51E2A072D1FBD8852E4AE36366	PASS
english	42	rendered/frozen_2E3BB35A/english/page-42.png	922	1368	0.05729979	55,63,868,1334	5D331952A4BE1E1996852935579E4B7781486D6D392FF32A76B9D27CF43D731C	PASS
english	43	rendered/frozen_2E3BB35A/english/page-43.png	922	1368	0.05620330	54,63,867,1334	3FF5A2C26DEF624734A0066E34EC712B3A074043B71A87A33191CAA273171461	PASS
english	44	rendered/frozen_2E3BB35A/english/page-44.png	922	1368	0.05756381	55,63,868,1334	3D5A8E5377240C6B8B52D06D64242D7C95D9EA26DA7A34CCB6830D0F1C2F7EA5	PASS
english	45	rendered/frozen_2E3BB35A/english/page-45.png	922	1368	0.05666077	54,63,866,1334	6DACCEA80FD09A9DA178F5EC1A814DC61038E0EAD360B82778D55BDB1FDF21B1	PASS
english	46	rendered/frozen_2E3BB35A/english/page-46.png	922	1368	0.05251662	56,63,866,1334	BEE7C2ECC9236D413B4582B58685E630CDF65FF69F87622F553DAA012BB06100	PASS
english	47	rendered/frozen_2E3BB35A/english/page-47.png	922	1368	0.06984958	56,63,869,1334	A8E9D0D514BD7B372E7400D341C17B29685145540DFBD5827C18F33C6E8EC5CF	PASS
english	48	rendered/frozen_2E3BB35A/english/page-48.png	922	1368	0.03632296	56,63,868,1334	9DA62F9C3198BCF2650F6AB660C302F902672C3BA2947251A8B0F6AB50D8B3E9	PASS
english	49	rendered/frozen_2E3BB35A/english/page-49.png	922	1368	0.05076921	54,63,866,1334	0C079DE26F2E147BFA4096D2961B8AC2771B94B7B525F3A994BA11A000D93C31	PASS
english	50	rendered/frozen_2E3BB35A/english/page-50.png	922	1368	0.06251982	54,63,866,1334	370DB8A6710E79D363A2DE0199288DA2494778405F740A2E9EE712BC4C6439CA	PASS
english	51	rendered/frozen_2E3BB35A/english/page-51.png	922	1368	0.04409988	55,63,866,1334	EB9FD189C6C5B105F63157CBCE710ACF2FFF39D92FD57F77B42D4CA9A9083344	PASS
english	52	rendered/frozen_2E3BB35A/english/page-52.png	922	1368	0.04375024	55,63,866,1334	F2D560CE60607B8EA394D0D8126D9F57883ADB31C04F4B8A3A7043BCC32EF58F	PASS
english	53	rendered/frozen_2E3BB35A/english/page-53.png	922	1368	0.04631110	54,63,866,1340	D6C04153F0ABC409D651B2C0299DCC036A98E3B2AEC5DBFB978D5815DDF14956	PASS
english	54	rendered/frozen_2E3BB35A/english/page-54.png	922	1368	0.04036325	55,63,866,1334	548D21C96B8B3525A7A199036FF364439CAB55250CE99910B78982F9852DF4E9	PASS
english	55	rendered/frozen_2E3BB35A/english/page-55.png	922	1368	0.04639910	54,63,866,1334	00748A6E8C45143D14F2D84CAAC23502BB8B454DCB2463924E91BBA67FB272B9	PASS
english	56	rendered/frozen_2E3BB35A/english/page-56.png	922	1368	0.05941666	54,63,867,1334	924059F10BB41A14BD01A265CFFB3042128A64AD048ECFE4A6844D04DD3C00A9	PASS
english	57	rendered/frozen_2E3BB35A/english/page-57.png	922	1368	0.04844382	55,63,866,1334	C2965CD725B59E2353ECFD5672A39C63CD2FA3EE70FA3BD80B45A7BA08A66CBA	PASS
english	58	rendered/frozen_2E3BB35A/english/page-58.png	922	1368	0.02469206	55,63,866,1334	D1702C840DE969A2AAFC546A581613806DAA62D4440A17DDAA9E67510031FE8C	PASS
apparatus	1	rendered/frozen_2E3BB35A/apparatus/page-01.png	922	1368	0.03131937	54,63,867,1334	27BC3B2A7C3E96672FC44DD2366053C6CCC3321CEA72F81A6B8337DDCE2C450B	PASS
apparatus	2	rendered/frozen_2E3BB35A/apparatus/page-02.png	922	1368	0.02722993	54,63,866,1334	92C3D2ED7B65AC378D8703FBBF45F7FE85632108465D7916FC98D8B59A7DC58D	PASS
apparatus	3	rendered/frozen_2E3BB35A/apparatus/page-03.png	922	1368	0.02534932	54,63,867,1334	05D36E53B09F11B99CA7FB36201F362B899049A891FB798F3158DB0A6AFC381E	PASS
apparatus	4	rendered/frozen_2E3BB35A/apparatus/page-04.png	922	1368	0.02491802	54,63,866,1334	5298EFCF7951B67DE3475057EBF9840945E33F024A0B77294D4ACD82EF182434	PASS
apparatus	5	rendered/frozen_2E3BB35A/apparatus/page-05.png	922	1368	0.02456204	54,63,868,1334	BF488C1097336BE9B0BCDCFD1FFE09B23A4EB4A307F66AB0C502D8BE60B121A6	PASS
apparatus	6	rendered/frozen_2E3BB35A/apparatus/page-06.png	922	1368	0.02731793	54,63,868,1334	FB1B5C13B9EF406EAE077917A2535F5F394226E052FAAFF07F0B5FE940557B80	PASS
apparatus	7	rendered/frozen_2E3BB35A/apparatus/page-07.png	922	1368	0.02743686	54,63,866,1334	F9B58183FFB435EC383991338F6279AA888D555573C12A66B34A82CED703B6F3	PASS
apparatus	8	rendered/frozen_2E3BB35A/apparatus/page-08.png	922	1368	0.02896703	54,63,866,1334	CA8687A5091C256E9292C229E8A02592A0398E99A9F13442F8F735514BDDB888	PASS
apparatus	9	rendered/frozen_2E3BB35A/apparatus/page-09.png	922	1368	0.02505915	54,63,869,1334	B21D1EE191288A957AE78D81BCBDF571FEEAD84A46F5C2AB366E1E86477FB68C	PASS
apparatus	10	rendered/frozen_2E3BB35A/apparatus/page-10.png	922	1368	0.02596060	54,63,866,1334	26BCD332861BB2460C9C5E6F4613CFC087947D4F6B8D566A66F941B1FA739507	PASS
apparatus	11	rendered/frozen_2E3BB35A/apparatus/page-11.png	922	1368	0.03242696	54,63,866,1334	CA24E6A4489034604B3F37294A9D7A74B6A3D715229E861E70E20105ED78612C	PASS
apparatus	12	rendered/frozen_2E3BB35A/apparatus/page-12.png	922	1368	0.02791573	54,63,866,1334	C138D1130BD3E33C9C9F8F7424485800167D8F120A3294F1634505CEE0DD113F	PASS
apparatus	13	rendered/frozen_2E3BB35A/apparatus/page-13.png	922	1368	0.02957514	54,63,866,1334	63C160E2B47299367F574E6EA647F9E01D80A0A1E698D9C80F260AC67A9D5462	PASS
apparatus	14	rendered/frozen_2E3BB35A/apparatus/page-14.png	922	1368	0.02724341	54,63,868,1334	4E042937C05598EB13F0F831D7B3B778ACCF34D2CB770DAB41F186D712B77920	PASS
apparatus	15	rendered/frozen_2E3BB35A/apparatus/page-15.png	922	1368	0.02655681	54,63,866,1334	C945C6DDB3CB0C4FD763FFB628862BEA8BB5C7E83693E18DDAC60769635D3487	PASS
apparatus	16	rendered/frozen_2E3BB35A/apparatus/page-16.png	922	1368	0.02716412	54,63,866,1334	28DE24E95C7B6EBB9E4DF37219141D5BBD302BA96CEDE87CED4D2424C5272046	PASS
apparatus	17	rendered/frozen_2E3BB35A/apparatus/page-17.png	922	1368	0.02610569	54,63,866,1334	C39A274CE0BC3D52FFEBE27F84628873D7F0FE22F2771CF56E7A3368071052A9	PASS
apparatus	18	rendered/frozen_2E3BB35A/apparatus/page-18.png	922	1368	0.02387306	54,63,866,1334	A875A0FFEF5DDE24EBFC3F67C43F0BDE3009185BC24BE8FC9C5B27722513E331	PASS
apparatus	19	rendered/frozen_2E3BB35A/apparatus/page-19.png	922	1368	0.02629676	54,63,868,1334	4E1B0450FA34EB689194A8A56F630D2892CCE60F103F0A3063BFD939AF92F719	PASS
apparatus	20	rendered/frozen_2E3BB35A/apparatus/page-20.png	922	1368	0.02617308	54,63,869,1334	BE0665A471F45A8319524B66AEE421DDD1813EFA541E3BE8F6D84AEB8AD11732	PASS
apparatus	21	rendered/frozen_2E3BB35A/apparatus/page-21.png	922	1368	0.02678832	54,63,866,1334	D2148EC5F006EC941BA71290A7138C8FB859BC3057C7E4E06736C449A0B3E155	PASS
apparatus	22	rendered/frozen_2E3BB35A/apparatus/page-22.png	922	1368	0.02668763	54,63,866,1334	624F981CAC11395708E56BA236D110E096C62E688C534466316FE7FEC0B9A36A	PASS
apparatus	23	rendered/frozen_2E3BB35A/apparatus/page-23.png	922	1368	0.02594871	54,63,869,1334	654B6ADB84ED888E419223AC3FFD26988B0D52FA49B5F0275C0149D31B2246BD	PASS
apparatus	24	rendered/frozen_2E3BB35A/apparatus/page-24.png	922	1368	0.02903521	54,63,868,1334	1E57D6A3B41D963A5CD2C85F75AD787A04197401EBBFB98E9CAF2A06D7E17B5C	PASS
apparatus	25	rendered/frozen_2E3BB35A/apparatus/page-25.png	922	1368	0.03160797	54,63,869,1334	F174759D7960EC5B4B2291124719EA793194DAA45137B95D6B00D8A3E2E960F9	PASS
apparatus	26	rendered/frozen_2E3BB35A/apparatus/page-26.png	922	1368	0.02657822	54,63,866,1334	3AFD6F225CBE9E53D1D501C7AE57A5479E475D985C23CC87DAFBF8A501DB66B3	PASS
