"source_document_id","path","language","branch","file_type","provenance_url_or_path","sha256","license_or_availability_note","witness_category","source_use_label","notes"
"ar-src-011","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","CFFBC20B9532025078477284CABF30AFCBAC757F738ECC5718690B8334C304FA","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-012","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_linear_algebra.first5.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","1BD1052005F5E209C342492A07546FEE9AA048810DA9275FA980C2BB80B573A4","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-013","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","2AECBAE6C78BBF75B40207EF1AE30B8010A624E2E506DD45B92CB6298F0A8159","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-014","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","D2591F598ED3E9822D018E550FE8B97E465D004ECD4FB2A3F61C3E3490639785","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-015","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","A023652067EFF99A54396BB736B933B489E7AA947BAFE932613B103D6EF1D215","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-016","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_public_rights_file_52.first5.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","068AB2149F0733A98F289CA317C4FBCC74DBC48C0B1F2B9BAFD6801A1103FCEF","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-017","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","E3E4D9864402FF5F2A4A0DD785D2AFC791379D6BA13B9ECCFF0E2DADCBE48E7C","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-018","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","E08C5125C3C06E5D23DD6EF74D15A0510C4B64F9275AE53AFA6830F67E460F86","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-019","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","7193D398DFA06C56026F6821D0B40D871E168B51DA1EE9EC99C1CE4FA31F25F1","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-020","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","9D031CCB8B18EA2C6CE27ED4E2BC849AB0F348C1319AF9B8261A17BC1CBCDA34","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-021","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","EA5F38EC57FB15F629F0032A0DD6FDD010D3E087D565069E64435B85470165F2","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-022","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/syriamath_structures2_ring_homomorphism.textcheck.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","54B8DA5463AA44406006D2F5296F5710971A4419371F8F05B0397B6530A1D14C","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-023","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","7978A60D748E695A1E8AC1DCC0D4A7A2F02D2406EB159F7C9FAACE48739DDC6F","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-024","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/ens_ouargla_general_algebra_r211.textcheck.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","5046FF5A59B7DB54283CC73205517D918C9F56521F45FB19BAD5D390D5A2843A","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-025","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.textcheck.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","6C4767443E248AA319363ECABC03C0CA07BEA4DCF2329F332339B8FF83054D8C","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-026","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.bigendian_strings.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","E506BBD7DD0F1D9E79422CEE36AD410885DCB3CC79A3B2289013D4EB81ACAE57","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-027","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.unicode_strings.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","DE5D7AA0565565E03B478931972A05356B10A81288833A7B2E29EE3B06A199BF","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-028","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/syriamath_structures3_noetherian_artinian_modules.textcheck.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","C5F24FC33623CAC22E1BE3A4EA025B4335465B0FD2C517EE050BF89D2B667B98","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-029","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T203500Z_arabic_fable_source_recovery_probe/downloads/archive_math_dictionary_ar_en_fr_djvu.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","EC4CF4CF93CF5CEC8E328195B781B397E32197B5ED5D9BEF4ADC1E1AA7A9C2CC","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-030","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T213000Z_arabic_source_canon_round2/extracted-text/arabacademy_math_dic_eng_ar.first8.txt","ar","Semitic>Arabic",".txt","sources/non_slavic_reference_corpus/20260705T213000Z_arabic_source_canon_round2","7EAFC93EBD7A24C841778A6659430E621B9F301AA6ECBA8885859432E3D10F66","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-031","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T213000Z_arabic_source_canon_round2/extracted-text/hiast_kouba_algebra_vol2_2017.first8.txt","ar","Semitic>Arabic",".txt","sources/non_slavic_reference_corpus/20260705T213000Z_arabic_source_canon_round2","E14F477DF73B6AF687EFF6B0E59B777452F9C6B694A0097D2AB97DBA8172DE54","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-032","language-source-bodies/rtl-persianate-arabic/ar/extracted-ocr-witnesses/20260705T213000Z_arabic_source_canon_round2/extracted-text/tiaret_mokhtari_algebrelineaire.first8.txt","ar","Semitic>Arabic",".txt","sources/non_slavic_reference_corpus/20260705T213000Z_arabic_source_canon_round2","0559B1A023B0D6A948B0B1AF1BEC991314B93BFAA7CB4681D429C322C2A108B9","recorded per Arabic lane evidence where available; no blanket license clearance","OCR-witness","OCR-witness","extracted/OCR/string-check witness kept separate from native bodies"
"ar-src-033","language-source-bodies/rtl-persianate-arabic/ar/generated-draft/non-canonical/ARABIC_ACTIVE_ROW_DRAFT_SUPPORT_20260705.csv","ar","Semitic>Arabic",".csv","pre-existing package member or package-generated support","B29B9728CC5BD1598FC2D2FCFDEAEA95722BF26A420E899390B9EC3F995882A9","recorded per Arabic lane evidence where available; no blanket license clearance","generated-draft","generated-draft","generated non-canonical Arabic draft support kept outside source bodies"
"ar-src-034","language-source-bodies/rtl-persianate-arabic/ar/generated-draft/non-canonical/ARABIC_ACTIVE_ROW_DRAFT_SUPPORT_20260705.md","ar","Semitic>Arabic",".md","pre-existing package member or package-generated support","1E1DCF884FE2B19DE39F8C979D657766BF056EEF016879A02F871C434BB40EDE","recorded per Arabic lane evidence where available; no blanket license clearance","generated-draft","generated-draft","generated non-canonical Arabic draft support kept outside source bodies"
"ar-src-035","language-source-bodies/rtl-persianate-arabic/ar/generated-draft/non-canonical/README.md","ar","Semitic>Arabic",".md","pre-existing package member or package-generated support","8F012562B88B9C92A27791854987F46F10ADDA7F60A8644DF01885765927D812","recorded per Arabic lane evidence where available; no blanket license clearance","generated-draft","generated-draft","generated non-canonical Arabic draft support kept outside source bodies"
"ar-src-036","language-source-bodies/rtl-persianate-arabic/ar/LOGBOOK.md","ar","Semitic>Arabic",".md","pre-existing package member or package-generated support","83A7B62E9683FA8ADE262B34851C84F0C02B5BCB5713CC81A2E6F0B61C5CB9E5","recorded per Arabic lane evidence where available; no blanket license clearance","method-note","method-note","method, README, logbook, or package note"
"ar-src-037","language-source-bodies/rtl-persianate-arabic/ar/logs/LOGBOOK_EXCERPT_20260705.md","ar","Semitic>Arabic",".md","pre-existing package member or package-generated support","7BFD2D0097460ECCBE326B3F51D5D7A46BB41C0C4F3B094FA761DE32B3BCA2F8","recorded per Arabic lane evidence where available; no blanket license clearance","method-note","method-note","method, README, logbook, or package note"
"ar-src-038","language-source-bodies/rtl-persianate-arabic/ar/manifest.json","ar","Semitic>Arabic",".json","pre-existing package member or package-generated support","3DDDC26D6C615DF2C287951B03D05DDC86FE08CFB04B7EBBC04FBC1A4E72B7E7","recorded per Arabic lane evidence where available; no blanket license clearance","manifest","manifest","manifest/checksum/source-witness inventory support"
"ar-src-039","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf_download_probe.bin","ar","Semitic>Arabic",".bin","pre-existing package member or package-generated support","01E37F125A62322451388F068E71BBF7E28F0448F1A112F62252E821E65EC6D4","recorded per Arabic lane evidence where available; no blanket license clearance","rejected","rejected","failed/ambiguous download or rejected binary evidence; not source body"
"ar-src-040","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf_download_probe.bin","ar","Semitic>Arabic",".bin","pre-existing package member or package-generated support","8957E428CACBADA148C65E9894FCF73C0931BDA5722C8CC8A842F23150BE69C4","recorded per Arabic lane evidence where available; no blanket license clearance","rejected","rejected","failed/ambiguous download or rejected binary evidence; not source body"
"ar-src-041","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf_alt.bin","ar","Semitic>Arabic",".bin","pre-existing package member or package-generated support","9230564270285167A4F5280913A171D794515E4C35081038E672047CEBB5573E","recorded per Arabic lane evidence where available; no blanket license clearance","rejected","rejected","failed/ambiguous download or rejected binary evidence; not source body"
"ar-src-042","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_public_rights_file_52.bin","ar","Semitic>Arabic",".bin","pre-existing package member or package-generated support","ED7C817B06D738096A824287026F3761D67FFE0C5690A28ECCBCBCDF809C2254","recorded per Arabic lane evidence where available; no blanket license clearance","rejected","rejected","failed/ambiguous download or rejected binary evidence; not source body"
"ar-src-043","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.epub.blocked.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","2620B98BF76B8E804CE5DD6AF9DCC757E171901332B55CD7B0C04AE07BE7A829","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-044","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.epub.blocked.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","2620B98BF76B8E804CE5DD6AF9DCC757E171901332B55CD7B0C04AE07BE7A829","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-045","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf_download_probe.bin","ar","Semitic>Arabic",".bin","pre-existing package member or package-generated support","58C1254FC8F2F7D3C8C6018E2F889B444D631CE212DE371D9BB560DA9EC69B2D","recorded per Arabic lane evidence where available; no blanket license clearance","rejected","rejected","failed/ambiguous download or rejected binary evidence; not source body"
"ar-src-046","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.curl.err.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","07726CE0B2A2F65B7F531A9FA94245087A81BFDE66F9970DF542825F79E1197C","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-047","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.pdftotext.err.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-048","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/ens_ouargla_general_algebra_r211.curl.err.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","A2E9F1A91AA151BDB6071EEFCBA683B059017AC8459CAD10C8CF974EC6548DEB","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-049","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/ens_ouargla_general_algebra_r211.pdftotext.err.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-050","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.curl.err.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","8B63E81540CCA969B8E2B345284238598DCF58734F7EADDAEF4191377AEAF9B6","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-051","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.pdftotext.err.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-052","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/svu_chapter4_rings_fields.curl.err.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","BB7DBC5A6FDAC0D74DEDE1D8AA319FB4EC7EA09C70F2A93110372C1A0DC1B9A8","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-053","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/tripoli_math_bachelor_program.blocker.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","17BC76CC4E6A65670989F0FC741BE3358F4E78E178741E9F3067DA730CB94BB3","recorded per Arabic lane evidence where available; no blanket license clearance","rejected","rejected","failed/ambiguous download or rejected binary evidence; not source body"
"ar-src-054","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/tripoli_math_bachelor_program.curl.err.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","AA22E33EA074380D0B932AC2E1357D18C89D25C6FED073868C00F10C2E50FA08","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-055","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/yarmouk_bscmath_2025.blocker.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","CE9F750A9581A92C14FDB8A32FAE8C768DCD90873F53B78FC1B2814CCE9974FB","recorded per Arabic lane evidence where available; no blanket license clearance","rejected","rejected","failed/ambiguous download or rejected binary evidence; not source body"
"ar-src-056","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/yarmouk_bscmath_2025.curl.err.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","C7946CCE77D61C1D7185E40AE1DBC67CEADE1D676BC959F8DB2AC65126AF1B41","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-057","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/alfreed_rings_fields_book_metadata.curl.err.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","7530BB60576C432A1168655822A213B51FDDAADBC803DBF0CBC8333D96F20C6B","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-058","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.curl.err.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","6C1D97FEC6DC33F74D1E32D8D50569FD01842E6BB5F1010F51795072FFCE04C6","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
"ar-src-059","language-source-bodies/rtl-persianate-arabic/ar/provenance/download-probes-and-blockers/20260705T140400Z_arabic_artinian_noetherian_chain_probe/downloads/ksu_artinian_serial_rings_1430.pandoc.err.txt","ar","Semitic>Arabic",".txt","pre-existing package member or package-generated support","7E324EEB9299D9851F50006E8AD0EEF738CCC82C6D45655FF22E86BF3A1D4C6A","recorded per Arabic lane evidence where available; no blanket license clearance","pointer-only","pointer-only","provenance, pointer, header, metadata, stderr/progress, or access evidence; not source body"
