candidate_id,source_span_id,raw_token,normalized_token,candidate_kind,proposed_target_id,proposed_external_work,proposed_external_id,relation_type,direction,confidence,evidence,exclusion_reason,status,reviewer,decision_id
ILL-REFC-20260804-0027,ILL-SP-239-002-29,Vol. 7,Lecture Notes in Physics volume 7,publisher_catalogue_metadata,,,,,,high,Component of ILL-REFC-20260804-0007.,Volume label is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0028,ILL-SP-239-002-30,Vol. 8,Lecture Notes in Physics volume 8,publisher_catalogue_metadata,,,,,,high,Component of ILL-REFC-20260804-0008.,Volume label is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0029,ILL-SP-239-002-23,"II, 283 Seiten. 1969. DM 20,—",prelim II; 283 pages; 1969; DM 20,publisher_catalogue_metadata,,,,,,high,"Pagination, year, and price components of ILL-REFC-20260804-0001.",Publisher metadata is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0030,ILL-SP-239-002-24,"III, 215 pages. 1969. DM 18,—",prelim III; 215 pages; 1969; DM 18,publisher_catalogue_metadata,,,,,,high,"Pagination, year, and price components of ILL-REFC-20260804-0002.",Publisher metadata is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0031,ILL-SP-239-002-25,"IV, 125 pages. 1969. DM 14,—",prelim IV; 125 pages; 1969; DM 14,publisher_catalogue_metadata,,,,,,high,"Pagination, year, and price components of ILL-REFC-20260804-0003.",Publisher metadata is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0032,ILL-SP-239-002-26,"XI, 469 Seiten.1970. DM 28,—",prelim XI; 469 pages; 1970; DM 28,publisher_catalogue_metadata,,,,,,high,"Pagination, year, and price components of ILL-REFC-20260804-0004.",Publisher metadata is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0033,ILL-SP-239-002-27,"IV, 120 pages. 1970. DM 14,—",prelim IV; 120 pages; 1970; DM 14,publisher_catalogue_metadata,,,,,,high,"Pagination, year, and price components of ILL-REFC-20260804-0005.",Publisher metadata is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0034,ILL-SP-239-002-28,"V, 340 pages. 1970. DM 24,—",prelim V; 340 pages; 1970; DM 24,publisher_catalogue_metadata,,,,,,high,"Pagination, year, and price components of ILL-REFC-20260804-0006.",Publisher metadata is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0035,ILL-SP-239-002-29,"V, 181 pages. 1971. DM 18,—",prelim V; 181 pages; 1971; DM 18,publisher_catalogue_metadata,,,,,,high,"Pagination, year, and price components of ILL-REFC-20260804-0007.",Publisher metadata is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0036,ILL-SP-239-002-30,"IX, 462 pages. 1971. DM 28,—",prelim IX; 462 pages; 1971; DM 28,publisher_catalogue_metadata,,,,,,high,"Pagination, year, and price components of ILL-REFC-20260804-0008.",Publisher metadata is captured by the composite catalogue-entry candidate; not a separate reference.,excluded_duplicate_component,lead,ILL-TX-20260804-0001
ILL-REFC-20260804-0037,ILL-SP-239-011-02,[1],1,numbered_bibliography_key,ILL-CCD:LNM239:BIB:1,,,cites,unit_to_bibliography,high,"Direct p.11 citation token; bibliographic identity awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0008
ILL-REFC-20260804-0038,ILL-SP-239-011-02,[2],2,numbered_bibliography_key,ILL-CCD:LNM239:BIB:2,,,cites,unit_to_bibliography,high,"Direct p.11 citation token; bibliographic identity awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0008
ILL-REFC-20260804-0039,ILL-SP-239-011-02,[24],24,numbered_bibliography_key,ILL-CCD:LNM239:BIB:24,,,cites,unit_to_bibliography,high,"Direct p.11 citation token associated in prose with Quillen; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0008
ILL-REFC-20260804-0040,ILL-SP-239-011-02,[25],25,numbered_bibliography_key,ILL-CCD:LNM239:BIB:25,,,cites,unit_to_bibliography,high,"Direct p.11 citation token associated in prose with Quillen; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0008
ILL-REFC-20260804-0041,ILL-SP-239-011-04,[9],9,numbered_bibliography_key,ILL-CCD:LNM239:BIB:9,,,cites,unit_to_bibliography,high,"Direct p.11 citation token associated in prose with Whitehead; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0008
ILL-REFC-20260804-0042,ILL-SP-239-011-04,[27],27,numbered_bibliography_key,ILL-CCD:LNM239:BIB:27,,,cites,unit_to_bibliography,high,"Direct p.11 citation token associated in prose with Verdier; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0008
ILL-REFC-20260804-0043,ILL-SP-239-011-04,[23],23,numbered_bibliography_key,ILL-CCD:LNM239:BIB:23,,,cites,unit_to_bibliography,high,"Direct p.11 citation token associated in prose with Quillen; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0008
ILL-REFC-20260804-0044,ILL-SP-239-011-04,"[24] 7.21","24, 7.21",specific_result_locator,ILL-CCD:LNM239:BIB:24#7.21,,,cites_specific_result,unit_to_bibliography,high,"Direct p.11 locator for Quillen's shift isomorphisms; edition and entry await terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0008
ILL-REFC-20260804-0045,ILL-SP-239-011-05,"A. Grothendieck, Cristaux et modules de Dieudonné","Grothendieck, Cristaux et modules de Dieudonné",author_note_reference,,"Cristaux et modules de Dieudonné",external:grothendieck:cristaux-dieudonne:1970,author_note_cites,unit_to_external,high,"Explicit title and venue note on p.11; no external identity beyond the printed note is invented.",,resolved_direct_external,lead,ILL-TX-20260804-0008
ILL-REFC-20260804-0046,ILL-SP-239-011-06,"W. Messing, The Crystals associated to Barsotti-Tate Groups, with Applications to Abelian Schemes","Messing, The Crystals associated to Barsotti-Tate Groups, with Applications to Abelian Schemes",author_note_reference,,"The Crystals associated to Barsotti-Tate Groups, with Applications to Abelian Schemes",external:messing:crystals-barsotti-tate:1971,author_note_cites,unit_to_external,high,"Explicit thesis title and Princeton 1971 note on p.11; forthcoming status is preserved.",,resolved_direct_external,lead,ILL-TX-20260804-0008
ILL-REFC-20260804-0047,ILL-SP-239-012-02,"[25] 5.1","25, 5.1",specific_result_locator,ILL-CCD:LNM239:BIB:25#5.1,,,cites_specific_result,unit_to_bibliography,high,"Direct p.12 locator for the result generalized by the transitivity triangle; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0009
ILL-REFC-20260804-0048,ILL-SP-239-012-04,[17],17,numbered_bibliography_key,ILL-CCD:LNM239:BIB:17,,,cites,unit_to_bibliography,high,"Direct p.12 citation associated in prose with Grothendieck's earlier complex; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0009
ILL-REFC-20260804-0049,ILL-SP-239-012-04,[16],16,numbered_bibliography_key,ILL-CCD:LNM239:BIB:16,,,cites,unit_to_bibliography,high,"Direct p.12 citation following the Kodaira-Spencer invariant; exact entry awaits terminal bibliography.",,pending_terminal_bibliography,lead,ILL-TX-20260804-0009
ILL-REFC-20260805-0050,ILL-SP-239-013-02,(SGA 6 XIV),SGA 6 XIV,external_expose_locator,,"Séminaire de Géométrie Algébrique 6, Exposé XIV",external:sga6:xiv,cites_external_expose,unit_to_external,high,Direct named SGA exposé locator in the p.13 continuation.,,resolved_direct_external,lead,ILL-TX-20260804-0010
ILL-REFC-20260805-0051,ILL-SP-239-013-03,(*),*,author_note_call,ILL-CCD:LNM239:INTRO:p013:ns,,,calls_note,unit_to_note,high,Visible star-note call after Chapitre VI.,,resolved_internal,lead,ILL-TX-20260804-0010
ILL-REFC-20260805-0052,ILL-SP-239-013-03,(SGA 4 VI),SGA 4 VI,external_expose_locator,,"Séminaire de Géométrie Algébrique 4, Exposé VI",external:sga4:vi:deligne-saint-donat,cites_external_expose,unit_to_external,high,Direct named SGA exposé locator associated in the sentence with Deligne-Saint-Donat.,,resolved_direct_external,lead,ILL-TX-20260804-0010
ILL-REFC-20260805-0053,ILL-SP-239-013-03,(SGA 7 VII 3.5.4),SGA 7 VII 3.5.4,specific_external_result_locator,,"Séminaire de Géométrie Algébrique 7, Exposé VII, 3.5.4",external:sga7:vii:3.5.4,cites_specific_external_result,unit_to_external,high,Direct section-level locator for the resolution desired by Grothendieck.,,resolved_direct_external,lead,ILL-TX-20260804-0010
ILL-REFC-20260805-0054,ILL-SP-239-013-03,(3),3,author_note_call,ILL-CCD:LNM239:INTRO:p013:n3,,,calls_note,unit_to_note,high,Visible note call after Mac-Lane.,,resolved_internal,lead,ILL-TX-20260804-0010
ILL-REFC-20260805-0055,ILL-SP-239-013-03,(4),4,author_note_call,ILL-CCD:LNM239:INTRO:p013:n4,,,calls_note,unit_to_note,high,Visible note call after Ext^1(G_a G_a).,,resolved_internal,lead,ILL-TX-20260804-0010
ILL-REFC-20260805-0056,ILL-SP-239-013-04,(5),5,author_note_call,ILL-CCD:LNM239:INTRO:p013:n5,,,calls_note,unit_to_note,high,Visible note call after Atiyah.,,resolved_internal,lead,ILL-TX-20260804-0010
ILL-REFC-20260805-0057,ILL-SP-239-013-05,un second volume,second volume,intra_corpus_volume_reference,ILL-CCD:LNM283:VOL,,,announces_future_volume,note_to_volume,high,The historical note explicitly announces Chapters VI-VIII in a second volume; the bounded corpus identifies that volume as LNM 283.,,resolved_intra_corpus,lead,ILL-TX-20260804-0010
ILL-REFC-20260805-0058,ILL-SP-239-013-06,"S. Mac-Lane, Homologie des anneaux et des modules","Mac-Lane, Homologie des anneaux et des modules",author_note_reference,,Homologie des anneaux et des modules,external:mac-lane:homologie-anneaux-modules:1956,author_note_cites,unit_to_external,high,Explicit author title venue year and page range printed in note 3.,,resolved_direct_external,lead,ILL-TX-20260804-0010
ILL-REFC-20260805-0059,ILL-SP-239-013-07,"L. Breen, travail en préparation","Breen, work in preparation",author_note_reference,,work in preparation,external:breen:work-in-preparation:1971,author_note_cites,unit_to_external,high,Explicit author and work-in-preparation status printed in note 4; no later identity is inferred.,,resolved_direct_external,lead,ILL-TX-20260804-0010
ILL-REFC-20260805-0060,ILL-SP-239-013-08,"M. F. Atiyah, Analytic connexions on fibre bundles","Atiyah, Analytic connexions on fibre bundles",author_note_reference,,Analytic connexions on fibre bundles,external:atiyah:analytic-connexions:1958,author_note_cites,unit_to_external,high,Explicit author title venue and year printed in note 5.,,resolved_direct_external,lead,ILL-TX-20260804-0010
ILL-REFC-20260805-0061,ILL-SP-239-014-02,(SGA 3 III),SGA 3 III,external_expose_locator,,"Séminaire de Géométrie Algébrique 3, Exposé III",external:sga3:iii:demazure,cites_external_expose,unit_to_external,high,Direct named SGA exposé locator associated with Demazure.,,resolved_direct_external,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0062,ILL-SP-239-014-02,[13],13,numbered_bibliography_key,ILL-CCD:LNM239:BIB:13,,,cites,unit_to_bibliography,high,Direct p.14 citation associated in prose with Giraud; exact entry awaits terminal bibliography.,,pending_terminal_bibliography,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0063,ILL-SP-239-014-02,(6),6,author_note_call,ILL-CCD:LNM239:INTRO:p014:n6,,,calls_note,unit_to_note,high,Visible note call after Grothendieck.,,resolved_internal,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0064,ILL-SP-239-014-02,(7),7,author_note_call,ILL-CCD:LNM239:INTRO:p014:n7,,,calls_note,unit_to_note,high,Visible note call after Mazur-Roberts.,,resolved_internal,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0065,ILL-SP-239-014-03,(8),8,author_note_call,ILL-CCD:LNM239:INTRO:p014:n8,,,calls_note,unit_to_note,high,Visible note call after crystalline cohomology.,,resolved_internal,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0066,ILL-SP-239-014-04,(9),9,author_note_call,ILL-CCD:LNM239:INTRO:p014:n9,,,calls_note,unit_to_note,high,Visible note call after Comptes-Rendus.,,resolved_internal,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0067,ILL-SP-239-014-04,(**),**,consultation_note_call,ILL-CCD:LNM239:INTRO:p014:nss,,,calls_note,unit_to_note,high,Visible double-star consultation-note call.,,resolved_internal,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0068,ILL-SP-239-014-05,"A. Grothendieck, letters to J. Giraud and L. Illusie","Grothendieck correspondence, 1969",author_note_reference,,letters to J. Giraud and L. Illusie,external:grothendieck:letters-giraud-illusie:1969,author_note_cites,unit_to_external,high,Explicit correspondents and dates printed in note 6.,,resolved_direct_external,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0069,ILL-SP-239-014-06,"B. Mazur and L. Roberts, Local Euler Characteristics","Mazur and Roberts, Local Euler Characteristics",author_note_reference,,Local Euler Characteristics,external:mazur-roberts:local-euler-characteristics:1970,author_note_cites,unit_to_external,high,Explicit authors title journal volume pages and year printed in note 7.,,resolved_direct_external,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0070,ILL-SP-239-014-07,"P. Berthelot, Cohomologie cristalline des schémas","Berthelot, Cohomologie cristalline des schémas",author_note_reference,,Cohomologie cristalline des schémas,external:berthelot:cohomologie-cristalline-these:pending,author_note_cites,unit_to_external,high,Explicit author title thesis type and forthcoming status printed in note 8.,,resolved_direct_external,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0071,ILL-SP-239-014-08,"L. Illusie, Algèbre homotopique relative","Illusie, Algèbre homotopique relative",author_note_reference,,Algèbre homotopique relative,external:illusie:algebre-homotopique-relative:cras-268,author_note_cites,unit_to_external,high,Explicit author title journal volume and two page ranges printed in note 9.,,resolved_direct_external,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0072,ILL-SP-239-014-08,"L. Illusie, Complexe cotangent relatif d'un faisceau d'algèbres","Illusie, Complexe cotangent relatif d'un faisceau d'algèbres",author_note_reference,,Complexe cotangent relatif d'un faisceau d'algèbres,external:illusie:complexe-cotangent-relatif-faisceau-algebres:cras-268,author_note_cites,unit_to_external,high,Explicit author title journal volume and two page ranges printed in note 9.,,resolved_direct_external,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0073,ILL-SP-239-014-09,résumé multigraphié,mimeographed summary,consultation_note_reference,,mimeographed summary of the whole work,external:orsay:mimeographed-summary,consultation_note_cites,note_to_external,high,The double-star note directly identifies only a mimeographed summary prepared by the Faculty of Sciences at Orsay; no title or later identity is invented.,,resolved_direct_external_source_form_only,lead,ILL-TX-20260804-0011
ILL-REFC-20260805-0074,ILL-SP-239-015-02,A. Grothendieck,A. Grothendieck,named_person_relation,illusie:person:grothendieck,,,acknowledges_advice_and_encouragement,unit_to_person,high,Direct acknowledgement of conjectures advice and encouragement.,,resolved_person_index,lead,ILL-TX-20260804-0012
ILL-REFC-20260805-0075,ILL-SP-239-015-02,P. Deligne,P. Deligne,named_person_relation,illusie:person:deligne,,,acknowledges_help_and_suggestions,unit_to_person,high,Direct acknowledgement of help conversations and illuminating suggestions.,,resolved_person_index,lead,ILL-TX-20260804-0012
ILL-REFC-20260805-0076,ILL-SP-239-015-02,L. Breen,L. Breen,named_person_relation,illusie:person:breen,,,acknowledges_useful_conversations,unit_to_person,high,Direct acknowledgement of useful conversations.,,resolved_person_index,lead,ILL-TX-20260804-0012
ILL-REFC-20260805-0077,ILL-SP-239-015-02,D. Quillen,D. Quillen,named_person_relation,illusie:person:quillen,,,acknowledges_useful_conversations,unit_to_person,high,Direct acknowledgement of useful conversations.,,resolved_person_index,lead,ILL-TX-20260804-0012
ILL-REFC-20260805-0078,ILL-SP-239-015-02,J.L. Verdier,J.L. Verdier,named_person_relation,illusie:person:verdier,,,acknowledges_useful_conversations,unit_to_person,high,Direct acknowledgement of useful conversations.,,resolved_person_index,lead,ILL-TX-20260804-0012
ILL-REFC-20260805-0079,ILL-SP-239-015-02,M. I. T.,M. I. T.,institution_reference,,M. I. T.,external:institution:m-i-t,hosted_seminar_at,unit_to_institution,high,Source identifies the seminar location only by the spaced initialism M. I. T.; no expansion is asserted.,,resolved_direct_external_source_form_only,lead,ILL-TX-20260804-0012
ILL-REFC-20260805-0080,ILL-SP-239-015-02,auditeurs d'un séminaire,M. I. T. seminar participants,collective_acknowledgement,,seminar participants,external:collective:m-i-t-seminar-participants:1970-71,acknowledges_seminar_participants,unit_to_collective,high,Direct collective acknowledgement with the printed academic-year form 70-71.,,resolved_direct_external_source_form_only,lead,ILL-TX-20260804-0012
ILL-REFC-20260805-0081,ILL-SP-239-015-03,Henri Cartan,Henri Cartan,named_person_relation,illusie:person:henri-cartan,,,acknowledges_research_guidance,unit_to_person,high,Direct acknowledgement of guidance in the author's first steps and later progress.,,resolved_person_index,lead,ILL-TX-20260804-0012
ILL-REFC-20260805-0082,ILL-SP-239-015-03,Henri Cartan,Henri Cartan,named_person_relation,illusie:person:henri-cartan,,,acknowledges_jury_presidency,unit_to_person,high,Direct acknowledgement that Cartan presided over the thesis Jury.,,resolved_person_index,lead,ILL-TX-20260804-0012
ILL-REFC-20260805-0083,ILL-SP-239-015-03,Jean-Pierre Serre,Jean-Pierre Serre,named_person_relation,illusie:person:jean-pierre-serre,,,acknowledges_second_subject_proposal,unit_to_person,high,Direct acknowledgement that Serre proposed a second subject.,,resolved_person_index,lead,ILL-TX-20260804-0012
