"branch_head","branch_path","branch_blob_bytes","category","branch_presence_status"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/expanded_source_anchors_20260704/noether-r3-arabic-persianate-linear-algebra/raw.githubusercontent.com/main.tex","6280","branch-visible older R3 expanded source anchor","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/Interlanguage_BackupDump_NonSlavic_TeXFeed_arabic_persianate_rtl_20260705.zip","2627018","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/Interlanguage_BackupDump_NonSlavic_TeXFeed_cjk_20260705.zip","6064488","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705.zip","49890992","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704.zip","2853626","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705.zip","5815800","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/Interlanguage_LaTeX_SourceBodies_Persian_RTL_Arabic_20260704.zip","1384193","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/Interlanguage_LaTeX_SourceBodies_Romance_ES_FR_20260704.zip","10440464","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/Interlanguage_LaTeX_SourceBodies_Romance_LiveArxivCandidates_20260705.zip","251149","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/Interlanguage_LaTeX_SourceBodies_Slavic_GitHub_URLOnly_PublicCandidates_20260705.zip","2740089","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/Interlanguage_LaTeX_SourceBodies_Slavic_Interslavic_Support_20260704.zip","6406302","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/Interlanguage_LaTeX_SourceBodies_Slavic_Linguistics_Arxiv_20260705.zip","14439157","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/LATEX_SOURCE_BODY_BUNDLES_CONTENT_AUDIT_20260705.csv","23916","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/LATEX_SOURCE_BODY_BUNDLES_MANIFEST_20260704.csv","3253","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/README_LATEX_SOURCE_BODY_BUNDLES_20260704.md","6836","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/EXTRACTED_SOURCE_FILE_MANIFEST_20260705.csv","4576","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/RAW_EPRINT_MANIFEST_20260705.csv","2351","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/README_ROMANCE_LIVE_ARXIV_CANDIDATES_20260705.md","1107","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/0910.2557v1/0910.2557v1.tex","13748","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/1312.6798v1/1312.6798v1.tex","65255","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/1407.3941v1/polext.bbl","3788","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/1407.3941v1/polext.tex","79064","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/2504.20230v1/Biblio.bib","17161","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/2504.20230v1/include.sty","67564","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/2504.20230v1/main.bbl","9964","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/2504.20230v1/main.tex","87959","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/2506.03851v1/00README.json","188","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/2506.03851v1/FrenchMacrosClspadic.tex","40805","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/2506.03851v1/FrenchTheoremsClspadic.tex","2869","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/2506.03851v1/KhalerNoetDiff.tex","33398","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/extracted/2506.03851v1/MathMacrosClspadic.tex","34641","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/raw_eprints/0910.2557v1.eprint.source","5318","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/raw_eprints/1312.6798v1.eprint.source","17224","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/raw_eprints/1407.3941v1.eprint.source","23117","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/raw_eprints/2504.20230v1.eprint.source","45302","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/romance_live_arxiv_candidates_20260705/raw_eprints/2506.03851v1.eprint.source","29986","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/README.md","1354","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/SLAVIC_GITHUB_TEX_ALL_CANDIDATES_QUEUE_20260705.csv","290670","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/SLAVIC_GITHUB_TEX_ALREADY_PAYLOAD_QUEUE_20260705.csv","75728","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/SLAVIC_GITHUB_TEX_OPEN_LICENSE_DOWNLOAD_QUEUE_20260705.csv","3733","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/SLAVIC_GITHUB_TEX_QUEUE_BY_LANGUAGE_20260705.csv","1097","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/SLAVIC_GITHUB_TEX_URL_ONLY_QUEUE_20260705.csv","211555","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/SUMMARY.json","347","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/open_license_payload/README.md","603","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/open_license_payload/SLAVIC_GITHUB_TEX_OPEN_LICENSE_PAYLOAD_MANIFEST_20260705.csv","3852","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/open_license_payload/SUMMARY.json","609","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/open_license_payload/payload/mk/uros-stegic_msnr-projekat/06_PrimenaMasinskogUcenjaUStatickojVerifikacijiSoftveraMicovicRankovicStegic.tex","51359","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/open_license_payload/payload/mk/uros-stegic_msnr-projekat/prezentacija 06_PrimenaMasinskogUcenjaUStatickojVerifikacijiSoftveraMicovicRankovicStegic.tex","14312","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","""interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/open_license_payload/payload/pl/stosowana-pl_sprawozdania_fizyka_LaTeX/1._Wahad\305\202o_fizyczne wersja_2 1.tex""","5884","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","""interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/open_license_payload/payload/pl/stosowana-pl_sprawozdania_fizyka_LaTeX/1._Wahad\305\202o_fizyczne wersja_2 niepewnosc_rozszerzona.tex""","1135","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/LANGUAGE_COUNTS_20260705.csv","128","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/README.md","531","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/SLAVIC_GITHUB_TEX_URL_ONLY_PUBLIC_PAYLOAD_MANIFEST_20260705.csv","144669","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/SUMMARY.json","565","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/be/DespairedController_computer-architecture/1_2_1_2.tex","12707","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/be/Krugloff_rus_ruby_book/book_number.tex","376","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/be/UladBohdan_bsu/7-coursework_report_slam.tex","19912","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/be/UladBohdan_bsu/8-final-thesis_report_theory-slam.tex","31648","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/be/UladBohdan_bsu/8-training_report_slam.tex","19896","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/be/alexeyr_miet-haskell-course/lecture2.tex","16215","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","""interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/be/dKab_University-Stuff/\320\274\320\276\320\264\321\203\320\273\321\214 6 \320\242\320\240.tex""","9093","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/be/gogabr_pfds/chapter04.tex","26165","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/be/gogabr_pfds/chapter08.tex","53989","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/be/groupoid_axio/doc_msc.tex","193367","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/be/vlsergey_infosec/appendix_index.tex","8733","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/be/yzh44yzh_elixir_course/book_01_02_iex.tex","10443","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/bg/Angeld55_phd-thesis-onlinegn/Thesis_4. applications_hanoiTowers_hanoiTowers.tex","63823","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/bg/Angeld55_phd-thesis-onlinegn/Thesis_abstract_bg_abstract-content-bg.tex","167685","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
"c3e7d9116a99b025bef2a3dc781449683603e866","interlanguage-sidecar/20260704/latex_source_body_bundles/slavic_github_tex_queue_20260705/url_only_public_github_tex_payload_20260705/payload/bg/Angeld55_phd-thesis-onlinegn/Thesis_contributions.tex","5717","branch-visible source-body bundle or bundle ledger","present-on-target-branch-head"
