language_code,language_name,scripts,arxiv_id,title,authors,published,updated,categories,abs_url,pdf_url,eprint_url,license_url,license_policy,metadata_language_evidence_terms,topic_tags,api_query,candidate_role,boundary
hr,Croatian,Latin,2212.03736v2,On semi-ampleness of the moduli part,Stefano Filipazzi; Calum Spicer,2022-12-07T16:04:12Z,2025-09-02T13:34:20Z,math.AG,http://arxiv.org/abs/2212.03736v2,https://arxiv.org/pdf/2212.03736v2,https://arxiv.org/e-print/2212.03736v2,,missing_arxiv_license,modul; moduli,module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""prsten"" OR all:""prsteni"" OR all:""modul"" OR all:""moduli"" OR all:""grupa"" OR all:""grupe"" OR all:""polje"" OR all:""invarijanta"" OR all:""komutativna algebra"" OR all:""teorija grupa"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
hr,Croatian,Latin,2312.15369v2,The birational geometry of moduli of cubic surfaces and cubic surfaces with a line,Sebastian Casalaina-Martin; Samuel Grushevsky; Klaus Hulek,2023-12-23T23:26:33Z,2024-10-11T18:03:14Z,math.AG,http://arxiv.org/abs/2312.15369v2,https://arxiv.org/pdf/2312.15369v2,https://arxiv.org/e-print/2312.15369v2,,missing_arxiv_license,modul; moduli,module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""prsten"" OR all:""prsteni"" OR all:""modul"" OR all:""moduli"" OR all:""grupa"" OR all:""grupe"" OR all:""polje"" OR all:""invarijanta"" OR all:""komutativna algebra"" OR all:""teorija grupa"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
bs,Bosnian,Latin,2504.00931v1,Moduli spaces of framed logarithmic and parabolic connections on a Riemann surface,Indranil Biswas; Michi-aki Inaba; Arata Komyo; Masa-Hiko Saito,2025-04-01T16:05:08Z,2025-04-01T16:05:08Z,math.AG,http://arxiv.org/abs/2504.00931v1,https://arxiv.org/pdf/2504.00931v1,https://arxiv.org/e-print/2504.00931v1,,missing_arxiv_license,modul; algebra; moduli,algebra;module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""prsten"" OR all:""prstenovi"" OR all:""modul"" OR all:""moduli"" OR all:""grupa"" OR all:""grupe"" OR all:""polje"" OR all:""invarijanta"" OR all:""komutativna algebra"" OR all:""teorija grupa"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
bs,Bosnian,Latin,2212.03736v2,On semi-ampleness of the moduli part,Stefano Filipazzi; Calum Spicer,2022-12-07T16:04:12Z,2025-09-02T13:34:20Z,math.AG,http://arxiv.org/abs/2212.03736v2,https://arxiv.org/pdf/2212.03736v2,https://arxiv.org/e-print/2212.03736v2,,missing_arxiv_license,modul; moduli,module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""prsten"" OR all:""prstenovi"" OR all:""modul"" OR all:""moduli"" OR all:""grupa"" OR all:""grupe"" OR all:""polje"" OR all:""invarijanta"" OR all:""komutativna algebra"" OR all:""teorija grupa"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
bs,Bosnian,Latin,2312.15369v2,The birational geometry of moduli of cubic surfaces and cubic surfaces with a line,Sebastian Casalaina-Martin; Samuel Grushevsky; Klaus Hulek,2023-12-23T23:26:33Z,2024-10-11T18:03:14Z,math.AG,http://arxiv.org/abs/2312.15369v2,https://arxiv.org/pdf/2312.15369v2,https://arxiv.org/e-print/2312.15369v2,,missing_arxiv_license,modul; moduli,module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""prsten"" OR all:""prstenovi"" OR all:""modul"" OR all:""moduli"" OR all:""grupa"" OR all:""grupe"" OR all:""polje"" OR all:""invarijanta"" OR all:""komutativna algebra"" OR all:""teorija grupa"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cnr,Montenegrin,Latin;Cyrillic,2504.00931v1,Moduli spaces of framed logarithmic and parabolic connections on a Riemann surface,Indranil Biswas; Michi-aki Inaba; Arata Komyo; Masa-Hiko Saito,2025-04-01T16:05:08Z,2025-04-01T16:05:08Z,math.AG,http://arxiv.org/abs/2504.00931v1,https://arxiv.org/pdf/2504.00931v1,https://arxiv.org/e-print/2504.00931v1,,missing_arxiv_license,modul; moduli,algebra;module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""prsten"" OR all:""prstenovi"" OR all:""modul"" OR all:""moduli"" OR all:""grupa"" OR all:""grupe"" OR all:""polje"" OR all:""invarijanta"" OR all:""komutativna algebra"" OR all:""теорија група"" OR all:""прстен"" OR all:""модул"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cnr,Montenegrin,Latin;Cyrillic,2212.03736v2,On semi-ampleness of the moduli part,Stefano Filipazzi; Calum Spicer,2022-12-07T16:04:12Z,2025-09-02T13:34:20Z,math.AG,http://arxiv.org/abs/2212.03736v2,https://arxiv.org/pdf/2212.03736v2,https://arxiv.org/e-print/2212.03736v2,,missing_arxiv_license,modul; moduli,module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""prsten"" OR all:""prstenovi"" OR all:""modul"" OR all:""moduli"" OR all:""grupa"" OR all:""grupe"" OR all:""polje"" OR all:""invarijanta"" OR all:""komutativna algebra"" OR all:""теорија група"" OR all:""прстен"" OR all:""модул"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cnr,Montenegrin,Latin;Cyrillic,2312.15369v2,The birational geometry of moduli of cubic surfaces and cubic surfaces with a line,Sebastian Casalaina-Martin; Samuel Grushevsky; Klaus Hulek,2023-12-23T23:26:33Z,2024-10-11T18:03:14Z,math.AG,http://arxiv.org/abs/2312.15369v2,https://arxiv.org/pdf/2312.15369v2,https://arxiv.org/e-print/2312.15369v2,,missing_arxiv_license,modul; moduli,module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""prsten"" OR all:""prstenovi"" OR all:""modul"" OR all:""moduli"" OR all:""grupa"" OR all:""grupe"" OR all:""polje"" OR all:""invarijanta"" OR all:""komutativna algebra"" OR all:""теорија група"" OR all:""прстен"" OR all:""модул"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
bg,Bulgarian,Cyrillic,0809.0838v1,Cohomology of quantum groups: An analog of Kostant's Theorem,University of Georgia VIGRE Algebra Group; Irfan Bagci; Brian D. Boe; Leonard Chastkofsky; Benjamin Connell; Benjamin Jones; Wenjing Li; Daniel K. Nakano; Kenyon J. Platt; Jae-Ho Shin; Caroline B. Wright,2008-09-04T15:32:39Z,2008-09-04T15:32:39Z,math.RT;math.QA,http://arxiv.org/abs/0809.0838v1,https://arxiv.org/pdf/0809.0838v1,https://arxiv.org/e-print/0809.0838v1,,missing_arxiv_license,,algebra;module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""алгебра"" OR all:""пръстен"" OR all:""пръстени"" OR all:""модул"" OR all:""модули"" OR all:""група"" OR all:""групи"" OR all:""поле"" OR all:""инвариант"" OR all:""комутативна алгебра"" OR all:""теория на групите"" OR all:""нотеров"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
mk,Macedonian,Cyrillic,0809.0838v1,Cohomology of quantum groups: An analog of Kostant's Theorem,University of Georgia VIGRE Algebra Group; Irfan Bagci; Brian D. Boe; Leonard Chastkofsky; Benjamin Connell; Benjamin Jones; Wenjing Li; Daniel K. Nakano; Kenyon J. Platt; Jae-Ho Shin; Caroline B. Wright,2008-09-04T15:32:39Z,2008-09-04T15:32:39Z,math.RT;math.QA,http://arxiv.org/abs/0809.0838v1,https://arxiv.org/pdf/0809.0838v1,https://arxiv.org/e-print/0809.0838v1,,missing_arxiv_license,,algebra;module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""алгебра"" OR all:""прстен"" OR all:""прстени"" OR all:""модул"" OR all:""модули"" OR all:""група"" OR all:""групи"" OR all:""поле"" OR all:""инваријанта"" OR all:""комутативна алгебра"" OR all:""теорија на групи"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
be,Belarusian,Cyrillic,0809.0838v1,Cohomology of quantum groups: An analog of Kostant's Theorem,University of Georgia VIGRE Algebra Group; Irfan Bagci; Brian D. Boe; Leonard Chastkofsky; Benjamin Connell; Benjamin Jones; Wenjing Li; Daniel K. Nakano; Kenyon J. Platt; Jae-Ho Shin; Caroline B. Wright,2008-09-04T15:32:39Z,2008-09-04T15:32:39Z,math.RT;math.QA,http://arxiv.org/abs/0809.0838v1,https://arxiv.org/pdf/0809.0838v1,https://arxiv.org/e-print/0809.0838v1,,missing_arxiv_license,,algebra;module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""алгебра"" OR all:""кольца"" OR all:""кальцо"" OR all:""модуль"" OR all:""модулі"" OR all:""група"" OR all:""групы"" OR all:""поле"" OR all:""інварыянт"" OR all:""камутатыўная алгебра"" OR all:""тэорыя груп"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
hsb,Upper Sorbian,Latin,2411.11095v3,Invariant theory and coefficient algebras of Lie algebras,Yin Chen; Runxuan Zhang,2024-11-17T14:52:27Z,2025-11-01T15:46:03Z,math.AC;math.RA,http://arxiv.org/abs/2411.11095v3,https://arxiv.org/pdf/2411.11095v3,https://arxiv.org/e-print/2411.11095v3,,missing_arxiv_license,algebra,algebra;ring;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""algebra"" OR all:""kruh"" OR all:""modul"" OR all:""grupa"" OR all:""inwariant"" OR all:""teorija grupow"" OR all:""matematika"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
hsb,Upper Sorbian,Latin,0602281v5,Quantizations of generalized-Witt algebra and of Jacobson-Witt algebra in the modular case,Naihong Hu; Xiuling Wang,2006-02-13T20:02:10Z,2007-02-11T16:28:01Z,math.QA;math.RT,http://arxiv.org/abs/math/0602281v5,https://arxiv.org/pdf/math/0602281v5,https://arxiv.org/e-print/0602281v5,,missing_arxiv_license,algebra; modul,algebra;module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""algebra"" OR all:""kruh"" OR all:""modul"" OR all:""grupa"" OR all:""inwariant"" OR all:""teorija grupow"" OR all:""matematika"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
hsb,Upper Sorbian,Latin,2312.14316v2,Representation-reduced stated skein modules and algebras,Zhihao Wang,2023-12-21T21:57:13Z,2024-09-17T13:00:34Z,math.QA,http://arxiv.org/abs/2312.14316v2,https://arxiv.org/pdf/2312.14316v2,https://arxiv.org/e-print/2312.14316v2,,missing_arxiv_license,algebra; modul,algebra;module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""algebra"" OR all:""kruh"" OR all:""modul"" OR all:""grupa"" OR all:""inwariant"" OR all:""teorija grupow"" OR all:""matematika"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
dsb,Lower Sorbian,Latin,2411.11095v3,Invariant theory and coefficient algebras of Lie algebras,Yin Chen; Runxuan Zhang,2024-11-17T14:52:27Z,2025-11-01T15:46:03Z,math.AC;math.RA,http://arxiv.org/abs/2411.11095v3,https://arxiv.org/pdf/2411.11095v3,https://arxiv.org/e-print/2411.11095v3,,missing_arxiv_license,algebra,algebra;ring;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""algebra"" OR all:""kružk"" OR all:""modul"" OR all:""grupa"" OR all:""inwariant"" OR all:""matematika"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
dsb,Lower Sorbian,Latin,0602281v5,Quantizations of generalized-Witt algebra and of Jacobson-Witt algebra in the modular case,Naihong Hu; Xiuling Wang,2006-02-13T20:02:10Z,2007-02-11T16:28:01Z,math.QA;math.RT,http://arxiv.org/abs/math/0602281v5,https://arxiv.org/pdf/math/0602281v5,https://arxiv.org/e-print/0602281v5,,missing_arxiv_license,algebra; modul,algebra;module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""algebra"" OR all:""kružk"" OR all:""modul"" OR all:""grupa"" OR all:""inwariant"" OR all:""matematika"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
dsb,Lower Sorbian,Latin,2312.14316v2,Representation-reduced stated skein modules and algebras,Zhihao Wang,2023-12-21T21:57:13Z,2024-09-17T13:00:34Z,math.QA,http://arxiv.org/abs/2312.14316v2,https://arxiv.org/pdf/2312.14316v2,https://arxiv.org/e-print/2312.14316v2,,missing_arxiv_license,algebra; modul,algebra;module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""algebra"" OR all:""kružk"" OR all:""modul"" OR all:""grupa"" OR all:""inwariant"" OR all:""matematika"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
