transition_id,source_row_id,language,row_status,covered_scope,concept_band,english_anchor,german_noether_anchor,target_rendering_draft,term_alternatives_or_register_note,formula_neighboring_usage_note,source_context_note,interlinear_or_semi_constructed_scaffold,reviewer_question,source_canon_basis_artifacts,url_hash_license_access_note,ocr_unicode_status,blocker_or_next_return,draft_label,source_text_saved,translation_completion_claimed,approval_or_promotion_claimed,promotion_allowed
R9-TRANS-20260705-011,OR-N04,Oromo,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",operations,subtraction,Subtraktion,hir'isuu,Single source-row candidate for reviewer comparison: hir'isuu; not accepted terminology.,Formula neighbor: a - b = c. Draft only after reviewer confirms noun/verb sentence behavior.,"Ethiopia Learning Oromo Grade 1 Teacher Guide (lines 53, 57, 66, 68-69).",DE Subtraktion / EN subtraction -> TARGET hir'isuu -> Formula neighbor: a - b = c. Draft only after reviewer confirms noun/verb sentence behavior.,Confirm apostrophe convention and prose behavior.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Oromo PDF bodies and 70 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-012,OR-N05,Oromo,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",operations,multiplication,Multiplikation,baay'isuu,Single source-row candidate for reviewer comparison: baay'isuu; not accepted terminology.,Formula neighbor: a * b = c or a x b = c. Confirm spacing and local symbol prose before use.,Ethiopia Learning Oromo Grade 1 Teacher Guide / Grade 6 Mathematics (Grade 1 lines 86-88; Grade 6 line 133).,DE Multiplikation / EN multiplication -> TARGET baay'isuu -> Formula neighbor: a * b = c or a x b = c. Confirm spacing and local symbol prose before use.,Confirm source spelling and school-level register.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Oromo PDF bodies and 70 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-013,OR-N07,Oromo,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",foundational_number,fraction,Bruch,firaakshinoota,Single source-row candidate for reviewer comparison: firaakshinoota; not accepted terminology.,Formula neighbor: a/b or numerator-over-denominator examples. Confirm singular/plural and algebraic fraction transfer.,"Ethiopia Learning Oromo Grade 1/6 Mathematics (Grade 1 line 81; Grade 6 lines 122-125, 128, 133).",DE Bruch / EN fraction -> TARGET firaakshinoota -> Formula neighbor: a/b or numerator-over-denominator examples. Confirm singular/plural and algebraic fraction transfer.,Confirm whether source loan form is preferred for draft math prose.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Oromo PDF bodies and 70 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-014,OR-A01,Oromo,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",algebra,variable,Variable,jijjiiramaa; jijjiiramoota,Alternatives copied from prior source row for reviewer comparison: jijjiiramaa; jijjiiramoota; not accepted terminology.,"Formula neighbor: x, y, or x + 1 = 3. Confirm singular/plural and equation-prose behavior.","Ethiopia Learning Oromo Grade 8 Mathematics (lines 2090-2092, 2392, 2401, 2590-2593).","DE Variable / EN variable -> TARGET jijjiiramaa; jijjiiramoota -> Formula neighbor: x, y, or x + 1 = 3. Confirm singular/plural and equation-prose behavior.",Confirm singular/plural distinction and equation prose usage.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Oromo PDF bodies and 70 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-015,OR-P01,Oromo,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,proof_language,theorem marker,Satz- / Lehrsatz-Marker,FOR_REVIEW_ONLY_NOT_TRANSLATION: tiyooramii; tiyooramoota,"Alternatives copied from prior source row for reviewer comparison: tiyooramii; tiyooramoota; reviewer-prompt only, not a promoted rendering.",May support heading recognition only; does not supply proof prose or Noether theorem translation.,"Ethiopia Learning Oromo Grade 8 Mathematics (lines 207, 8915-8916, 9011, 9381).",DE Satz- / Lehrsatz-Marker / EN theorem marker -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: tiyooramii; tiyooramoota -> May support heading recognition only; does not supply proof prose or Noether theorem translation.,Confirm whether marker supports theorem headings and whether proof prose needs a different frame.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; Ethiopia Learning Oromo math PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,Local source-body spine has Oromo PDF bodies and 70 P0 current-access metadata rows; license/access signals are non-clearance only.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-016,TG-N01,Tigrigna_Tigrinya,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",foundational_number,mathematics,Mathematik,ሒሳብ,Single source-row candidate for reviewer comparison: ሒሳብ; not accepted terminology.,Use only as a topic/subject label around formula-bearing school-math prose; no Noether prose frame inferred.,Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 1 and 40).,DE Mathematik / EN mathematics -> TARGET ሒሳብ -> Use only as a topic/subject label around formula-bearing school-math prose; no Noether prose frame inferred.,"Confirm Tigrigna/Tigrinya label, orthography, and prose register.",R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-017,TG-N03,Tigrigna_Tigrinya,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",operations,addition,Addition,ምድማር,Single source-row candidate for reviewer comparison: ምድማር; not accepted terminology.,Formula neighbor: a + b = c. Draft only for operation labels/sentences already near source math examples.,Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 141 and 166).,DE Addition / EN addition -> TARGET ምድማር -> Formula neighbor: a + b = c. Draft only for operation labels/sentences already near source math examples.,Confirm operation noun and sentence behavior.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-018,TG-N04,Tigrigna_Tigrinya,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",operations,subtraction,Subtraktion,ምጉዳል,Single source-row candidate for reviewer comparison: ምጉዳል; not accepted terminology.,Formula neighbor: a - b = c. Draft only after reviewer confirms noun/verb sentence behavior.,Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 141 and 166).,DE Subtraktion / EN subtraction -> TARGET ምጉዳል -> Formula neighbor: a - b = c. Draft only after reviewer confirms noun/verb sentence behavior.,Confirm operation noun and sentence behavior.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-019,TG-N07,Tigrigna_Tigrinya,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",foundational_number,fraction,Bruch,ጉዚ; ጉዚታት,Alternatives copied from prior source row for reviewer comparison: ጉዚ; ጉዚታት; not accepted terminology.,Formula neighbor: a/b or numerator-over-denominator examples. Confirm singular/plural and algebraic fraction transfer.,"Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 126, 129, 137, 141, 145).",DE Bruch / EN fraction -> TARGET ጉዚ; ጉዚታት -> Formula neighbor: a/b or numerator-over-denominator examples. Confirm singular/plural and algebraic fraction transfer.,Confirm singular/plural and mathematical register.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-020,TG-S01,Tigrigna_Tigrinya,draft_scaffold_source_backed_for_school_math_scope,"covered: school mathematics / formula-neighboring arithmetic, set, and elementary algebra only",set_language,set,Menge,እኩብ; እኩባት,Alternatives copied from prior source row for reviewer comparison: እኩብ; እኩባት; not accepted terminology.,"Formula neighbor: set A, membership, or braces {a,b}; later algebra transfer requires reviewer/source confirmation.","Ethiopia Learning Tigrigna Grade 6 Mathematics (lines 94, 97, 101, 105, 222, 233-235).","DE Menge / EN set -> TARGET እኩብ; እኩባት -> Formula neighbor: set A, membership, or braces {a,b}; later algebra transfer requires reviewer/source confirmation.",Confirm whether this school set-language can support later algebra only after review.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-021,TG-P01,Tigrigna_Tigrinya,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,proof_language,definition,Definition,FOR_REVIEW_ONLY_NOT_TRANSLATION: ትርጉም,"Single source-row candidate for reviewer comparison: ትርጉም; reviewer-prompt only, not a promoted rendering.",May support a definition-heading prompt only; chemistry-to-math transfer requires reviewer/source confirmation.,"Ethiopia Learning Tigrigna Grade 7 Chemistry (lines 136, 894, 935, 984, 1415).",DE Definition / EN definition -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: ትርጉም -> May support a definition-heading prompt only; chemistry-to-math transfer requires reviewer/source confirmation.,Confirm whether chemistry definition marker transfers to math definitions.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-022,TG-A01,Tigrigna_Tigrinya,source_gap_do_not_use_no_translation,uncovered: source acquisition or OCR/reviewer return required before translation,algebra,algebra/equation/variable,Algebra / Gleichung / Variable,,No target candidate: source gap remains open.,Blocked by Tigrigna/Tigrinya Grade 8 extraction/font-map issue; no formula-neighboring term use yet.,Ethiopia Learning Tigrigna Grade 8 Mathematics (Grade 8 extraction font-encoded or garbled).,DE Algebra / Gleichung / Variable / EN algebra/equation/variable -> TARGET SOURCE GAP -> Blocked by Tigrigna/Tigrinya Grade 8 extraction/font-map issue; no formula-neighboring term use yet.,Repair OCR/font map or review page images before extracting algebra rows.,R9_LOCAL_SOURCE_BODY_PROVENANCE_SPINE_20260705.csv; R9_P0_FULL_SOURCE_URL_ACCESS_SIGNAL_SWEEP_20260705.csv; R9_P0_TIMEOUT_RETRY_TIGRIGNA_TEACHER_GUIDE_20260705.csv; Ethiopia Learning Tigrigna/Tigrinya PDFs in pass2 logs; R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv,"Local source-body spine has Tigrigna/Tigrinya PDF bodies, 53 P0 current-access metadata rows, and one timeout row closed by targeted retry; license/access signals are non-clearance only.",Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-023,FF-A001,Fulfulde_Fulani,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,algebra,algebra,Algebra,FOR_REVIEW_ONLY_NOT_TRANSLATION: aljabar; Aljabar,"Alternatives copied from prior source row for reviewer comparison: aljabar; Aljabar; reviewer-prompt only, not a promoted rendering.",Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Fulani math glossaries (elementary lines 153/155; middle-school 109/111; Algebra 2 653/655).,DE Algebra / EN algebra -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: aljabar; Aljabar -> Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,Identify variety label and decide whether loan form is acceptable in the target community.,NYU/NYSED Fulani/Fulfulde math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source-canon gap ledgers still require variety/source-owner closure,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-024,FF-A005,Fulfulde_Fulani,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,algebra,equation,Gleichung,FOR_REVIEW_ONLY_NOT_TRANSLATION: fotuki; ko andaaka; nannduɗum; fottida,"Alternatives copied from prior source row for reviewer comparison: fotuki; ko andaaka; nannduɗum; fottida; reviewer-prompt only, not a promoted rendering.",Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,"NYU/NYSED Fulani math glossaries (elementary lines 858/860; middle-school 537/539; Algebra 2 288/290, 456/458, 915/917).",DE Gleichung / EN equation -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: fotuki; ko andaaka; nannduɗum; fottida -> Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,Choose among competing variants; do not flatten Fulfulde/Fulani/Fula/Pulaar rows.,NYU/NYSED Fulani/Fulfulde math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source-canon gap ledgers still require variety/source-owner closure,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-025,FF-A008,Fulfulde_Fulani,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,algebra,variable,Variable,FOR_REVIEW_ONLY_NOT_TRANSLATION: fergere; baylatoongel; mamre,"Alternatives copied from prior source row for reviewer comparison: fergere; baylatoongel; mamre; reviewer-prompt only, not a promoted rendering.","Formula neighbor: x, y, or x + 1 = 3. Confirm singular/plural and equation-prose behavior.",NYU/NYSED Fulani math glossaries (elementary lines 2870/2872; middle-school 1789/1791; Algebra 2 1327/1329).,"DE Variable / EN variable -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: fergere; baylatoongel; mamre -> Formula neighbor: x, y, or x + 1 = 3. Confirm singular/plural and equation-prose behavior.","Review variety, register, and higher-math suitability.",NYU/NYSED Fulani/Fulfulde math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source-canon gap ledgers still require variety/source-owner closure,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-026,FF-H001,Fulfulde_Fulani,source_gap_do_not_use_no_translation,uncovered: source acquisition or OCR/reviewer return required before translation,hard_algebra,ring / field / module / ideal / invariant / Noetherian ring,Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring,,No target candidate: source gap remains open.,Hard Noether anchors remain blocked without target-language higher-math source or reviewer return.,R9 Fulfulde/Fulani glossary ledger (no direct source row).,DE Ring / Koerper / Modul / Ideal / Invariante / Noetherscher Ring / EN ring / field / module / ideal / invariant / Noetherian ring -> TARGET SOURCE GAP -> Hard Noether anchors remain blocked without target-language higher-math source or reviewer return.,Find local higher-math source or reviewer-approved strategy.,NYU/NYSED Fulani/Fulfulde math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; source-canon gap ledgers still require variety/source-owner closure,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-027,MND-A001,Mandinka_Manding,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,algebra,algebra,Algebra,FOR_REVIEW_ONLY_NOT_TRANSLATION: algébro,"Single source-row candidate for reviewer comparison: algébro; reviewer-prompt only, not a promoted rendering.",Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Mandinka math glossaries (elementary lines 99/148; middle-school 90/140).,DE Algebra / EN algebra -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: algébro -> Formula neighbor: ax + b = c. Glossary/dictionary candidate only; source prose frame still needed.,Confirm Mandinka-specific form; do not widen to Manding without review.,NYU/NYSED Mandinka math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Manding bridge remains reviewer-gated,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-028,MND-A002,Mandinka_Manding,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,algebra,equation,Gleichung,FOR_REVIEW_ONLY_NOT_TRANSLATION: équatiyon,"Single source-row candidate for reviewer comparison: équatiyon; reviewer-prompt only, not a promoted rendering.",Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,NYU/NYSED Mandinka elementary math glossary (lines 422 and 471).,DE Gleichung / EN equation -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: équatiyon -> Formula neighbor: x + 1 = 3. Glossary/dictionary candidate only; source prose frame still needed.,Check loan form and prose use before draft translation.,NYU/NYSED Mandinka math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Manding bridge remains reviewer-gated,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
R9-TRANS-20260705-029,MND-P001,Mandinka_Manding,reviewer_facing_candidate_scaffold_not_translation,limited: glossary or marker candidate for reviewer comparison only; not source-prose translation,proof_language,theorem,Satz / Lehrsatz,FOR_REVIEW_ONLY_NOT_TRANSLATION: théorémo,"Single source-row candidate for reviewer comparison: théorémo; reviewer-prompt only, not a promoted rendering.",May support a heading candidate only; proof prose remains blocked.,NYU/NYSED Mandinka elementary and geometry glossaries (elementary lines 1386/1435; geometry lines 213/248 and 929/979).,DE Satz / Lehrsatz / EN theorem -> TARGET FOR_REVIEW_ONLY_NOT_TRANSLATION: théorémo -> May support a heading candidate only; proof prose remains blocked.,Confirm theorem/proof/definition heading strategy before any Noether prose.,NYU/NYSED Mandinka math glossary rows recorded in R9_NONCANONICAL_CORPUS_TRANSLATION_SUPPORT_ROWS_20260704.csv; Manding bridge remains reviewer-gated,Glossary provenance only in this lane; license/access/source-owner gates not cleared for translation use.,Use only the already recorded row pointers/diagnostics; no new source text excerpt was saved in this transition artifact.,Reviewer/source-owner/license/OCR gates remain open; hard Noether prose remains blocked unless the row is explicitly source-backed for school-math scope.,DRAFT_NON_CANONICAL_NOT_NATIVE_REVIEWED_NOT_ACCEPTED,false,false,false,false
