authority_boundary,branch_path,csv_row_count,frontier,generated_utc,git_blob,local_source_body_path,mode,object_type,old_path,payload_group,previous_frontier,sequence,sha256,size_bytes,source_link_status,source_use_label,status
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/SHA256SUMS.txt,,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,bf9595956178e91947dbcae212a54125b12f065c,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0011_bf95959561_SHA256SUMS.txt,100644,blob,,non_slavic_core_19b2_761_branch_visibility_route,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,11,1473B453E8D37DBADF7F4217B3010EC25B2EB2F54C41AD917036813F1CC70270,1971,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/SIBLING_WAKE_LEDGER_19B2AB4B.csv,2,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,b685b4b48e4cc49c5f51336248042d0a24a720aa,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0012_b685b4b48e_SIBLING_WAKE_LEDGER_19B2AB4B.csv,100644,blob,,non_slavic_core_19b2_761_branch_visibility_route,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,12,32190404BF817A18A04027EB65FF1BB4A5B5F39CD4CA5A872FF8AEDF8778BE6C,379,branch_blob_extracted_to_local_source_body_by_object_id,b3_handoff;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_ROUTE_ROWS_19B2AB4B.csv,4,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,4a035769d69975c4cb8313b7f72bfb63d0d4e1ec,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0013_4a035769d6_SOURCE_USE_GAP_FABLE_ADVERSE_ROUTE_ROWS_19B2AB4B.csv,100644,blob,,non_slavic_core_19b2_761_branch_visibility_route,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,13,05A465A6C8561C75977699607BE13D665B110EA3555E59DE9EBF3A27FB5A36FF,840,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;b3_handoff;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-19b2ab4b-761-branch-visibility-route-20260707/NON_SLAVIC_CORE_19B2AB4B_761_BRANCH_VISIBILITY_ROUTE_20260707/SUMMARY.json,,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,e53f9dcb42e3ea16d0d0b614c3ecaa281d63bf37,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0014_e53f9dcb42_SUMMARY.json,100644,blob,,non_slavic_core_19b2_761_branch_visibility_route,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,14,53DD52195BBE9E4A75C29033A0A7B244918F4EB12EAC12ADDECDB93C068AA36D,731,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;b3_handoff;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-761bec88-r2-interlanguage-r9-branch-advance-route-20260707/NON_SLAVIC_CORE_761BEC88_R2_INTERLANGUAGE_R9_BRANCH_ADVANCE_ROUTE_20260707/B3_HANDOFF_SENT_761BEC88.md,,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,43e9ed3e383e144d78b90f49975540dbddddf276,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0015_43e9ed3e38_B3_HANDOFF_SENT_761BEC88.md,100644,blob,,non_slavic_core_761_r2_interlanguage_r9_route_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,15,D4BAB95009AD60554146E39C9FD22066B04156490DE07E972E1C5D9B5BD19AC7,1535,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-761bec88-r2-interlanguage-r9-branch-advance-route-20260707/NON_SLAVIC_CORE_761BEC88_R2_INTERLANGUAGE_R9_BRANCH_ADVANCE_ROUTE_20260707/BRANCH_COMPARE_COMMITS_4065F6A4_TO_761BEC88.csv,2,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,b0f99e24aae609e0274140696395d92189e7252f,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0016_b0f99e24aa_BRANCH_COMPARE_COMMITS_4065F6A4_TO_761BEC88.csv,100644,blob,,non_slavic_core_761_r2_interlanguage_r9_route_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,16,E618D149530CDBD9E1CA705BDB0B1456673D956D7AE6A10D444820C46AABA7A7,596,branch_blob_extracted_to_local_source_body_by_object_id,blocker_recovery_gap;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-761bec88-r2-interlanguage-r9-branch-advance-route-20260707/NON_SLAVIC_CORE_761BEC88_R2_INTERLANGUAGE_R9_BRANCH_ADVANCE_ROUTE_20260707/BRANCH_COMPARE_FILES_4065F6A4_TO_761BEC88.csv,300,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,500fcc9a74106586e56a2068e8c16d9ee215c6eb,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0017_500fcc9a74_BRANCH_COMPARE_FILES_4065F6A4_TO_761BEC88.csv,100644,blob,,non_slavic_core_761_r2_interlanguage_r9_route_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,17,5CAC6DEA676A37BE5E1DA0924C24404A874F0A4AEA0B93C86E225F164ED66185,269913,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-761bec88-r2-interlanguage-r9-branch-advance-route-20260707/NON_SLAVIC_CORE_761BEC88_R2_INTERLANGUAGE_R9_BRANCH_ADVANCE_ROUTE_20260707/BRANCH_COMPARE_SUMMARY_761BEC88.csv,4,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,3714353384a483f3d0177fb8b69a052df8c5337a,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0018_3714353384_BRANCH_COMPARE_SUMMARY_761BEC88.csv,100644,blob,,non_slavic_core_761_r2_interlanguage_r9_route_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,18,67A1BD7A6041E7E9502B79164900003C861B9979CAF62390B3ACC4E91899B9B1,1002,branch_blob_extracted_to_local_source_body_by_object_id,non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-761bec88-r2-interlanguage-r9-branch-advance-route-20260707/NON_SLAVIC_CORE_761BEC88_R2_INTERLANGUAGE_R9_BRANCH_ADVANCE_ROUTE_20260707/CHILD_LANE_PACKET_INVENTORY_761BEC88.csv,9,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,cfc1fdfa25317d1a44ced6aa4cdaf90e78917b9a,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0019_cfc1fdfa25_CHILD_LANE_PACKET_INVENTORY_761BEC88.csv,100644,blob,,non_slavic_core_761_r2_interlanguage_r9_route_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,19,35CEF3D6236C2EDDBB6F8E71C6B6201117D99A3956D10A2FBCA73ED158C39864,3907,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;branch_weighting;normalization_marker;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-761bec88-r2-interlanguage-r9-branch-advance-route-20260707/NON_SLAVIC_CORE_761BEC88_R2_INTERLANGUAGE_R9_BRANCH_ADVANCE_ROUTE_20260707/CHILD_PACKET_CSV_ROW_COUNTS_761BEC88.csv,122,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,2baf3a19e61231cf44d5337f94b3b1fa05e358ba,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0020_2baf3a19e6_CHILD_PACKET_CSV_ROW_COUNTS_761BEC88.csv,100644,blob,,non_slavic_core_761_r2_interlanguage_r9_route_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,20,AFFA12BA0FBDD31DCB53A17FF291E009DB3C61B1028D516822AAB02E1F6E926A,38096,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;branch_weighting;marginal_intelligibility;normalization_marker;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-761bec88-r2-interlanguage-r9-branch-advance-route-20260707/NON_SLAVIC_CORE_761BEC88_R2_INTERLANGUAGE_R9_BRANCH_ADVANCE_ROUTE_20260707/EIGHT_LANE_ROUTING_STATUS_761BEC88.csv,8,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,0d2d0b5d7c403c90fa29771e1e9a7e70399de281,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0021_0d2d0b5d7c_EIGHT_LANE_ROUTING_STATUS_761BEC88.csv,100644,blob,,non_slavic_core_761_r2_interlanguage_r9_route_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,21,511FBB8FB44967BB513E7742667D9EDA110895F3E29FC37E5FF99DAB9F1C60DB,3926,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;normalization_marker;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-761bec88-r2-interlanguage-r9-branch-advance-route-20260707/NON_SLAVIC_CORE_761BEC88_R2_INTERLANGUAGE_R9_BRANCH_ADVANCE_ROUTE_20260707/EXACT_BLOCKER_RECOVERY_ROWS_761BEC88.csv,11,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,a252b4cd7ae72224bf84b364862297dbb19ccfad,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0022_a252b4cd7a_EXACT_BLOCKER_RECOVERY_ROWS_761BEC88.csv,100644,blob,,non_slavic_core_761_r2_interlanguage_r9_route_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,22,3B4D194B7B7E40AB412515E416A281EA7BF3134389213EB5884E7A2EE92E2718,2927,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;branch_weighting;normalization_marker;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-761bec88-r2-interlanguage-r9-branch-advance-route-20260707/NON_SLAVIC_CORE_761BEC88_R2_INTERLANGUAGE_R9_BRANCH_ADVANCE_ROUTE_20260707/MANIFEST.csv,13,6034c6b4126af7268d61e39ddb2e84d4842202f0,2026-07-07T07:56:13Z,d04e5376cbee59074df0dbfa9d738459df1c47c5,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_6034C6B4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0023_d04e5376cb_MANIFEST.csv,100644,blob,,non_slavic_core_761_r2_interlanguage_r9_route_upload,761bec88dab81d096ae8fab7bc91aaed8ccc4b71,23,A2766D0C90D9AF510CC8FA2CC38C02F19E391ED0C408F0FC102D37CF8B69DBEF,2463,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;non_slavic_core_route;interslavic_boundary,A
