"record_type","current_rescribe_idx","printed_volume_page","source_pdf_page","highres_pdf_page","expose_or_section","content_start_or_scope","content_end","source_basis","certification_status","physical_terminal","coordinate_note","source_ledger"
"indexed","542","529","536","543","X","Example 1.5 continuation; Section 1.6","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","543","530","537","544","X","Section 1.6 conclusion","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","544","531","538","545","X","Section 2; Definition 2.1.1; Lemmas 2.1.2--2.1.3","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","545","532","539","546","X","Lemma 2.1.3 proof","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","546","533","540","547","X","Lemma 2.1.3 conclusion; Lemma 2.1.4 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","547","534","541","548","X","Lemma 2.1.4; Section 2.2 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","548","535","542","549","X","Proposition 2.2.1; Section 2.3 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","549","536","543","550","X","Proposition 2.3.1; Snapper polynomial; Section 2.4 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","550","537","544","551","X","Picard representability; Definition 2.4.1; Lemma 2.4.3","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","551","538","545","552","X","Proposition 2.4.4; Remark 2.4.5; Section 3.1 through (3.1.1)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","552","539","546","553","X","Section 3.1 conclusion; Section 3.2 through (3.2.2)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","553","540","547","554","X","Section 3.2 conclusion; Section 3.3","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","554","541","548","555","X","Formula (3.3.1); Section 3.4; Section 4.1 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","555","542","549","556","X","Pairing notation; Example 4.2; Section 4.3 setup","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","556","543","550","557","X","Proposition 4.3.1; Corollary 4.3.3; proof through (4.3.5)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","557","544","551","558","X","Section 4.4 and properties 1--3; property 4 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","558","545","552","559","X","Formulas (4.4.3)--(4.4.5); proof of (4.4.3)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","559","546","553","560","X","Section 4.5; numerical equivalence; Section 5 and 5.1 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","560","547","554","561","X","Section 5.1 determinant construction; Section 5.2 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","561","548","555","562","X","Section 5.2; formulas (5.2.3)--(5.2.4); Section 5.3 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","562","549","556","563","X","Theorem 5.3.2 and proof","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","563","550","557","564","X","Theorem 5.3.2 proof conclusion; Lemma 5.3.4 through (5.3.5)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","564","551","558","565","X","Lemma 5.3.4 proof conclusion; Appendix Section 6 and 6.1 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","565","552","559","566","X","Section 6.1; formulas (6.1.1)--first (6.1.3)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","566","553","560","567","X","Section 6.1 torsor reconstruction; second (6.1.3)--(6.1.5); Section 6.2 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","567","554","561","568","X","Section 6.2; Proposition 6.2.2 through formulas (6.2.8)--(6.2.10)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","568","555","562","569","X","Section 6.3 complete; derivation of Corollaries 6.2.3 and 6.2.6","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","569","556","563","570","X","Section 6.4 opening; elementary matrices; formula (6.3.1); proof plan","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","570","557","564","571","X","Section 6.4 elementary-matrix reduction; conjugacy argument opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","571","558","565","572","X","Section 6.4 proof conclusion; Section 6.5.1; Section 6.5.2 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","572","559","566","573","X","Section 6.5.2 conclusion; Section 6.5.3 and end of Section 6","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","573","560","567","574","X","Section 7 appendix; Lemma 7.1; Corollary 7.2 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","574","561","568","575","X","Corollary 7.2 conclusion; Proposition 7.3 through diagram (7.3.2)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","575","562","569","576","X","Proposition 7.3 module property; Section 7.4 complete","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","576","563","570","577","X","Section 7.5 complete; Section 7.6 through diagram (7.6.2)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","577","564","571","578","X","Section 7.6 conclusion; Section 7.7 through lambda-homomorphism proof","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","578","565","572","579","X","Section 7.7 conclusion; Section 7.8 opening through formula (7.8.1)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","579","566","573","580","X","Section 7.8 conclusion; Section 7.9 opening through formula (7.9.2)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","580","567","574","581","X","Section 7.9 conclusion; Section 7.10 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","581","568","575","582","X","Section 7.10 setup; diagrams (7.10.0), (7.10.1), and prism (*)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","582","569","576","583","X","Section 7.10 base-change proof; diagram (7.10.2); inverse-image proof opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","583","570","577","584","X","Section 7.10 proof conclusion; Remark 7.10.3 and end of Section 7.10","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","584","571","578","585","X","Section 7.11 opening; definition of algebraic equivalence and quotient K^bullet_alg","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","585","572","579","586","X","Section 7.11 lower K-group and associated graded quotient constructions; 7.11.6 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","586","573","580","587","X","Section 7.11.6 conclusion; Section 7.12 specialization proof opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","587","574","581","588","X","Section 7.12 proof: regular sections, homotopy lift, inverse-image diagram, and formula (**)","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","588","575","582","589","X","Section 7.12 proof conclusion; formulas (7.12.2)--(7.12.4); 7.12.5 and clean section endpoint","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","589","576","583","590","X","Section 7.13 opening; l-adic Chern classes; formulas (7.13.0)--(7.13.2); cohomological specialization composite","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","590","577","584","591","X","Proof of (7.13.2); 7.13.3 through the geometric-fiber limit construction","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","591","578","585","592","X","Geometric torsion-coefficient square; formula (7.13.4); 7.13.5; 7.13.6 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
"indexed","592","579","586","593","X","7.13.6 conclusion; formulas (7.13.7)--(7.13.10); Remark 7.13.11 opening","","French workpass checkpoint plus declared 702-page scan authority; high-resolution witness corroborates or resolves glyphs","SOURCE_CHECKED_ENGLISH; FRENCH_CONTROL_CERTIFIED_FOR_SCOPE; CURRENT_SUCCESSOR_PREFIX_UNCHANGED","no","printed=idx-13; sourcePDF=idx-6; highresPDF=idx+1","sealed_idx532_646/PAGE_INDEX_LEDGER.csv"
