"record_kind","current_rescribe_idx","printed_volume_page","source_pdf_page","highres_pdf_page","locus_or_item","source_scan_or_reading","french_control_state_or_reading","english_rendering_or_decision","comparison_result","disposition_or_notes","review_status","authority_status","coordinate_note","source_ledger"
"formula_or_symbol","566","553","560","567","second formula (6.1.3)","E_i isomorphic to P contracted-product^G O^{n_i}; duplicate tag","","same and duplicate source tag retained","RETAINED","","RETAINED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","566","553","560","567","formula (6.1.4)","T_alpha(E_1,...,E_r)=P contracted-product^G M","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","566","553","560","567","formula (6.1.5)","T_alpha=T_{alpha_1} o T_{alpha_2}","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","566","553","560","567","formula (6.2.1)","det o alpha_T:G -> G_m","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","567","554","561","568","formula (6.2.4)--(6.2.5)","characters of product GL are products det(s_i)^{m_i}","","same with section numbering normalized","NORMALIZED","","NORMALIZED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","567","554","561","568","formula (6.2.6)","det(T_alpha(E_1,...,E_r))=tensor_i det(E_i)^{tensor m_i}","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","567","554","561","568","formula (6.2.8)","left side prints E_i tensor E_2; right side uses E_1 and E_2","","E_i emended to E_1","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","567","554","561","568","formula (6.2.9)","det(E_1 direct-sum E_2)=det(E_1) tensor det(E_2)","","same; scan controls over workpass tensor transcription","MATCH_SCAN","","MATCH_SCAN","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","567","554","561","568","formula (6.2.10)","det(wedge^m E_1)=det(E_1)^{tensor binom{n_1-1}{m-1}}","","same; formula number normalized from printed 5.2.10","NORMALIZED","","NORMALIZED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","568","555","562","569","quotient diagram","GL(n_1) -> G_m factors through GL(n_1)/SL(n_1) via beta","","same with special-linear notation normalized","NORMALIZED","","NORMALIZED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","568","555","562","569","determinant quotient","det:GL(n_1) -> G_m has a section and induces GL(n_1)/SL(n_1) isomorphic to G_m","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","569","556","563","570","elementary matrix","c_{h,k,lambda}=I+lambda E_{hk}; det(c)=1","","same","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","569","556","563","570","row and column actions","printed actions exchange rows with columns and source with target indices","","left c adds lambda row k to row h; right c adds lambda column h to column k","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","569","556","563","570","formula (6.3.1)","c_lambda c_mu=c_{lambda+mu}, tagged 6.3.1 inside 6.4","","same tag retained","RETAINED","","RETAINED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","569","556","563","570","rank-one guard","proof uses s_21 although Proposition 6.2.2 includes n=1","","n=1 dispatched as trivial before assuming n>=2","SUPPLEMENTED","","SUPPLEMENTED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","570","557","564","571","make s_21 invertible","printed s c_{i,1,1}","","c_{2,i,1}s","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","570","557","564","571","make s_11 equal to one","printed s c_{1,2,lambda} with lambda=(1-s_11)/s_21","","c_{1,2,lambda}s with the same lambda","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","570","557","564","571","clear first row and column","printed c_{i,1,lambda} on both sides","","left c_{i,1,-s_i1}; right c_{1,i,-s_1i}","EMENDED","","EMENDED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","570","557","564","571","close unit-parameter reduction","source gives no reduction of nonunit coefficients to unit coefficients","","if a is nonunit locally, c_a=c_1 c_{a-1} with both parameters units","SUPPLEMENTED","","SUPPLEMENTED","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
"formula_or_symbol","570","557","564","571","determinant conclusion","s'=c_1 s c_2; det(s')=det(s)=1; s'_{nn}=1; s'=I","","same, restored in full","MATCH","","MATCH","FRENCH_CONTROL_CERTIFIED_FOR_IDX","indexed coordinates; see PAGE_INDEX_LEDGER.csv for exact page mapping","sealed_idx532_646/SOURCE_FORMULA_COMPARISON.csv"
