"id","type","parent_id","order","authority_lines","authority_bytes","authority_sha256","target_path","target_lines","target_bytes","target_sha256","language","translation_state","review_state","publication_state","next_authority_line","evidence_sha256"
"CJK-KO-P08-STR-0011","bibliography_item","CJK-KO-P08-STR-0010","1","5973-5973","1299","3C8FD6DE89A775AA8EAC6AF5733CBFB1CE90D922308D2A39A5A6A16110E4E966","targets/T01_U02.tex","8-8","1318","98035D106EA6160FADC33B291CBD2DC10DB94D62019D8598392EADC31F0F6807","ko","draft_complete","unchecked","not_handed_off","6027","7E54A84BD5ED7E9163DD22672D6D67991DF8B537B086A3FC04F6B00C8D15E2F3"
"CJK-KO-P08-STR-0012","bibliography_item","CJK-KO-P08-STR-0010","2","5973-5973","1299","3C8FD6DE89A775AA8EAC6AF5733CBFB1CE90D922308D2A39A5A6A16110E4E966","targets/T01_U02.tex","8-8","1318","98035D106EA6160FADC33B291CBD2DC10DB94D62019D8598392EADC31F0F6807","ko","draft_complete","unchecked","not_handed_off","6027","15653CAFC160BB01F4FBF5901E89BA498DD335C31C08345D4D3A434F95191B88"
"CJK-KO-P08-STR-0013","bibliography_item","CJK-KO-P08-STR-0010","3","5973-5973","1299","3C8FD6DE89A775AA8EAC6AF5733CBFB1CE90D922308D2A39A5A6A16110E4E966","targets/T01_U02.tex","8-8","1318","98035D106EA6160FADC33B291CBD2DC10DB94D62019D8598392EADC31F0F6807","ko","draft_complete","unchecked","not_handed_off","6027","3049FCBCE856A95F98B3131E533F1815C1FD0857422EB5CE333991A8D9EE8224"
"CJK-KO-P08-STR-0014","bibliography_item","CJK-KO-P08-STR-0010","4","5973-5973","1299","3C8FD6DE89A775AA8EAC6AF5733CBFB1CE90D922308D2A39A5A6A16110E4E966","targets/T01_U02.tex","8-8","1318","98035D106EA6160FADC33B291CBD2DC10DB94D62019D8598392EADC31F0F6807","ko","draft_complete","unchecked","not_handed_off","6027","343F1B7A820890816B08A76825440AA6035562EAA3239BC4CE5DFD91A94DB540"
"CJK-KO-P08-STR-0015","unit","CJK-KO-P08-STR-0002","3","5975-5977","739","060D8EB99F81EE2D00BC74DCCD8DCFD3168D2F1463B347473B206B035DE11726","targets/T01_U03.tex","1-8","1140","61192AF6A882D943825BF376F518DC277131A143A1791173D066E7A209418610","ko","draft_complete","unchecked","not_handed_off","6027","C5E7B0A5F73A1D920611873CE6B1CC5505E8E7FC79BE91F5BB5802E9A38B89E4"
"CJK-KO-P08-STR-0016","prose","CJK-KO-P08-STR-0015","1","5975-5975","609","8B977E26910AE19FFADA15DD09E2607DF26B19859F4A4229CA37B3C89A883F54","targets/T01_U03.tex","6-6","618","08E1F7E0446C56F1708DA4DBEBA1B16C88F9E008C7FD998655B778F95171BE3B","ko","draft_complete","unchecked","not_handed_off","6027","7B09360EC2EB983C1F9B0383DA22D010CC9E6B118D6F4913B496CEDA917F17F0"
"CJK-KO-P08-STR-0017","source_note","CJK-KO-P08-STR-0016","1","5975-5975","609","8B977E26910AE19FFADA15DD09E2607DF26B19859F4A4229CA37B3C89A883F54","targets/T01_U03.tex","6-6","618","08E1F7E0446C56F1708DA4DBEBA1B16C88F9E008C7FD998655B778F95171BE3B","ko","draft_complete","unchecked","not_handed_off","6027","610B9E0AEA3F60C194B6774A3339B5FC5FD0100FCECD9C61344205468AC5211F"
"CJK-KO-P08-STR-0018","bibliography_item","CJK-KO-P08-STR-0017","1","5975-5975","609","8B977E26910AE19FFADA15DD09E2607DF26B19859F4A4229CA37B3C89A883F54","targets/T01_U03.tex","6-6","618","08E1F7E0446C56F1708DA4DBEBA1B16C88F9E008C7FD998655B778F95171BE3B","ko","draft_complete","unchecked","not_handed_off","6027","132D82E65B390829FF61457F3CE7D143B308E87FC02335F549351066FB97E30C"
"CJK-KO-P08-STR-0019","prose","CJK-KO-P08-STR-0015","2","5977-5977","129","C921BA9D21DE0D3DD2DC36D3230D4E40FC34F60D7B3388E652208DB0F8E54388","targets/T01_U03.tex","8-8","136","06A4E199BE1AD2074DB57D3C5BD20E685A9EE645FE75F658C852880A937004E9","ko","draft_complete","unchecked","not_handed_off","6027","16662D641B6AD91F90E652FB5AAEEA5DA87E37799EB4370093D8356B825D2C04"
"CJK-KO-P08-STR-0020","tranche","CJK-KO-P08-STR-0001","2","5979-6025","3044","B35E9C5ADF3FDDFB6831725F7A1084DFFDF76D19F7FBE01206B574D7961E2F8E","","","","","ko","draft_complete","unchecked","not_handed_off","6027","9D44764F17A80B9988DBDB6D4BB15F515359B5AB0C55DC40ABE2882BD4994131"
"CJK-KO-P08-STR-0021","unit","CJK-KO-P08-STR-0020","1","5979-5996","780","EE0EB98E0C3D6E7B97B2922C0E9452C5B2204D1138FED29DB4822850E7EE2D3E","targets/T02_U04.tex","1-23","1229","544252DC97479188779F707A4F93DEB98A726E3D2B0E677CBD0F553B85AE5322","ko","draft_complete","unchecked","not_handed_off","6027","D0FB6D0A3F10713AD19B4F405820BF904B9DAA8593C5066F3B6F23A3B27F8B62"
"CJK-KO-P08-STR-0022","section_heading","CJK-KO-P08-STR-0021","1","5979-5979","17","42AEDC7222FFF7D92DBCD91640B603666AEF750069BA3B2DC15C28B9DA779406","targets/T02_U04.tex","6-6","17","42AEDC7222FFF7D92DBCD91640B603666AEF750069BA3B2DC15C28B9DA779406","ko","draft_complete","unchecked","not_handed_off","6027","7EE6ACA2F189D0FF6C937E8FBF6EBDF11F82D9BD8F420B0384F0C0D7B9159E60"
"CJK-KO-P08-STR-0023","prose","CJK-KO-P08-STR-0021","2","5980-5980","47","B67E4454451AEDD299FB58D09F41C38DFB0E0DC1E4C01162D1DFAD3EFBDD61D7","targets/T02_U04.tex","7-7","38","8B0CFEAB0E6E9FD43E9A0D102A0F7A1EE0593AC55FBDC7B3A53E25E08B461D7B","ko","draft_complete","unchecked","not_handed_off","6027","5DA8695376A23919B5CAE69B68D8042D52EDFAD614C1A887F7BC57B366EF6646"
"CJK-KO-P08-STR-0024","display","CJK-KO-P08-STR-0021","3","5981-5983","27","1A9DA8EC6C263CD7E52FA2C34065C78F7EB3E7F41A1B4243EECEDD4A8D32F448","targets/T02_U04.tex","8-10","27","1A9DA8EC6C263CD7E52FA2C34065C78F7EB3E7F41A1B4243EECEDD4A8D32F448","ko","draft_complete","unchecked","not_handed_off","6027","C189524BAE1084DFC859539D615EBCA751FB9973F63F62DA794BCF20FFE0DF28"
"CJK-KO-P08-STR-0025","prose","CJK-KO-P08-STR-0021","4","5984-5984","69","0F4871D4F36C2C49FDD0909CFAC5EB6F5FE2CA4BB4E5A15B6CCC9C502512E3E4","targets/T02_U04.tex","11-11","100","61A0EA428F810B9D7D9353FB85FA0CB4937A441DA75B403878496CFCB1A9E556","ko","draft_complete","unchecked","not_handed_off","6027","8FA98D8DDFEE1ABE2EAF449D3FC7BC37902DE25F760A1ACF2CCE4F17CB84682E"
"CJK-KO-P08-STR-0026","display","CJK-KO-P08-STR-0021","5","5985-5987","45","FCC7B0FC1480B3DEF7150D8C850B32454FDF11F2853A147F403452400ABA7AA8","targets/T02_U04.tex","12-14","45","FCC7B0FC1480B3DEF7150D8C850B32454FDF11F2853A147F403452400ABA7AA8","ko","draft_complete","unchecked","not_handed_off","6027","BD8E6E1388369D85E64C0BDA8223653C5DD2DDF02CEB49680D44821F7EA3F868"
"CJK-KO-P08-STR-0027","definition","CJK-KO-P08-STR-0021","6","5988-5988","247","F5E3284C335C036B6F8DBC639A00DC93794F950EAD021E02BB67A35F7FC05851","targets/T02_U04.tex","15-15","172","E7223EA9B857F45C86B4BD351405A61ADE86B003AB9D46DC660BFFF25F7707DE","ko","draft_complete","unchecked","not_handed_off","6027","594CF5CC63EE01DD73D682C876AB43F206C0529D26BF5B1B95700618ECF3BFCC"
"CJK-KO-P08-STR-0028","equation_display","CJK-KO-P08-STR-0021","7","5989-5995","219","116B3826045A86A9C1988847823CBE043AF326A55D572C77A9FC0DD1687C081E","targets/T02_U04.tex","16-22","218","1C7FB5CA4D19EDE887EB21B3CDDF00077A7FE1BFE72EC21A058E73D09A019773","ko","draft_complete","unchecked","not_handed_off","6027","3969D9F72A7118D6A5ECE4A026B9C9D953F2EC5728B793C45C21B29E0D417DE2"
"CJK-KO-P08-STR-0029","prose","CJK-KO-P08-STR-0021","8","5996-5996","109","54A757746B82C801E40ED88D2F6E6BB876E0B1222F2C7D089D572299EE8D4205","targets/T02_U04.tex","23-23","172","BAF1A9DD1E6142AA072D2728D6EAC0F0C1BA92FA98749C5A1BD45C120057680D","ko","draft_complete","unchecked","not_handed_off","6027","45D88804A83FCEEA9B53B03115C16B1C70EC8A62F68870172E6E64DA7FB91BE2"
"CJK-KO-P08-STR-0030","unit","CJK-KO-P08-STR-0020","2","5998-6007","266","A3362FF6D6AC895CC86994ECE33DD66A60C7011CEBDA010F4B23A3D2B194A1FF","targets/T02_U05.tex","1-15","668","B308C34BB1ABF471071222CC13D25B9B524BC74D05FE8275BE22206C0FC4FB12","ko","draft_complete","unchecked","not_handed_off","6027","5DEEE6EDE75B1F0AF3E920F769A9906D9C0A41B3FD62CDC7DACBF4B8EF41721E"
"CJK-KO-P08-STR-0031","theorem_statement","CJK-KO-P08-STR-0030","1","5998-5998","74","D38830B2BC5FB37BF94935D06B62284D8BC9EB11802568BAAD1EF372824782AC","targets/T02_U05.tex","6-6","57","7BBC7D789637BEB10ACD6A22D95F586331022F1B5D46C3A4C3A662C2D0C2DC91","ko","draft_complete","unchecked","not_handed_off","6027","38AF3E496190AC26A2208183CB5360BBDCAEF76E1E850082A5DDFD9A8A6D0FD0"
"CJK-KO-P08-STR-0032","equation","CJK-KO-P08-STR-0030","2","5999-6002","58","028152D2E745B58F75B346C95D9DAA165C2746EFE4B349D365837385B1301D85","targets/T02_U05.tex","7-10","57","322E3EA32E20D99EB9725035A3766A7BD0C91CF3239B46796C9662C03FA031AC","ko","draft_complete","unchecked","not_handed_off","6027","EEDA2748BB5C64E6C5FB0D3FA6134EFCCA1515878CA8B6B231812871894193E5"
"CJK-KO-P08-STR-0033","prose","CJK-KO-P08-STR-0030","3","6003-6007","134","25211F6526E86EEF3B0D0F797532331354A72C1D8F0E771A45F2930E28BED681","targets/T02_U05.tex","11-15","169","A97A895CFA9AFE9D4B3FF7B1C4F36750BF6D6BB806046DA10284409E9083DE7B","ko","draft_complete","unchecked","not_handed_off","6027","61BBC286203E065342F7550EEBD3AD418800DA7D91062F4DC0D718F47C790569"
"CJK-KO-P08-STR-0034","display","CJK-KO-P08-STR-0033","1","6004-6006","27","026E5C074EDD17AA4B22BF140937448F06789B46FE4550E485A27A50F8D6EDBF","targets/T02_U05.tex","12-14","27","026E5C074EDD17AA4B22BF140937448F06789B46FE4550E485A27A50F8D6EDBF","ko","draft_complete","unchecked","not_handed_off","6027","39B84102FF428BF5C205240DEAF06AEE87B5B93F3E0C983D48562A4077B428CF"
"CJK-KO-P08-STR-0035","unit","CJK-KO-P08-STR-0020","3","6009-6017","756","36789E6FE838724D06A9B52A1B049DED60A9CCC50B4F986117A2F3AFE700BBE2","targets/T02_U06.tex","1-14","1198","162AC19B925114C8227991CCA2D42C43263F2E2A3DB686E85FF8C9FED0E1FF38","ko","draft_complete","unchecked","not_handed_off","6027","598B62338A06A479D5B05ECDD69F9CB78760EAB8BE468C23E4BFEC99C92BB2E5"
"CJK-KO-P08-STR-0036","prose","CJK-KO-P08-STR-0035","1","6009-6009","122","C3EBCB5AED897866A33A8086C5911BF8D9EFEFF28C8935A5E7952EBA9B51646F","targets/T02_U06.tex","6-6","72","0F4DF45207A4A503053F1E09DAD62BFA9EE47DB6BEE673616C7CE34A03035005","ko","draft_complete","unchecked","not_handed_off","6027","48DF72D38FE901C2DF7D8AA2A6A0B2F2B61A676183E3FD17B5B33DE622755319"
"CJK-KO-P08-STR-0037","display","CJK-KO-P08-STR-0035","2","6010-6012","28","30407FFE30AD256CC4D772F19E78AC4E66D9F68BF44991C0C6AEB37A5647CBAE","targets/T02_U06.tex","7-9","27","61AEBF8856D4AB70935C949F31EDA01C93D2F72B41274CC12950165302A68F4C","ko","draft_complete","unchecked","not_handed_off","6027","1D54183E23AB0B24CE3C20776E1778605B8DFF3E89401C8019BD10F4375C9278"
"CJK-KO-P08-STR-0038","prose","CJK-KO-P08-STR-0035","3","6013-6013","44","71E8AEF014ACDFA6F79A41D5454F313D9D943B11431A2004BF5B25D54867142B","targets/T02_U06.tex","10-10","114","5EB298326CEF668657BBD2CE48426E645BAB52AA6C5A53F018F6B820F6747B26","ko","draft_complete","unchecked","not_handed_off","6027","DDE462DA5EF461F956F2EDD03BD9F7137DAEC6FBC3CA53A3DA891095819149D1"
"CJK-KO-P08-STR-0039","display","CJK-KO-P08-STR-0035","4","6014-6016","27","1A9DA8EC6C263CD7E52FA2C34065C78F7EB3E7F41A1B4243EECEDD4A8D32F448","targets/T02_U06.tex","11-13","27","1A9DA8EC6C263CD7E52FA2C34065C78F7EB3E7F41A1B4243EECEDD4A8D32F448","ko","draft_complete","unchecked","not_handed_off","6027","E840D8673250234C324EF6E5BEF648971F764E0242EDB09E359F19FD55BC3308"
"CJK-KO-P08-STR-0040","theorem_statement","CJK-KO-P08-STR-0035","5","6017-6017","535","1571DE32FC395F0C283B0680934F0AF06EF9248B0A8D1952C04E0E06E096333A","targets/T02_U06.tex","14-14","528","BEAAD5D9CCA198049682A27E28DC0189F7AAA08102B8B88A5F79AA1FFD377837","ko","draft_complete","unchecked","not_handed_off","6027","525DAF686A7A76A24E7E15CE8E692136D960DCE6D54244464D28A12547D34CAF"
"CJK-KO-P08-STR-0041","unit","CJK-KO-P08-STR-0020","4","6019-6025","1239","8A744FFA8D38163E96A3E9287A67374ABAC0B7C52CA3B2B46112927B7B32E1E6","targets/T02_U07.tex","1-12","1674","4E7E47AA1A1CE71116727745ECC3111A4392D2EC582FB54F27E641581676D2D6","ko","draft_complete","unchecked","not_handed_off","6027","32A2384E3D7BA37C591E285651CCD6334CBD72B98EDB3AE69844D38457846066"
"CJK-KO-P08-STR-0042","proof","CJK-KO-P08-STR-0041","1","6019-6021","594","9F651DC7AF9B7C7E0F84E6079B43997D577B40F4DFCFDD5EF5E47B4F022B292B","targets/T02_U07.tex","6-8","584","3B41959EC91354CA7C7CA42374599426C0D8FA0B9795F3080B2787C5627722B4","ko","draft_complete","unchecked","not_handed_off","6027","94E0B2F746AC985759EB136C41FC57E7F4A23B338E6014418B29CA21EA951AE8"
"CJK-KO-P08-STR-0043","equation_display","CJK-KO-P08-STR-0041","2","6022-6024","19","7A28370450178946274BDC5E256F023D67555F3806BDFBE66DBECA777CB05F6D","targets/T02_U07.tex","9-11","18","11C9BEDA11D1B9A95CDFCE0AD2085E6B35D7BD3066DD9B1F23F2F06847D86229","ko","draft_complete","unchecked","not_handed_off","6027","04B19F6808E43A0507848CFFD1291773455D16138FE7592FA9349BE1D067157A"
"CJK-KO-P08-STR-0044","proof","CJK-KO-P08-STR-0041","3","6025-6025","626","6DAE47254AC48619C7E6EFEED00D39C605A3D1EF79E7557156438A32A0FB7F4D","targets/T02_U07.tex","12-12","615","9C2EC85F6E86FD997FEDF9AA7FFE2412F6CD27A7BA9B3B0DEB28D37CB309F370","ko","draft_complete","unchecked","not_handed_off","6027","829CF8326CE497D0C51B5A49FB7A39DC33EF61EACBE10C796EF05BFADEA041FC"
"CJK-KO-P08-STR-0045","tranche","CJK-KO-P08-STR-0001","3","6027-6097","5373","D8D74A8A3DA0B54FF7E6BFBEAC942CD45EA37E4510A9279486D7EA4A05F769A9","","","","","ko","draft_complete","unchecked","not_handed_off","6099","D958E8D8F4B1B0EADE0B827A95D30C4DD689F52BB75EC18B75F8690618424C0F"
"CJK-KO-P08-STR-0046","unit","CJK-KO-P08-STR-0045","1","6027-6028","1235","222756E45B06703469EEE40B5083DA7F9EEB674D30A6D23C3D2837E90892C9E3","targets/T03_U08.tex","1-7","1707","379D26E9773DEDCD6C402E2C3C16BC617A17A8990CD87EACA2D9D2C99D6D9AF2","ko","draft_complete","unchecked","not_handed_off","6099","AC2178996D5F19C9A433F74123BBE00E206AC086B869B4BD4EB54618AF3C5A41"
"CJK-KO-P08-STR-0047","section_heading","CJK-KO-P08-STR-0046","1","6027-6027","18","70417D940902B224D88EFF30BBA05FB668B73A60D17590AD86A8458C115184FC","targets/T03_U08.tex","6-6","18","70417D940902B224D88EFF30BBA05FB668B73A60D17590AD86A8458C115184FC","ko","draft_complete","unchecked","not_handed_off","6099","9432F9BAB27CFC2F185DFD08B17DA4F4C51D7707B27E538D5026F80AC5A400BF"
"CJK-KO-P08-STR-0048","definition","CJK-KO-P08-STR-0046","2","6028-6028","1217","DB3443ACFDBA5F00A39CCA1CEC7C46ABFF853E5A176A42AA04D7F9D06987A74F","targets/T03_U08.tex","7-7","1267","861058707B01BC3F64DAF273B67019DB55B7A7801C84427CC5383320D32E09E4","ko","draft_complete","unchecked","not_handed_off","6099","6402B789BA9281691082C19C3D755F30D28A7122BDAFE52031293646D23D964A"
"CJK-KO-P08-STR-0049","source_note","CJK-KO-P08-STR-0048","1","6028-6028","1217","DB3443ACFDBA5F00A39CCA1CEC7C46ABFF853E5A176A42AA04D7F9D06987A74F","targets/T03_U08.tex","7-7","1267","861058707B01BC3F64DAF273B67019DB55B7A7801C84427CC5383320D32E09E4","ko","draft_complete","unchecked","not_handed_off","6099","7FB9A44CED0628D74A829168C4B4131890FEF14C8AA2723058EA11B1CE0FE5BA"
"CJK-KO-P08-STR-0050","proposition","CJK-KO-P08-STR-0046","3","6028-6028","1217","DB3443ACFDBA5F00A39CCA1CEC7C46ABFF853E5A176A42AA04D7F9D06987A74F","targets/T03_U08.tex","7-7","1267","861058707B01BC3F64DAF273B67019DB55B7A7801C84427CC5383320D32E09E4","ko","draft_complete","unchecked","not_handed_off","6099","8C16478D74A8EAAFD1D97D82223E2ED801AE2B4F8C80EB8D98B1075762C7D3D2"
"CJK-KO-P08-STR-0051","unit","CJK-KO-P08-STR-0045","2","6030-6034","947","6E74CDDBE34EB643E4CE22B97460725059D0C24FA0F43516832188646714EE5A","targets/T03_U09.tex","1-10","1350","100666D68138387B6FA04E6811A5BAEACB37B59F2CD376FEF3D45E454C936BD1","ko","draft_complete","unchecked","not_handed_off","6099","CE27D1D3E371521C1ADD817B63212C5B75E1971511BC91CEB3738DE344BC2F72"
"CJK-KO-P08-STR-0052","prose","CJK-KO-P08-STR-0051","1","6030-6030","89","295ACF97403F103C5135E1A0286ABBD959CA3A0FB5C15F62394D5503F76E018E","targets/T03_U09.tex","6-6","69","3BA780B294146E3E07F80B88E745C8C25F5715F91E9D9188E7D2910B120628DD","ko","draft_complete","unchecked","not_handed_off","6099","93A4FCEC566C6DE5D72F62214722E486C0CC24B80378B18A4982E5FB9621C710"
"CJK-KO-P08-STR-0053","equation_display","CJK-KO-P08-STR-0051","2","6031-6033","23","DD22C1A4BA332417A3836B0973B6C2EBCD334F02B1148719D25E354D9A179FE5","targets/T03_U09.tex","7-9","23","DD22C1A4BA332417A3836B0973B6C2EBCD334F02B1148719D25E354D9A179FE5","ko","draft_complete","unchecked","not_handed_off","6099","E323EC3B528898502F6B45819D5BC0B45822B9FE2E85D2B7F212ED3C732EAFCE"
"CJK-KO-P08-STR-0054","proposition","CJK-KO-P08-STR-0051","3","6034-6034","835","3FAFCD9A357546E36A5668C6B2F22156501C60D588FF328F6819B94BC2B2EF8A","targets/T03_U09.tex","10-10","873","EC19E8C2FB51EC6CA606AD25B5D35250143241CAD5572CB95EB57AFD51107FC6","ko","draft_complete","unchecked","not_handed_off","6099","FFD995D40FF99148B2ABFCD3D768433440BA04F3DBD6426AB35E779B8F9C7407"
"CJK-KO-P08-STR-0055","unit","CJK-KO-P08-STR-0045","3","6036-6040","273","CD33F7F1CABDE12259428AF1F5ECFC46401C6F31AD48FD4B0FADC6918AA4BF2A","targets/T03_U10.tex","1-10","670","B789F068002360BD4EA77C5ED14C7AC4B0F0744A2989CFE9F140C02B18AC4036","ko","draft_complete","unchecked","not_handed_off","6099","3CEB2956543CAF6C09A970138C06B4275009C0551DE9629951DA1230F344816F"
"CJK-KO-P08-STR-0056","prose","CJK-KO-P08-STR-0055","1","6036-6036","81","AF60FF0D409E865216A699F7488D93FC0B0E735C5425E4D570B4F95550624C8C","targets/T03_U10.tex","6-6","42","59EFC8D65AC4D6E2B5DDA37A496D041924DDEA0A1B75EBE5A8AABF184EC30BDA","ko","draft_complete","unchecked","not_handed_off","6099","62C3D978D32853A2EE28D0056B1F207158F42875B2C381D01D99DDCA695E8D3A"
"CJK-KO-P08-STR-0057","display","CJK-KO-P08-STR-0055","2","6037-6039","42","8A7BFE263BFADEC586E3E2F1F6E52D5CC9BD73E5C3789237583D18368B2F568B","targets/T03_U10.tex","7-9","41","F2FC185ED4C7702D2353E842648435287C31AC2AFCBA30503E85DD4C2BDBFFD1","ko","draft_complete","unchecked","not_handed_off","6099","0A0DFAFC18B5A8A7BB4F688BC1756468FCFCC9CB95896F38C978FAF8FB229A44"
"CJK-KO-P08-STR-0058","prose","CJK-KO-P08-STR-0055","3","6040-6040","150","5DC4270A30740E0829127162E7812DDF5692FBF46AC7599C8381DAECBCED937F","targets/T03_U10.tex","10-10","202","E58643C1D08A81A164ED073163C3CB05C783FD2BDEE5624A637BD01C74E69974","ko","draft_complete","unchecked","not_handed_off","6099","344029E2A3E03D33D26AD13338C1F264D6415AA4471453E2D9F08D363D0CF86B"
"CJK-KO-P08-STR-0059","unit","CJK-KO-P08-STR-0045","4","6042-6042","592","BB2D7D51EEF47815E88E73E7676F3FDA79BD42B1BE1FFC9F22F55904918796D2","targets/T03_U11.tex","1-7","976","E839588E9AD2C681246ABDB4B1C1809FD6E61911747E2CC589DDDCFF10CF41CA","ko","draft_complete","unchecked","not_handed_off","6099","734A3256BF75B74B02455A8949B88522B8A995EFD4604D50D426E1EF994064B1"
"CJK-KO-P08-STR-0060","definition","CJK-KO-P08-STR-0059","1","6042-6042","592","BB2D7D51EEF47815E88E73E7676F3FDA79BD42B1BE1FFC9F22F55904918796D2","targets/T03_U11.tex","7-7","581","373514965342A76511680F774B24B1488AA88F0624FDDC7556DE6E6F434EFE22","ko","draft_complete","unchecked","not_handed_off","6099","F4ECB19BD95A52522155DFA47C8B924E4B583A44C39175B43FDBBABD82321055"
"CJK-KO-P08-STR-0061","unit","CJK-KO-P08-STR-0045","5","6044-6080","1597","B985BF5ED95FC615367146C193A78C2A9A1261EB77A09C06A06F04D5970DDDCF","targets/T03_U12.tex","1-43","2127","AFBE23A288F079007ABC4B01B48470B4A6AE6254638770D51C142196A166F68E","ko","draft_complete","unchecked","not_handed_off","6099","40A579A86B8CA3D3839A807B081B201860D818CBC2290953C600E0C2AA4A8B7B"
"CJK-KO-P08-STR-0062","definition","CJK-KO-P08-STR-0061","1","6044-6044","97","B783F458A1A8865886D0C0AE1662D092B478F64A7C760801DC59C20B07BE3315","targets/T03_U12.tex","7-7","115","B7A30F755C04D2703B01CC508FF3189DCAB17285F1E81DB97DC49F0244CF465B","ko","draft_complete","unchecked","not_handed_off","6099","9B578057109226BDD55920E780D4A6A1DBB436CDF86D7EF9262B6FE32DEAAC04"
