concept,pattern,package,lang_hint,file,verdict,window
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_compact_corpus/tex_corpus/spanish/2409.15681v1/2409_unpacked/main.tex,reject_false_sense,"preserve the unit. remark Now, it is natural to consider ``morphisms"" that preserve the category structure. This allows us to define the concept of a functor. definition def-functor Let $ C $ and $ D $ be two categories. A covariant functor (resp. contravariant functor ) $F: C D $ is determined by the following attributes: itemize $F(A) Ob ( D )$ for every $A Ob ( C )$. If $f: A B$ is a morphism in $ C $, then $F(f): F(A) F(B)$ (resp. $F(f): F(B) F(A)$) is a morphism in $"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_compact_corpus/tex_corpus/spanish/2409.15681v1/2409_unpacked/main.tex,reject_false_sense,"$A Ob ( C )$, such that for every morphism $ : A B$ in $ C $, the following diagram equation* { F(A) ^{ (A)} _{F( )}& G(A) ^{G( )} \\ F(B) _{ (B)} & G(B) } equation* commutes. definition Analogous definitions hold for contravariant functors $F$ and $G$ and their possible combinations. We say that $F$ and $G$ are isomorphic if there exists a natural transformation $ : F G$ that is an isomorphism, i.e., $ (A): F(A) G(A)$ is an isomorphism for each $A Ob ( C )$. In"
complete system,système complet,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/0611861v1/0611861_unpacked/f-nab.tex,candidate_positive_sense,"entations simples des groupes linéaires. pr [Kuhn] prk-rep Soient $ $ une partition régulière et $n N $. enumerate Si $n= _1$, alors $S_ (E_n)$ est un $ F _2[GL_n]$-module à gauche simple ; nous le noterons $R_ $. Les $R_ $ forment un système complet de représentants des $ F _2[GL_n]$-modules simples lorsque $ $ parcourt les éléments de $ p $ tels que $ _1=n$. Le $ $-module $S_ (E_n)$ est nul si $ _1>n$, égal à $R_ $ si $ _1=n$ et isomorphe à $R_{(n, _1, _1, , _r)}$"
complete system,systeme complet,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/0611861v1/0611861_unpacked/f-nab.tex,candidate_positive_sense,"entations simples des groupes linéaires. pr [Kuhn] prk-rep Soient $ $ une partition régulière et $n N $. enumerate Si $n= _1$, alors $S_ (E_n)$ est un $ F _2[GL_n]$-module à gauche simple ; nous le noterons $R_ $. Les $R_ $ forment un système complet de représentants des $ F _2[GL_n]$-modules simples lorsque $ $ parcourt les éléments de $ p $ tels que $ _1=n$. Le $ $-module $S_ (E_n)$ est nul si $ _1>n$, égal à $R_ $ si $ _1=n$ et isomorphe à $R_{(n, _1, _1, , _r)}$"
covariant,covariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1104.1507v4/hostu-revis.tex,reject_false_sense,"e façon la précomposition $ Mod - Mod - $ par le foncteur $ ^{op} ^{op}$ correspondant canoniquement à $F$. D'une manière générale, on désignera souvent par une étoile en haut (resp. en bas) l'effet sur un morphisme d'un foncteur contravariant (resp. covariant) clair dans le contexte. nice Si $ $ est une catégorie et $T : Ens $ un foncteur vers la catégorie des ensembles, on note $ _T$ la catégorie dont les objets sont les couples $(c,x)$ formés d'un objet $c$ de $ $ et d'un élément $x$ de $T"
covariant,covariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1104.1507v4/hostu-revis.tex,reject_false_sense,"image par $ _!$ de la restriction de $F$ à $ P (A)$ est la restriction de $F$ à $ P (B)$. Si $X : P (B)^{op} P (B) Ab $ est un bifoncteur qui est la restriction d'un foncteur $Y : P (B)^{op} Ab Ab $ commutant aux colimites filtrantes en la variable covariante, il existe un isomorphisme naturel $$HH_*( P (B);X) HH_*( P (A); X )$$ où $ X $ est la précomposition de $Y$ par $$ P (A)^{op} P (A) P (B)^{op} Ab (M,N) (B A { }M,N).$$ enumerate pr proof Les deux premières assertions décou"
covariant,covariante,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1104.1507v4/hostu-revis.tex,reject_false_sense,"image par $ _!$ de la restriction de $F$ à $ P (A)$ est la restriction de $F$ à $ P (B)$. Si $X : P (B)^{op} P (B) Ab $ est un bifoncteur qui est la restriction d'un foncteur $Y : P (B)^{op} Ab Ab $ commutant aux colimites filtrantes en la variable covariante, il existe un isomorphisme naturel $$HH_*( P (B);X) HH_*( P (A); X )$$ où $ X $ est la précomposition de $Y$ par $$ P (A)^{op} P (A) P (B)^{op} Ab (M,N) (B A { }M,N).$$ enumerate pr proof Les deux premières assertions décou"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1104.1507v4/hostu-revis.tex,reject_false_sense,"mial de la catégorie $ P (A)$ vers les groupes abéliens et $n$ un entier. Il existe un isomorphisme de groupes abéliens $$ {i N }{ } H_n(U_{i,i}(A);F(A^{2i})) _{p+q=n} H_p(U_{ , }(A);{ Tor}^{ P (A)}_q( Z [T],F))$$ où $T$ est le foncteur ensembliste contravariant des formes hermitiennes (éventuellement dégénérées) et le groupe $U_{ , }(A)= {i N }{ } U_{i,i}(A)$ opère trivialement sur ${ Tor}^{ P (A)}_q( Z [T],F)$. thi À titre d'application, nous obtenons, au corollaire~ cor-azp , le résulta"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1104.1507v4/hostu-revis.tex,reject_false_sense,", on notera de la même façon la précomposition $ Mod - Mod - $ par le foncteur $ ^{op} ^{op}$ correspondant canoniquement à $F$. D'une manière générale, on désignera souvent par une étoile en haut (resp. en bas) l'effet sur un morphisme d'un foncteur contravariant (resp. covariant) clair dans le contexte. nice Si $ $ est une catégorie et $T : Ens $ un foncteur vers la catégorie des ensembles, on note $ _T$ la catégorie dont les objets sont les couples $(c,x)$ formés d'un objet $c$ de $ $ et d"
covariant,covariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1104.1507v4/sc-revis.tex,reject_false_sense,"orichenko utilise deux fois des arguments nécessitant le caractère polynomial (une partie de sa comparaison nécessite que le bifoncteur soit polynomial relativement à la variable contravariante tandis que l'autre nécessite qu'il le soit relativement à la variable covariante). rem Exemples de calculs On se donne de nouveau une petite catégorie additive avec dualité $( ,D)$, $ \{-1,1\}$, et $T$ vérifiant l'hypothèse~ hyp-gener . Dans ce paragraphe, on rappelle, suivant DV (§\,4), comment calculer les gro"
covariant,covariante,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1104.1507v4/sc-revis.tex,reject_false_sense,"orichenko utilise deux fois des arguments nécessitant le caractère polynomial (une partie de sa comparaison nécessite que le bifoncteur soit polynomial relativement à la variable contravariante tandis que l'autre nécessite qu'il le soit relativement à la variable covariante). rem Exemples de calculs On se donne de nouveau une petite catégorie additive avec dualité $( ,D)$, $ \{-1,1\}$, et $T$ vérifiant l'hypothèse~ hyp-gener . Dans ce paragraphe, on rappelle, suivant DV (§\,4), comment calculer les gro"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1104.1507v4/sc-revis.tex,reject_false_sense,"$0$, c'est-à-dire un foncteur commutant aux sommes directes finies. . hyp Cette hypothèse s'applique en particulier à $SD^2_ $ muni de la norme. On utilisera aussi l'hypothèse plus faible suivante : hyp hyp-soutruc2 On suppose que $T$ est un foncteur contravariant de $ $ vers les monoïdes commutatifs réguliers, dont la symétrisation vérifie l'hypothèse~ hyp-soutruc . hyp (Il revient au même de demander que $T$ soit un sous-foncteur en monoïdes d'un foncteur vérifiant~ hyp-soutruc .) defi df-fh Sup"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1104.1507v4/sc-revis.tex,reject_false_sense,"& 0 array ) $, il est donc inversible : $ V $ est un objet de $ H ^T( )$, appelé { espace hyperbolique} associé à $V$. (Cette construction ne définit { pas} un foncteur de $ $ dans $ H ^T( )$, puisque $D$ est contravariant, mais seulement un foncteur de la sous-catégorie des isomorphismes de $ $ vers $ H ^T( )$). Il s'agit d'une généralisation classique et très naturelle des espaces hermitiens (au sens usuel) hyperboliques qui correspondent au cas $ = P (A)$"
contravariant,contravariante,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1104.1507v4/sc-revis.tex,reject_false_sense,"esoin d'{ aucune} hypothèse polynomiale dans la proposition~ presco , tandis que Scorichenko utilise deux fois des arguments nécessitant le caractère polynomial (une partie de sa comparaison nécessite que le bifoncteur soit polynomial relativement à la variable contravariante tandis que l'autre nécessite qu'il le soit relativement à la variable covariante). rem Exemples de calculs On se donne de nouveau une petite catégorie additive avec dualité $( ,D)$, $ \{-1,1\}$, et $T$ vérifiant l'hypothèse~ hyp-ge"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1104.1507v4/sp-revis.tex,reject_false_sense,"(ou normalisée), qui est fonctorielle, et on applique la proposition pr\'ec\'edente. proof On s'int\'eresse maintenant \`a une g\'en\'eralisation~ ~\`a paramètres~ ~de ce qui pr\'ec\`ede. On suppose que $ $ est une petite cat\'egorie, $A$ un foncteur contravariant de $ $ vers les mono\""ides ab\'eliens, et l'on note $ A : ^{op} Ab $ sa symétrisation (i.e. le foncteur obtenu en sym\'etrisant au but), qui est munie d'un morphisme $i_A : A A $. Plus g\'en\'eralement, si $M$ est un foncteur contravari"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1104.1507v4/sp-revis.tex,reject_false_sense,"$ un foncteur contravariant de $ $ vers les mono\""ides ab\'eliens, et l'on note $ A : ^{op} Ab $ sa symétrisation (i.e. le foncteur obtenu en sym\'etrisant au but), qui est munie d'un morphisme $i_A : A A $. Plus g\'en\'eralement, si $M$ est un foncteur contravariant de $ $ vers les ensembles qui est muni d'une action de $A$ (i.e. on dispose d'un morphisme $A M A$ v\'erifiant les conditions \'evidentes), on peut construire un foncteur $ M $ muni d'une action de $ A $, avec un morphisme d'unit\'e $j_M :"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1407.3941v1/polext.tex,reject_false_sense,"teur $T$, à la commutation de ${ Ext}^*_{ ( , )}(T,-)$ aux colimites filtrantes) --- cf. remarque~ rqf .\, rfff ci-après. Rôle de la torsion $p$-primaire bornée Soient $ A $ une sous-catégorie pleine de $ Ab $ stable par quotients et $ $ un foncteur contravariant de $ A $ vers les $ F _p$-espaces vectoriels. defi dfst enumerate Nous dirons que $ $ est { stationnaire} sur un objet $V$ de $ A $ si le morphisme canonique $$ {n N }{ } (V/p^n) (V)$$ est un isomorphisme. Nous dirons qu"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1508.04495v1/1508_unpacked/chapitre2.tex,reject_false_sense,"{ } ( K {V} )^{ /K} ^2( /K;V) $$ Cette dernière forme est la plus révélatrice de la nature de la suite spectrale. Elle fait un peu penser à une suite exacte qui aurait été obtenue à partir de la suite exacte courte de $ $-modules $0 K /K 0$ par un foncteur contravariant exact à gauche bien que cela ne soit pas le cas. Rem Rem Dans le contexte des modules pour les groupes, il existe des suites exactes similaires. Par exemple, le théorème 9.84 de Rotman donne une suite exacte parfa"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/1508.04495v1/1508_unpacked/chapitre2.tex,reject_false_sense,"cte ci-haut se réécrit $$ 0 \LL {U} res { } _{ ^M}(K_M/K_M',U) 0 $$ C'est donc que là aussi, on a un isomorphisme naturel $$ \LL {U} _{ ^M}(K_M/K_M',U) $$ Étudions la suite exacte courte de $ ^M$-modules suivante : $$ 0 N_M/K_M' K_M/K_M' K_M/N_M 0 $$ Le foncteur contravariant exact à gauche $ _{ ^M}(-,U)$ donne alors lieu à une suite exacte de $ ^M$-modules (voir par exemple Rotman , corollaire 6.62 et théorème 6.67) qui commence par align* 0 _{ ^M}(K_M/N_M,U&) _{"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/2010.09182v1/Faisceaux_Q_Z_j__et_Gersten.tex,sense_uncertain,"ue de $X$ et $K(X)$ son corps de fonctions. rem rem fonctarialite gersten Au vu de la construction de CT-H-K , la suite spectrale suite spectrale coniveau ci-dessus (et donc aussi les complexes complexe Cousin et complexe gersten ) est fonctorielle contravariante pour les morphismes plats; tout morphisme plat $f : Y X$ induit un morphisme de complexes $ f^{-1} G(X, F ) G(Y,f^{-1} F )$ naturel en le faisceau $ F $ sur $X$. Dans la suite on s'int\'eresse aux immersions ouvertes $U X$ et aux annea"
contravariant,contravariante,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/2010.09182v1/Faisceaux_Q_Z_j__et_Gersten.tex,sense_uncertain,"ue de $X$ et $K(X)$ son corps de fonctions. rem rem fonctarialite gersten Au vu de la construction de CT-H-K , la suite spectrale suite spectrale coniveau ci-dessus (et donc aussi les complexes complexe Cousin et complexe gersten ) est fonctorielle contravariante pour les morphismes plats; tout morphisme plat $f : Y X$ induit un morphisme de complexes $ f^{-1} G(X, F ) G(Y,f^{-1} F )$ naturel en le faisceau $ F $ sur $X$. Dans la suite on s'int\'eresse aux immersions ouvertes $U X$ et aux annea"
invariant theory,théorie des invariants,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/math_0107137v2/2002-20.tex,candidate_positive_sense,"the characters induced by simple Lie superalgebras factor through this map. In particular, we show that the characters for the Lie superalgebra f(4) with dimension 40 and for sl(3) are the same. Resume: De nombreux modules de diagrammes sont utilises dans la theorie des invariants de Vassiliev. Pierre Vogel a definit une algebre Lambda qui agit sur ces espaces. Les superalgebres de Lie simples quadratiques fournissent des caracteres sur Lambda. On montre leur coherence en construisant un morphisme d'algebre gradu"
invariant theory,theorie des invariants,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/french/math_0107137v2/2002-20.tex,candidate_positive_sense,"the characters induced by simple Lie superalgebras factor through this map. In particular, we show that the characters for the Lie superalgebra f(4) with dimension 40 and for sl(3) are the same. Resume: De nombreux modules de diagrammes sont utilises dans la theorie des invariants de Vassiliev. Pierre Vogel a definit une algebre Lambda qui agit sur ces espaces. Les superalgebres de Lie simples quadratiques fournissent des caracteres sur Lambda. On montre leur coherence en construisant un morphisme d'algebre gradu"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/spanish/2209.02110v1/2209_unpacked/monoides.tex,sense_uncertain,"gp} Hom(Q^{gp}, Z )$ se factoriza a través de un isomorfismo $$ :H(Q)^{gp} Hom( Q ^{gp}, Z ).$$ 3. El mapeo de evaluación $ev: Q H(H(Q))$ se facotira a través de un isomorfismo $$ ev : Q ^{sat} H(H(Q)).$$ Entonces el funtor H induce una involución contravariante de la categoría de monoides tóricos sharp . En particular, esta categoría es dual en si misma. Theorem proof El primer enunciado se sigue inmediatamente de (8) del teorema 3.20. Ya que $H(Q) Hom(Q, Z )$ es inyectivo, también lo es e"
contravariant,contravariant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/spanish/2209.02110v1/2209_unpacked/monoides.tex,sense_uncertain,"ii) Identidad $$ { S M= M S _{1 id} ^{id 1} & M M ^{m} \\ M M _{m} & M } $$ iii) Conmutatividad $$ { M M _{m} ^{(p_{1},p_{2})} & M M _{m}\\ & M } $$ Def obs Dar un objeto de monoide en C es equivalente a dar un funtor contravariante que va de C a la categoría de monoides tal que el funtor restringido a la categoría de conjuntos es representable. Para más detalles consulte ~ cornell2013modular . obs Def Un S-esquema monoidal es un objeto de monoide en la categoría de"
contravariant,contravariante,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/spanish/2209.02110v1/2209_unpacked/monoides.tex,sense_uncertain,"gp} Hom(Q^{gp}, Z )$ se factoriza a través de un isomorfismo $$ :H(Q)^{gp} Hom( Q ^{gp}, Z ).$$ 3. El mapeo de evaluación $ev: Q H(H(Q))$ se facotira a través de un isomorfismo $$ ev : Q ^{sat} H(H(Q)).$$ Entonces el funtor H induce una involución contravariante de la categoría de monoides tóricos sharp . En particular, esta categoría es dual en si misma. Theorem proof El primer enunciado se sigue inmediatamente de (8) del teorema 3.20. Ya que $H(Q) Hom(Q, Z )$ es inyectivo, también lo es e"
contravariant,contravariante,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/spanish/2209.02110v1/2209_unpacked/monoides.tex,sense_uncertain,"ii) Identidad $$ { S M= M S _{1 id} ^{id 1} & M M ^{m} \\ M M _{m} & M } $$ iii) Conmutatividad $$ { M M _{m} ^{(p_{1},p_{2})} & M M _{m}\\ & M } $$ Def obs Dar un objeto de monoide en C es equivalente a dar un funtor contravariante que va de C a la categoría de monoides tal que el funtor restringido a la categoría de conjuntos es representable. Para más detalles consulte ~ cornell2013modular . obs Def Un S-esquema monoidal es un objeto de monoide en la categoría de"
resultant,résultant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/spanish/github_alexey-beshenov_cimat-tna/3-algebra-lineal.tex,candidate_positive_sense,", así que la teoría de Galois implica que $ (f) $. Además, los $ _i$ son enteros algebraicos si $f$ es mónico, así que $ (f) $. Hay una manera de calcular el discriminante usando álgebra lineal, sin calcular las raíces de $f$. Para esto se ocupa el resultante. definicion Dados dos polinomios \[ f = a\,(x - _1) (x - _m), g = b\,(x - _1) (x - _n), \] el resultante de $f$ y $g$ viene dado por una de las siguientes fórmulas equivalentes: \[ (f,g) = a^n\,g ( _1) g"
resultant,résultant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/spanish/github_alexey-beshenov_cimat-tna/3-algebra-lineal.tex,candidate_positive_sense,"$. Hay una manera de calcular el discriminante usando álgebra lineal, sin calcular las raíces de $f$. Para esto se ocupa el resultante. definicion Dados dos polinomios \[ f = a\,(x - _1) (x - _m), g = b\,(x - _1) (x - _n), \] el resultante de $f$ y $g$ viene dado por una de las siguientes fórmulas equivalentes: \[ (f,g) = a^n\,g ( _1) g ( _m) = (-1)^{mn}\,b^m\,f ( _1) f ( _n) = a^n b^m _{ 1 \le i \le m \\ 1 \le j \le n } ( _i - _j). \] definicio"
resultant,resultant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/spanish/github_alexey-beshenov_cimat-tna/3-algebra-lineal.tex,candidate_positive_sense,", así que la teoría de Galois implica que $ (f) $. Además, los $ _i$ son enteros algebraicos si $f$ es mónico, así que $ (f) $. Hay una manera de calcular el discriminante usando álgebra lineal, sin calcular las raíces de $f$. Para esto se ocupa el resultante. definicion Dados dos polinomios \[ f = a\,(x - _1) (x - _m), g = b\,(x - _1) (x - _n), \] el resultante de $f$ y $g$ viene dado por una de las siguientes fórmulas equivalentes: \[ (f,g) = a^n\,g ( _1) g"
resultant,resultant,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/spanish/github_alexey-beshenov_cimat-tna/3-algebra-lineal.tex,candidate_positive_sense,"$. Hay una manera de calcular el discriminante usando álgebra lineal, sin calcular las raíces de $f$. Para esto se ocupa el resultante. definicion Dados dos polinomios \[ f = a\,(x - _1) (x - _m), g = b\,(x - _1) (x - _n), \] el resultante de $f$ y $g$ viene dado por una de las siguientes fórmulas equivalentes: \[ (f,g) = a^n\,g ( _1) g ( _m) = (-1)^{mn}\,b^m\,f ( _1) f ( _n) = a^n b^m _{ 1 \le i \le m \\ 1 \le j \le n } ( _i - _j). \] definicio"
resultant,résultante,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/spanish/github_alexey-beshenov_cimat-tna/3-algebra-lineal.tex,candidate_positive_sense,", así que la teoría de Galois implica que $ (f) $. Además, los $ _i$ son enteros algebraicos si $f$ es mónico, así que $ (f) $. Hay una manera de calcular el discriminante usando álgebra lineal, sin calcular las raíces de $f$. Para esto se ocupa el resultante. definicion Dados dos polinomios \[ f = a\,(x - _1) (x - _m), g = b\,(x - _1) (x - _n), \] el resultante de $f$ y $g$ viene dado por una de las siguientes fórmulas equivalentes: \[ (f,g) = a^n\,g ( _1) g"
resultant,résultante,romance_es_fr,fr,sources/fr_es_expanded_validated/tex_corpus_expanded_validated_20260628/spanish/github_alexey-beshenov_cimat-tna/3-algebra-lineal.tex,candidate_positive_sense,"$. Hay una manera de calcular el discriminante usando álgebra lineal, sin calcular las raíces de $f$. Para esto se ocupa el resultante. definicion Dados dos polinomios \[ f = a\,(x - _1) (x - _m), g = b\,(x - _1) (x - _n), \] el resultante de $f$ y $g$ viene dado por una de las siguientes fórmulas equivalentes: \[ (f,g) = a^n\,g ( _1) g ( _m) = (-1)^{mn}\,b^m\,f ( _1) f ( _n) = a^n b^m _{ 1 \le i \le m \\ 1 \le j \le n } ( _i - _j). \] definicio"
