route_key,rows_routed,package,lang_hint,file,window,use_boundary
sistem,7,expanded_non_ru_uk_slavic,dsb,payload/recovered_slavic_github_tex_192100/dsb/dirsulaiman_skripsi/skripsi.tex,"dan Penguji %----------------------------------------------------------- {IMPLEMENTASI FILTER SPASIAL LINEAR PADA VIDEO STREAM MENGGUNAKAN FPGA HARDWARE ACCELERATOR } SULAEMAN H131 16 002 Sistem Informasi Matematika Matematika dan Ilmu Pengetahuan Alam Universitas Hasanuddin Makassar 2021 Dr. Eng. Armin Lawi, S.Si., M.Eng. 197204231995121001 Supri Bin Hj Amir, S.Si., M",stem_hit_only_requires_context_review
form,16,expanded_non_ru_uk_slavic,sk,payload/recovered_slavic_github_tex_192100/sk/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,ikajú spojením niekoľkých hodnôt primitívneho typu. Výsledkom je potom dátová štruktúra. Rôzne jazyky implementujú rôzne základné dátové štruktúry. (Dátová štruktúra = spôsob efektívneho uloženia informácie v pamäti) Nízkoúrovňové jazyky často žiadne dátové štruktúry neimplementujú a poskytujú iba priamy prístup do pamäte. Vyššie programovacie jazyky potom implementujú napr: itemize,stem_hit_only_requires_context_review
linear,12,expanded_non_ru_uk_slavic,sk,payload/recovered_slavic_github_tex_192100/sk/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"Nie je dostupná priamo z procesora, dáta sa kopírujú do RAM radičom. Slúži na trvalé ukladanie informácií. itemize Pevný disk - adresácia cez cylinder, hlavu a sektor prípadne cez lineárne očíslovanie sektorov (preklad je na disku). Disketa, CD, USB Flash, Network storage itemize Práca s vnútornou pamäťou Zaisťuje pre jednotlivé procesy ilúziu neobmedzeného",stem_hit_only_requires_context_review
funkci,4,expanded_non_ru_uk_slavic,sk,payload/recovered_slavic_github_tex_192100/sk/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"movacie Jazyky multicols {2} Základné pojmy V kontexte programovacích jazykov uvažujeme dva základné pojmy: itemize Výraz (expression) - kombinácia operátorov, konštánt, premenných, funkcií a iných prvkov jazyka ktorá sa vyhodnotí na nejakú výslednú hodnotu (môže ísť o prázdnu hodnotu). Výraz môže ale nemusí mať vedľajšie efekty. (Príklady: 2+1.5, A == 3, null, pop()) Príkaz",stem_hit_only_requires_context_review
normal,4,expanded_non_ru_uk_slavic,sk,payload/recovered_slavic_github_tex_192100/sk/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"u E, pôvodné vyhodnocovanie sa zastaví a vykoná sa blok daný klauzulou Catch. V súvislosti s Try-Catch sa používa aj príkaz Finally, ktorý je spojený s dvomi blokmi kodu. Prvý blok sa vyhodnotí normálne (teda v prípade vyvolania výnimky skončí) pričom pre druhý blok platí, že sa vyhodnotí po skončení prvého bloku vždy, bez ohľadu na to či sa v prvom bloku vyvolá výnimka alebo nie. Prí",stem_hit_only_requires_context_review
algebr,4,expanded_non_ru_uk_slavic,sk,payload/recovered_slavic_github_tex_192100/sk/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"4: Najprv si prevediem do dvojkovej, tam vyjadrím číslo cez exponent a následne zakódujem sem. Kombinačné a sekvenčné logické obvody Originálna idea je implementovať v obvodoch booleovu algebru. Tá vyžaduje tri operátory. Alternatívne sa preto implementuje Schefferova (NAND) alebo Pierceova (NOR) algebra ktoré vyžadujú len jednu operáciu. Kombinačné logické obvody (logické funkc",stem_hit_only_requires_context_review
transform,2,expanded_non_ru_uk_slavic,sk,payload/recovered_slavic_github_tex_192100/sk/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"u. Tradične vykonáva tieto kroky: itemize Analýza - analyzuje sa control flow a data flow programu, rôzne závislosti premenných a pod. Optimalizácia - Na základe analýzy sa program transformuje tak, aby pracoval efektívnejšie prípadne aby bol menší. Generovanie kódu - Optimalizovaný program sa uloží vo finálnej podobe spustiteľnej na cieľovom procesore. itemize In",stem_hit_only_requires_context_review
special,2,expanded_non_ru_uk_slavic,sk,payload/recovered_slavic_github_tex_192100/sk/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"nciou nie je pevne daný, ale všeobecne sa predpokladá že referencia je ""inteligentnejší"" pointer (napr. taký pre ktorý sa priebežne kontroluje či je pamäť kam odkazuje platná). Typicky existuje špeciálna hodnota pre odkaz, ktorá predstavuje neplatnú pamäť (null). Odkaz môže potenciálne ukazovať aj na spustiteľný kód. Abstraktné dátové typy Abstraktný dátový typ popisuje isté vl",stem_hit_only_requires_context_review
konstru,1,expanded_non_ru_uk_slavic,sk,payload/recovered_slavic_github_tex_192100/sk/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"yť klauzula Else prítomná, avšak dá sa nahradiť testom na negáciu pôvodnej podmienky. If-Then-Else sa dá v prípade potreby násobne vnárať (do Else vetvy sa vloží ďalšie IF). Pokiaľ jazyk takúto konštrukciu podporuje priamo na syntaktickej úrovni, hovoríme o riadiacej štruktúre If-Then-Elseif-Else. algorithm algorithmic [1] {A} Jednoduchá ukážka použitia If-Then-Elseif-Else",stem_hit_only_requires_context_review
regular,1,expanded_non_ru_uk_slavic,sk,payload/recovered_slavic_github_tex_192100/sk/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"nevyhovuje aktuálnemu obsahu premennej. Pattern matching (Hľadanie vzorov?) je potom rozšírenie tejto techniky, ktoré dovoľuje okrem klasickej rovnosti testovať na širšiu skupinu vlastností (napr. regulárne výrazy v prípade textových reťazcov) prípadne sa pýtať na samotnú štruktúru/typ premennej (je to dvojica? Je to zoznam s troma prvkami?). Pattern matching je oveľa silnejší ako samotný switc",stem_hit_only_requires_context_review
princip,1,expanded_non_ru_uk_slavic,sk,payload/recovered_slavic_github_tex_192100/sk/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"prvkom pracovať. Štandardne ide buď o privátne prvky (má k nim prístup len sám objekt), chránené prvky (má k nim prístup objekt a jeho potomkovia) a verejné prvky (majú k nim prístup všetky objekty). Princíp zapúzdrenia následne tieto pravidlá vynucuje naprieč celým programom. Zapúzdrenie sa využíva na skrytie informácií ktoré sú buď implementačne závislé alebo nesmú byť menené inými objektam",stem_hit_only_requires_context_review
minimal,1,expanded_non_ru_uk_slavic,sk,payload/recovered_slavic_github_tex_192100/sk/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,"usy waiting, problém optimalizácie a out of order vykonávania), Hardware (CAS, Test-And-Set, stále busy waiting, ale lepšie riadené), OS (synchronizuje OS s tým že OS si môže riadiť scheduler tak aby minimalizoval busy wait). Synchronizačné primitíva: Mutex (lock, unlock), Semafór (give, take, init), Monitor (kritická sekcia nad zámkom, prípadne s podmienkami), Podmienkové premenné (wait, not",stem_hit_only_requires_context_review
form,16,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"ava $h U V$, da na $V$ velja $q = h f h^{-1}$. Funkcijo $h$ v tem primeru imenujemo { konjugacija} med $f$ in $q$ na območjih $U$ in $V$. definicija Konjugacijo uporabljamo za transformacijo med funkcijami, ki imajo ekvivalentno dinamiko. Natančneje, ob konjugiranju funkcije se nam ohranijo osnovne iteracijske lastnosti. Če nas na primer zanima obnašanje funkcije $q$ in smo našl",stem_hit_only_requires_context_review
modul,14,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"$ r = r + 2$, za katerega velja $$|q_c(z)| = |z^2 + c| |z|^2 - r > |z|^2 - r|z| |z|( r - r) = 2|z|.$$ Naj bo $R := G(r, r )$ in naj velja $|c| r$ ter $G(c, z) R$. Po principu maksima modula sledi $|z| r $, zato je množica $$\{(c, z) G(c, z) R\} \{(c, z) |c| r\}$$ omejena stran od $ ^2 $. Ker pa je $G$ tam zvezna, velja, da je ta množica zaprta. Naj bo dan $",stem_hit_only_requires_context_review
linear,12,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"jske pojme, kot so { orbita}, { fiksna točka}, { n-cikel} in { privlačnost}. Nadalje za razumevanje pojma Mandelbrotova množica potrebujemo razumevanje dinamike kvadratnih polinomov. Skupaj z linearnim primerom jo predstavljamo v drugem poglavju. Eden njegovih ciljev je dokazati, zakaj je teorija lineanih polinomov tako zelo enostavna, da se z njo po navadi ne ukvarjamo. Prava dinamika se",stem_hit_only_requires_context_review
sistem,7,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"mimo točko $a $ in jo izrazimo v polarnih koordinatah kot $e^{2 i _a}$. Preslikavo $q_0$ lahko lažje opišemo na $ $ s pomočjo preslikave $ [0, 1) [0, 1)$, ki je definirana v dvojiškem sistemu kot levi zamik zaporedja $$ ( _a) = ((0.a_1 a_2 a_3 )_2) := (0.a_2a_3a_4 )_2.$$ Opazimo, da za $k $ velja $$q_0^k(a) = (2 i ^k( _a)).$$ Ločimo dva primera glede na zapis števi",stem_hit_only_requires_context_review
funkci,4,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"ki preučuje obnašanje iteracij kompleksnih preslikav. Začetek te veje matematike sega v obdobje med letoma 1917 in 1919, ko so bile objavljene prve raziskave na temo iteracij kompleksnih racionalnih funkcij ene spremenljivke s strani francoskih matematikov { Gastona Juliaja} in { Pierre Fatouja}. Sledilo je obdobje daljšega mirovanja teorije, ki pa ga je prekinil razvoj numerične matematike",stem_hit_only_requires_context_review
integral,4,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"^{-1}$. Za poljubno točko $w $ je po Lemi lem:compactMandelBottcher v $ \Phi ^{-1}(\{w\})$ končno mnogo točk, torej obstaja takšna krivulja $C$, ki obkroži vse te točke in pa $0$. Definiramo integral s parametrom $$ (w) := 1 {2 i} _{C} { \Phi (z)}{ \Phi (z) - w} dz.$$ S principom argumenta (opisan v viru conway ) in Lemo lem:infinityZeroMandelBottcher dobimo $$ (0) =| \Phi ^{-1",stem_hit_only_requires_context_review
racional,4,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"e dinamike, ki preučuje obnašanje iteracij kompleksnih preslikav. Začetek te veje matematike sega v obdobje med letoma 1917 in 1919, ko so bile objavljene prve raziskave na temo iteracij kompleksnih racionalnih funkcij ene spremenljivke s strani francoskih matematikov { Gastona Juliaja} in { Pierre Fatouja}. Sledilo je obdobje daljšega mirovanja teorije, ki pa ga je prekinil razvoj numerične",stem_hit_only_requires_context_review
element,3,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"cijah posebno vlogo, saj se iteracija na njih ustavi oziroma ima konstantno orbito. Naslednja trditev nam bo opisala tudi pomembno lastnost fiksnih točk, ki pravi, da so te točke edine možne limite elementov posameznih orbit. trditev trd:fixedPointConvergance Naj bo dana zvezna funkcija $f U U$. Če obstaja takšen $a U$, da je zaporedje $(f^n(a))_n$ konvergentno z limito $ $, potem",stem_hit_only_requires_context_review
transform,2,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"eslikava $h U V$, da na $V$ velja $q = h f h^{-1}$. Funkcijo $h$ v tem primeru imenujemo { konjugacija} med $f$ in $q$ na območjih $U$ in $V$. definicija Konjugacijo uporabljamo za transformacijo med funkcijami, ki imajo ekvivalentno dinamiko. Natančneje, ob konjugiranju funkcije se nam ohranijo osnovne iteracijske lastnosti. Če nas na primer zanima obnašanje funkcije $q$ in smo",stem_hit_only_requires_context_review
maksimal,2,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"$f$ holomorfna preslikava s superprivlačno fiksno točko $ $ in B{\""o}ttcherjevo preslikavo $ $. Za lokalni inverz $ _ $ obstaja enolična injektivna in konformna razširitev $ _r _ $ z maksimalnim radijem $0 < r 1$. Če je $r = 1$, potem je $ _ $ surjekcija, $ $ pa edina kritična točka $f$ na $ _ $. Če pa je $r < 1$, potem kritična točka $f$ leži na $ ( ( _r))",stem_hit_only_requires_context_review
invariant,2,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"tak $0 < < 1/2$, da za $z _ $ velja $|g(z)| < $ za nek $0 < < 1/2$, ki ga bomo fiksirali kasneje. Iz neenakosti $$|f(z)| = |z^n||1 + g(z)| < ^{n-1} 3/4 < $$ sledi, da je $ _ $ invarianten podprostor za $f$. Seveda je potem invarianten tudi za vse njene iteracije. Nadalje je s predpisi equation* aligned _k(z) := (f^k(z))^{n^{-k}} &= (z^{n^k} (1 + n^{k-1}b_1 z + O(z^2))",stem_hit_only_requires_context_review
polinom,2,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,tska krogla (posplošitev _{radij}(sredisce)) \M { M} % Mandelbrotova množica \J { J} % Juliajeve množica ( ^ napolnjena Juliajeva množica) \QQ { Q} % Douady-Hubbard družina kvadratičnih polinomov \A { A} % baza privlačnosti (v kontekstu) \E { E} % definicijsko območje Mandelbrot-Bottcher preslikave \HH { H} % specifično v dokazu \Real { Re } \Break { break } \algAnd,stem_hit_only_requires_context_review
konstru,1,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"formna, pridemo v protislovje. Če je $r=1$, potem $ ( ) _ $. Recimo, da $ ( ) _ $, torej presek množic $ ( ( )) _ $ ni prazen. Še več, vzemimo točko $z$ iz tega preseka in konstruirajmo zaporedje $(w_k)_k$, za katerega je $ _{k } (w_k) = z$. Potem je $$ _{k }| ( (w_k))| = | (z)| = 1,$$ saj je $| |$ zvezna na $ _ $. Ker na $ _ $ velja $| | < 1$, dobimo",stem_hit_only_requires_context_review
simetri,1,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"ugacije med $q_0$ in $q_{-2}$. Trdimo, da je $h z z + z^{-1}$ konjugacija med dinamičnima sistemoma $(q_0, U)$ in $(q_{-2}, V)$, kjer $$U := \D in V := \I_2 $$ za odprt, simetričen, realni interval $ _2 := (-2, 2)$. Iz tega bo sledilo, da $U$ ne seka napolnjene Juliajeve množice za $q_{-2}$. Vzemimo $ V$ in rešimo enačbo $h(z) = z + z^{-1} = .$ Dobimo dve re",stem_hit_only_requires_context_review
princip,1,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,"Res lahko vzamemo $ r = r + 2$, za katerega velja $$|q_c(z)| = |z^2 + c| |z|^2 - r > |z|^2 - r|z| |z|( r - r) = 2|z|.$$ Naj bo $R := G(r, r )$ in naj velja $|c| r$ ter $G(c, z) R$. Po principu maksima modula sledi $|z| r $, zato je množica $$\{(c, z) G(c, z) R\} \{(c, z) |c| r\}$$ omejena stran od $ ^2 $. Ker pa je $G$ tam zvezna, velja, da je ta množica zapr",stem_hit_only_requires_context_review
kvadrat,1,expanded_non_ru_uk_slavic,sl,payload/recovered_slavic_github_tex_192100/sl/kuco23_graduate-thesis/diploma.tex,% realna enotska krogla (posplošitev _{radij}(sredisce)) \M { M} % Mandelbrotova množica \J { J} % Juliajeve množica ( ^ napolnjena Juliajeva množica) \QQ { Q} % Douady-Hubbard družina kvadratičnih polinomov \A { A} % baza privlačnosti (v kontekstu) \E { E} % definicijsko območje Mandelbrot-Bottcher preslikave \HH { H} % specifično v dokazu \Real { Re } \Break { break,stem_hit_only_requires_context_review
form,16,expanded_non_ru_uk_slavic,unknown,payload/sidecar_slavic_linguistics_arxiv/sources/2003.14026/handbook-mte.tex,"-East % In: Nancy Ide, James Pustejovsky, eds. 2017. Handbook of linguistic annotation. pp. 441-462. Springer. % your contribution title if the original one is too long Tomaž Erjavec % Short form of author list % if too long for running head {Tomaž Erjavec Dept. of Knowledge Technologies, Jožef Stefan Institute \\ Jamova cesta 39 \\ SI-1000 Ljubljana \\",stem_hit_only_requires_context_review
modul,14,expanded_non_ru_uk_slavic,unknown,payload/sidecar_slavic_linguistics_arxiv/sources/2003.14026/handbook-mte.tex,"ment, schemaSpec , giving the schema in the high-level TEI ODD language, with the acronym meaning ``One Document Does it all'' TEIP5 . The schema specification contains invocations of the needed TEI modules, which define their elements and attributes. An ODD document can be processed by an ODD processor, which will generate an appropriate XML schema. The XML schema can be expressed usin",stem_hit_only_requires_context_review
