"path","bytes","sha256","role"
"MACHINE_READABLE_PACKAGE_VALIDATION.json","4803","71B67747E338E5DFC54D22C6EBD7F7E1CD8BA6046DCE0C02AAE5A2F95A416F76","sanitized package machine validation"
"MACHINE_READABLE_VALIDATION_20260718_001_FAILED.json","4672","CC97FC4F004A6A393646AE563A4525096A3E421D26355D8C3F85A514F6252A6A","preserved false-pass validation artifact marked failed in history"
"MACHINE_READABLE_VALIDATION_20260718_002_REPAIRED_PASS.json","6275","A78C324403DC8C5FA13BE03020564DBE675746EA94A261A3D862C5F4B40A347F","repaired working-unit validation pass"
"MACHINE_VALIDATION_HISTORY.jsonl","1283","E91E5E0A9322BAA7866DAC987D44DDAC742F15798D19FAE3632CA74DEFC42B7A","append-only validation failure and repair history"
"Noether_Paper04_Section06_English_R823_SourceChecked.pdf","289603","FC68D48F04C8CA95DE548987E7A1F8D4D5A8248AC6B8750CFEEB85C29DB0940C","two-page bounded English reader"
"Noether_Paper04_Section06_English_R823_SourceChecked.tex","11287","68002AA81C7F1150E357D97741DFB57FB0FF23A6F8C705527B00569FA996EB68","editable bounded English TeX"
"PACKAGE_AUDIT.md","1757","2FEF4B399E12F8E571EAB198DE8BBEF642E5F9A46A88E1D44A0E20499D91F4F6","public-safety and package audit"
"PUBLICATION_READINESS.md","920","68334F8ED2BE6701D683BF3A682673E1E036A63F15C0AA5B5B154EE10ABBE5C5","bounded checkpoint readiness and caveats"
"README.md","2090","9FF5BEA6A374EFE37A9B9EA75929ABC13C624A434825DADAEFE1FE7315FFE9D1","scope authority and package guide"
"SCOPED_EVIDENCE_GRAPH_SCHEMA.md","441","E4BABABF4FF0B4131FEC94809FC2F211BA66E01E345CBB2E9C2858AC8C05A677","scoped evidence graph schema"
"SCOPED_EVIDENCE_GRAPH.jsonl","4043","ED49E2CD79EBB2178E7AED81DC308632E490C728BC72C9BFABCC7979E6887D9D","sanitized typed evidence graph"
"SOURCE_ALIGNMENT.csv","2114","A6E33A0D0AC852693CB74D4A77A337AE7AD4FCB97026F2B47B48335FE7A7D17E","source-to-target coverage ledger"
"SOURCE_AND_BUILD_REVIEW.md","2292","3F5C33A6707BEDCD00451CD65BB122FD0A01112195185DFB6EAEE2B5741B79D4","source formula build and render review"
"SOURCE_CONTROL_HASHES.csv","3010","EE9ADEBE031E11452F74F351ABA3BFFC0BB18605023773EE9826EBCBFAE9C57C","authority comparison and excluded-control receipts"
"SOURCE_FORMULA_NOTE_COMPARISON.csv","3388","E7F4E0C02364E7834DE46D60D238B6FF96ECE6BB06631F271F5043A3B80FFB29","formula theorem note and structure ledger"
"STRUCTURAL_INDEX_SCHEMA.md","511","19816435AF8052B6F643A4C8876E669065DFCDCB15F97FA01ECBB5F605F8ECC2","structural index schema"
"STRUCTURAL_INDEX.jsonl","4044","75B0AA66E859DB0DE6B0674B045BAC1A0F5001ACF683F4DDE8CE2DC21E6372D2","structural evidence index"
"TERMINOLOGY_AND_REJECTED_CHOICES.csv","1700","75EFFC131F246671F52B2F2F1641BBE63BC7BAC955CA8CD0BDF2500E0036CB35","terminology and rejected-choice ledger"
"VISUAL_QA.md","789","D258BA6D8A5321FD7C7FC6AEFDDA21B2A0EE38FAA1D8D2AD4D1AB3A1215810EC","complete-page render inspection evidence"
