"relative_path","language_bucket","source_language","body_status","source_use_label","source_title","source_url","local_package_path","bytes","sha256","license_or_access_signal","origin_note","language_boundary"
"fa_IR/fa_linear_algebra_gilbert_strang_persian_source_main.zip","fa_IR","Persian/Farsi (Iran)","native_source_archive","native-source-body","Persian/XePersian Gilbert Strang linear algebra source archive","https://github.com/AlirezaKachouei/Linear-Algebra-Gilbert-Strang-Persian","fa_IR/fa_linear_algebra_gilbert_strang_persian_source_main.zip","1410262","1956A3821B88F2AFDA31A0DA184988DDDED44751A44E48068E6A06FCA091437B","public GitHub repository; no GitHub license metadata; README says non-commercial educational/original book copyrighted","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"fa_IR/fa_pnu_ring_module_book_30094.pdf","fa_IR","Persian/Farsi (Iran)","native_source_body_pdf","native-source-body","PNU ring/module book preview","https://press.pnu.ac.ir/book_30094.pdf","fa_IR/fa_pnu_ring_module_book_30094.pdf","1850886","62FC1509AA543B70F2EFB461DA1871A3978D194DD8D79DFC480319B02702ED07","publisher PDF/preview; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"fa_IR/fa_pnu_ring_module_book_30094.pdftotext.txt","fa_IR","Persian/Farsi (Iran)","OCR_witness_text_extraction_not_source_truth","OCR-witness","PNU ring/module book preview","https://press.pnu.ac.ir/book_30094.pdf","fa_IR/fa_pnu_ring_module_book_30094.pdftotext.txt","51852","BE61319780168B9A02FBF217E73043D9B9A7FC9DF4F000DBF7EB71992BCD00BE","publisher PDF/preview; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdf","fa_IR","Persian/Farsi (Iran)","native_source_body_pdf","native-source-body","Shahrood noncommutative prime ideals thesis","https://shahroodut.ac.ir/fa/thesis/files/somefiles/sf_QA37.pdf","fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdf","2477563","77C32EE8A31778858F2D2D05AC432661102B4E27A54ABA8BE0573DA299BFA335","university thesis PDF; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt","fa_IR","Persian/Farsi (Iran)","OCR_witness_text_extraction_not_source_truth","OCR-witness","Shahrood noncommutative prime ideals thesis","https://shahroodut.ac.ir/fa/thesis/files/somefiles/sf_QA37.pdf","fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt","208253","660455C960CFB8B808F74EE6FC07D64C3D6544D3C1F54149A2C0736CD7877CA7","university thesis PDF; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"fa_IR/fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.html","fa_IR","Persian/Farsi (Iran)","native_source_html_or_source_page","native-source-body","UI article on Auslander-Reiten/Gorenstein rings","https://math-sci.ui.ac.ir/article_26915.html","fa_IR/fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.html","53299","CD360D3B4B1AD6A065D074EC20B83D5A535ED997F182F3C1BECAA456DE3BB9BC","journal page footer links CC BY 4.0; no license clearance claimed","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"fa_IR/fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdf","fa_IR","Persian/Farsi (Iran)","native_source_body_pdf","native-source-body","UI article on Auslander-Reiten/Gorenstein rings","https://math-sci.ui.ac.ir/article_26915.html","fa_IR/fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdf","955367","9F15766508A213DD273DD58E6905047B0E61A47038C472DBA5D09C379EFC8FE3","journal page footer links CC BY 4.0; no license clearance claimed","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"fa_IR/fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdftotext.txt","fa_IR","Persian/Farsi (Iran)","OCR_witness_text_extraction_not_source_truth","OCR-witness","UI article on Auslander-Reiten/Gorenstein rings","https://math-sci.ui.ac.ir/article_26915.html","fa_IR/fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdftotext.txt","58835","5D1FE80E39B37677141DB98DD5EBE86D5F9EA7B67E565EE4829F5508E60CDE6C","journal page footer links CC BY 4.0; no license clearance claimed","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"fa_IR/fa_ut_formal_lubin_tate_local_class_field_theory_candidate_interstitial.html","fa_IR","Persian/Farsi (Iran)","pointer_or_gap_marker_not_source_body","pointer-only","UT formal Lubin-Tate/class-field candidate interstitial","https://science.ut.ac.ir/documents/438200/728178/Mohammad%2BMasoud%2BAhmadi-Ghadermarzi.Math.pdf/eb85c7ac-fb73-14fd-8a3b-5773d1de7feb?download=true&t=1710087617244","fa_IR/fa_ut_formal_lubin_tate_local_class_field_theory_candidate_interstitial.html","6078","E0FFB943400D7875FE72F72ACC3AF0A19658B5C930B790A610C5A49341B23586","failed/interstitial fetch; gap marker only","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"generated-draft/NOETHER_PERSIANATE_TAJIK_SCOPED_DRAFT_SUPPORT_GENERATED_DRAFT_20260705.md","generated-draft","generated draft support","generated_draft_non_canonical_support","generated-draft","Generated non-canonical scoped draft support for Persianate/Tajik rows","local generated draft from outputs/NOETHER_PERSIANATE_TAJIK_ACTIVE_ROW_BUCKETS_AND_DRAFT_SUPPORT_20260705.md","generated-draft/NOETHER_PERSIANATE_TAJIK_SCOPED_DRAFT_SUPPORT_GENERATED_DRAFT_20260705.md","19161","4512DAAA99CCB67C0EC84BBFCECB018FD084709E4632E76A42B48DF66394D56C","local generated draft; no native review or approval","created or copied during Session 06 package completion","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"LOGBOOK.md","_package_metadata","package metadata","audit_or_provenance_ledger","audit-ledger","package logbook","local package generated file","LOGBOOK.md","2946","839B337E15FC4414F5E2A79A545EE662CBA2B974F83B124ADFD1E845C7CF6ADB","local generated package metadata","copied from existing lane cache or generated package sidecar","package metadata only; no language authorization or review claim"
"prs_AF/prs_af_ecampus_369_textbook_list.html","prs_AF","Dari/Persian (Afghanistan)","native_source_html_or_source_page","native-source-body","eCampus Afghanistan 369 textbook list","https://ecampus-afghanistan.org/list-of-369-published-textbooks-for-afghan-universities/","prs_AF/prs_af_ecampus_369_textbook_list.html","336934","E78A9FC816B597DA04F6817F93A77E3A6DDDBBD7A6F884BDBFDD4D8DEFAFAFAA","HTML catalog page; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"prs_AF/prs_af_ecampus_algebra_momand.pdf","prs_AF","Dari/Persian (Afghanistan)","native_source_body_pdf","native-source-body","eCampus Afghanistan Algebra - Abdullah Momand","https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-Abdullah-Momand.pdf","prs_AF/prs_af_ecampus_algebra_momand.pdf","7993810","5145F1EFA0AB4275AD3CBF03C0016A3362D5D7A6EDE3444FDE512719E813D8F4","eCampus textbook PDF; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"prs_AF/prs_af_ecampus_algebra_momand.pdftotext.txt","prs_AF","Dari/Persian (Afghanistan)","OCR_witness_text_extraction_not_source_truth","OCR-witness","eCampus Afghanistan Algebra - Abdullah Momand","https://ecampus-afghanistan.org/wp-content/uploads/2021/10/Algebra-Abdullah-Momand.pdf","prs_AF/prs_af_ecampus_algebra_momand.pdftotext.txt","526375","0D79E389F4F971FC809551C6CE8A16E8E69F3EC0F8DF01F65F35FCFD11B6C879","eCampus textbook PDF; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"prs_AF/prs_af_ecampus_mathematics_page_heartbeat_20260704T204608.html","prs_AF","Dari/Persian (Afghanistan)","native_source_html_or_source_page","native-source-body","eCampus mathematics page heartbeat cache","https://ecampus-afghanistan.org/","prs_AF/prs_af_ecampus_mathematics_page_heartbeat_20260704T204608.html","231844","EF5112964999522FEC57087A65A4F6B9782F3AD9C6337A3943086E99EDF7BA75","HTML source-routing page; no license clearance claimed","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"prs_AF/prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdf","prs_AF","Dari/Persian (Afghanistan)","native_source_body_pdf","native-source-body","MoHE/eCampus Inorganic Industrial Engineering curriculum","https://ecampus-afghanistan.org/wp-content/uploads/2023/02/Z-Curriculum-of-Inorganic-Industrial-Engineering-Department.pdf","prs_AF/prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdf","6953645","B4C042861E3A91F3FBDBE6C8BC10DC21A86251C846D6F2A00A83834D4361C9B8","public eCampus PDF; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"prs_AF/prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdftotext.txt","prs_AF","Dari/Persian (Afghanistan)","OCR_witness_text_extraction_not_source_truth","OCR-witness","MoHE/eCampus Inorganic Industrial Engineering curriculum","https://ecampus-afghanistan.org/wp-content/uploads/2023/02/Z-Curriculum-of-Inorganic-Industrial-Engineering-Department.pdf","prs_AF/prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdftotext.txt","1574619","479D7562E7CB92D4C94EBF30FB07FE3D0E449F1970E56056D6E6BFEC74D77E6D","public eCampus PDF; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdf","prs_AF","Dari/Persian (Afghanistan)","native_source_body_pdf","native-source-body","Kabul University Discrete Mathematics","https://ku.edu.af/sites/default/files/2023-11/Discrete-mathematics.pdf","prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdf","5066741","7FFE47055B54932151A862A1976D1D99AA1D30D241ED813753F6007ADD2AB3D4","Kabul University-hosted PDF; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt","prs_AF","Dari/Persian (Afghanistan)","OCR_witness_text_extraction_not_source_truth","OCR-witness","Kabul University Discrete Mathematics","https://ku.edu.af/sites/default/files/2023-11/Discrete-mathematics.pdf","prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt","428878","3C69812198A648F1518AC47626316BC2F1C7386AA5E5D7AA7097D2A431D0A24A","Kabul University-hosted PDF; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"prs_AF/prs_af_knu_ghori_linear_algebra_record_8809_viewer.html","prs_AF","Dari/Persian (Afghanistan)","native_source_html_or_source_page","native-source-body","Khatam al-Nabieen University OPAC linear algebra record/viewer","https://library.knu.edu.af/opac/index.php?cls_plan=1&id=2088&lvl=class_nbr_see","prs_AF/prs_af_knu_ghori_linear_algebra_record_8809_viewer.html","17241","631FFBAD8ECE45BCB10E3593831F0548D73F27AF97EC83D08A72BB624E3D4D3D","public OPAC HTML; PDF route unresolved; source-routing only","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"prs_AF/prs_af_knu_opac_ghori_linear_algebra_record_2088.html","prs_AF","Dari/Persian (Afghanistan)","native_source_html_or_source_page","native-source-body","Khatam al-Nabieen University OPAC linear algebra record/viewer","https://library.knu.edu.af/opac/index.php?cls_plan=1&id=2088&lvl=class_nbr_see","prs_AF/prs_af_knu_opac_ghori_linear_algebra_record_2088.html","59592","BF92AE49DE4DF72B32DD5FA36C8D447DC5B9791B229FF724373A1E1E557B46B8","public OPAC HTML; PDF route unresolved; source-routing only","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"README.md","_package_metadata","package metadata","method_or_readme_note","method-note","package README","local package generated file","README.md","4288","7C88C21E0C105E63C989F975195C6640C83CAFE52D18EAF7A0ABEDFB917F4095","local generated package metadata","copied from existing lane cache or generated package sidecar","package metadata only; no language authorization or review claim"
"SESSION06_LOGBOOK_EXCERPT_20260705.md","_package_metadata","package metadata","audit_or_provenance_ledger","audit-ledger","Session 06 logbook excerpt","local package file or see provenance sidecars","SESSION06_LOGBOOK_EXCERPT_20260705.md","5253","C9D5D834A7682D8405F1B8EE024B0547661D329EDB39A09B7DD00AAE7E2013A6","see README/logbook/provenance; no license clearance claimed","created or copied during Session 06 package completion","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_linear_algebra_wikipedia.raw.txt","tg_Cyrl_TJ","Tajik Cyrillic","native_source_text","native-source-body","Tajik Wikipedia raw wikitext - Алгебраи хаттӣ","https://tg.wikipedia.org/wiki/Алгебраи_хаттӣ","tg_Cyrl_TJ/tg_cyrl_linear_algebra_wikipedia.raw.txt","4330","FBF1074CC8AFEAA2681E5D548AB4CACEACED30A85D34F5072F4AF8F690C355A3","Wikimedia CC BY-SA signal","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_course_id15.html","tg_Cyrl_TJ","Tajik Cyrillic","native_source_html_or_source_page","native-source-body","OER/CICT Tajik algebra and number theory","https://oer.cict.tj/course/view.php?id=15&lang=en","tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_course_id15.html","67975","153E8EEC4109AAA8DA064F281CD13C3957AD805C8258F6CB47C3E2FACA60AFAD","public OER/Moodle course/PDF response; no explicit open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdf","tg_Cyrl_TJ","Tajik Cyrillic","native_source_body_pdf","native-source-body","OER/CICT Tajik algebra and number theory","https://oer.cict.tj/course/view.php?id=15&lang=en","tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdf","254463","90B98C4C7B60CD7646AF0A8956E2468F55469BC88D93C53C8254B8C901BD79D9","public OER/Moodle course/PDF response; no explicit open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdftotext.txt","tg_Cyrl_TJ","Tajik Cyrillic","OCR_witness_text_extraction_not_source_truth","OCR-witness","OER/CICT Tajik algebra and number theory","https://oer.cict.tj/course/view.php?id=15&lang=en","tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdftotext.txt","50809","AE8AD825C13517D2D9EB4ABDB3D5DB9792F9D84A19FD6C9C00AC8C3245082760","public OER/Moodle course/PDF response; no explicit open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_russian_materials_url_id93.html","tg_Cyrl_TJ","Tajik Cyrillic","native_source_html_or_source_page","native-source-body","OER/CICT Tajik algebra and number theory","https://oer.cict.tj/course/view.php?id=15&lang=en","tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_russian_materials_url_id93.html","53170","054CD50ABA0BE8F0AC96E18DF844E50FBA9AB548C536CA2B5C8CBB367E83FBBD","public OER/Moodle course/PDF response; no explicit open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_tgpu_ring_field_candidate_404.html","tg_Cyrl_TJ","Tajik Cyrillic","pointer_or_gap_marker_not_source_body","pointer-only","TGPU ring/field PDF candidate 404 marker","https://vestnik.tgpu.tj/Content/files/JournalsPDF/a5b992cf-3aca-4997-9e59-11bd0e34dc3d.pdf","tg_Cyrl_TJ/tg_cyrl_tgpu_ring_field_candidate_404.html","1207","12EAFE6435F4C02A65306F1CF02F26798F9A46C3074608F51B51014C07FA6580","404/fail marker only","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_tnu_2017_conference_mater2017.pdf","tg_Cyrl_TJ","Tajik Cyrillic","native_source_body_pdf","native-source-body","TNU 2017 conference proceedings","https://tnu.tj/ilm/mater2017.pdf","tg_Cyrl_TJ/tg_cyrl_tnu_2017_conference_mater2017.pdf","7870945","073D7CFEF645FF8F5482AE069141EAE8EC0405BB6FE6BB3E5F395C73D0535810","university PDF; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_tnu_2017_conference_mater2017.pdftotext.txt","tg_Cyrl_TJ","Tajik Cyrillic","OCR_witness_text_extraction_not_source_truth","OCR-witness","TNU 2017 conference proceedings","https://tnu.tj/ilm/mater2017.pdf","tg_Cyrl_TJ/tg_cyrl_tnu_2017_conference_mater2017.pdftotext.txt","3932884","032FE0DFFD08413FC8FDC557D534DA2CE7C38C7F7781264905FEDBF2E6E33538","university PDF; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdf","tg_Cyrl_TJ","Tajik Cyrillic","native_source_body_pdf","native-source-body","TNU Муҳаққиқи ҷавон 2026 algebraic number fields/ideal issue","https://tnu.tj/wp-content/uploads/2026/03/mu-a-i-i-avon-2-2026-.pdf","tg_Cyrl_TJ/tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdf","4480973","4CABF816449E4573F9CAB76B54D46CA3942A7AB2D38C8789237F850A4A13CFDE","TNU public PDF; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdftotext.txt","tg_Cyrl_TJ","Tajik Cyrillic","OCR_witness_text_extraction_not_source_truth","OCR-witness","TNU Муҳаққиқи ҷавон 2026 algebraic number fields/ideal issue","https://tnu.tj/wp-content/uploads/2026/03/mu-a-i-i-avon-2-2026-.pdf","tg_Cyrl_TJ/tg_cyrl_tnu_muhaqqiqi_javon_2026_algebraic_number_fields_ideal.pdftotext.txt","1470711","7D46988600ABDBB52F6067A4DC704AD599CD4880063296E82F4B3A302C0B5263","TNU public PDF; no open license found","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdf","tg_Cyrl_TJ","Tajik Cyrillic","native_source_body_pdf","native-source-body","Zarowadk Choriev/Olimov KTM Algebra and Number Theory","https://zarowadk.ru/dnld/matem/ktm_alg_naz_adadho.php","tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdf","1487129","5A4B150F67B79009F0FDD207F46297A21F18913C83BACE38B1909A8712AFADAC","Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
"tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdftotext.txt","tg_Cyrl_TJ","Tajik Cyrillic","OCR_witness_text_extraction_not_source_truth","OCR-witness","Zarowadk Choriev/Olimov KTM Algebra and Number Theory","https://zarowadk.ru/dnld/matem/ktm_alg_naz_adadho.php","tg_Cyrl_TJ/tg_cyrl_zarowadk_choriev_olimov_ktm_algebra_number_theory_2017.pdftotext.txt","416060","7FD17A60665D9C3E18D190B799029B865E7AB1321EF46D7505F0CB26410BAAA6","Zarowadk free reading/download/familiarization signal; all rights reserved; no license clearance","copied from existing lane cache or generated package sidecar","does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
