"root","relative_path","manifest_bytes","actual_bytes","manifest_sha","actual_sha","ok"
"R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z","R3_7A7576C3_CARRIED_FORWARD_EF53_SOURCE_USE_GAP_ROWS.csv","1699","1699","D6F838FF62B48AA0A4287DB3CC85F9FD611ACED0B6BF66B08747FECF2A32A2B7","D6F838FF62B48AA0A4287DB3CC85F9FD611ACED0B6BF66B08747FECF2A32A2B7","True"
"R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z","R3_7A7576C3_FABLE_ADVERSE_DO_NOT_USE_LEDGER.csv","648","648","26CF2B8B7658F724386BB32A100A6707650F9A598B94200F9CBF75775351D010","26CF2B8B7658F724386BB32A100A6707650F9A598B94200F9CBF75775351D010","True"
"R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z","R3_7A7576C3_SOURCE_USE_FACT_CHANGE_AUDIT.csv","1059","1059","9D25998400082927A49F2432868DB9503C4F16B452DC4EFB09D68388DA37C02C","9D25998400082927A49F2432868DB9503C4F16B452DC4EFB09D68388DA37C02C","True"
"R3_7A7576C3_EF53_BRANCH_VISIBILITY_SOURCE_USE_GAP_AUDIT_20260707_20260706T221059Z","README.md","1219","1219","2C947C32B05108A9ABB333E665B5A6B343184479A9A1DE79076DD6E452299B33","2C947C32B05108A9ABB333E665B5A6B343184479A9A1DE79076DD6E452299B33","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","b3/B3_ROUTE.csv","785","785","3F7CBAEB22F45412B5916FF08F2EBC4104631B29135EC540BDB870767FF464A0","3F7CBAEB22F45412B5916FF08F2EBC4104631B29135EC540BDB870767FF464A0","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","blockers/R6_D8FDB95A_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","1894","1894","56A9CFD61B32EB343B843FD260D418F7BF2E93E120A4073642C7308FC59DEA45","56A9CFD61B32EB343B843FD260D418F7BF2E93E120A4073642C7308FC59DEA45","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current/R6_D8FDB95A_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","527","527","09272072D6B97D9D3DB2ABAF8E076AF61249BAE0FCFFE46E5B6E0F18D1569CD7","09272072D6B97D9D3DB2ABAF8E076AF61249BAE0FCFFE46E5B6E0F18D1569CD7","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current/R6_D8FDB95A_LOCAL_HEAD_NAMED_FILE_HITS.csv","2","2","7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6","7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","branch-current/R6_D8FDB95A_PAYLOAD_FRONTIER_CORRECTION.csv","859","859","D963B57A40EA22B5673F3A74683E918E4E834224243F58B2C225E9A8BBF1484C","D963B57A40EA22B5673F3A74683E918E4E834224243F58B2C225E9A8BBF1484C","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","ethics/R6_D8FDB95A_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","1123","1123","C364CE3AD25C3646176DAA551D681D53514057E913F3BD7F175E97C7A6EC3C24","C364CE3AD25C3646176DAA551D681D53514057E913F3BD7F175E97C7A6EC3C24","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","fable/R6_D8FDB95A_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","1370","1370","46AF604022E6C939FF4A86A19BFA2845105F1CC67234E0709EAC3BE8C9C2FE14","46AF604022E6C939FF4A86A19BFA2845105F1CC67234E0709EAC3BE8C9C2FE14","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","input-verification/R6_D8FDB95A_PRIOR_PACKAGE_SHA_VERIFY.csv","4146","4146","A8D4B99B2E26966768C320BFA6AF14366BE81F7CCEB7D9121942B9C4D2D08729","A8D4B99B2E26966768C320BFA6AF14366BE81F7CCEB7D9121942B9C4D2D08729","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","logs/LOGBOOK_EXCERPT_20260706.md","1433","1433","15230AE3722F372654251A66654C8BE24C65DE0F43652CC92EC5FD8CC5691AAE","15230AE3722F372654251A66654C8BE24C65DE0F43652CC92EC5FD8CC5691AAE","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","mutual-watch/R6_D8FDB95A_MUTUAL_WATCH_OBSERVATION.csv","468","468","36E1BFC46861BC925085A39E58209E2BFF82B7C63E3020AA71C097566BF57208","36E1BFC46861BC925085A39E58209E2BFF82B7C63E3020AA71C097566BF57208","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","843","843","F2A2598B0CE0D42966701AB134FFD364403355D99E25E25446232F92F65A4E1A","F2A2598B0CE0D42966701AB134FFD364403355D99E25E25446232F92F65A4E1A","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","README.md","1780","1780","7A163BBBD3A953201E8234F95F2DAEBBD18C6760A55D4754D48E50C719D8B02D","7A163BBBD3A953201E8234F95F2DAEBBD18C6760A55D4754D48E50C719D8B02D","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","source-use/R6_D8FDB95A_SOURCE_USE_CONTINUATION_LEDGER.csv","2144","2144","C3467333EDF20C78C6276092A32508ED1677CBAF06ADA85F580192C385A038E6","C3467333EDF20C78C6276092A32508ED1677CBAF06ADA85F580192C385A038E6","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","witness-index/R6_D8FDB95A_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","250777","250777","6BA68CDC6AE57369D5F26A8FBC773B486FDDDE684A019AEEAE16A8EFB2AE28A3","6BA68CDC6AE57369D5F26A8FBC773B486FDDDE684A019AEEAE16A8EFB2AE28A3","True"
"R6_D8FDB95A_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707","witness-index/R6_D8FDB95A_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","34492","34492","74AC5035F5F5E6961C80C081F439C115038E8214DB81CC0F53D102630DF55FAD","74AC5035F5F5E6961C80C081F439C115038E8214DB81CC0F53D102630DF55FAD","True"
