"current_live_head","carried_from_packet","logged_utc","thread_id","lane","observed_status","action","result","source_use_label","boundary"
"39845e697e45bb16f191fd26a2474be29014f9e0","R2_8466D686_POST_08BC_RECOVERY_BATCH_20260706","2026-07-06T17:46:33Z","019f3329-ad9c-78a2-8255-5c23752caf73","B3 package steward","active steward; no wake needed","not woken","active","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"39845e697e45bb16f191fd26a2474be29014f9e0","R2_8466D686_POST_08BC_RECOVERY_BATCH_20260706","2026-07-06T17:46:33Z","019f2b1c-0b86-7ef0-a2c0-54ba67a9ef0e","R2 Pan-Turkic current lane","active/unread; current packet being produced","local artifact work","packet produced","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"39845e697e45bb16f191fd26a2474be29014f9e0","","2026-07-06T17:49:18Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after 8466 build","wake attempted","send rejected once: no active turn to steer; prior sends succeeded","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"39845e697e45bb16f191fd26a2474be29014f9e0","","2026-07-06T17:49:18Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded again after 8466 build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"b63d1b9799e6dfbd432adeb63d98b97a71cad2cd","","2026-07-06T17:56:21Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"b63d1b9799e6dfbd432adeb63d98b97a71cad2cd","","2026-07-06T17:56:21Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"732b5139b66ff3a849ce16d6c79a66a168b061e2","","2026-07-06T20:48:26Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"732b5139b66ff3a849ce16d6c79a66a168b061e2","","2026-07-06T20:48:26Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"eb15c5dd5c0da522921a0342911aeb804c8cc3f4","","2026-07-06T20:59:04Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"eb15c5dd5c0da522921a0342911aeb804c8cc3f4","","2026-07-06T20:59:04Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"7b77da5b876cad312a205bfdc0278659497c3dd8","","2026-07-06T21:04:36Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"7b77da5b876cad312a205bfdc0278659497c3dd8","","2026-07-06T21:04:36Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"58566b83bd3cdc838d25f3659b4b0d81af4ac103","","2026-07-06T21:13:32Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"58566b83bd3cdc838d25f3659b4b0d81af4ac103","","2026-07-06T21:13:32Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"5c87f6662b2007468f70e5e3af8aee1d748ed605","","2026-07-06T21:44:32Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"5c87f6662b2007468f70e5e3af8aee1d748ed605","","2026-07-06T21:44:32Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"ef53a7cc2f15afe0d30f7be860f7fd436391234b","","2026-07-06T21:56:58Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"ef53a7cc2f15afe0d30f7be860f7fd436391234b","","2026-07-06T21:56:58Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"d8fdb95a847340c2f74062354cc95f675248fe1a","","2026-07-06T22:24:34Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"d8fdb95a847340c2f74062354cc95f675248fe1a","","2026-07-06T22:24:34Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"8a7f43fdbcd418ad39e60365de9666a7b93be61f","","2026-07-06T22:59:58Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"8a7f43fdbcd418ad39e60365de9666a7b93be61f","","2026-07-06T22:59:58Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","","2026-07-07T02:01:22Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"25b9a6df17e374b5fb25c3599c1caf384dcf228c","","2026-07-07T02:01:22Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"2bd3e449c2b778525a4d7b4453898912ebfc3664","","2026-07-07T02:28:15Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"2bd3e449c2b778525a4d7b4453898912ebfc3664","","2026-07-07T02:28:15Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"6a895f1c9031090f6c4da5e7c4660cb15f713853","","2026-07-07T02:48:46Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"6a895f1c9031090f6c4da5e7c4660cb15f713853","","2026-07-07T02:48:46Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"dfb0ac3e028edec63ac62095c6759e64741645d2","","2026-07-07T02:57:53Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"dfb0ac3e028edec63ac62095c6759e64741645d2","","2026-07-07T02:57:53Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"359bc2139248524bd5e3a954ce5c1482961d7adb","","2026-07-07T03:20:43Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"359bc2139248524bd5e3a954ce5c1482961d7adb","","2026-07-07T03:20:43Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"1a823d4a910b663836c699ea360127b1f2c8f525","","2026-07-07T03:34:49Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"1a823d4a910b663836c699ea360127b1f2c8f525","","2026-07-07T03:34:49Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"7b34ec9138b36ee4bbae1e73558ca04dffcef5aa","","2026-07-07T03:47:36Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"7b34ec9138b36ee4bbae1e73558ca04dffcef5aa","","2026-07-07T03:47:36Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"18bbb1855ba0b669e3d92bfa9466bf71bb13c83c","","2026-07-07T04:16:13Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"18bbb1855ba0b669e3d92bfa9466bf71bb13c83c","","2026-07-07T04:16:13Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"4065f6a4b22c625356e2fd080167c5c5d03b0a00","","2026-07-07T04:42:29Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"4065f6a4b22c625356e2fd080167c5c5d03b0a00","","2026-07-07T04:42:29Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"761bec88dab81d096ae8fab7bc91aaed8ccc4b71",,"2026-07-07T07:17:18Z","019f2b3d-6628-7243-ba7a-429e022f974b","Persianate/Tajik","duplicate wake after prior build","wake attempted","send rejected once/no active turn or sent in prior attempts; no local closure claim","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"761bec88dab81d096ae8fab7bc91aaed8ccc4b71",,"2026-07-07T07:17:18Z","019f2b1b-b71d-7a13-8daa-f60f930faf65","R9 Africa/Horn/West","active/unread stale-preview risk","wake forwarded after prior build","sent","mutual-wake coordination log","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
