"bucket_row_id","source_family","source_row_id","bucket","route","language_gate","topic_scope","source_title_or_term","source_status","target_rendering_draft","term_alternatives_or_register_notes","source_context_note","formula_neighboring_usage_note","interlinear_or_scaffold_note","evidence_refs","source_urls","local_or_payload_path","hash_signal","license_or_access_signal","language_topic_evidence","blocker_or_gap_note","next_action","upload_policy","linked_draft_support","non_claim_boundary","created_utc"
"R3-BUCKET-0030","source_canon_acquisition_queue","R3-ACQ-0013","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","11953658::Journal of Afro Asian Studies Eighth Issue February 2021::Journal-of-Afro-Asian-Studies-Eight-issue-February-2021.pdf","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0008","https://zenodo.org/records/11953658","https://zenodo.org/api/records/11953658/files/Journal-of-Afro-Asian-Studies-Eight-issue-February-2021.pdf/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_noetherian_ring.json","md5:d924565e09a3b306722d73503d3bc6cd; local_metadata_sha256=D6F89F587931BDA3A2B008F40399DF9593FB4B5A92F8B1F86D252F9D50F1550A","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; Noetherian ring; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0031","source_canon_acquisition_queue","R3-ACQ-0014","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","13375673::Journal of Afro-Asian Studies Twenty-First Issue May 2024::Journal-of-Afro-Asian-Studies-Twenty-First-Issue-–-May-2024.pdf","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0009","https://zenodo.org/records/13375673","https://zenodo.org/api/records/13375673/files/Journal-of-Afro-Asian-Studies-Twenty-First-Issue-%E2%80%93-May-2024.pdf/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_noetherian_ring.json","md5:22e3a77149d04fe0df909a0563dffdda; local_metadata_sha256=D6F89F587931BDA3A2B008F40399DF9593FB4B5A92F8B1F86D252F9D50F1550A","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; Noetherian ring; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0032","source_canon_acquisition_queue","R3-ACQ-0015","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","6349906::المجلة العربية الدولیة للبحوث الخلّاقة، المجلد الأول۲۰۲۰م::IAJCR01 2020A.pdf","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0010","https://zenodo.org/records/6349906","https://zenodo.org/api/records/6349906/files/IAJCR01%202020A.pdf/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","md5:c1c47e9ade3ad81db66d2db358dd95bb; local_metadata_sha256=60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0033","source_canon_acquisition_queue","R3-ACQ-0016","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_source_archive_or_compressed_file_hint_needs_fetch_hash_language_license_screen","12755351::Arabic Poetry Analysis Datasets::Arabic Poetry Analysis Datasets.zip","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0011","https://zenodo.org/records/12755351","https://zenodo.org/api/records/12755351/files/Arabic%20Poetry%20Analysis%20Datasets.zip/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","md5:608503da1995db314c89b28f0baa56fd; local_metadata_sha256=60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Arabic Poetry Analysis Datasets is an Arabic-language NLP/text dataset metadata hit, not a Noetherian ring, invariant theory, or linear algebra mathematical source witness.","Retain Zenodo file URL, md5, access, and license metadata as a false-positive boundary; do not fetch for algebra/invariant-theory source-canon use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0034","source_canon_acquisition_queue","R3-ACQ-0017","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","2470389::The Invariant Theory of Three Quadrics::article.pdf","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0012","https://zenodo.org/records/2470389","https://zenodo.org/api/records/2470389/files/article.pdf/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","md5:7993b4ddf081b7947fe978572a2d9dd5; local_metadata_sha256=60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","Zenodo record metadata access=open; license=cc-zero; no R3 license clearance","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0035","source_canon_acquisition_queue","R3-ACQ-0018","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","11953658::Journal of Afro Asian Studies Eighth Issue February 2021::Journal-of-Afro-Asian-Studies-Eight-issue-February-2021.pdf","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0013","https://zenodo.org/records/11953658","https://zenodo.org/api/records/11953658/files/Journal-of-Afro-Asian-Studies-Eight-issue-February-2021.pdf/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","md5:d924565e09a3b306722d73503d3bc6cd; local_metadata_sha256=60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0036","source_canon_acquisition_queue","R3-ACQ-0019","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","13375673::Journal of Afro-Asian Studies Twenty-First Issue May 2024::Journal-of-Afro-Asian-Studies-Twenty-First-Issue-–-May-2024.pdf","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0014","https://zenodo.org/records/13375673","https://zenodo.org/api/records/13375673/files/Journal-of-Afro-Asian-Studies-Twenty-First-Issue-%E2%80%93-May-2024.pdf/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","md5:22e3a77149d04fe0df909a0563dffdda; local_metadata_sha256=60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0037","source_canon_acquisition_queue","R3-ACQ-0020","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","20985017::Format-Targeted Training Induces Subject-Level Accuracy Inversion on Competition Mathematics: The MATH-Native Acharyulu Protocol::XARL_2026_04_Paper4.pdf","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0015","https://zenodo.org/records/20985017","https://zenodo.org/api/records/20985017/files/XARL_2026_04_Paper4.pdf/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","md5:d7c17144e29358a600bd78f4547a88ea; local_metadata_sha256=94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; LaTeX; algebra; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0038","source_canon_acquisition_queue","R3-ACQ-0021","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","2613490::Using Windows Server 2012-based storage solutions for small and medium size business resources::Using Windows Server 2012-based storage solutions for small and medium size business resources.pdf","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0016","https://zenodo.org/records/2613490","https://zenodo.org/api/records/2613490/files/Using%20Windows%20Server%202012-based%20storage%20solutions%20for%20small%20and%20medium%20size%20business%20resources.pdf/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","md5:dcf55b86e7310b080e72deb0d9838e05; local_metadata_sha256=94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; LaTeX; algebra; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0039","source_canon_acquisition_queue","R3-ACQ-0022","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","2613471::Using Linux-based storage solutions for small and medium size business resources::Using Linux-based storage solutions for small and medium size business resources.pdf","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0017","https://zenodo.org/records/2613471","https://zenodo.org/api/records/2613471/files/Using%20Linux-based%20storage%20solutions%20for%20small%20and%20medium%20size%20business%20resources.pdf/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","md5:2c89af2a90ec4401b44e1149a88fa380; local_metadata_sha256=94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; LaTeX; algebra; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0040","source_canon_acquisition_queue","R3-ACQ-0023","source_canon_insufficient","Arabic RTL source-canon lane","Arabic RTL source-canon lane","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","8022451::THE SPIRITUAL SIGNIFICANCE OF THE WORK OF HUSSEIN VOIZ KASHIFI ""AKHLOKI MUKHSINIY"" IN THE EDUCATION OF THE YOUTH OF NEW UZBEKISTAN::JAH0609.pdf","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0018","https://zenodo.org/records/8022451","https://zenodo.org/api/records/8022451/files/JAH0609.pdf/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","md5:03a70fee38f4c20fc0552dbf2d77a8bb; local_metadata_sha256=94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; LaTeX; algebra; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0041","source_canon_acquisition_queue","R3-ACQ-0024","source_canon_insufficient","Persianate/Tajik lane - fa_IR only","Persianate/Tajik lane - fa_IR only","zenodo_metadata_topic_file_hint_needs_manual_screening","10074309::Linear Algebra::WhatsApp Image 2023-11-06 at 12.36.39 PM.jpeg","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0019","https://zenodo.org/records/10074309","https://zenodo.org/api/records/10074309/files/WhatsApp%20Image%202023-11-06%20at%2012.36.39%20PM.jpeg/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","md5:3eb5c8e7764d9ffbbf48959aa1d3e78e; local_metadata_sha256=FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0042","source_canon_acquisition_queue","R3-ACQ-0025","source_canon_insufficient","Persianate/Tajik lane - fa_IR only","Persianate/Tajik lane - fa_IR only","zenodo_metadata_topic_file_hint_needs_manual_screening","15067574::Linear Algebra::Full cover.jpg","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0020","https://zenodo.org/records/15067574","https://zenodo.org/api/records/15067574/files/Full%20cover.jpg/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","md5:051b6c75c16c96599d680ed9695e379b; local_metadata_sha256=FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0043","source_canon_acquisition_queue","R3-ACQ-0026","source_canon_insufficient","Persianate/Tajik lane - fa_IR only","Persianate/Tajik lane - fa_IR only","zenodo_source_archive_or_compressed_file_hint_needs_fetch_hash_language_license_screen","3367812::SLATE::slate-2019-04-04.tar.gz","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0021","https://zenodo.org/records/3367812","https://zenodo.org/api/records/3367812/files/slate-2019-04-04.tar.gz/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","md5:2a2ea8bc1cd32ef1aa34919282760bae; local_metadata_sha256=FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","Zenodo record metadata access=open; license=bsd-3-clause; no R3 license clearance","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","SLATE is a linear algebra software/source package metadata hit, not an Arabic/Persian/Dari/Tajik/Urdu mathematical prose/source-language witness; repeated route hits do not authorize language-lane use.","Retain Zenodo file URL, md5, access, and license metadata as a source-archive-shaped false-positive boundary; do not fetch for Arabic/Persianate language witness use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0044","source_canon_acquisition_queue","R3-ACQ-0027","source_canon_insufficient","Persianate/Tajik lane - fa_IR only","Persianate/Tajik lane - fa_IR only","zenodo_metadata_topic_file_hint_needs_manual_screening","8296796::Elementary Linear Algebra::WhatsApp Image 2023-08-29 at 11.44.12 AM.jpeg","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0022","https://zenodo.org/records/8296796","https://zenodo.org/api/records/8296796/files/WhatsApp%20Image%202023-08-29%20at%2011.44.12%20AM.jpeg/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","md5:af5eb81893a81e9708fdf93b2851ab7a; local_metadata_sha256=FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
"R3-BUCKET-0045","source_canon_acquisition_queue","R3-ACQ-0028","source_canon_insufficient","Persianate/Tajik lane - fa_IR only","Persianate/Tajik lane - fa_IR only","zenodo_metadata_topic_file_hint_needs_manual_screening","10863548::Mathematics Linear Algebra::WhatsApp Image 2024-03-23 at 1.20.16 PM (1).jpeg","source_acquisition_or_blocker_row_not_admitted_for_draft","","","Acquisition/provenance row; not an activated draft row.","No formula-neighboring draft usage unless linked to a sufficiency draft row.","No scaffold for acquisition-only rows.","R3-ZENODO-FILE-0023","https://zenodo.org/records/10863548","https://zenodo.org/api/records/10863548/files/WhatsApp%20Image%202024-03-23%20at%201.20.16%20PM%20(1).jpeg/content; C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","md5:7cecc2421a17c5889761d6c33bb094c5; local_metadata_sha256=FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T151018Z"
