"gap_id","target_family","language_access_target","missing_source_type","known_locator_present","local_error_or_payload_present","transition_class","required_source_evidence","required_license_access_evidence","required_authority_ethics_evidence","b3_package_boundary","can_move_to_support_now","promotion_allowed","next_gate","blocked_before","source_csv"
"R6-SRCARCH-GAP-002","Creole/contact","Bislama, Papiamento/Papiamentu, Mauritian/Seychellois/Indian Ocean Creoles, Sranan/Guyanas, Jamaican Creole/Patois, Nigerian Pidgin, Krio, Tok Pisin, others","named-language mathematical TeX/LaTeX/arXiv/e-print/source archive","True","True","source_archive_discovery_required","Kreyol, Mauritius, Krio, Tok Pisin, Nigerian Pidgin, and Cape Verdean Kriolu addenda record route/context metadata; no named creole/contact mathematical TeX/LaTeX/arXiv/e-print/GitHub/source-archive witness is validated","repository/package/archive license signal plus scope review; metadata-only until B3 and source-owner/reviewer gates permit any source-body payload","source-archive evidence must be target-language mathematical content with file-level hashes and source-owner/reviewer route; policy context, technical-education candidates, route metadata, and comparators cannot substitute","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Continue named-language mathematical source-archive discovery with file-level capture policy, license/access scope, mathematical content review, and source-owner/reviewer route.","no pan-creole register, lexifier substitution, terms, excerpts, translation, or pilot","R6_SOURCE_LOCATOR_SHELF_20260628T230952Z.md"
"R6-GAP-AUTO-003","Creole/contact","Cape Verdean Kriolu / Belize Kriol / other T0 creole rows","exact named-language math/STEM witness or source archive","True","True","exact_named_language_source_capture_required","NOETHER_R6_CAPE_VERDEAN_KRIOLU_SOURCE_ROUTE_ADDENDUM_20260705.csv records official Cabo Verde Portuguese mathematics comparators and Kriolu/bilingual-education context captures; exact Cape Verdean Kriolu mathematics/STEM source body or validated mathematical source archive still required before movement; Belize Kriol and other T0 rows remain separate","public routes and hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded","qualified Cape Verdean Kriolu math-access reviewer or source-owner route required; Portuguese comparators and bilingual-education context cannot supply Kriolu math authority","support metadata only; raw captures remain in local work tree and are not package payload instructions","false","false","Use Cape Verdean Kriolu addendum for route/context provenance; obtain exact Kriolu mathematics/STEM source body or validated mathematical source archive, source-owner/reviewer return, and reuse decision before support movement; continue separate Belize Kriol discovery.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-004","Creole/contact","Jamaican Creole / Jamaican Patois","exact named-language math/STEM witness or source archive","False","False","exact_named_language_source_capture_required","named-language exact math/STEM source URL, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named creole/contact language source-owner or reviewer route required; no pan-creole register or lexifier substitution","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Find Jamaican Creole/Patois math/numeracy/literacy-STEM source or reviewer route; English curriculum remains comparator only.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-005","Creole/contact","Jamaican Creole/Patois","exact named-language math/STEM witness or source archive","False","False","exact_named_language_source_capture_required","named-language exact math/STEM source URL, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named creole/contact language source-owner or reviewer route required; no pan-creole register or lexifier substitution","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Find Patois STEM/numeracy witness or reviewer route.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-006","Creole/contact","Kreyol/Haitian Creole","exact named-language math/STEM witness or source archive","True","False","exact_named_language_source_capture_required","MIT-Ayiti exact route captures and MENFP/context captures now recorded in NOETHER_R6_KREYOL_MIT_AYITI_MENFP_SOURCE_ROUTE_ADDENDUM_20260705.csv; exact MENFP-hosted Kreyol mathematics textbook/body or source-owner/reviewer return still required before movement","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named creole/contact language source-owner or reviewer route required; no pan-creole register or lexifier substitution","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Use Kreyol addendum for provenance; require source-owner/reviewer and reuse returns before any terms, excerpts, translation, or support movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-007","Creole/contact","Krio","exact named-language math/STEM witness or source archive","True","True","exact_named_language_source_capture_required","NOETHER_R6_KRIO_SIERRA_LEONE_MBSSE_SOURCE_ROUTE_ADDENDUM_20260705.csv records official Krio language syllabus and Sierra Leone English mathematics/context comparator captures; exact Krio mathematics/STEM source body and source-owner/reviewer return still required before movement","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named creole/contact language source-owner or reviewer route required; no pan-creole register or lexifier substitution","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Use Krio addendum as route/context provenance only; obtain exact Krio math/STEM body, source-owner/reviewer return, and reuse decision before support movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-CR-P2-019","Creole/contact","Krio","exact named-language math/STEM witness or source archive","True","True","exact_named_language_source_capture_required","NOETHER_R6_KRIO_SIERRA_LEONE_MBSSE_SOURCE_ROUTE_ADDENDUM_20260705.csv supersedes earlier local fetch failure with official Krio syllabus and Sierra Leone comparator captures, but still lacks exact Krio mathematics/STEM body","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named creole/contact language source-owner or reviewer route required; no pan-creole register or lexifier substitution","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Keep captured PDFs as route/context/comparator metadata only; obtain exact Krio math/STEM source and authority/reuse returns before support movement.","no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-008","Creole/contact","Mauritian/Seychellois/Indian Ocean Creoles","exact named-language math/STEM witness or source archive","True","True","exact_named_language_source_capture_required","MIE curriculum/bookcase/practice-paper route captures now recorded in NOETHER_R6_MAURITIUS_KREOL_MIE_SOURCE_ROUTE_ADDENDUM_20260705.csv; exact named-language math/STEM source body and source-owner/reviewer return still required before movement","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named creole/contact language source-owner or reviewer route required; no pan-creole register or lexifier substitution","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Use Mauritius route addendum as route/context provenance only; obtain exact book/PDF/source-body route, source-owner/reviewer return, and reuse decision before support movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-009","Creole/contact","Mauritian/Seychellois/Indian Ocean Creoles","exact named-language math/STEM witness or source archive","True","True","exact_named_language_source_capture_required","MIE curriculum/bookcase/practice-paper route captures now recorded in NOETHER_R6_MAURITIUS_KREOL_MIE_SOURCE_ROUTE_ADDENDUM_20260705.csv; exact named-language math/STEM source body and source-owner/reviewer return still required before movement","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named creole/contact language source-owner or reviewer route required; no pan-creole register or lexifier substitution","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Use Mauritius route addendum as route/context provenance only; obtain exact book/PDF/source-body route, source-owner/reviewer return, and reuse decision before support movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-010","Creole/contact","Nigerian Pidgin","exact named-language math/STEM witness or source archive","True","True","exact_named_language_source_capture_required","NOETHER_R6_NIGERIAN_PIDGIN_SOURCE_ROUTE_ADDENDUM_20260705.csv records an existing English NERDC math comparator, official Nigeria language/access/math-access route captures, and public GitHub pcm source-file candidates; exact Nigerian Pidgin mathematics/STEM source body or validated mathematical source archive still required before movement","public routes and hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded","qualified Nigerian Pidgin math-access reviewer or source-owner route required; English comparators, policy context, and pcm technical files cannot supply Nigerian Pidgin math authority","support metadata only; raw captures remain in local work tree and are not package payload instructions","false","false","Use Nigerian Pidgin addendum for route/context/candidate-source provenance; obtain exact Nigerian Pidgin mathematics/STEM source body or validated mathematical source archive, source-owner/reviewer return, and reuse decision before support movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-CR-P2-017","Creole/contact","Nigerian Pidgin","exact named-language math/STEM witness or source archive","True","True","exact_named_language_source_capture_required","AGILE SEP Pidgin-access route is now captured in NOETHER_R6_NIGERIAN_PIDGIN_SOURCE_ROUTE_ADDENDUM_20260705.csv as policy/access context only; exact Nigerian Pidgin mathematics/STEM source body or validated mathematical source archive still required","public FME route and hash recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded","policy/access context cannot authorize mathematics terms, excerpts, or translation; named Nigerian Pidgin reviewer/source-owner route required","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Keep AGILE SEP and NERDC/FME routes as policy/comparator context; find exact Nigerian Pidgin mathematics/STEM body or validated source archive before any support movement.","no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-011","Creole/contact","Nigerian Pidgin/Krio/Tok Pisin/Cape Verdean/Belize","exact named-language math/STEM witness or source archive","True","True","exact_named_language_source_capture_required","Nigerian Pidgin, Krio, Tok Pisin, and Cape Verdean Kriolu route contexts are now recorded in dated addenda, but each named creole/contact row still requires exact math/STEM source evidence before movement; Belize Kriol and other rows remain separate","route captures/probes recorded for Nigerian Pidgin, Krio, Tok Pisin, and Cape Verdean Kriolu only; reuse/license clearance remains blocked unless dated source-owner/license returns are separately recorded","no pan-creole inference; named-language source-owner or qualified reviewer route required for each language before any support movement","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Use Nigerian Pidgin, Krio, Tok Pisin, and Cape Verdean Kriolu addenda only for their named route contexts; continue named-language source discovery separately for Belize Kriol and other rows.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-012","Creole/contact","Papiamento/Papiamentu","exact named-language math/STEM witness or source archive","False","False","exact_named_language_source_capture_required","named-language exact math/STEM source URL, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named creole/contact language source-owner or reviewer route required; no pan-creole register or lexifier substitution","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Use the 20260705 Aruba route retry addendum as blocker/provenance metadata; still resolve official source-body access and split Aruba Papiamento vs Curacao Papiamentu before any concept or support row.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-013","Creole/contact","Papiamento/Papiamentu - Aruba","exact named-language math/STEM witness or source archive","False","False","exact_named_language_source_capture_required","named-language exact math/STEM source URL, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named creole/contact language source-owner or reviewer route required; no pan-creole register or lexifier substitution","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Use the 20260705 Aruba route retry addendum as blocker/provenance metadata; still resolve official source-body access and split Aruba Papiamento vs Curacao Papiamentu before any concept or support row.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-CR-P2-006","Creole/contact","Papiamento/Papiamentu - Aruba","exact named-language math/STEM witness or source archive","True","True","url_access_repair_required","EA.AW PDF source-body access that yields PDF bytes, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route; or source-owner confirmation that the catalog route moved or is intentionally blocked","public search visibility is not reuse/license clearance; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","Aruba Papiamento source-owner or qualified reviewer route required; do not infer Curacao Papiamentu, pan-creole register, source authority, or orthography scope from search visibility","support metadata only; retry addendum records route/probe metadata but no PDF body, media, screenshot, OCR corpus, transcript, caption, term/sign list, translation, or pilot payload","false","false","Resolve EA.AW PDF source-body access through allowed browser/manual stack, source-owner route, archive route, or official mirror; if captured later, record full provenance and reviewer/source-owner plus reuse gates before support movement.","no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-CR-P2-007","Creole/contact","Papiamento/Papiamentu - Aruba","exact named-language math/STEM witness or source archive","True","True","url_access_repair_required","EA.AW PDF source-body access that yields PDF bytes, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route; or source-owner confirmation that the catalog route moved or is intentionally blocked","public search visibility is not reuse/license clearance; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","Aruba Papiamento source-owner or qualified reviewer route required; do not infer Curacao Papiamentu, pan-creole register, source authority, or orthography scope from search visibility","support metadata only; retry addendum records route/probe metadata but no PDF body, media, screenshot, OCR corpus, transcript, caption, term/sign list, translation, or pilot payload","false","false","Resolve EA.AW PDF source-body access through allowed browser/manual stack, source-owner route, archive route, or official mirror; if captured later, record full provenance and reviewer/source-owner plus reuse gates before support movement.","no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-014","Creole/contact","Sranan / Saramaccan / Ndyuka / Guyanese Creole","exact named-language math/STEM witness or source archive","False","False","exact_named_language_source_capture_required","named-language exact math/STEM source URL, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named creole/contact language source-owner or reviewer route required; no pan-creole register or lexifier substitution","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Find Suriname/Sranan or related named-language math/STEM source; keep Saramaccan/Ndyuka/Guyanese separate.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-015","Creole/contact","Sranan/Saramaccan/Ndyuka/Guyanese","exact named-language math/STEM witness or source archive","False","False","exact_named_language_source_capture_required","named-language exact math/STEM source URL, local path, byte count, SHA-256, language/topic tags, and source-owner/reviewer route","license/access signal recorded; reuse or media permission remains blocked unless a dated source-owner/license return is separately recorded","named creole/contact language source-owner or reviewer route required; no pan-creole register or lexifier substitution","support metadata only until transition evidence is recorded; no raw source body, media, repository clone, source archive, OCR corpus, screenshot, transcript, caption, term/sign list, translation, or pilot payload","false","false","Find language-specific STEM sources; keep each named language separate.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-016","Creole/contact","Tok Pisin","exact named-language math/STEM witness or source archive","True","True","exact_named_language_source_capture_required","NOETHER_R6_TOK_PISIN_PNG_FODE_SOURCE_ROUTE_ADDENDUM_20260705.csv records official FODE Tok Pisin language-context and English mathematics comparator captures; exact Tok Pisin mathematics/STEM source body and source-owner/reviewer return still required before movement","public FODE route captures and hashes recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded","qualified Tok Pisin/PNG math-access reviewer or source-owner route required; English FODE mathematics comparators and Tok Pisin language context cannot supply Tok Pisin math authority","support metadata only; raw captures remain in local work tree and are not package payload instructions","false","false","Use Tok Pisin addendum for route/context provenance; obtain exact Tok Pisin mathematics/STEM source body, source-owner/reviewer return, and reuse decision before support movement.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-002","Current gap retry","Bislama/Vanuatu","exact source canon witness or validated source archive","False","False","post_capture_authority_reuse_review_required","exact official Bislama source capture now recorded in NOETHER_R6_BISLAMA_OFFICIAL_SOURCE_RETRY_ADDENDUM_20260705.csv where applicable; source archive remains absent; preserve language/topic tags and local hash provenance","public HTTP access and local hash recorded; reuse/license clearance remains blocked unless a dated source-owner/license return is separately recorded","named Bislama/Vanuatu source-owner or reviewer route required before source-authority, term, excerpt, translation, visual inventory, or pilot movement; no pan-creole inference","support metadata only; raw captures remain in local work tree and are not package payload instructions unless a separate gated source-canon package owns them","false","false","Use Bislama official source retry addendum for capture provenance; keep no source-authority promotion until dated reviewer/source-owner and reuse evidence lands.","No Bislama term or source authority promoted.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
