"language","bcp47","branch","lexeme_id","searched_form","package_relative_path","body_id","source_use_label","source_type","source_url","line_number","occurrence_snippet","evidence_boundary","non_claim_boundary"
"Turkish","tr","Oghuz","L-RING","halkası","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","69","Aşağıdaki örnekten de görüleceği gibi R[x] halkasında keyfi f (x) ve g(x) polinomları için","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","80","Teorem 9.1.9 R birimli bir halka olsun. R[x] halkasının tamlık bölgesi olması için gerek","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halkası","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","80","Teorem 9.1.9 R birimli bir halka olsun. R[x] halkasının tamlık bölgesi olması için gerek","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","83","Örnek 9.1.10 F bir cisim olsun. F [x] polinomlar halkasında çarpımsal tersi olan elemanlar","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halkası","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","83","Örnek 9.1.10 F bir cisim olsun. F [x] polinomlar halkasında çarpımsal tersi olan elemanlar","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","86","9.1. Polinom Halkaları 3","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","88","Örnek 9.1.11 Z2 [x] polinomlar halkasında derecesi 2 olan bütün polinomları belirleyelim.","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halkası","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","88","Örnek 9.1.11 Z2 [x] polinomlar halkasında derecesi 2 olan bütün polinomları belirleyelim.","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","97","Örnek 9.1.12 Z[x] halkasında I = {f (x) ∈ Z[x] : f (0) = 5k, k ∈ Z} kümesinin bir ideal","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halkası","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","97","Örnek 9.1.12 Z[x] halkasında I = {f (x) ∈ Z[x] : f (0) = 5k, k ∈ Z} kümesinin bir ideal","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","116","Örnek 9.1.13 Z[x] polinomlar halkasında hx−2i idealinin maksimal ve asal olup olmadığını","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halkası","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","116","Örnek 9.1.13 Z[x] polinomlar halkasında hx−2i idealinin maksimal ve asal olup olmadığını","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","117","araştıralım. φ : Z[x] → Z, φ(f (x)) = f (2) şeklinde tanımlanan φ bir halka homomorfiz-","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-001_ankara_acikders_bolum_9_polynomial_rings.txt","TR-EXP-001-text","OCR-witness","pdf-text-witness","https://acikders.ankara.edu.tr/mod/resource/view.php?id=39292","125","Z[x]/Kerφ ∼ = Z dir. Z[x] birimli ve değişmeli bir halka olup Z bir cisim olmadığından hx−2i","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","1","3.2 Polinom Halkalar¬","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","3","birlikte halka yap¬s¬na sahip oldu¼","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","14","kümesine F üzerindeki polinom Pn halkas¬ ad¬ verilir. F [x] kümesinin her eleman¬na","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","50","Örnek 7 Z5 [x] halkas¬ndan 3x4 + 2x3 + 3x + 2 ve 2x2 + 1 polinomlar¬n¬ düşünelim.","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","91","Örnek 8 Z2 [x] halkas¬nda, x5 + x4 + x2 + 1 ile x3 + x2 + x polinomlar¬n¬n en büyük","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","103","polinom halkas¬ndaki sabit olmayan her polinom, (sabit fark¬yla tek türlü belirli) in-","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","105","halkas¬n¬n bu özelli¼","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","107","gine sahip tamsay¬lar halkas¬na","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","147","Yukar¬daki notlardan da anlaş¬laca¼ g¬ gibi Z tamsay¬lar halkas¬ ile herhangi bir F","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","148","cismi için F [x] polinom halkas¬ aras¬nda asal say¬lar ile indirgenemez polinomlar¬n","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","151","say¬s¬için Zm = Z=(m) halkas¬n¬inşa etti¼ gimiz gibi bir P (x) 2 F [x] polinomu için de","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","152","F [x]=(P (x)) halkas¬n¬inşa edebiliriz. Buna göre F [x]=(P (x)) = fr(x) : r(x) 2 F [x] ve","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","158","şeklinde tan¬mlan¬rsa, bu işlemlerle birlikte, F [x]=(P (x)) kümesinin bir halka olaca¼","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","164","tan¬mlanan toplama ve çarpma işlemleri ile birlikte bir halkad¬r. Ayr¬ca, F [x]=(P (x))’in","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
"Turkish","tr","Oghuz","L-RING","halka","ocr-witnesses/tr/TR-EXP-002_hacettepe_sonlu_cisim_2.txt","TR-EXP-002-text","OCR-witness","pdf-text-witness","https://yunus.hacettepe.edu.tr/~bsarac/Coding%20Theory/Sonlu_Cisim_2.pdf","168","F [x]=(P (x)) halkas¬derecesi n’den küçük olan F üzerindeki tüm polinomlardan oluşur.","ring neighborhood source witness; not a Noetherian-ring or polynomial-ring closure by itself","generated-draft/non-canonical term occurrence and scaffold support; no native review, canonical approval, accepted terminology, blanket license clearance, gate promotion, bridge/pilot, source-certified/final status, or translation-completion claim"
