"source_id","language_code","query","title","title_provenance","page_id","revision_id","source_url","retrieved_url","license_url","local_relative_path","bytes","sha256","source_use_status","sense_review_status"
"WIKIHTML-ES-166023447","es","grupo teoría","Teoría de grupos","existing_manifest","21349","166023447","https://es.wikipedia.org/w/index.php?curid=21349&oldid=166023447","https://es.wikipedia.org/wiki/Teor%C3%ADa_de_grupos","https://creativecommons.org/licenses/by-sa/4.0/deed.es","corpus/downloaded_wikimedia_html/es/Q05_21349_166023447_.html","232671","9139EFAAAA23BF39BD0E3E3DBF9A49DAD20F0E7629CA31AAE557F6A399712EC9","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-ES-163545571","es","módulo álgebra","Módulo (matemática)","existing_manifest","46655","163545571","https://es.wikipedia.org/w/index.php?curid=46655&oldid=163545571","https://es.wikipedia.org/wiki/M%C3%B3dulo_(matem%C3%A1tica)","https://creativecommons.org/licenses/by-sa/4.0/deed.es","corpus/downloaded_wikimedia_html/es/Q04_46655_163545571_.html","164490","6E5A50DD7B811AAC1F8952DC87D3D424AB9DB1ADC707E12867B5F6D6EA5E60E5","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-FR-228034381","fr","algèbre générale","Algèbre générale","existing_manifest","9","228034381","https://fr.wikipedia.org/w/index.php?curid=9&oldid=228034381","https://fr.wikipedia.org/wiki/Alg%C3%A8bre_g%C3%A9n%C3%A9rale","https://creativecommons.org/licenses/by-sa/4.0/deed.fr","corpus/downloaded_wikimedia_html/fr/Q01_9_228034381_.html","127314","EC8DF3C03755465CB19637C06D3AEA4834A5F384E13A397EABB7DBBDC1AF6C92","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-FR-237541745","fr","anneau mathématiques","Anneau (mathématiques)","existing_manifest","5276690","237541745","https://fr.wikipedia.org/w/index.php?curid=5276690&oldid=237541745","https://fr.wikipedia.org/wiki/Anneau_(math%C3%A9matiques)","https://creativecommons.org/licenses/by-sa/4.0/deed.fr","corpus/downloaded_wikimedia_html/fr/Q02_5276690_237541745_.html","115589","EAE4334033143AD57B84FF82AB718A7CEFE9EC1CB1FEDE9CC004C5D0738609E2","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-FR-235538713","fr","corps algèbre","Algèbre sur un corps","existing_manifest","96201","235538713","https://fr.wikipedia.org/w/index.php?curid=96201&oldid=235538713","https://fr.wikipedia.org/wiki/Alg%C3%A8bre_sur_un_corps","https://creativecommons.org/licenses/by-sa/4.0/deed.fr","corpus/downloaded_wikimedia_html/fr/Q03_96201_235538713_.html","223920","6AEE61532AE101121C1548CC55EB0CF3EC1A33B572B1308B41F27C723E37E5C6","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-FR-228450069","fr","démonstration mathématique","Démonstration (logique et mathématiques)","existing_manifest","20686","228450069","https://fr.wikipedia.org/w/index.php?curid=20686&oldid=228450069","https://fr.wikipedia.org/wiki/D%C3%A9monstration_(logique_et_math%C3%A9matiques)","https://creativecommons.org/licenses/by-sa/4.0/deed.fr","corpus/downloaded_wikimedia_html/fr/Q06_20686_228450069_.html","205512","30423328A7896BF72D9A0E46FF88E31EEFA3EE655EF6730EE0B1D66D28CCE77A","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-FR-234911105","fr","module anneau","Module sur un anneau","existing_manifest","247990","234911105","https://fr.wikipedia.org/w/index.php?curid=247990&oldid=234911105","https://fr.wikipedia.org/wiki/Module_sur_un_anneau","https://creativecommons.org/licenses/by-sa/4.0/deed.fr","corpus/downloaded_wikimedia_html/fr/Q04_247990_234911105_.html","237053","BAE6A0F2039BD919978824F44415CFD8F76295FD3567C1052567F43CB2D84362","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-FR-228274599","fr","théorie des groupes","Théorie des groupes","existing_manifest","17703","228274599","https://fr.wikipedia.org/w/index.php?curid=17703&oldid=228274599","https://fr.wikipedia.org/wiki/Th%C3%A9orie_des_groupes","https://creativecommons.org/licenses/by-sa/4.0/deed.fr","corpus/downloaded_wikimedia_html/fr/Q05_17703_228274599_.html","159339","E96A6E97E1C99CAD1ED4F620858084CF65E97E081F2F6D7B3EA2FB928CB8DAAE","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-GL-7114436","gl","álxebra abstracta","Álxebra abstracta","existing_manifest","51033","7114436","https://gl.wikipedia.org/w/index.php?curid=51033&oldid=7114436","https://gl.wikipedia.org/wiki/%C3%81lxebra_abstracta","https://creativecommons.org/licenses/by-sa/4.0/deed.gl","corpus/downloaded_wikimedia_html/gl/Q01_51033_7114436_.html","165259","B4D9F94336432684649EFEEDA93C037336DA6F941AFCE6D0590F2C120E6E69C1","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-GL-7399914","gl","anel álxebra","Anel (álxebra)","existing_manifest","209662","7399914","https://gl.wikipedia.org/w/index.php?curid=209662&oldid=7399914","https://gl.wikipedia.org/wiki/Anel_(%C3%A1lxebra)","https://creativecommons.org/licenses/by-sa/4.0/deed.gl","corpus/downloaded_wikimedia_html/gl/Q02_209662_7399914_.html","271682","1AD85C58AECDFBB402A6680C702D2D5B44E6292B6ECA3B3B48DBC4AE4107724D","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-GL-6945035","gl","corpo matemáticas","Corpo (álxebra)","existing_manifest","209642","6945035","https://gl.wikipedia.org/w/index.php?curid=209642&oldid=6945035","https://gl.wikipedia.org/wiki/Corpo_(%C3%A1lxebra)","https://creativecommons.org/licenses/by-sa/4.0/deed.gl","corpus/downloaded_wikimedia_html/gl/Q03_209642_6945035_.html","168599","639F9C1386FDC1626745B699311EE87DCE516D423567DC8FF13AAA2B6FC75338","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-GL-7442913","gl","demostración matemática","Proba matemática","existing_manifest","167091","7442913","https://gl.wikipedia.org/w/index.php?curid=167091&oldid=7442913","https://gl.wikipedia.org/wiki/Proba_matem%C3%A1tica","https://creativecommons.org/licenses/by-sa/4.0/deed.gl","corpus/downloaded_wikimedia_html/gl/Q06_167091_7442913_.html","346803","28C3F8ABDB18EA7B77A8B611E3169A2B4AE4FE09037FD1272E9C06217ABE6307","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-GL-6945037","gl","módulo álxebra","Módulo (álxebra)","existing_manifest","317094","6945037","https://gl.wikipedia.org/w/index.php?curid=317094&oldid=6945037","https://gl.wikipedia.org/wiki/M%C3%B3dulo_(%C3%A1lxebra)","https://creativecommons.org/licenses/by-sa/4.0/deed.gl","corpus/downloaded_wikimedia_html/gl/Q04_317094_6945037_.html","101972","E2F7481FC3B765F2B6634E2F9C8364CDCBB2EAAF75D686F7D04AC6534E9AF34A","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-GL-7404099","gl","teoría de grupos","Teoría de grupos","existing_manifest","169282","7404099","https://gl.wikipedia.org/w/index.php?curid=169282&oldid=7404099","https://gl.wikipedia.org/wiki/Teor%C3%ADa_de_grupos","https://creativecommons.org/licenses/by-sa/4.0/deed.gl","corpus/downloaded_wikimedia_html/gl/Q05_169282_7404099_.html","206763","D7EFD0780ABE7DAA443CCE280D946E0B5B19EAD4BFB770B89197D4AB30718C5B","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-IT-141860794","it","algebra astratta","Algebra astratta","existing_manifest","40840","141860794","https://it.wikipedia.org/w/index.php?curid=40840&oldid=141860794","https://it.wikipedia.org/wiki/Algebra_astratta","https://creativecommons.org/licenses/by-sa/4.0/deed.it","corpus/downloaded_wikimedia_html/it/Q01_40840_141860794_Algebra_astratta.html","118634","4803D6B903E0BCBE0BE905FF7976E8B10029580E5E9F7A9EB61004BCF6DEB9CF","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-IT-138537220","it","anello algebra","Anello (algebra)","existing_manifest","33544","138537220","https://it.wikipedia.org/w/index.php?curid=33544&oldid=138537220","https://it.wikipedia.org/wiki/Anello_(algebra)","https://creativecommons.org/licenses/by-sa/4.0/deed.it","corpus/downloaded_wikimedia_html/it/Q02_33544_138537220_Anello_algebra.html","419734","24A7B8E618BC73E1D22A334E7926DFCCD9EAA555005F276153ACF0855CFC9F64","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-IT-145498082","it","campo matematica","Campo (matematica)","existing_manifest","31716","145498082","https://it.wikipedia.org/w/index.php?curid=31716&oldid=145498082","https://it.wikipedia.org/wiki/Campo_(matematica)","https://creativecommons.org/licenses/by-sa/4.0/deed.it","corpus/downloaded_wikimedia_html/it/Q03_31716_145498082_Campo_matematica.html","445981","226CC995643D3F1B325D1BD30D5BD66FA6B18141E2B5AFC2BAB34262C59D9A12","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-IT-144538899","it","dimostrazione matematica","Dimostrazione matematica","existing_manifest","95417","144538899","https://it.wikipedia.org/w/index.php?curid=95417&oldid=144538899","https://it.wikipedia.org/wiki/Dimostrazione_matematica","https://creativecommons.org/licenses/by-sa/4.0/deed.it","corpus/downloaded_wikimedia_html/it/Q06_95417_144538899_Dimostrazione_matematica.html","117892","6B78D919945112ADAC8EF50015078725AAD0E876FB4AD7243342DC7F8401AAAE","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-IT-146300127","it","modulo algebra","Modulo (algebra)","existing_manifest","63266","146300127","https://it.wikipedia.org/w/index.php?curid=63266&oldid=146300127","https://it.wikipedia.org/wiki/Modulo_(algebra)","https://creativecommons.org/licenses/by-sa/4.0/deed.it","corpus/downloaded_wikimedia_html/it/Q04_63266_146300127_Modulo_algebra.html","270005","E591880DF409832715E0F38F54C64C707FA32391DCB309B9FFDBBE6CD715A898","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-IT-146811610","it","teoria dei gruppi","Teoria dei gruppi","existing_manifest","85128","146811610","https://it.wikipedia.org/w/index.php?curid=85128&oldid=146811610","https://it.wikipedia.org/wiki/Teoria_dei_gruppi","https://creativecommons.org/licenses/by-sa/4.0/deed.it","corpus/downloaded_wikimedia_html/it/Q05_85128_146811610_Teoria_dei_gruppi.html","177679","8F11EAF0DEA8C71A97F4135C4A7B923E865D3C61E768C8AFAE92BD990F94CE05","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-PT-68734795","pt","álgebra abstrata","Álgebra abstrata","existing_manifest","60301","68734795","https://pt.wikipedia.org/w/index.php?curid=60301&oldid=68734795","https://pt.wikipedia.org/wiki/%C3%81lgebra_abstrata","https://creativecommons.org/licenses/by-sa/4.0/deed.pt","corpus/downloaded_wikimedia_html/pt/Q01_60301_68734795_.html","155658","E242C0297FB17E1248FC5E01F55430DAE8691F57B55EAF70F6B05DF4EB72E2AB","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-PT-68653183","pt","anel matemática","Anel (matemática)","existing_manifest","9559","68653183","https://pt.wikipedia.org/w/index.php?curid=9559&oldid=68653183","https://pt.wikipedia.org/wiki/Anel_(matem%C3%A1tica)","https://creativecommons.org/licenses/by-sa/4.0/deed.pt","corpus/downloaded_wikimedia_html/pt/Q02_9559_68653183_.html","301355","98811C8D5A9E672DE74456F34EA7B1FE129FBF5E5284A50FE8B9770B54178980","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-PT-72178684","pt","corpo álgebra","Álgebra","existing_manifest","44171","72178684","https://pt.wikipedia.org/w/index.php?curid=44171&oldid=72178684","https://pt.wikipedia.org/wiki/%C3%81lgebra","https://creativecommons.org/licenses/by-sa/4.0/deed.pt","corpus/downloaded_wikimedia_html/pt/Q03_44171_72178684_.html","757434","EB1130181F3D982C22A1CCF0EBB21DD027DD3187F7CC9DE62FB14B1AA4F80568","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-PT-72063411","pt","demonstração matemática","Prova matemática","existing_manifest","94226","72063411","https://pt.wikipedia.org/w/index.php?curid=94226&oldid=72063411","https://pt.wikipedia.org/wiki/Prova_matem%C3%A1tica","https://creativecommons.org/licenses/by-sa/4.0/deed.pt","corpus/downloaded_wikimedia_html/pt/Q06_94226_72063411_.html","179177","CC2F5FB250E56292CC6070C082B809572C97B1BCD38D82DAC041719D672DD048","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-PT-72002999","pt","módulo álgebra","Módulo (matemática)","existing_manifest","616487","72002999","https://pt.wikipedia.org/w/index.php?curid=616487&oldid=72002999","https://pt.wikipedia.org/wiki/M%C3%B3dulo_(matem%C3%A1tica)","https://creativecommons.org/licenses/by-sa/4.0/deed.pt","corpus/downloaded_wikimedia_html/pt/Q04_616487_72002999_.html","435617","617BB2A637B1825FD72E43A97AF276FD07F7D54DE85991FD2FC6001E545F693F","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-PT-71904594","pt","teoria de grupos","Teoria dos grupos","existing_manifest","193830","71904594","https://pt.wikipedia.org/w/index.php?curid=193830&oldid=71904594","https://pt.wikipedia.org/wiki/Teoria_dos_grupos","https://creativecommons.org/licenses/by-sa/4.0/deed.pt","corpus/downloaded_wikimedia_html/pt/Q05_193830_71904594_.html","349242","681C1360B30519250BF7E45563DEB80F345FD7145DCAF36ECAEF89C00712C5D0","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-RO-17640786","ro","algebră abstractă","Algebră abstractă","existing_manifest","752864","17640786","https://ro.wikipedia.org/w/index.php?curid=752864&oldid=17640786","https://ro.wikipedia.org/wiki/Algebr%C4%83_abstract%C4%83","https://creativecommons.org/licenses/by-sa/4.0/deed.ro","corpus/downloaded_wikimedia_html/ro/Q01_752864_17640786_Algebră_abstractă.html","89653","12162FD518131272500F81D1FFC458F943729EC5BAF8FA3D30EB36B355E755DD","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-RO-17715620","ro","corp algebră","Corp algebric închis","existing_manifest","2608752","17715620","https://ro.wikipedia.org/w/index.php?curid=2608752&oldid=17715620","https://ro.wikipedia.org/wiki/Corp_algebric_%C3%AEnchis","https://creativecommons.org/licenses/by-sa/4.0/deed.ro","corpus/downloaded_wikimedia_html/ro/Q03_2608752_17715620_Corp_algebric_închis.html","164379","9C7C48919E27E698DC5CEFC8D7A31CDEA58AC25DFF65C0D95A9001D51CAB9464","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-RO-16295374","ro","demonstrație matematică","Demonstrație matematică","existing_manifest","1106041","16295374","https://ro.wikipedia.org/w/index.php?curid=1106041&oldid=16295374","https://ro.wikipedia.org/wiki/Demonstra%C8%9Bie_matematic%C4%83","https://creativecommons.org/licenses/by-sa/4.0/deed.ro","corpus/downloaded_wikimedia_html/ro/Q06_1106041_16295374_Demonstrație_matematică.html","106204","1ADEE17E836FD8574FEBE14147B47EBE8E04A35972FB93952BE8347D320696D8","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-RO-17778278","ro","inel algebră","Inel (matematică)","existing_manifest","12164","17778278","https://ro.wikipedia.org/w/index.php?curid=12164&oldid=17778278","https://ro.wikipedia.org/wiki/Inel_(matematic%C4%83)","https://creativecommons.org/licenses/by-sa/4.0/deed.ro","corpus/downloaded_wikimedia_html/ro/Q02_12164_17778278_Inel_matematică.html","163000","33D905FE61CF9704753FCE22573D97B81117E7014C3CE5A64350F1C3E5401B3A","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-RO-17753407","ro","modul matematică","Matematică","existing_manifest","88","17753407","https://ro.wikipedia.org/w/index.php?curid=88&oldid=17753407","https://ro.wikipedia.org/wiki/Matematic%C4%83","https://creativecommons.org/licenses/by-sa/4.0/deed.ro","corpus/downloaded_wikimedia_html/ro/Q04_88_17753407_Matematică.html","366279","D30B7D0638B61BAEA299F1C856CA8127325B5C6C80A911B75F8FD6AE58B75A77","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
"WIKIHTML-RO-17567738","ro","teoria grupurilor","Teoria grupurilor","existing_manifest","2398153","17567738","https://ro.wikipedia.org/w/index.php?curid=2398153&oldid=17567738","https://ro.wikipedia.org/wiki/Teoria_grupurilor","https://creativecommons.org/licenses/by-sa/4.0/deed.ro","corpus/downloaded_wikimedia_html/ro/Q05_2398153_17567738_Teoria_grupurilor.html","362363","7EA192CF87FA81183609981BF8355DFB8959286D9FB95B0D3DF535B071B2FB1B","native_rendered_article_context_shelf","automatic_search_result_requires_manual_review"
