slug,pdf,page,png,width,height,mean_gray,stddev_gray,black_fraction,trim_box,trim_x,trim_y,trim_area_fraction,blankish,dark_or_inverted
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,150,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00150.png,745,1053,0.9848,0.10196,0.03074,568x957+0+0,0,0,0.69291,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,171,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00171.png,745,1053,0.98528,0.09237,0.03577,572x957+0+0,0,0,0.69779,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,193,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00193.png,745,1053,0.97746,0.1091,0.05807,568x959+0+0,0,0,0.69436,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,214,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00214.png,745,1053,0.97813,0.11318,0.05091,564x955+0+0,0,0,0.68659,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,235,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00235.png,745,1053,0.96071,0.14766,0.09303,565x955+0+0,0,0,0.68781,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,257,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00257.png,745,1053,0.94049,0.1777,0.14353,568x958+0+0,0,0,0.69363,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,278,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00278.png,745,1053,0.95858,0.15002,0.10038,568x958+0+0,0,0,0.69363,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,299,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00299.png,745,1053,0.98126,0.10302,0.04547,570x963+0+0,0,0,0.69971,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,320,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00320.png,745,1053,0.9762,0.11834,0.05561,569x958+0+0,0,0,0.69485,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,342,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00342.png,745,1053,0.98236,0.09954,0.04318,568x958+0+0,0,0,0.69363,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,363,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00363.png,585,855,0.96935,0.12518,0.08219,464x741+0+0,0,0,0.68741,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,384,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00384.png,745,1053,0.99358,0.05912,0.01656,569x167+0+0,0,0,0.12113,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,406,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00406.png,745,1053,0.96758,0.13056,0.08424,569x913+0+0,0,0,0.66221,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,427,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00427.png,558,847,0.98242,0.09142,0.05107,483x778+0+0,0,0,0.79508,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,448,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00448.png,558,847,0.98155,0.0993,0.04776,418x778+0+0,0,0,0.68808,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,469,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00469.png,558,847,0.97131,0.12235,0.07564,419x778+0+0,0,0,0.68973,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,491,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00491.png,585,855,0.97601,0.11131,0.06473,504x741+0+0,0,0,0.74667,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,508,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00508.png,585,855,0.96306,0.13884,0.09253,496x743+0+0,0,0,0.7368,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,509,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00509.png,585,855,0.99472,0.0534,0.01349,496x150+0+0,0,0,0.14875,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,510,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00510.png,585,855,0.97582,0.11345,0.06294,497x598+0+0,0,0,0.5942,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,511,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00511.png,585,855,0.95364,0.1536,0.12136,439x752+0+0,0,0,0.66002,False,False
riemann_complete_trimmed,pdf__riemann_complete_trimmed.pdf,512,release_candidates\repairs\riemann_trimmed_audit\sample_pages\riemann_complete_trimmed\page_00512.png,585,855,0.98501,0.09005,0.03918,439x303+0+0,0,0,0.26594,False,False
