"priority","lane","primary_table","row_index","applicability","source_title","target_language_or_access_target","source_url","missing_applicable_fields","recommended_action","non_claim_boundary"
"P1_source_witness_provenance_gap","noether-cjk-source-evidence-draft-lane","noether-cjk-source-evidence-draft-lane/outputs/NOETHER_CJK_SOURCE_CANON_WITNESS_TABLE_20260704.json","8","source_witness_record","한국어 대수학 source-package search audit","ko","generated:github_api_search_audit","evidence_tier; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-cjk-source-evidence-draft-lane","noether-cjk-source-evidence-draft-lane/outputs/NOETHER_CJK_SOURCE_CANON_WITNESS_TABLE_20260704.json","9","source_witness_record","현대대수학1 KOCW course page","ko","https://kocw.net/home/cview.do?ar=relateCourse&kemId=1165165&mty=p","evidence_tier; sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","1","source_witness_record","K-SCW-001","","https://github.com/OpenLogicProject/OpenLogic/ ; https://openlogicproject.org/download/","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","2","source_witness_record","K-SCW-002","","https://github.com/OpenLogicProject/OpenLogic/tree/master/content/sets-functions-relations","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","3","source_witness_record","K-SCW-003","","https://github.com/oscarlevin/discrete-book/ ; https://discrete.openmathbooks.org/","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","4","source_witness_record","K-SCW-004","","https://github.com/oscarlevin/discrete-book/tree/edition/source","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","5","source_witness_record","K-SCW-005","","https://github.com/OpenIntroStat/ims ; https://www.openintro.org/license/","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","6","source_witness_record","K-SCW-006","","https://github.com/OpenIntroStat/openintro-statistics ; https://www.openintro.org/license/","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","7","source_witness_record","K-SCW-007","","https://github.com/rbeezer/fcla ; https://linear.pugetsound.edu/","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","8","source_witness_record","K-SCW-008","","https://github.com/twjudson/aata ; https://judsonbooks.org/abstract-algebra-theory-and-applications/","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","9","source_witness_record","K-SCW-009","","https://github.com/stacks/stacks-project ; https://stacks.math.columbia.edu/contribute","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","10","source_witness_record","K-SCW-010","","https://github.com/openstax/osbooks-college-algebra-bundle ; https://openstax.org/books/algebra-and-trigonometry-2e/pages/preface","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","11","source_witness_record","K-SCW-011","","parent output: OPEN_TRANSLATION_REVIEW_ONLY_SOURCE_COORDINATE_SCAN_ROUTER_20260703T081500Z","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","12","source_witness_record","K-SCW-012","","parent output: OPEN_TRANSLATION_PROOF_LITERACY_SOURCE_COORDINATE_POLICY_SHEET_20260703T084500Z","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","13","source_witness_record","K-SCW-013","","parent output: SEMI_CONSTRUCTED_RELATION_FUNCTION_REVIEW_ONLY_SLOT_RETURN_LEDGER_TEMPLATE_20260703T071500Z","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","14","source_witness_record","K-SCW-014","","parent output: CONTEXT_NOTE_CONFIRMATION_RETURN_LEDGER_TEMPLATE_FRENCH_JAPANESE_20260703","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","15","source_witness_record","K-SCW-015","","parent output: NOETHER_NON_SLAVIC_INTERLANGUAGE_FRONTIER_AUDIT_20260703","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","16","source_witness_record","K-SCW-016","","parent output: MALAY_INDONESIAN_OPERATOR_SLOT_FUNCTION_DOMAIN_RETURN_LEDGER_TEMPLATE_V2_20260701T091500Z","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-olp-relation-function-support","noether-olp-relation-function-support/outputs/SESSION_K_SOURCE_CANON_FIRST_WITNESS_REGISTER_20260704.csv","17","source_witness_record","K-SCW-017","","SESSION_K_REVIEWER_RETURN_INTAKE_TEMPLATE_20260704","target_language_or_access_target; evidence_tier; source_type; sha256_or_other_hash; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r3-arabic-persianate-linear-algebra","noether-r3-arabic-persianate-linear-algebra/outputs/R3_SOURCE_CANON_PROGRAM_ALIGNMENT_20260704T201340Z/R3_SOURCE_CANON_REQUIRED_SHAPE_WITNESS_TABLE_20260704T201340Z.json","18","source_witness_record","KNU OPAC candidate PDF 8809.PDF for جبر خطی","Dari/Afghan Persian, prs_AF","https://library.knu.edu.af/opac/temp/8809.PDF","sha256_or_other_hash","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","1","source_witness_record","Jamaica Early Childhood Curriculum Guide 4-5","","https://moey.gov.jm/wp-content/uploads/2015/04/JECCG_Four-to-Five-Year-Old__final_intrnt.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","2","source_witness_record","Jamaica current STEM project stakeholder plan","","https://moey.gov.jm/wp-content/uploads/2025/06/SEP-Jamaica-Education-Project-P178595-16-JUN-2025.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","3","source_witness_record","MIT-Ayiti Matematik subject index","","https://mit-ayiti.net/matye/matematik/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","4","source_witness_record","MIT-Ayiti math teaching article","","https://mit-ayiti.net/anseyman-matematik/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","5","source_witness_record","Tiraj san remiz avek lod","","https://mit-ayiti.net/resous/tiraj-san-remiz-avek-lod/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","6","source_witness_record","CAPTEH - Matematik k ap bouyi sou 3 woch dife","","https://mit-ayiti.net/resous/matematik-k-ap-bouyi-sou-3-woch-dife/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","7","source_witness_record","Mauritius MIE curriculum page","","https://mie.ac.mu/curriculum.html","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","8","source_witness_record","MIE curriculum books page","","https://web.mie.ac.mu/curriculum_books/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","9","source_witness_record","MIE FPLNS implementation guidelines","","https://web.mie.ac.mu/wp-content/uploads/2025/01/Implementation-guidelines_abridged.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","10","source_witness_record","NERDC primary 4-6 mathematics curriculum","","https://nerdc.gov.ng/content_manager/primary/pri4-6_maths.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","11","source_witness_record","Aruba bilingual education policy note","","https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Pa-un-Ensenansa-Bilingual-na-Aruba-beleidsnota-1988.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","12","source_witness_record","Aruba integrated language policy stakeholder appendix","","https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Integraal-Taalbeleid-Bijlage-mei-2023.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","13","source_witness_record","Suriname Vooruit met Taal multilingual source book","","https://gov.sr/wp-content/uploads/2023/10/VOORUIT-MET-TAAL-Leerjr-8-Bronnenboek-Meertaligheid.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","14","source_witness_record","Suriname official language context page","","https://gov.sr/suriname/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","15","source_witness_record","Jakhukipawinaka 1 - Aymara. Fichas de trabajo de matematicas del 1st Primaria - Aimara","","https://repositorio.minedu.gob.pe/handle/20.500.12799/11963","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","16","source_witness_record","Curriculo base y curriculo regionalizado de la nacion quechua","","https://www.minedu.gob.bo/files/publicaciones/upiip/cr-indigenaquechua.pdf","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","17","source_witness_record","1 yupana-Quechua Central. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Central","","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","18","source_witness_record","1 yupana-Quechua Chanka. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Chanka","","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_source_witness_provenance_gap","noether-r6-indigenous-creole-sign","noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","19","source_witness_record","ASL-STEM home/category index","","https://aslstem.cs.washington.edu/","target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary","populate source-witness provenance/context fields or explicitly downgrade row to gap/blocker","applicability-aware row gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
