"witness_id","target_family","language_access_target","source_title","source_format","source_url","local_path","bytes","sha256","license_permission_signal","license_access_class","package_use_boundary","redistribution_payload_policy","source_body_policy","reviewer_or_source_owner_gate","topic_language_access_tags","ethics_authority_note","allowed_current_use","blocked_before","non_claim_boundary"
"R6-IA-P3-003","Indigenous Americas","Bolivia Quechua candidate","Curriculo base y curriculo regionalizado de la nacion quechua","application/pdf","https://www.minedu.gob.bo/files/publicaciones/upiip/cr-indigenaquechua.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Curriculo_base_y_curriculo_regionalizado_de_la_nacion_quechua_Curriculo_base_y_curriculo_r.pdf","7751929","6ae6ed54d160805ca355600efdfea857ab1029f371dc808b968c56e291f04d9b","license/reuse pending; source-owner/reviewer return required","reuse_pending_metadata_only","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_until_reuse_permission_and_source_authority_return; no copied source body or excerpts.","no raw source body copied into R6 outputs/packages by this lane; local paths and hashes remain provenance pointers only.","named Indigenous language/source-owner reviewer route required before any register, excerpt, term, translation, or corpus-support promotion.","Bolivia Quechua; curriculum; candidate exact source; PDF; local knowledge; math-access context","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate_exact_source_pointer_only","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"R6-QA-SAR-001","Indigenous Americas","Quechua Central","1 yupana-Quechua Central. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Central","PDF with extracted text","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_central_1_yupana_matematicas_1primaria.pdf","43460173","2dd710ac1f78dd0efbfcdc2d031f7d2ef16bd477a525f4e9e23c11a99813e284","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","open_access_signal_recorded_reuse_still_requires_attribution_sidecar_and_scope_review","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_for_R6_lane; any source-body payload requires a separate gated source-canon payload artifact with attribution and scope review by B3.","no raw source body copied into R6 outputs/packages by this lane; local paths and hashes remain provenance pointers only.","named Indigenous language/source-owner reviewer route required before any register, excerpt, term, translation, or corpus-support promotion.","Quechua Central; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","source pointer, exact-capture provenance, attribution planning, and reviewer questions only","no Quechua macrostandard, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"R6-QA-SAR-002","Indigenous Americas","Quechua Chanka","1 yupana-Quechua Chanka. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Chanka","PDF with extracted text","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_chanka_1_yupana_matematicas_1primaria.pdf","43286073","006de1956e982cfef9e8c75d7a54c7b06b7745dc8561383070e24f7672c68d05","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","open_access_signal_recorded_reuse_still_requires_attribution_sidecar_and_scope_review","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_for_R6_lane; any source-body payload requires a separate gated source-canon payload artifact with attribution and scope review by B3.","no raw source body copied into R6 outputs/packages by this lane; local paths and hashes remain provenance pointers only.","named Indigenous language/source-owner reviewer route required before any register, excerpt, term, translation, or corpus-support promotion.","Quechua Chanka; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","source pointer, exact-capture provenance, attribution planning, and reviewer questions only","no Quechua macrostandard, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"R6-ASL-SAR-001","Signed language","ASL","ASL-STEM home/category index","HTML source route plus video pointer metadata","https://aslstem.cs.washington.edu/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslstem_home.html","66240","58c115cae26182c4ed173c46c0482ca5cf9451a8eb468cf16bf047547ad49741","Does the site permit linking, embedding, screenshots, derived stills, or only external pointers? Captured footer/status must be checked before any media reuse.","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","route/category metadata and reviewer question only","no accepted sign, copied video/media, derived still, translation, constructed surface, or pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"R6-ASL-SAR-002","Signed language","ASL","ASL-CORE Physics: Equation","HTML source route plus video pointer metadata","https://aslcore.org/physics/entries/?id=equation","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslcore_physics_equation.html","30155","a9fdc95f9ed5d4ac20a3d0d1e2290d3a548a3fb32455691f3809ffec9dceeccd","May the Vimeo route be linked, embedded, quoted as metadata, screenshotted, or only externally referenced?","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","video pointer and reviewer/media question only","no accepted sign, copied video/media, derived still, translation, constructed surface, or pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"R6-ASL-SAR-003","Signed language","ASL","ASL-CORE Computer Science: Array","HTML source route plus video pointer metadata","https://aslcore.org/computerscience/entries/?id=array","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslcore_computerscience_array.html","26108","bf36cbb7c99b18ea36694830c64aa281be6942d96b6957909311500b746edaad","May either Vimeo route be linked, embedded, quoted as metadata, screenshotted, or only externally referenced?","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","video pointers and reviewer/media questions only","no accepted sign, copied video/media, derived still, translation, constructed surface, or pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CAT-001","Signed language","DGS","Sign2MINT category count: Astronomie","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CAT-002","Signed language","DGS","Sign2MINT category count: Biologie","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CAT-003","Signed language","DGS","Sign2MINT category count: Chemie","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CAT-004","Signed language","DGS","Sign2MINT category count: Geowissenschaft","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CAT-005","Signed language","DGS","Sign2MINT category count: Informatik","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CAT-006","Signed language","DGS","Sign2MINT category count: Mathematik","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CAT-007","Signed language","DGS","Sign2MINT category count: Medizin","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CAT-008","Signed language","DGS","Sign2MINT category count: Physik","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","143","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","category prioritization pointer only","no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CON-001","Signed language","DGS","Sign2MINT candidate entry pointer: Median (15390698211663808:704)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Median/15390698211663808%3A704","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Median_20260701T193000Z.json","1929","8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CON-002","Signed language","DGS","Sign2MINT candidate entry pointer: Median (15390698211663808:705)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Median/15390698211663808%3A705","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Median_20260701T193000Z.json","1929","8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CON-003","Signed language","DGS","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:763)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Stochastik/15390698211663808%3A763","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Stochastik_20260701T193000Z.json","1807","e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CON-004","Signed language","DGS","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:764)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Stochastik/15390698211663808%3A764","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Stochastik_20260701T193000Z.json","1807","e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
"DGS-CON-005","Signed language","DGS","Sign2MINT candidate entry pointer: Mathematik (5750242766511595:666)","dynamic/API/source/video metadata","https://sign2mint.de/entry/Mathematik/5750242766511595%3A666","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Mathematik_20260701T193000Z.json","950","a0ecdb0a757b490b98cfebb08d4a540bbfdafa3b54fb6f1eee718a4e3cf6fae2","license/media/reuse pending; source-owner/reviewer return required","media_or_reuse_pending_no_payload","B3 may consume row-level provenance metadata and hashes only; R6 does not package raw source body, copied text, media, captions, transcripts, screenshots, stills, translations, terms, signs, visual inventories, or pilots.","metadata_only_no_media_payload_no_embeds_no_screenshots_no_derived_stills_no_generated_captions_or_transcripts.","no sign media, videos, API payload bodies, captions, transcripts, stills, screenshots, or visual derivations copied by this lane.","signed-language source-owner/reviewer plus media, caption/transcript, and visual-access authority gates required before any sign or visual inventory movement.","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","provenance metadata only; no community consent, native review, canonical approval, license clearance, source-authority acceptance, or completion claim.","candidate concept/video route metadata for reviewer queue only","no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","No source-authority promotion, approval, clearance, media reuse, OCR corpus reuse, captions, transcripts, alt text, excerpt selection, accepted terms, accepted signs, translation, completion, or Git push."
