"artifact_id","relative_path","bytes","sha256","status"
"SGA2-X-C26-R1-FILE-043","independent_review_20260720/rebuild/REVIEW_BUILD_PASS2.log","7003","66D9A8CB45AF0128E132DE5F8CB0A6AC071610060A4EDF7B3D35FF54F7E25A07","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-044","independent_review_20260720/rebuild/REVIEW_BUILD_PASS3.log","7003","66D9A8CB45AF0128E132DE5F8CB0A6AC071610060A4EDF7B3D35FF54F7E25A07","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-045","independent_review_20260720/rebuild/REVIEW_ENGINE_PASS1.log","24193","90D3A5DCA3CCB5D0549BC864B5FDFF853E662E61ABEB1689C8EDB30DC68FBBF8","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-046","independent_review_20260720/rebuild/REVIEW_ENGINE_PASS2.log","24043","9662EA7D5502B515241A9E2E59BB61093EE4CBBEE1C9CB6A5EB92E5EB512FE51","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-047","independent_review_20260720/rebuild/REVIEW_ENGINE_PASS3.log","24043","9662EA7D5502B515241A9E2E59BB61093EE4CBBEE1C9CB6A5EB92E5EB512FE51","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-048","independent_review_20260720/rebuild/REVIEW_PDFFONTS.txt","1235","FDBA2D33215659347C6F00F1F00A6C9C849B96281E50C660FD969287373EF37E","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-049","independent_review_20260720/rebuild/REVIEW_PDFINFO.txt","666","344AEFC310A3C16CE7AF09A84F4EC63FF322E5554484B7EAF1A62D27B28BC9EC","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-050","independent_review_20260720/rebuild/REVIEW_RENDER_150DPI.png","117486","72975B1C2C209A3140F04FB63B406BF19F96F43201B5C2F31E02B36F293BCA76","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-051","independent_review_20260720/rebuild/REVIEW_TEXT_LAYOUT.txt","1350","984F7A5D41DCF693FE7EBAC0EAD29B52E5FC0D56D54F0A65C5888878442B7522","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-052","independent_review_20260720/rebuild/SGA2_Expose_X_Corollary_2_6_Statement_English_SourceAligned.aux","162","09272726B6BCD93175BF0C45298A936362D70AB34E0BD87798585DCD7B0363FE","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-053","independent_review_20260720/rebuild/SGA2_Expose_X_Corollary_2_6_Statement_English_SourceAligned.log","24043","9662EA7D5502B515241A9E2E59BB61093EE4CBBEE1C9CB6A5EB92E5EB512FE51","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-054","independent_review_20260720/rebuild/SGA2_Expose_X_Corollary_2_6_Statement_English_SourceAligned.out","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-055","independent_review_20260720/rebuild/SGA2_Expose_X_Corollary_2_6_Statement_English_SourceAligned.pdf","191232","5A5241BA34874DE0EA4640704596EFF5B413A5DE055E95582997473AE26D9557","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-056","independent_review_20260720/rebuild/SGA2_Expose_X_Corollary_2_6_Statement_English_SourceAligned.tex","1822","C9A674ED0B8D5E7237552AA471DC83E5FF51420389BCD507A580848648DAB927","preserved_predecessor_review"
"SGA2-X-C26-R1-FILE-057","MACHINE_EVIDENCE.csv","6634","4F1B74E77887DCB68BC38224C5F469E9C538DD83B68B9EF405213F95197FEB2E","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-058","MACHINE_EVIDENCE.jsonl","4438","E5CF11A0BA63E3658D3CD88107DC820899500A928E747AA5B1B13EFCAD663F39","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-059","MACHINE_VALIDATION.json","6350","E2715D306AA0E65F35D747534A75386BB9D501B8015F8A94BD60B4A5A9F065D3","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-060","PDFFONTS.txt","1235","FDBA2D33215659347C6F00F1F00A6C9C849B96281E50C660FD969287373EF37E","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-061","PDFINFO.txt","666","8786A19BF0D47EE54D24196464A45C8B4D5E375744A6AA3B49D2829C83E61C8E","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-062","RENDER_PAGE_001_150DPI.png","117486","72975B1C2C209A3140F04FB63B406BF19F96F43201B5C2F31E02B36F293BCA76","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-063","SGA2_Expose_X_Corollary_2_6_Statement_English_SourceAligned.aux","162","09272726B6BCD93175BF0C45298A936362D70AB34E0BD87798585DCD7B0363FE","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-064","SGA2_Expose_X_Corollary_2_6_Statement_English_SourceAligned.log","24002","0CACD7925D53024D5C7742D444B869CF93BE014333E94C97C23717BCA831636C","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-065","SGA2_Expose_X_Corollary_2_6_Statement_English_SourceAligned.out","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-066","SGA2_Expose_X_Corollary_2_6_Statement_English_SourceAligned.pdf","191232","266BD66E2A8464B7E31C533A81887C445950EC831AE09BE6BB991FF8409BA0A1","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-067","SGA2_Expose_X_Corollary_2_6_Statement_English_SourceAligned.tex","1822","C9A674ED0B8D5E7237552AA471DC83E5FF51420389BCD507A580848648DAB927","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-068","SHA256SUMS.csv","4063","D55D7BFA924CE1BD408E39BF79675474657FA76D92534EF93C32D42FD070016E","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-069","SHA256SUMS_VALIDATION.json","544","B4EC6802E50008A97FC54C68D96854CABCDDA6010B9BC80BD3BF1CAC625D9FE4","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-070","SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md","5629","CAACB9F310F341AB009B85696C5ACD4B5617468F61AF02054D9A29E1CC8F1899","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-071","SOURCE_LINES_3446_3453.tex","517","61B57A0A871EAC4F2D19BFF482133A0F47ECB3DE80CBD877BD05878E9AD38B0E","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-072","SOURCE_PHYSICAL_PAGE_101_200DPI.png","407075","E59A5DADE48D40EA47B11A4747A72A21ABA090FA09F697F403FC5B4ACD0FB793","preserved_predecessor_producer"
"SGA2-X-C26-R1-FILE-073","TARGET_EXTRACTED_TEXT.txt","1350","984F7A5D41DCF693FE7EBAC0EAD29B52E5FC0D56D54F0A65C5888878442B7522","preserved_predecessor_producer"
