section,row_id,slot_or_service,parent_id,linked_query_term_row,linked_capture_policy_row,status,query_allowed_now
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-059,RF-SEM-SLOT-14 / EYD Edisi V,DMOI-RF-LSS-QTRL-OPT-059,DMOI-RF-LSS-QTRL-TERM-14,DMOI-RF-LSS-CPRL-RETURN-06,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-060,RF-SEM-SLOT-14 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-060,DMOI-RF-LSS-QTRL-TERM-14,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-061,RF-SEM-SLOT-14 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-061,DMOI-RF-LSS-QTRL-TERM-14,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-062,RF-SEM-SLOT-14 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-062,DMOI-RF-LSS-QTRL-TERM-14,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-063,RF-SEM-SLOT-14 / Penerjemahan Daring / Penjaring,DMOI-RF-LSS-QTRL-OPT-063,DMOI-RF-LSS-QTRL-TERM-14,DMOI-RF-LSS-CPRL-RETURN-05,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-064,RF-SEM-SLOT-15 / EYD Edisi V,DMOI-RF-LSS-QTRL-OPT-064,DMOI-RF-LSS-QTRL-TERM-15,DMOI-RF-LSS-CPRL-RETURN-06,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-065,RF-SEM-SLOT-15 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-065,DMOI-RF-LSS-QTRL-TERM-15,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-066,RF-SEM-SLOT-15 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-066,DMOI-RF-LSS-QTRL-TERM-15,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-067,RF-SEM-SLOT-15 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-067,DMOI-RF-LSS-QTRL-TERM-15,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-068,RF-SEM-SLOT-15 / Penerjemahan Daring / Penjaring,DMOI-RF-LSS-QTRL-OPT-068,DMOI-RF-LSS-QTRL-TERM-15,DMOI-RF-LSS-CPRL-RETURN-05,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-069,RF-SEM-SLOT-16 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-069,DMOI-RF-LSS-QTRL-TERM-16,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-070,RF-SEM-SLOT-16 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-070,DMOI-RF-LSS-QTRL-TERM-16,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-071,RF-SEM-SLOT-16 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-071,DMOI-RF-LSS-QTRL-TERM-16,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-072,RF-SEM-SLOT-16 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-072,DMOI-RF-LSS-QTRL-TERM-16,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-073,RF-SEM-SLOT-17 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-073,DMOI-RF-LSS-QTRL-TERM-17,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-074,RF-SEM-SLOT-17 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-074,DMOI-RF-LSS-QTRL-TERM-17,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-075,RF-SEM-SLOT-17 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-075,DMOI-RF-LSS-QTRL-TERM-17,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-076,RF-SEM-SLOT-17 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-076,DMOI-RF-LSS-QTRL-TERM-17,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-077,RF-SEM-SLOT-18 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-077,DMOI-RF-LSS-QTRL-TERM-18,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-078,RF-SEM-SLOT-18 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-078,DMOI-RF-LSS-QTRL-TERM-18,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-079,RF-SEM-SLOT-18 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-079,DMOI-RF-LSS-QTRL-TERM-18,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-080,RF-SEM-SLOT-18 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-080,DMOI-RF-LSS-QTRL-TERM-18,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-081,RF-SEM-SLOT-19 / Tesaurus Tematis,DMOI-RF-LSS-QTRL-OPT-081,DMOI-RF-LSS-QTRL-TERM-19,DMOI-RF-LSS-CPRL-RETURN-01,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-082,RF-SEM-SLOT-19 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-082,DMOI-RF-LSS-QTRL-TERM-19,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-083,RF-SEM-SLOT-19 / Kamus Besar Bahasa Indonesia,DMOI-RF-LSS-QTRL-OPT-083,DMOI-RF-LSS-QTRL-TERM-19,DMOI-RF-LSS-CPRL-RETURN-03,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-084,RF-SEM-SLOT-19 / Senarai Padanan Asing Indonesia / Pasti,DMOI-RF-LSS-QTRL-OPT-084,DMOI-RF-LSS-QTRL-TERM-19,DMOI-RF-LSS-CPRL-RETURN-04,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-085,RF-SEM-SLOT-20 / Penerjemahan Daring / Penjaring,DMOI-RF-LSS-QTRL-OPT-085,DMOI-RF-LSS-QTRL-TERM-20,DMOI-RF-LSS-CPRL-RETURN-05,missing_12_preconditions,false
service_query_precondition,DMOI-RF-LSS-SQPC-OPT-086,RF-SEM-SLOT-20 / Korpus Indonesia,DMOI-RF-LSS-QTRL-OPT-086,DMOI-RF-LSS-QTRL-TERM-20,DMOI-RF-LSS-CPRL-RETURN-02,missing_12_preconditions,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-01,relation predicate slot,RF-SEM-SLOT-01,DMOI-RF-LSS-QTRL-TERM-01,,ready_0_of_5,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-02,function mapping slot,RF-SEM-SLOT-02,DMOI-RF-LSS-QTRL-TERM-02,,ready_0_of_5,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-03,relation-function boundary marker,RF-SEM-SLOT-03,DMOI-RF-LSS-QTRL-TERM-03,,ready_0_of_4,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-04,domain slot,RF-SEM-SLOT-04,DMOI-RF-LSS-QTRL-TERM-04,,ready_0_of_4,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-05,codomain slot,RF-SEM-SLOT-05,DMOI-RF-LSS-QTRL-TERM-05,,ready_0_of_4,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-06,range or image slot,RF-SEM-SLOT-06,DMOI-RF-LSS-QTRL-TERM-06,,ready_0_of_4,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-07,injective or one-to-one property slot,RF-SEM-SLOT-07,DMOI-RF-LSS-QTRL-TERM-07,,ready_0_of_4,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-08,surjective or onto property slot,RF-SEM-SLOT-08,DMOI-RF-LSS-QTRL-TERM-08,,ready_0_of_4,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-09,bijective composite property slot,RF-SEM-SLOT-09,DMOI-RF-LSS-QTRL-TERM-09,,ready_0_of_4,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-10,equivalence relation structure slot,RF-SEM-SLOT-10,DMOI-RF-LSS-QTRL-TERM-10,,ready_0_of_5,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-11,partial order or poset structure slot,RF-SEM-SLOT-11,DMOI-RF-LSS-QTRL-TERM-11,,ready_0_of_5,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-12,composition operation slot,RF-SEM-SLOT-12,DMOI-RF-LSS-QTRL-TERM-12,,ready_0_of_5,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-13,inverse operation or inverse relation slot,RF-SEM-SLOT-13,DMOI-RF-LSS-QTRL-TERM-13,,ready_0_of_5,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-14,arrow notation slot,RF-SEM-SLOT-14,DMOI-RF-LSS-QTRL-TERM-14,,ready_0_of_5,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-15,arrow read-aloud slot,RF-SEM-SLOT-15,DMOI-RF-LSS-QTRL-TERM-15,,ready_0_of_5,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-16,reflexive property slot,RF-SEM-SLOT-16,DMOI-RF-LSS-QTRL-TERM-16,,ready_0_of_4,false
slot_precondition_summary,DMOI-RF-LSS-SQPC-SLOT-17,symmetric property slot,RF-SEM-SLOT-17,DMOI-RF-LSS-QTRL-TERM-17,,ready_0_of_4,false
