precondition_blocker_resolution_return_row_id,parent_precondition_blocker_resolution_request_row_id,parent_precondition_blocker_row_id,parent_original_precondition_blocker_row_id,parent_precondition_blocker_resolution_precondition_row_id,parent_precondition_blocker_resolution_return_row_id,parent_precondition_blocker_resolution_return_criteria_row_id,blocker_class,blocker_owner_class,parent_precondition_name,precondition_name,return_fields_filled,return_received,resolution_evidence_pointer_reviewed,source_text_prohibition_confirmed,precondition_blocker_resolved_after_return,query_execution_allowed_after_return,source_text_allowed_after_return,surface_gate_opened,translation_gate_opened,return_status
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00029,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00029,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00029,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRL-RET-0003,DMOI-RF-LSS-BCRPBEDPBRER-RET-0003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,no_criteria_failed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00030,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00030,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00030,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRL-RET-0003,DMOI-RF-LSS-BCRPBEDPBRER-RET-0003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00031,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00031,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00031,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRL-RET-0003,DMOI-RF-LSS-BCRPBEDPBRER-RET-0003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00032,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00032,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00032,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRL-RET-0003,DMOI-RF-LSS-BCRPBEDPBRER-RET-0003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00033,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00033,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00033,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRL-RET-0003,DMOI-RF-LSS-BCRPBEDPBRER-RET-0003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00034,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00034,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00034,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRL-RET-0003,DMOI-RF-LSS-BCRPBEDPBRER-RET-0003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,authority_role_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00035,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00035,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00035,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRL-RET-0003,DMOI-RF-LSS-BCRPBEDPBRER-RET-0003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00036,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00036,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00036,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0003,DMOI-RF-LSS-BCRPBEDPBRL-RET-0003,DMOI-RF-LSS-BCRPBEDPBRER-RET-0003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00037,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00037,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00037,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPBRL-RET-0004,DMOI-RF-LSS-BCRPBEDPBRER-RET-0004,approved_query_term_present,query_term_return_owner,all_criteria_passed,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00038,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00038,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00038,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPBRL-RET-0004,DMOI-RF-LSS-BCRPBEDPBRER-RET-0004,approved_query_term_present,query_term_return_owner,all_criteria_passed,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00039,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00039,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00039,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPBRL-RET-0004,DMOI-RF-LSS-BCRPBEDPBRER-RET-0004,approved_query_term_present,query_term_return_owner,all_criteria_passed,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00040,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00040,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00040,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPBRL-RET-0004,DMOI-RF-LSS-BCRPBEDPBRER-RET-0004,approved_query_term_present,query_term_return_owner,all_criteria_passed,all_criteria_passed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00041,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00041,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00041,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPBRL-RET-0004,DMOI-RF-LSS-BCRPBEDPBRER-RET-0004,approved_query_term_present,query_term_return_owner,all_criteria_passed,no_criteria_failed,0,false,false,false,false,false,false,false,false,blank_return_template_only
DMOI-RF-LSS-BCRPBEDPBRERDPCBLKRL-RET-00042,DMOI-RF-LSS-BCRPBEDPBRERDPCBLKR-REQ-00042,DMOI-RF-LSS-BCRPBEDPBRERDPCBLK-BLOCK-00042,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPBRERDPC-BLOCK-0004,DMOI-RF-LSS-BCRPBEDPBRL-RET-0004,DMOI-RF-LSS-BCRPBEDPBRER-RET-0004,approved_query_term_present,query_term_return_owner,all_criteria_passed,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,blank_return_template_only
