criteria_decision_row_id,parent_evidence_intake_row_id,parent_criterion_row_id,parent_blocker_class_criteria_row_id,blocker_class,blocker_owner_class,criterion_type,decision_recorded,criterion_passed,criterion_failed,criterion_unfilled,blocker_resolution_allowed_after_decision,query_execution_allowed_after_decision,result_capture_allowed_after_decision,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCDL-DEC-019,DMOI-RF-LSS-BCEIL-EVID-019,DMOI-RF-LSS-BCRCR-CRIT-019,DMOI-RF-LSS-BCRCR-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,allowed_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-020,DMOI-RF-LSS-BCEIL-EVID-020,DMOI-RF-LSS-BCRCR-CRIT-020,DMOI-RF-LSS-BCRCR-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,source_text_and_result_capture_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-021,DMOI-RF-LSS-BCEIL-EVID-021,DMOI-RF-LSS-BCRCR-CRIT-021,DMOI-RF-LSS-BCRCR-CLASS-06,license_terms_cleared,capture_policy_return_owner,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-022,DMOI-RF-LSS-BCEIL-EVID-022,DMOI-RF-LSS-BCRCR-CRIT-022,DMOI-RF-LSS-BCRCR-CLASS-06,license_terms_cleared,capture_policy_return_owner,blocker_class_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-023,DMOI-RF-LSS-BCEIL-EVID-023,DMOI-RF-LSS-BCRCR-CRIT-023,DMOI-RF-LSS-BCRCR-CLASS-06,license_terms_cleared,capture_policy_return_owner,allowed_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-024,DMOI-RF-LSS-BCEIL-EVID-024,DMOI-RF-LSS-BCRCR-CRIT-024,DMOI-RF-LSS-BCRCR-CLASS-06,license_terms_cleared,capture_policy_return_owner,source_text_and_result_capture_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-025,DMOI-RF-LSS-BCEIL-EVID-025,DMOI-RF-LSS-BCRCR-CRIT-025,DMOI-RF-LSS-BCRCR-CLASS-07,privacy_review_cleared,capture_policy_return_owner,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-026,DMOI-RF-LSS-BCEIL-EVID-026,DMOI-RF-LSS-BCRCR-CRIT-026,DMOI-RF-LSS-BCRCR-CLASS-07,privacy_review_cleared,capture_policy_return_owner,blocker_class_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-027,DMOI-RF-LSS-BCEIL-EVID-027,DMOI-RF-LSS-BCRCR-CRIT-027,DMOI-RF-LSS-BCRCR-CLASS-07,privacy_review_cleared,capture_policy_return_owner,allowed_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-028,DMOI-RF-LSS-BCEIL-EVID-028,DMOI-RF-LSS-BCRCR-CRIT-028,DMOI-RF-LSS-BCRCR-CLASS-07,privacy_review_cleared,capture_policy_return_owner,source_text_and_result_capture_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-029,DMOI-RF-LSS-BCEIL-EVID-029,DMOI-RF-LSS-BCRCR-CRIT-029,DMOI-RF-LSS-BCRCR-CLASS-08,query_execution_authorized,query_term_return_owner,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-030,DMOI-RF-LSS-BCEIL-EVID-030,DMOI-RF-LSS-BCRCR-CRIT-030,DMOI-RF-LSS-BCRCR-CLASS-08,query_execution_authorized,query_term_return_owner,blocker_class_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-031,DMOI-RF-LSS-BCEIL-EVID-031,DMOI-RF-LSS-BCRCR-CRIT-031,DMOI-RF-LSS-BCRCR-CLASS-08,query_execution_authorized,query_term_return_owner,allowed_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-032,DMOI-RF-LSS-BCEIL-EVID-032,DMOI-RF-LSS-BCRCR-CRIT-032,DMOI-RF-LSS-BCRCR-CLASS-08,query_execution_authorized,query_term_return_owner,source_text_and_result_capture_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-033,DMOI-RF-LSS-BCEIL-EVID-033,DMOI-RF-LSS-BCRCR-CRIT-033,DMOI-RF-LSS-BCRCR-CLASS-09,query_string_filled,query_term_return_owner,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-034,DMOI-RF-LSS-BCEIL-EVID-034,DMOI-RF-LSS-BCRCR-CRIT-034,DMOI-RF-LSS-BCRCR-CLASS-09,query_string_filled,query_term_return_owner,blocker_class_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-035,DMOI-RF-LSS-BCEIL-EVID-035,DMOI-RF-LSS-BCRCR-CRIT-035,DMOI-RF-LSS-BCRCR-CLASS-09,query_string_filled,query_term_return_owner,allowed_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-036,DMOI-RF-LSS-BCEIL-EVID-036,DMOI-RF-LSS-BCRCR-CRIT-036,DMOI-RF-LSS-BCRCR-CLASS-09,query_string_filled,query_term_return_owner,source_text_and_result_capture_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-037,DMOI-RF-LSS-BCEIL-EVID-037,DMOI-RF-LSS-BCRCR-CRIT-037,DMOI-RF-LSS-BCRCR-CLASS-10,query_term_return_received,query_term_return_owner,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-038,DMOI-RF-LSS-BCEIL-EVID-038,DMOI-RF-LSS-BCRCR-CRIT-038,DMOI-RF-LSS-BCRCR-CLASS-10,query_term_return_received,query_term_return_owner,blocker_class_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-039,DMOI-RF-LSS-BCEIL-EVID-039,DMOI-RF-LSS-BCRCR-CRIT-039,DMOI-RF-LSS-BCRCR-CLASS-10,query_term_return_received,query_term_return_owner,allowed_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-040,DMOI-RF-LSS-BCEIL-EVID-040,DMOI-RF-LSS-BCRCR-CRIT-040,DMOI-RF-LSS-BCRCR-CLASS-10,query_term_return_received,query_term_return_owner,source_text_and_result_capture_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-041,DMOI-RF-LSS-BCEIL-EVID-041,DMOI-RF-LSS-BCRCR-CRIT-041,DMOI-RF-LSS-BCRCR-CLASS-11,result_use_limit_filled,capture_policy_return_owner,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-042,DMOI-RF-LSS-BCEIL-EVID-042,DMOI-RF-LSS-BCRCR-CRIT-042,DMOI-RF-LSS-BCRCR-CLASS-11,result_use_limit_filled,capture_policy_return_owner,blocker_class_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-043,DMOI-RF-LSS-BCEIL-EVID-043,DMOI-RF-LSS-BCRCR-CRIT-043,DMOI-RF-LSS-BCRCR-CLASS-11,result_use_limit_filled,capture_policy_return_owner,allowed_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-044,DMOI-RF-LSS-BCEIL-EVID-044,DMOI-RF-LSS-BCRCR-CRIT-044,DMOI-RF-LSS-BCRCR-CLASS-11,result_use_limit_filled,capture_policy_return_owner,source_text_and_result_capture_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-045,DMOI-RF-LSS-BCEIL-EVID-045,DMOI-RF-LSS-BCRCR-CRIT-045,DMOI-RF-LSS-BCRCR-CLASS-12,service_route_selected,query_term_return_owner,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-046,DMOI-RF-LSS-BCEIL-EVID-046,DMOI-RF-LSS-BCRCR-CRIT-046,DMOI-RF-LSS-BCRCR-CLASS-12,service_route_selected,query_term_return_owner,blocker_class_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-047,DMOI-RF-LSS-BCEIL-EVID-047,DMOI-RF-LSS-BCRCR-CRIT-047,DMOI-RF-LSS-BCRCR-CLASS-12,service_route_selected,query_term_return_owner,allowed_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCDL-DEC-048,DMOI-RF-LSS-BCEIL-EVID-048,DMOI-RF-LSS-BCRCR-CRIT-048,DMOI-RF-LSS-BCRCR-CLASS-12,service_route_selected,query_term_return_owner,source_text_and_result_capture_limits_confirmed,false,false,false,true,false,false,false,false,false
