precondition_blocker_resolution_return_row_id,parent_precondition_blocker_resolution_request_row_id,parent_precondition_blocker_row_id,blocker_class,blocker_owner_class,precondition_name,return_fields_filled,return_received,resolution_evidence_pointer_reviewed,source_text_prohibition_confirmed,true_precondition_update_allowed_after_return,precondition_blocker_resolved_after_return,query_execution_allowed_after_return,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBEDPBRL-RET-0012,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0012,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0012,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0013,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0013,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0013,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0014,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0014,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0014,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0015,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0015,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0015,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0016,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0016,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0016,approved_query_term_present,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0017,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0017,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0017,approved_query_term_present,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0018,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0018,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0018,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0019,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0019,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0019,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0020,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0020,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0020,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0021,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0021,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0021,approved_query_term_present,query_term_return_owner,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0022,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0022,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0022,approved_query_term_present,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0023,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0023,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0023,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0024,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0024,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0024,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0025,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0025,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0025,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0026,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0026,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0026,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0027,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0027,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0027,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0028,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0028,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0028,approved_query_term_present,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0029,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0029,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0029,approved_query_term_present,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0030,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0030,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0030,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0031,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0031,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0031,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0032,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0032,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0032,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0033,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0033,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0033,approved_query_term_present,query_term_return_owner,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0034,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0034,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0034,approved_query_term_present,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0035,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0035,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0035,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0036,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0036,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0036,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0037,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0037,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0037,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0038,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0038,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0038,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0039,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0039,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0039,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0040,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0040,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0040,approved_query_term_present,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0041,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0041,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0041,approved_query_term_present,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0042,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0042,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0042,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0043,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0043,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0043,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0044,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0044,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0044,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0045,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0045,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0045,approved_query_term_present,query_term_return_owner,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0046,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0046,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0046,approved_query_term_present,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0047,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0047,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0047,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0048,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0048,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0048,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0049,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0049,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0049,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0050,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0050,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0050,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0051,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0051,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0051,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0052,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0052,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0052,approved_query_term_present,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0053,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0053,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0053,approved_query_term_present,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0054,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0054,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0054,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0055,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0055,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0055,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0056,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0056,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0056,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0057,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0057,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0057,approved_query_term_present,query_term_return_owner,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0058,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0058,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0058,approved_query_term_present,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0059,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0059,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0059,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0060,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0060,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0060,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0061,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0061,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0061,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0062,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0062,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0062,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0063,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0063,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0063,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0064,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0064,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0064,approved_query_term_present,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0065,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0065,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0065,approved_query_term_present,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0066,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0066,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0066,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0067,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0067,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0067,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0068,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0068,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0068,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0069,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0069,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0069,approved_query_term_present,query_term_return_owner,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0070,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0070,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0070,approved_query_term_present,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0071,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0071,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0071,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0072,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0072,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0072,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0073,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0073,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0073,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0074,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0074,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0074,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0075,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0075,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0075,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0076,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0076,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0076,approved_query_term_present,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0077,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0077,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0077,approved_query_term_present,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0078,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0078,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0078,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0079,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0079,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0079,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0080,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0080,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0080,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0081,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0081,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0081,approved_query_term_present,query_term_return_owner,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0082,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0082,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0082,approved_query_term_present,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0083,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0083,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0083,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0084,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0084,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0084,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0085,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0085,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0085,approved_query_term_present,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0086,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0086,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0086,approved_query_term_present,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0087,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0087,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0087,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0088,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0088,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0088,approved_query_term_present,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0089,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0089,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0089,approved_query_term_present,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0090,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0090,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0090,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0091,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0091,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0091,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0092,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0092,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0092,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0093,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0093,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0093,approved_query_term_present,query_term_return_owner,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0094,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0094,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0094,approved_query_term_present,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRL-RET-0095,DMOI-RF-LSS-BCRPBEDPBRR-REQ-0095,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0095,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false
