precondition_blocker_resolution_request_row_id,parent_precondition_blocker_row_id,parent_resolution_precondition_row_id,blocker_class,blocker_owner_class,precondition_name,request_fields_filled,request_packet_started,request_dispatched,return_received,precondition_blocker_resolved_after_return,true_precondition_update_allowed_after_return,class_resolution_ready_after_return,query_execution_allowed_after_return,result_capture_allowed_after_return,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBRR-REQ-043,DMOI-RF-LSS-BCRPBLK-BLOCK-043,DMOI-RF-LSS-BCRPC-CLASS-04,evidence_intake_gate_reviewed,evidence_governance_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-044,DMOI-RF-LSS-BCRPBLK-BLOCK-044,DMOI-RF-LSS-BCRPC-CLASS-04,evidence_intake_gate_reviewed,evidence_governance_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-045,DMOI-RF-LSS-BCRPBLK-BLOCK-045,DMOI-RF-LSS-BCRPC-CLASS-04,evidence_intake_gate_reviewed,evidence_governance_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-046,DMOI-RF-LSS-BCRPBLK-BLOCK-046,DMOI-RF-LSS-BCRPC-CLASS-04,evidence_intake_gate_reviewed,evidence_governance_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-047,DMOI-RF-LSS-BCRPBLK-BLOCK-047,DMOI-RF-LSS-BCRPC-CLASS-04,evidence_intake_gate_reviewed,evidence_governance_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-048,DMOI-RF-LSS-BCRPBLK-BLOCK-048,DMOI-RF-LSS-BCRPC-CLASS-04,evidence_intake_gate_reviewed,evidence_governance_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-049,DMOI-RF-LSS-BCRPBLK-BLOCK-049,DMOI-RF-LSS-BCRPC-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-050,DMOI-RF-LSS-BCRPBLK-BLOCK-050,DMOI-RF-LSS-BCRPC-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-051,DMOI-RF-LSS-BCRPBLK-BLOCK-051,DMOI-RF-LSS-BCRPC-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-052,DMOI-RF-LSS-BCRPBLK-BLOCK-052,DMOI-RF-LSS-BCRPC-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-053,DMOI-RF-LSS-BCRPBLK-BLOCK-053,DMOI-RF-LSS-BCRPC-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-054,DMOI-RF-LSS-BCRPBLK-BLOCK-054,DMOI-RF-LSS-BCRPC-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-055,DMOI-RF-LSS-BCRPBLK-BLOCK-055,DMOI-RF-LSS-BCRPC-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-056,DMOI-RF-LSS-BCRPBLK-BLOCK-056,DMOI-RF-LSS-BCRPC-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-057,DMOI-RF-LSS-BCRPBLK-BLOCK-057,DMOI-RF-LSS-BCRPC-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-058,DMOI-RF-LSS-BCRPBLK-BLOCK-058,DMOI-RF-LSS-BCRPC-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-059,DMOI-RF-LSS-BCRPBLK-BLOCK-059,DMOI-RF-LSS-BCRPC-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-060,DMOI-RF-LSS-BCRPBLK-BLOCK-060,DMOI-RF-LSS-BCRPC-CLASS-05,forbidden_source_text_confirmed,evidence_governance_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-061,DMOI-RF-LSS-BCRPBLK-BLOCK-061,DMOI-RF-LSS-BCRPC-CLASS-06,license_terms_cleared,capture_policy_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-062,DMOI-RF-LSS-BCRPBLK-BLOCK-062,DMOI-RF-LSS-BCRPC-CLASS-06,license_terms_cleared,capture_policy_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-063,DMOI-RF-LSS-BCRPBLK-BLOCK-063,DMOI-RF-LSS-BCRPC-CLASS-06,license_terms_cleared,capture_policy_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-064,DMOI-RF-LSS-BCRPBLK-BLOCK-064,DMOI-RF-LSS-BCRPC-CLASS-06,license_terms_cleared,capture_policy_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-065,DMOI-RF-LSS-BCRPBLK-BLOCK-065,DMOI-RF-LSS-BCRPC-CLASS-06,license_terms_cleared,capture_policy_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-066,DMOI-RF-LSS-BCRPBLK-BLOCK-066,DMOI-RF-LSS-BCRPC-CLASS-06,license_terms_cleared,capture_policy_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-067,DMOI-RF-LSS-BCRPBLK-BLOCK-067,DMOI-RF-LSS-BCRPC-CLASS-06,license_terms_cleared,capture_policy_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-068,DMOI-RF-LSS-BCRPBLK-BLOCK-068,DMOI-RF-LSS-BCRPC-CLASS-06,license_terms_cleared,capture_policy_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-069,DMOI-RF-LSS-BCRPBLK-BLOCK-069,DMOI-RF-LSS-BCRPC-CLASS-06,license_terms_cleared,capture_policy_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-070,DMOI-RF-LSS-BCRPBLK-BLOCK-070,DMOI-RF-LSS-BCRPC-CLASS-06,license_terms_cleared,capture_policy_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-071,DMOI-RF-LSS-BCRPBLK-BLOCK-071,DMOI-RF-LSS-BCRPC-CLASS-06,license_terms_cleared,capture_policy_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-072,DMOI-RF-LSS-BCRPBLK-BLOCK-072,DMOI-RF-LSS-BCRPC-CLASS-06,license_terms_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-073,DMOI-RF-LSS-BCRPBLK-BLOCK-073,DMOI-RF-LSS-BCRPC-CLASS-07,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-074,DMOI-RF-LSS-BCRPBLK-BLOCK-074,DMOI-RF-LSS-BCRPC-CLASS-07,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-075,DMOI-RF-LSS-BCRPBLK-BLOCK-075,DMOI-RF-LSS-BCRPC-CLASS-07,privacy_review_cleared,capture_policy_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-076,DMOI-RF-LSS-BCRPBLK-BLOCK-076,DMOI-RF-LSS-BCRPC-CLASS-07,privacy_review_cleared,capture_policy_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-077,DMOI-RF-LSS-BCRPBLK-BLOCK-077,DMOI-RF-LSS-BCRPC-CLASS-07,privacy_review_cleared,capture_policy_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-078,DMOI-RF-LSS-BCRPBLK-BLOCK-078,DMOI-RF-LSS-BCRPC-CLASS-07,privacy_review_cleared,capture_policy_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-079,DMOI-RF-LSS-BCRPBLK-BLOCK-079,DMOI-RF-LSS-BCRPC-CLASS-07,privacy_review_cleared,capture_policy_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-080,DMOI-RF-LSS-BCRPBLK-BLOCK-080,DMOI-RF-LSS-BCRPC-CLASS-07,privacy_review_cleared,capture_policy_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-081,DMOI-RF-LSS-BCRPBLK-BLOCK-081,DMOI-RF-LSS-BCRPC-CLASS-07,privacy_review_cleared,capture_policy_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-082,DMOI-RF-LSS-BCRPBLK-BLOCK-082,DMOI-RF-LSS-BCRPC-CLASS-07,privacy_review_cleared,capture_policy_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-083,DMOI-RF-LSS-BCRPBLK-BLOCK-083,DMOI-RF-LSS-BCRPC-CLASS-07,privacy_review_cleared,capture_policy_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-084,DMOI-RF-LSS-BCRPBLK-BLOCK-084,DMOI-RF-LSS-BCRPC-CLASS-07,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-085,DMOI-RF-LSS-BCRPBLK-BLOCK-085,DMOI-RF-LSS-BCRPC-CLASS-08,query_execution_authorized,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-086,DMOI-RF-LSS-BCRPBLK-BLOCK-086,DMOI-RF-LSS-BCRPC-CLASS-08,query_execution_authorized,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-087,DMOI-RF-LSS-BCRPBLK-BLOCK-087,DMOI-RF-LSS-BCRPC-CLASS-08,query_execution_authorized,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-088,DMOI-RF-LSS-BCRPBLK-BLOCK-088,DMOI-RF-LSS-BCRPC-CLASS-08,query_execution_authorized,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-089,DMOI-RF-LSS-BCRPBLK-BLOCK-089,DMOI-RF-LSS-BCRPC-CLASS-08,query_execution_authorized,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-090,DMOI-RF-LSS-BCRPBLK-BLOCK-090,DMOI-RF-LSS-BCRPC-CLASS-08,query_execution_authorized,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-091,DMOI-RF-LSS-BCRPBLK-BLOCK-091,DMOI-RF-LSS-BCRPC-CLASS-08,query_execution_authorized,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-092,DMOI-RF-LSS-BCRPBLK-BLOCK-092,DMOI-RF-LSS-BCRPC-CLASS-08,query_execution_authorized,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-093,DMOI-RF-LSS-BCRPBLK-BLOCK-093,DMOI-RF-LSS-BCRPC-CLASS-08,query_execution_authorized,query_term_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-094,DMOI-RF-LSS-BCRPBLK-BLOCK-094,DMOI-RF-LSS-BCRPC-CLASS-08,query_execution_authorized,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-095,DMOI-RF-LSS-BCRPBLK-BLOCK-095,DMOI-RF-LSS-BCRPC-CLASS-08,query_execution_authorized,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-096,DMOI-RF-LSS-BCRPBLK-BLOCK-096,DMOI-RF-LSS-BCRPC-CLASS-08,query_execution_authorized,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-097,DMOI-RF-LSS-BCRPBLK-BLOCK-097,DMOI-RF-LSS-BCRPC-CLASS-09,query_string_filled,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-098,DMOI-RF-LSS-BCRPBLK-BLOCK-098,DMOI-RF-LSS-BCRPC-CLASS-09,query_string_filled,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-099,DMOI-RF-LSS-BCRPBLK-BLOCK-099,DMOI-RF-LSS-BCRPC-CLASS-09,query_string_filled,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-100,DMOI-RF-LSS-BCRPBLK-BLOCK-100,DMOI-RF-LSS-BCRPC-CLASS-09,query_string_filled,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-101,DMOI-RF-LSS-BCRPBLK-BLOCK-101,DMOI-RF-LSS-BCRPC-CLASS-09,query_string_filled,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRR-REQ-102,DMOI-RF-LSS-BCRPBLK-BLOCK-102,DMOI-RF-LSS-BCRPC-CLASS-09,query_string_filled,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
