precondition_blocker_resolution_request_row_id,parent_precondition_blocker_row_id,parent_original_precondition_blocker_row_id,parent_precondition_blocker_resolution_precondition_row_id,blocker_class,blocker_owner_class,parent_precondition_name,precondition_name,request_fields_filled,request_packet_started,request_dispatched,return_received,precondition_blocker_resolved_after_return,true_precondition_update_allowed_after_return,precondition_blocker_resolution_ready_after_return,query_execution_allowed_after_return,result_capture_allowed_after_return,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0029,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0029,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0030,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0030,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0031,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0031,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0032,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0032,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0033,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0033,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0034,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0034,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0035,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0035,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0036,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0036,DMOI-RF-LSS-BCRPBLK-BLOCK-003,DMOI-RF-LSS-BCRPBEDPC-BLOCK-003,approved_query_term_present,query_term_return_owner,all_criteria_decisions_recorded,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0037,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0037,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-004,approved_query_term_present,query_term_return_owner,all_criteria_passed,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0038,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0038,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-004,approved_query_term_present,query_term_return_owner,all_criteria_passed,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0039,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0039,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-004,approved_query_term_present,query_term_return_owner,all_criteria_passed,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0040,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0040,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-004,approved_query_term_present,query_term_return_owner,all_criteria_passed,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0041,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0041,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-004,approved_query_term_present,query_term_return_owner,all_criteria_passed,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0042,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0042,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-004,approved_query_term_present,query_term_return_owner,all_criteria_passed,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0043,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0043,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-004,approved_query_term_present,query_term_return_owner,all_criteria_passed,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0044,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0044,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-004,approved_query_term_present,query_term_return_owner,all_criteria_passed,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0045,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0045,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-004,approved_query_term_present,query_term_return_owner,all_criteria_passed,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0046,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0046,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-004,approved_query_term_present,query_term_return_owner,all_criteria_passed,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0047,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0047,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-004,approved_query_term_present,query_term_return_owner,all_criteria_passed,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0048,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0048,DMOI-RF-LSS-BCRPBLK-BLOCK-004,DMOI-RF-LSS-BCRPBEDPC-BLOCK-004,approved_query_term_present,query_term_return_owner,all_criteria_passed,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0049,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0049,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-005,approved_query_term_present,query_term_return_owner,no_criteria_failed,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0050,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0050,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-005,approved_query_term_present,query_term_return_owner,no_criteria_failed,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0051,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0051,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-005,approved_query_term_present,query_term_return_owner,no_criteria_failed,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0052,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0052,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-005,approved_query_term_present,query_term_return_owner,no_criteria_failed,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0053,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0053,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-005,approved_query_term_present,query_term_return_owner,no_criteria_failed,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0054,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0054,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-005,approved_query_term_present,query_term_return_owner,no_criteria_failed,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0055,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0055,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-005,approved_query_term_present,query_term_return_owner,no_criteria_failed,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0056,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0056,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-005,approved_query_term_present,query_term_return_owner,no_criteria_failed,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0057,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0057,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-005,approved_query_term_present,query_term_return_owner,no_criteria_failed,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0058,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0058,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-005,approved_query_term_present,query_term_return_owner,no_criteria_failed,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0059,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0059,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-005,approved_query_term_present,query_term_return_owner,no_criteria_failed,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0060,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0060,DMOI-RF-LSS-BCRPBLK-BLOCK-005,DMOI-RF-LSS-BCRPBEDPC-BLOCK-005,approved_query_term_present,query_term_return_owner,no_criteria_failed,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0061,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0061,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0062,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0062,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0063,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0063,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0064,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0064,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0065,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0065,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0066,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0066,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0067,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0067,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0068,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0068,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0069,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0069,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,allowed_true_precondition_update_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0070,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0070,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0071,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0071,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0072,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0072,DMOI-RF-LSS-BCRPBLK-BLOCK-006,DMOI-RF-LSS-BCRPBEDPC-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPBRR-REQ-0073,DMOI-RF-LSS-BCRPBEDPBLK-BLOCK-0073,DMOI-RF-LSS-BCRPBLK-BLOCK-007,DMOI-RF-LSS-BCRPBEDPC-BLOCK-007,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
