precondition_blocker_return_row_id,parent_precondition_blocker_resolution_request_row_id,parent_precondition_blocker_row_id,blocker_class,blocker_owner_class,precondition_name,return_fields_filled,request_packet_started,request_dispatched,return_received,precondition_blocker_resolved,true_precondition_update_allowed_after_return,class_resolution_ready_after_return,query_execution_allowed_after_return,result_capture_allowed_after_return,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBRL-RET-023,DMOI-RF-LSS-BCRPBRR-REQ-023,DMOI-RF-LSS-BCRPBLK-BLOCK-023,capture_policy_finalized,capture_policy_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-024,DMOI-RF-LSS-BCRPBRR-REQ-024,DMOI-RF-LSS-BCRPBLK-BLOCK-024,capture_policy_finalized,capture_policy_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-025,DMOI-RF-LSS-BCRPBRR-REQ-025,DMOI-RF-LSS-BCRPBLK-BLOCK-025,capture_policy_return_received,capture_policy_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-026,DMOI-RF-LSS-BCRPBRR-REQ-026,DMOI-RF-LSS-BCRPBLK-BLOCK-026,capture_policy_return_received,capture_policy_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-027,DMOI-RF-LSS-BCRPBRR-REQ-027,DMOI-RF-LSS-BCRPBLK-BLOCK-027,capture_policy_return_received,capture_policy_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-028,DMOI-RF-LSS-BCRPBRR-REQ-028,DMOI-RF-LSS-BCRPBLK-BLOCK-028,capture_policy_return_received,capture_policy_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-029,DMOI-RF-LSS-BCRPBRR-REQ-029,DMOI-RF-LSS-BCRPBLK-BLOCK-029,capture_policy_return_received,capture_policy_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-030,DMOI-RF-LSS-BCRPBRR-REQ-030,DMOI-RF-LSS-BCRPBLK-BLOCK-030,capture_policy_return_received,capture_policy_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-031,DMOI-RF-LSS-BCRPBRR-REQ-031,DMOI-RF-LSS-BCRPBLK-BLOCK-031,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-032,DMOI-RF-LSS-BCRPBRR-REQ-032,DMOI-RF-LSS-BCRPBLK-BLOCK-032,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-033,DMOI-RF-LSS-BCRPBRR-REQ-033,DMOI-RF-LSS-BCRPBLK-BLOCK-033,capture_policy_return_received,capture_policy_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-034,DMOI-RF-LSS-BCRPBRR-REQ-034,DMOI-RF-LSS-BCRPBLK-BLOCK-034,capture_policy_return_received,capture_policy_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-035,DMOI-RF-LSS-BCRPBRR-REQ-035,DMOI-RF-LSS-BCRPBLK-BLOCK-035,capture_policy_return_received,capture_policy_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-036,DMOI-RF-LSS-BCRPBRR-REQ-036,DMOI-RF-LSS-BCRPBLK-BLOCK-036,capture_policy_return_received,capture_policy_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-037,DMOI-RF-LSS-BCRPBRR-REQ-037,DMOI-RF-LSS-BCRPBLK-BLOCK-037,evidence_intake_gate_reviewed,evidence_governance_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-038,DMOI-RF-LSS-BCRPBRR-REQ-038,DMOI-RF-LSS-BCRPBLK-BLOCK-038,evidence_intake_gate_reviewed,evidence_governance_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-039,DMOI-RF-LSS-BCRPBRR-REQ-039,DMOI-RF-LSS-BCRPBLK-BLOCK-039,evidence_intake_gate_reviewed,evidence_governance_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-040,DMOI-RF-LSS-BCRPBRR-REQ-040,DMOI-RF-LSS-BCRPBLK-BLOCK-040,evidence_intake_gate_reviewed,evidence_governance_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-041,DMOI-RF-LSS-BCRPBRR-REQ-041,DMOI-RF-LSS-BCRPBLK-BLOCK-041,evidence_intake_gate_reviewed,evidence_governance_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-042,DMOI-RF-LSS-BCRPBRR-REQ-042,DMOI-RF-LSS-BCRPBLK-BLOCK-042,evidence_intake_gate_reviewed,evidence_governance_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-043,DMOI-RF-LSS-BCRPBRR-REQ-043,DMOI-RF-LSS-BCRPBLK-BLOCK-043,evidence_intake_gate_reviewed,evidence_governance_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-044,DMOI-RF-LSS-BCRPBRR-REQ-044,DMOI-RF-LSS-BCRPBLK-BLOCK-044,evidence_intake_gate_reviewed,evidence_governance_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-045,DMOI-RF-LSS-BCRPBRR-REQ-045,DMOI-RF-LSS-BCRPBLK-BLOCK-045,evidence_intake_gate_reviewed,evidence_governance_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-046,DMOI-RF-LSS-BCRPBRR-REQ-046,DMOI-RF-LSS-BCRPBLK-BLOCK-046,evidence_intake_gate_reviewed,evidence_governance_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-047,DMOI-RF-LSS-BCRPBRR-REQ-047,DMOI-RF-LSS-BCRPBLK-BLOCK-047,evidence_intake_gate_reviewed,evidence_governance_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-048,DMOI-RF-LSS-BCRPBRR-REQ-048,DMOI-RF-LSS-BCRPBLK-BLOCK-048,evidence_intake_gate_reviewed,evidence_governance_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-049,DMOI-RF-LSS-BCRPBRR-REQ-049,DMOI-RF-LSS-BCRPBLK-BLOCK-049,forbidden_source_text_confirmed,evidence_governance_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-050,DMOI-RF-LSS-BCRPBRR-REQ-050,DMOI-RF-LSS-BCRPBLK-BLOCK-050,forbidden_source_text_confirmed,evidence_governance_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-051,DMOI-RF-LSS-BCRPBRR-REQ-051,DMOI-RF-LSS-BCRPBLK-BLOCK-051,forbidden_source_text_confirmed,evidence_governance_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-052,DMOI-RF-LSS-BCRPBRR-REQ-052,DMOI-RF-LSS-BCRPBLK-BLOCK-052,forbidden_source_text_confirmed,evidence_governance_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-053,DMOI-RF-LSS-BCRPBRR-REQ-053,DMOI-RF-LSS-BCRPBLK-BLOCK-053,forbidden_source_text_confirmed,evidence_governance_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-054,DMOI-RF-LSS-BCRPBRR-REQ-054,DMOI-RF-LSS-BCRPBLK-BLOCK-054,forbidden_source_text_confirmed,evidence_governance_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-055,DMOI-RF-LSS-BCRPBRR-REQ-055,DMOI-RF-LSS-BCRPBLK-BLOCK-055,forbidden_source_text_confirmed,evidence_governance_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-056,DMOI-RF-LSS-BCRPBRR-REQ-056,DMOI-RF-LSS-BCRPBLK-BLOCK-056,forbidden_source_text_confirmed,evidence_governance_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-057,DMOI-RF-LSS-BCRPBRR-REQ-057,DMOI-RF-LSS-BCRPBLK-BLOCK-057,forbidden_source_text_confirmed,evidence_governance_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-058,DMOI-RF-LSS-BCRPBRR-REQ-058,DMOI-RF-LSS-BCRPBLK-BLOCK-058,forbidden_source_text_confirmed,evidence_governance_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-059,DMOI-RF-LSS-BCRPBRR-REQ-059,DMOI-RF-LSS-BCRPBLK-BLOCK-059,forbidden_source_text_confirmed,evidence_governance_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-060,DMOI-RF-LSS-BCRPBRR-REQ-060,DMOI-RF-LSS-BCRPBLK-BLOCK-060,forbidden_source_text_confirmed,evidence_governance_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-061,DMOI-RF-LSS-BCRPBRR-REQ-061,DMOI-RF-LSS-BCRPBLK-BLOCK-061,license_terms_cleared,capture_policy_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-062,DMOI-RF-LSS-BCRPBRR-REQ-062,DMOI-RF-LSS-BCRPBLK-BLOCK-062,license_terms_cleared,capture_policy_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-063,DMOI-RF-LSS-BCRPBRR-REQ-063,DMOI-RF-LSS-BCRPBLK-BLOCK-063,license_terms_cleared,capture_policy_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-064,DMOI-RF-LSS-BCRPBRR-REQ-064,DMOI-RF-LSS-BCRPBLK-BLOCK-064,license_terms_cleared,capture_policy_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-065,DMOI-RF-LSS-BCRPBRR-REQ-065,DMOI-RF-LSS-BCRPBLK-BLOCK-065,license_terms_cleared,capture_policy_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-066,DMOI-RF-LSS-BCRPBRR-REQ-066,DMOI-RF-LSS-BCRPBLK-BLOCK-066,license_terms_cleared,capture_policy_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-067,DMOI-RF-LSS-BCRPBRR-REQ-067,DMOI-RF-LSS-BCRPBLK-BLOCK-067,license_terms_cleared,capture_policy_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-068,DMOI-RF-LSS-BCRPBRR-REQ-068,DMOI-RF-LSS-BCRPBLK-BLOCK-068,license_terms_cleared,capture_policy_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-069,DMOI-RF-LSS-BCRPBRR-REQ-069,DMOI-RF-LSS-BCRPBLK-BLOCK-069,license_terms_cleared,capture_policy_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-070,DMOI-RF-LSS-BCRPBRR-REQ-070,DMOI-RF-LSS-BCRPBLK-BLOCK-070,license_terms_cleared,capture_policy_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-071,DMOI-RF-LSS-BCRPBRR-REQ-071,DMOI-RF-LSS-BCRPBLK-BLOCK-071,license_terms_cleared,capture_policy_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-072,DMOI-RF-LSS-BCRPBRR-REQ-072,DMOI-RF-LSS-BCRPBLK-BLOCK-072,license_terms_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-073,DMOI-RF-LSS-BCRPBRR-REQ-073,DMOI-RF-LSS-BCRPBLK-BLOCK-073,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-074,DMOI-RF-LSS-BCRPBRR-REQ-074,DMOI-RF-LSS-BCRPBLK-BLOCK-074,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-075,DMOI-RF-LSS-BCRPBRR-REQ-075,DMOI-RF-LSS-BCRPBLK-BLOCK-075,privacy_review_cleared,capture_policy_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-076,DMOI-RF-LSS-BCRPBRR-REQ-076,DMOI-RF-LSS-BCRPBLK-BLOCK-076,privacy_review_cleared,capture_policy_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-077,DMOI-RF-LSS-BCRPBRR-REQ-077,DMOI-RF-LSS-BCRPBLK-BLOCK-077,privacy_review_cleared,capture_policy_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-078,DMOI-RF-LSS-BCRPBRR-REQ-078,DMOI-RF-LSS-BCRPBLK-BLOCK-078,privacy_review_cleared,capture_policy_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-079,DMOI-RF-LSS-BCRPBRR-REQ-079,DMOI-RF-LSS-BCRPBLK-BLOCK-079,privacy_review_cleared,capture_policy_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-080,DMOI-RF-LSS-BCRPBRR-REQ-080,DMOI-RF-LSS-BCRPBLK-BLOCK-080,privacy_review_cleared,capture_policy_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-081,DMOI-RF-LSS-BCRPBRR-REQ-081,DMOI-RF-LSS-BCRPBLK-BLOCK-081,privacy_review_cleared,capture_policy_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-082,DMOI-RF-LSS-BCRPBRR-REQ-082,DMOI-RF-LSS-BCRPBLK-BLOCK-082,privacy_review_cleared,capture_policy_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-083,DMOI-RF-LSS-BCRPBRR-REQ-083,DMOI-RF-LSS-BCRPBLK-BLOCK-083,privacy_review_cleared,capture_policy_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-084,DMOI-RF-LSS-BCRPBRR-REQ-084,DMOI-RF-LSS-BCRPBLK-BLOCK-084,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-085,DMOI-RF-LSS-BCRPBRR-REQ-085,DMOI-RF-LSS-BCRPBLK-BLOCK-085,query_execution_authorized,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-086,DMOI-RF-LSS-BCRPBRR-REQ-086,DMOI-RF-LSS-BCRPBLK-BLOCK-086,query_execution_authorized,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-087,DMOI-RF-LSS-BCRPBRR-REQ-087,DMOI-RF-LSS-BCRPBLK-BLOCK-087,query_execution_authorized,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-088,DMOI-RF-LSS-BCRPBRR-REQ-088,DMOI-RF-LSS-BCRPBLK-BLOCK-088,query_execution_authorized,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-089,DMOI-RF-LSS-BCRPBRR-REQ-089,DMOI-RF-LSS-BCRPBLK-BLOCK-089,query_execution_authorized,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-090,DMOI-RF-LSS-BCRPBRR-REQ-090,DMOI-RF-LSS-BCRPBLK-BLOCK-090,query_execution_authorized,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-091,DMOI-RF-LSS-BCRPBRR-REQ-091,DMOI-RF-LSS-BCRPBLK-BLOCK-091,query_execution_authorized,query_term_return_owner,evidence_source_pointers_reviewed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-092,DMOI-RF-LSS-BCRPBRR-REQ-092,DMOI-RF-LSS-BCRPBLK-BLOCK-092,query_execution_authorized,query_term_return_owner,source_text_prohibition_confirmed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-093,DMOI-RF-LSS-BCRPBRR-REQ-093,DMOI-RF-LSS-BCRPBLK-BLOCK-093,query_execution_authorized,query_term_return_owner,allowed_update_scope_bounded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-094,DMOI-RF-LSS-BCRPBRR-REQ-094,DMOI-RF-LSS-BCRPBLK-BLOCK-094,query_execution_authorized,query_term_return_owner,authority_role_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-095,DMOI-RF-LSS-BCRPBRR-REQ-095,DMOI-RF-LSS-BCRPBLK-BLOCK-095,query_execution_authorized,query_term_return_owner,downstream_query_gate_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-096,DMOI-RF-LSS-BCRPBRR-REQ-096,DMOI-RF-LSS-BCRPBLK-BLOCK-096,query_execution_authorized,query_term_return_owner,downstream_surface_translation_gates_separate,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-097,DMOI-RF-LSS-BCRPBRR-REQ-097,DMOI-RF-LSS-BCRPBLK-BLOCK-097,query_string_filled,query_term_return_owner,decision_row_linkage_validated,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-098,DMOI-RF-LSS-BCRPBRR-REQ-098,DMOI-RF-LSS-BCRPBLK-BLOCK-098,query_string_filled,query_term_return_owner,all_decision_fields_filled,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-099,DMOI-RF-LSS-BCRPBRR-REQ-099,DMOI-RF-LSS-BCRPBLK-BLOCK-099,query_string_filled,query_term_return_owner,all_criteria_decisions_recorded,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-100,DMOI-RF-LSS-BCRPBRR-REQ-100,DMOI-RF-LSS-BCRPBLK-BLOCK-100,query_string_filled,query_term_return_owner,all_criteria_passed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-101,DMOI-RF-LSS-BCRPBRR-REQ-101,DMOI-RF-LSS-BCRPBLK-BLOCK-101,query_string_filled,query_term_return_owner,no_criteria_failed,0,false,false,false,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBRL-RET-102,DMOI-RF-LSS-BCRPBRR-REQ-102,DMOI-RF-LSS-BCRPBLK-BLOCK-102,query_string_filled,query_term_return_owner,evidence_values_reviewed,0,false,false,false,false,false,false,false,false,false,false
