criteria_decision_row_id,parent_evidence_intake_row_id,parent_criterion_row_id,parent_precondition_blocker_return_row_id,parent_precondition_blocker_row_id,blocker_class,blocker_owner_class,precondition_name,criterion_type,decision_recorded,criterion_passed,criterion_failed,criterion_unfilled,precondition_blocker_resolution_allowed_after_decision,true_precondition_update_allowed_after_decision,query_execution_allowed_after_decision,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBEDL-DEC-021,DMOI-RF-LSS-BCRPBEI-EVID-021,DMOI-RF-LSS-BCRPBER-CRIT-021,DMOI-RF-LSS-BCRPBRL-RET-006,DMOI-RF-LSS-BCRPBLK-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-022,DMOI-RF-LSS-BCRPBEI-EVID-022,DMOI-RF-LSS-BCRPBER-CRIT-022,DMOI-RF-LSS-BCRPBRL-RET-006,DMOI-RF-LSS-BCRPBLK-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,precondition_blocker_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-023,DMOI-RF-LSS-BCRPBEI-EVID-023,DMOI-RF-LSS-BCRPBER-CRIT-023,DMOI-RF-LSS-BCRPBRL-RET-006,DMOI-RF-LSS-BCRPBLK-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,true_precondition_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-024,DMOI-RF-LSS-BCRPBEI-EVID-024,DMOI-RF-LSS-BCRPBER-CRIT-024,DMOI-RF-LSS-BCRPBRL-RET-006,DMOI-RF-LSS-BCRPBLK-BLOCK-006,approved_query_term_present,query_term_return_owner,evidence_values_reviewed,source_text_and_downstream_gate_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-025,DMOI-RF-LSS-BCRPBEI-EVID-025,DMOI-RF-LSS-BCRPBER-CRIT-025,DMOI-RF-LSS-BCRPBRL-RET-007,DMOI-RF-LSS-BCRPBLK-BLOCK-007,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-026,DMOI-RF-LSS-BCRPBEI-EVID-026,DMOI-RF-LSS-BCRPBER-CRIT-026,DMOI-RF-LSS-BCRPBRL-RET-007,DMOI-RF-LSS-BCRPBLK-BLOCK-007,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,precondition_blocker_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-027,DMOI-RF-LSS-BCRPBEI-EVID-027,DMOI-RF-LSS-BCRPBER-CRIT-027,DMOI-RF-LSS-BCRPBRL-RET-007,DMOI-RF-LSS-BCRPBLK-BLOCK-007,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,true_precondition_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-028,DMOI-RF-LSS-BCRPBEI-EVID-028,DMOI-RF-LSS-BCRPBER-CRIT-028,DMOI-RF-LSS-BCRPBRL-RET-007,DMOI-RF-LSS-BCRPBLK-BLOCK-007,approved_query_term_present,query_term_return_owner,evidence_source_pointers_reviewed,source_text_and_downstream_gate_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-029,DMOI-RF-LSS-BCRPBEI-EVID-029,DMOI-RF-LSS-BCRPBER-CRIT-029,DMOI-RF-LSS-BCRPBRL-RET-008,DMOI-RF-LSS-BCRPBLK-BLOCK-008,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-030,DMOI-RF-LSS-BCRPBEI-EVID-030,DMOI-RF-LSS-BCRPBER-CRIT-030,DMOI-RF-LSS-BCRPBRL-RET-008,DMOI-RF-LSS-BCRPBLK-BLOCK-008,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,precondition_blocker_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-031,DMOI-RF-LSS-BCRPBEI-EVID-031,DMOI-RF-LSS-BCRPBER-CRIT-031,DMOI-RF-LSS-BCRPBRL-RET-008,DMOI-RF-LSS-BCRPBLK-BLOCK-008,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,true_precondition_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-032,DMOI-RF-LSS-BCRPBEI-EVID-032,DMOI-RF-LSS-BCRPBER-CRIT-032,DMOI-RF-LSS-BCRPBRL-RET-008,DMOI-RF-LSS-BCRPBLK-BLOCK-008,approved_query_term_present,query_term_return_owner,source_text_prohibition_confirmed,source_text_and_downstream_gate_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-033,DMOI-RF-LSS-BCRPBEI-EVID-033,DMOI-RF-LSS-BCRPBER-CRIT-033,DMOI-RF-LSS-BCRPBRL-RET-009,DMOI-RF-LSS-BCRPBLK-BLOCK-009,approved_query_term_present,query_term_return_owner,allowed_update_scope_bounded,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-034,DMOI-RF-LSS-BCRPBEI-EVID-034,DMOI-RF-LSS-BCRPBER-CRIT-034,DMOI-RF-LSS-BCRPBRL-RET-009,DMOI-RF-LSS-BCRPBLK-BLOCK-009,approved_query_term_present,query_term_return_owner,allowed_update_scope_bounded,precondition_blocker_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-035,DMOI-RF-LSS-BCRPBEI-EVID-035,DMOI-RF-LSS-BCRPBER-CRIT-035,DMOI-RF-LSS-BCRPBRL-RET-009,DMOI-RF-LSS-BCRPBLK-BLOCK-009,approved_query_term_present,query_term_return_owner,allowed_update_scope_bounded,true_precondition_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-036,DMOI-RF-LSS-BCRPBEI-EVID-036,DMOI-RF-LSS-BCRPBER-CRIT-036,DMOI-RF-LSS-BCRPBRL-RET-009,DMOI-RF-LSS-BCRPBLK-BLOCK-009,approved_query_term_present,query_term_return_owner,allowed_update_scope_bounded,source_text_and_downstream_gate_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-037,DMOI-RF-LSS-BCRPBEI-EVID-037,DMOI-RF-LSS-BCRPBER-CRIT-037,DMOI-RF-LSS-BCRPBRL-RET-010,DMOI-RF-LSS-BCRPBLK-BLOCK-010,approved_query_term_present,query_term_return_owner,authority_role_validated,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-038,DMOI-RF-LSS-BCRPBEI-EVID-038,DMOI-RF-LSS-BCRPBER-CRIT-038,DMOI-RF-LSS-BCRPBRL-RET-010,DMOI-RF-LSS-BCRPBLK-BLOCK-010,approved_query_term_present,query_term_return_owner,authority_role_validated,precondition_blocker_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-039,DMOI-RF-LSS-BCRPBEI-EVID-039,DMOI-RF-LSS-BCRPBER-CRIT-039,DMOI-RF-LSS-BCRPBRL-RET-010,DMOI-RF-LSS-BCRPBLK-BLOCK-010,approved_query_term_present,query_term_return_owner,authority_role_validated,true_precondition_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-040,DMOI-RF-LSS-BCRPBEI-EVID-040,DMOI-RF-LSS-BCRPBER-CRIT-040,DMOI-RF-LSS-BCRPBRL-RET-010,DMOI-RF-LSS-BCRPBLK-BLOCK-010,approved_query_term_present,query_term_return_owner,authority_role_validated,source_text_and_downstream_gate_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-041,DMOI-RF-LSS-BCRPBEI-EVID-041,DMOI-RF-LSS-BCRPBER-CRIT-041,DMOI-RF-LSS-BCRPBRL-RET-011,DMOI-RF-LSS-BCRPBLK-BLOCK-011,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-042,DMOI-RF-LSS-BCRPBEI-EVID-042,DMOI-RF-LSS-BCRPBER-CRIT-042,DMOI-RF-LSS-BCRPBRL-RET-011,DMOI-RF-LSS-BCRPBLK-BLOCK-011,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,precondition_blocker_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-043,DMOI-RF-LSS-BCRPBEI-EVID-043,DMOI-RF-LSS-BCRPBER-CRIT-043,DMOI-RF-LSS-BCRPBRL-RET-011,DMOI-RF-LSS-BCRPBLK-BLOCK-011,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,true_precondition_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-044,DMOI-RF-LSS-BCRPBEI-EVID-044,DMOI-RF-LSS-BCRPBER-CRIT-044,DMOI-RF-LSS-BCRPBRL-RET-011,DMOI-RF-LSS-BCRPBLK-BLOCK-011,approved_query_term_present,query_term_return_owner,downstream_query_gate_separate,source_text_and_downstream_gate_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-045,DMOI-RF-LSS-BCRPBEI-EVID-045,DMOI-RF-LSS-BCRPBER-CRIT-045,DMOI-RF-LSS-BCRPBRL-RET-012,DMOI-RF-LSS-BCRPBLK-BLOCK-012,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-046,DMOI-RF-LSS-BCRPBEI-EVID-046,DMOI-RF-LSS-BCRPBER-CRIT-046,DMOI-RF-LSS-BCRPBRL-RET-012,DMOI-RF-LSS-BCRPBLK-BLOCK-012,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,precondition_blocker_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-047,DMOI-RF-LSS-BCRPBEI-EVID-047,DMOI-RF-LSS-BCRPBER-CRIT-047,DMOI-RF-LSS-BCRPBRL-RET-012,DMOI-RF-LSS-BCRPBLK-BLOCK-012,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,true_precondition_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-048,DMOI-RF-LSS-BCRPBEI-EVID-048,DMOI-RF-LSS-BCRPBER-CRIT-048,DMOI-RF-LSS-BCRPBRL-RET-012,DMOI-RF-LSS-BCRPBLK-BLOCK-012,approved_query_term_present,query_term_return_owner,downstream_surface_translation_gates_separate,source_text_and_downstream_gate_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-049,DMOI-RF-LSS-BCRPBEI-EVID-049,DMOI-RF-LSS-BCRPBER-CRIT-049,DMOI-RF-LSS-BCRPBRL-RET-013,DMOI-RF-LSS-BCRPBLK-BLOCK-013,capture_policy_finalized,capture_policy_return_owner,decision_row_linkage_validated,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-050,DMOI-RF-LSS-BCRPBEI-EVID-050,DMOI-RF-LSS-BCRPBER-CRIT-050,DMOI-RF-LSS-BCRPBRL-RET-013,DMOI-RF-LSS-BCRPBLK-BLOCK-013,capture_policy_finalized,capture_policy_return_owner,decision_row_linkage_validated,precondition_blocker_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-051,DMOI-RF-LSS-BCRPBEI-EVID-051,DMOI-RF-LSS-BCRPBER-CRIT-051,DMOI-RF-LSS-BCRPBRL-RET-013,DMOI-RF-LSS-BCRPBLK-BLOCK-013,capture_policy_finalized,capture_policy_return_owner,decision_row_linkage_validated,true_precondition_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-052,DMOI-RF-LSS-BCRPBEI-EVID-052,DMOI-RF-LSS-BCRPBER-CRIT-052,DMOI-RF-LSS-BCRPBRL-RET-013,DMOI-RF-LSS-BCRPBLK-BLOCK-013,capture_policy_finalized,capture_policy_return_owner,decision_row_linkage_validated,source_text_and_downstream_gate_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-053,DMOI-RF-LSS-BCRPBEI-EVID-053,DMOI-RF-LSS-BCRPBER-CRIT-053,DMOI-RF-LSS-BCRPBRL-RET-014,DMOI-RF-LSS-BCRPBLK-BLOCK-014,capture_policy_finalized,capture_policy_return_owner,all_decision_fields_filled,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-054,DMOI-RF-LSS-BCRPBEI-EVID-054,DMOI-RF-LSS-BCRPBER-CRIT-054,DMOI-RF-LSS-BCRPBRL-RET-014,DMOI-RF-LSS-BCRPBLK-BLOCK-014,capture_policy_finalized,capture_policy_return_owner,all_decision_fields_filled,precondition_blocker_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-055,DMOI-RF-LSS-BCRPBEI-EVID-055,DMOI-RF-LSS-BCRPBER-CRIT-055,DMOI-RF-LSS-BCRPBRL-RET-014,DMOI-RF-LSS-BCRPBLK-BLOCK-014,capture_policy_finalized,capture_policy_return_owner,all_decision_fields_filled,true_precondition_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-056,DMOI-RF-LSS-BCRPBEI-EVID-056,DMOI-RF-LSS-BCRPBER-CRIT-056,DMOI-RF-LSS-BCRPBRL-RET-014,DMOI-RF-LSS-BCRPBLK-BLOCK-014,capture_policy_finalized,capture_policy_return_owner,all_decision_fields_filled,source_text_and_downstream_gate_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-057,DMOI-RF-LSS-BCRPBEI-EVID-057,DMOI-RF-LSS-BCRPBER-CRIT-057,DMOI-RF-LSS-BCRPBRL-RET-015,DMOI-RF-LSS-BCRPBLK-BLOCK-015,capture_policy_finalized,capture_policy_return_owner,all_criteria_decisions_recorded,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-058,DMOI-RF-LSS-BCRPBEI-EVID-058,DMOI-RF-LSS-BCRPBER-CRIT-058,DMOI-RF-LSS-BCRPBRL-RET-015,DMOI-RF-LSS-BCRPBLK-BLOCK-015,capture_policy_finalized,capture_policy_return_owner,all_criteria_decisions_recorded,precondition_blocker_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-059,DMOI-RF-LSS-BCRPBEI-EVID-059,DMOI-RF-LSS-BCRPBER-CRIT-059,DMOI-RF-LSS-BCRPBRL-RET-015,DMOI-RF-LSS-BCRPBLK-BLOCK-015,capture_policy_finalized,capture_policy_return_owner,all_criteria_decisions_recorded,true_precondition_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-060,DMOI-RF-LSS-BCRPBEI-EVID-060,DMOI-RF-LSS-BCRPBER-CRIT-060,DMOI-RF-LSS-BCRPBRL-RET-015,DMOI-RF-LSS-BCRPBLK-BLOCK-015,capture_policy_finalized,capture_policy_return_owner,all_criteria_decisions_recorded,source_text_and_downstream_gate_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-061,DMOI-RF-LSS-BCRPBEI-EVID-061,DMOI-RF-LSS-BCRPBER-CRIT-061,DMOI-RF-LSS-BCRPBRL-RET-016,DMOI-RF-LSS-BCRPBLK-BLOCK-016,capture_policy_finalized,capture_policy_return_owner,all_criteria_passed,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-062,DMOI-RF-LSS-BCRPBEI-EVID-062,DMOI-RF-LSS-BCRPBER-CRIT-062,DMOI-RF-LSS-BCRPBRL-RET-016,DMOI-RF-LSS-BCRPBLK-BLOCK-016,capture_policy_finalized,capture_policy_return_owner,all_criteria_passed,precondition_blocker_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-063,DMOI-RF-LSS-BCRPBEI-EVID-063,DMOI-RF-LSS-BCRPBER-CRIT-063,DMOI-RF-LSS-BCRPBRL-RET-016,DMOI-RF-LSS-BCRPBLK-BLOCK-016,capture_policy_finalized,capture_policy_return_owner,all_criteria_passed,true_precondition_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-064,DMOI-RF-LSS-BCRPBEI-EVID-064,DMOI-RF-LSS-BCRPBER-CRIT-064,DMOI-RF-LSS-BCRPBRL-RET-016,DMOI-RF-LSS-BCRPBLK-BLOCK-016,capture_policy_finalized,capture_policy_return_owner,all_criteria_passed,source_text_and_downstream_gate_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-065,DMOI-RF-LSS-BCRPBEI-EVID-065,DMOI-RF-LSS-BCRPBER-CRIT-065,DMOI-RF-LSS-BCRPBRL-RET-017,DMOI-RF-LSS-BCRPBLK-BLOCK-017,capture_policy_finalized,capture_policy_return_owner,no_criteria_failed,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-066,DMOI-RF-LSS-BCRPBEI-EVID-066,DMOI-RF-LSS-BCRPBER-CRIT-066,DMOI-RF-LSS-BCRPBRL-RET-017,DMOI-RF-LSS-BCRPBLK-BLOCK-017,capture_policy_finalized,capture_policy_return_owner,no_criteria_failed,precondition_blocker_scope_match,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-067,DMOI-RF-LSS-BCRPBEI-EVID-067,DMOI-RF-LSS-BCRPBER-CRIT-067,DMOI-RF-LSS-BCRPBRL-RET-017,DMOI-RF-LSS-BCRPBLK-BLOCK-017,capture_policy_finalized,capture_policy_return_owner,no_criteria_failed,true_precondition_update_scope_bounded,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-068,DMOI-RF-LSS-BCRPBEI-EVID-068,DMOI-RF-LSS-BCRPBER-CRIT-068,DMOI-RF-LSS-BCRPBRL-RET-017,DMOI-RF-LSS-BCRPBLK-BLOCK-017,capture_policy_finalized,capture_policy_return_owner,no_criteria_failed,source_text_and_downstream_gate_limits_confirmed,false,false,false,true,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDL-DEC-069,DMOI-RF-LSS-BCRPBEI-EVID-069,DMOI-RF-LSS-BCRPBER-CRIT-069,DMOI-RF-LSS-BCRPBRL-RET-018,DMOI-RF-LSS-BCRPBLK-BLOCK-018,capture_policy_finalized,capture_policy_return_owner,evidence_values_reviewed,dated_non_personal_return_identity,false,false,false,true,false,false,false,false,false
