criteria_decision_row_id,parent_evidence_intake_row_id,parent_criterion_row_id,parent_return_evidence_criteria_row_id,parent_ledger_row_id,parent_reviewer_scope_row_id,parent_gap_check_row_id,parent_pointer_row_id,packet_unit,reviewer_role,criterion_type,required_future_evidence_class,decision_date,decision_authority_role,criterion_decision,decision_basis_pointer,decision_fields_filled,criteria_decision_recorded
ODRF-RSCOPE-EVID-DEC-028,ODRF-RSCOPE-EVID-028,ODRF-RSCOPE-ECR-CRIT-028,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,source_system_and_license_scope_complete,source_system_license_scope_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-029,ODRF-RSCOPE-EVID-029,ODRF-RSCOPE-ECR-CRIT-029,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,line_span_permission_metadata_only,,,,,0,false
ODRF-RSCOPE-EVID-DEC-030,ODRF-RSCOPE-EVID-030,ODRF-RSCOPE-ECR-CRIT-030,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,source_text_gate_limit_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-031,ODRF-RSCOPE-EVID-031,ODRF-RSCOPE-ECR-CRIT-031,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,downstream_review_requirement_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-032,ODRF-RSCOPE-EVID-032,ODRF-RSCOPE-ECR-CRIT-032,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,negative_content_and_readiness_guardrail_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-033,ODRF-RSCOPE-EVID-033,ODRF-RSCOPE-ECR-CRIT-033,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-034,ODRF-RSCOPE-EVID-034,ODRF-RSCOPE-ECR-CRIT-034,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,reviewer_scope_row_match,row_linkage_and_scope_match_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-035,ODRF-RSCOPE-EVID-035,ODRF-RSCOPE-ECR-CRIT-035,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,scope_decision_completeness,scope_decision_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-036,ODRF-RSCOPE-EVID-036,ODRF-RSCOPE-ECR-CRIT-036,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_system_and_license_scope_complete,source_system_license_scope_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-037,ODRF-RSCOPE-EVID-037,ODRF-RSCOPE-ECR-CRIT-037,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,line_span_permission_metadata_only,,,,,0,false
ODRF-RSCOPE-EVID-DEC-038,ODRF-RSCOPE-EVID-038,ODRF-RSCOPE-ECR-CRIT-038,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,source_text_gate_limit_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-039,ODRF-RSCOPE-EVID-039,ODRF-RSCOPE-ECR-CRIT-039,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,downstream_review_requirement_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-040,ODRF-RSCOPE-EVID-040,ODRF-RSCOPE-ECR-CRIT-040,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,negative_content_and_readiness_guardrail_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-041,ODRF-RSCOPE-EVID-041,ODRF-RSCOPE-ECR-CRIT-041,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-042,ODRF-RSCOPE-EVID-042,ODRF-RSCOPE-ECR-CRIT-042,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,reviewer_scope_row_match,row_linkage_and_scope_match_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-043,ODRF-RSCOPE-EVID-043,ODRF-RSCOPE-ECR-CRIT-043,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,scope_decision_completeness,scope_decision_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-044,ODRF-RSCOPE-EVID-044,ODRF-RSCOPE-ECR-CRIT-044,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,source_system_and_license_scope_complete,source_system_license_scope_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-045,ODRF-RSCOPE-EVID-045,ODRF-RSCOPE-ECR-CRIT-045,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,line_span_permission_metadata_only,,,,,0,false
ODRF-RSCOPE-EVID-DEC-046,ODRF-RSCOPE-EVID-046,ODRF-RSCOPE-ECR-CRIT-046,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,source_text_gate_limit_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-047,ODRF-RSCOPE-EVID-047,ODRF-RSCOPE-ECR-CRIT-047,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,downstream_review_requirement_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-048,ODRF-RSCOPE-EVID-048,ODRF-RSCOPE-ECR-CRIT-048,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,negative_content_and_readiness_guardrail_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-049,ODRF-RSCOPE-EVID-049,ODRF-RSCOPE-ECR-CRIT-049,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-050,ODRF-RSCOPE-EVID-050,ODRF-RSCOPE-ECR-CRIT-050,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,reviewer_scope_row_match,row_linkage_and_scope_match_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-051,ODRF-RSCOPE-EVID-051,ODRF-RSCOPE-ECR-CRIT-051,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,scope_decision_completeness,scope_decision_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-052,ODRF-RSCOPE-EVID-052,ODRF-RSCOPE-ECR-CRIT-052,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,source_system_and_license_scope_complete,source_system_license_scope_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-053,ODRF-RSCOPE-EVID-053,ODRF-RSCOPE-ECR-CRIT-053,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,line_span_permission_boolean_non_textual,line_span_permission_metadata_only,,,,,0,false
ODRF-RSCOPE-EVID-DEC-054,ODRF-RSCOPE-EVID-054,ODRF-RSCOPE-ECR-CRIT-054,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,source_text_capture_still_separately_blocked,source_text_gate_limit_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-055,ODRF-RSCOPE-EVID-055,ODRF-RSCOPE-ECR-CRIT-055,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,local_bridge_translation_review_requirements_explicit,downstream_review_requirement_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-056,ODRF-RSCOPE-EVID-056,ODRF-RSCOPE-ECR-CRIT-056,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,forbidden_content_absent_and_no_readiness_claim,negative_content_and_readiness_guardrail_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-057,ODRF-RSCOPE-EVID-057,ODRF-RSCOPE-ECR-CRIT-057,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-058,ODRF-RSCOPE-EVID-058,ODRF-RSCOPE-ECR-CRIT-058,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,reviewer_scope_row_match,row_linkage_and_scope_match_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-059,ODRF-RSCOPE-EVID-059,ODRF-RSCOPE-ECR-CRIT-059,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,scope_decision_completeness,scope_decision_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-060,ODRF-RSCOPE-EVID-060,ODRF-RSCOPE-ECR-CRIT-060,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,source_system_and_license_scope_complete,source_system_license_scope_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-061,ODRF-RSCOPE-EVID-061,ODRF-RSCOPE-ECR-CRIT-061,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,line_span_permission_metadata_only,,,,,0,false
ODRF-RSCOPE-EVID-DEC-062,ODRF-RSCOPE-EVID-062,ODRF-RSCOPE-ECR-CRIT-062,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,source_text_gate_limit_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-063,ODRF-RSCOPE-EVID-063,ODRF-RSCOPE-ECR-CRIT-063,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,downstream_review_requirement_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-064,ODRF-RSCOPE-EVID-064,ODRF-RSCOPE-ECR-CRIT-064,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,negative_content_and_readiness_guardrail_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-065,ODRF-RSCOPE-EVID-065,ODRF-RSCOPE-ECR-CRIT-065,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,dated_non_personal_return_identity,dated_non_personal_return_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-066,ODRF-RSCOPE-EVID-066,ODRF-RSCOPE-ECR-CRIT-066,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,reviewer_scope_row_match,row_linkage_and_scope_match_metadata,,,,,0,false
ODRF-RSCOPE-EVID-DEC-067,ODRF-RSCOPE-EVID-067,ODRF-RSCOPE-ECR-CRIT-067,ODRF-RSCOPE-ECR-09,ODRF-RSCOPE-LEDGER-09,ODRF-RSCOPE-09,ODRF-ATTR-GAP-09,ODRF-PTR-09,finite_infinite_equinumerosity,advanced_scope_reviewer,scope_decision_completeness,scope_decision_metadata,,,,,0,false
