precondition_blocker_resolution_precondition_row_id,parent_precondition_blocker_row_id,parent_precondition_blocker_return_row_id,blocker_class,blocker_owner_class,precondition_name,decision_rows_required,true_precondition_cells,false_precondition_cells,criteria_rows_unfilled,precondition_blocker_resolution_ready,blocker_resolution_allowed_now,true_precondition_update_allowed_now,query_execution_allowed_now,result_capture_allowed_now,surface_gate_opened,translation_gate_opened
DMOI-RF-LSS-BCRPBEDPC-BLOCK-015,DMOI-RF-LSS-BCRPBLK-BLOCK-015,DMOI-RF-LSS-BCRPBRL-RET-015,capture_policy_finalized,capture_policy_return_owner,all_criteria_decisions_recorded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-016,DMOI-RF-LSS-BCRPBLK-BLOCK-016,DMOI-RF-LSS-BCRPBRL-RET-016,capture_policy_finalized,capture_policy_return_owner,all_criteria_passed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-017,DMOI-RF-LSS-BCRPBLK-BLOCK-017,DMOI-RF-LSS-BCRPBRL-RET-017,capture_policy_finalized,capture_policy_return_owner,no_criteria_failed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-018,DMOI-RF-LSS-BCRPBLK-BLOCK-018,DMOI-RF-LSS-BCRPBRL-RET-018,capture_policy_finalized,capture_policy_return_owner,evidence_values_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-019,DMOI-RF-LSS-BCRPBLK-BLOCK-019,DMOI-RF-LSS-BCRPBRL-RET-019,capture_policy_finalized,capture_policy_return_owner,evidence_source_pointers_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-020,DMOI-RF-LSS-BCRPBLK-BLOCK-020,DMOI-RF-LSS-BCRPBRL-RET-020,capture_policy_finalized,capture_policy_return_owner,source_text_prohibition_confirmed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-021,DMOI-RF-LSS-BCRPBLK-BLOCK-021,DMOI-RF-LSS-BCRPBRL-RET-021,capture_policy_finalized,capture_policy_return_owner,allowed_update_scope_bounded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-022,DMOI-RF-LSS-BCRPBLK-BLOCK-022,DMOI-RF-LSS-BCRPBRL-RET-022,capture_policy_finalized,capture_policy_return_owner,authority_role_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-023,DMOI-RF-LSS-BCRPBLK-BLOCK-023,DMOI-RF-LSS-BCRPBRL-RET-023,capture_policy_finalized,capture_policy_return_owner,downstream_query_gate_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-024,DMOI-RF-LSS-BCRPBLK-BLOCK-024,DMOI-RF-LSS-BCRPBRL-RET-024,capture_policy_finalized,capture_policy_return_owner,downstream_surface_translation_gates_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-025,DMOI-RF-LSS-BCRPBLK-BLOCK-025,DMOI-RF-LSS-BCRPBRL-RET-025,capture_policy_return_received,capture_policy_return_owner,decision_row_linkage_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-026,DMOI-RF-LSS-BCRPBLK-BLOCK-026,DMOI-RF-LSS-BCRPBRL-RET-026,capture_policy_return_received,capture_policy_return_owner,all_decision_fields_filled,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-027,DMOI-RF-LSS-BCRPBLK-BLOCK-027,DMOI-RF-LSS-BCRPBRL-RET-027,capture_policy_return_received,capture_policy_return_owner,all_criteria_decisions_recorded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-028,DMOI-RF-LSS-BCRPBLK-BLOCK-028,DMOI-RF-LSS-BCRPBRL-RET-028,capture_policy_return_received,capture_policy_return_owner,all_criteria_passed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-029,DMOI-RF-LSS-BCRPBLK-BLOCK-029,DMOI-RF-LSS-BCRPBRL-RET-029,capture_policy_return_received,capture_policy_return_owner,no_criteria_failed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-030,DMOI-RF-LSS-BCRPBLK-BLOCK-030,DMOI-RF-LSS-BCRPBRL-RET-030,capture_policy_return_received,capture_policy_return_owner,evidence_values_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-031,DMOI-RF-LSS-BCRPBLK-BLOCK-031,DMOI-RF-LSS-BCRPBRL-RET-031,capture_policy_return_received,capture_policy_return_owner,evidence_source_pointers_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-032,DMOI-RF-LSS-BCRPBLK-BLOCK-032,DMOI-RF-LSS-BCRPBRL-RET-032,capture_policy_return_received,capture_policy_return_owner,source_text_prohibition_confirmed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-033,DMOI-RF-LSS-BCRPBLK-BLOCK-033,DMOI-RF-LSS-BCRPBRL-RET-033,capture_policy_return_received,capture_policy_return_owner,allowed_update_scope_bounded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-034,DMOI-RF-LSS-BCRPBLK-BLOCK-034,DMOI-RF-LSS-BCRPBRL-RET-034,capture_policy_return_received,capture_policy_return_owner,authority_role_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-035,DMOI-RF-LSS-BCRPBLK-BLOCK-035,DMOI-RF-LSS-BCRPBRL-RET-035,capture_policy_return_received,capture_policy_return_owner,downstream_query_gate_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-036,DMOI-RF-LSS-BCRPBLK-BLOCK-036,DMOI-RF-LSS-BCRPBRL-RET-036,capture_policy_return_received,capture_policy_return_owner,downstream_surface_translation_gates_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-037,DMOI-RF-LSS-BCRPBLK-BLOCK-037,DMOI-RF-LSS-BCRPBRL-RET-037,evidence_intake_gate_reviewed,evidence_governance_owner,decision_row_linkage_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-038,DMOI-RF-LSS-BCRPBLK-BLOCK-038,DMOI-RF-LSS-BCRPBRL-RET-038,evidence_intake_gate_reviewed,evidence_governance_owner,all_decision_fields_filled,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-039,DMOI-RF-LSS-BCRPBLK-BLOCK-039,DMOI-RF-LSS-BCRPBRL-RET-039,evidence_intake_gate_reviewed,evidence_governance_owner,all_criteria_decisions_recorded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-040,DMOI-RF-LSS-BCRPBLK-BLOCK-040,DMOI-RF-LSS-BCRPBRL-RET-040,evidence_intake_gate_reviewed,evidence_governance_owner,all_criteria_passed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-041,DMOI-RF-LSS-BCRPBLK-BLOCK-041,DMOI-RF-LSS-BCRPBRL-RET-041,evidence_intake_gate_reviewed,evidence_governance_owner,no_criteria_failed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-042,DMOI-RF-LSS-BCRPBLK-BLOCK-042,DMOI-RF-LSS-BCRPBRL-RET-042,evidence_intake_gate_reviewed,evidence_governance_owner,evidence_values_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-043,DMOI-RF-LSS-BCRPBLK-BLOCK-043,DMOI-RF-LSS-BCRPBRL-RET-043,evidence_intake_gate_reviewed,evidence_governance_owner,evidence_source_pointers_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-044,DMOI-RF-LSS-BCRPBLK-BLOCK-044,DMOI-RF-LSS-BCRPBRL-RET-044,evidence_intake_gate_reviewed,evidence_governance_owner,source_text_prohibition_confirmed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-045,DMOI-RF-LSS-BCRPBLK-BLOCK-045,DMOI-RF-LSS-BCRPBRL-RET-045,evidence_intake_gate_reviewed,evidence_governance_owner,allowed_update_scope_bounded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-046,DMOI-RF-LSS-BCRPBLK-BLOCK-046,DMOI-RF-LSS-BCRPBRL-RET-046,evidence_intake_gate_reviewed,evidence_governance_owner,authority_role_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-047,DMOI-RF-LSS-BCRPBLK-BLOCK-047,DMOI-RF-LSS-BCRPBRL-RET-047,evidence_intake_gate_reviewed,evidence_governance_owner,downstream_query_gate_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-048,DMOI-RF-LSS-BCRPBLK-BLOCK-048,DMOI-RF-LSS-BCRPBRL-RET-048,evidence_intake_gate_reviewed,evidence_governance_owner,downstream_surface_translation_gates_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-049,DMOI-RF-LSS-BCRPBLK-BLOCK-049,DMOI-RF-LSS-BCRPBRL-RET-049,forbidden_source_text_confirmed,evidence_governance_owner,decision_row_linkage_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-050,DMOI-RF-LSS-BCRPBLK-BLOCK-050,DMOI-RF-LSS-BCRPBRL-RET-050,forbidden_source_text_confirmed,evidence_governance_owner,all_decision_fields_filled,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-051,DMOI-RF-LSS-BCRPBLK-BLOCK-051,DMOI-RF-LSS-BCRPBRL-RET-051,forbidden_source_text_confirmed,evidence_governance_owner,all_criteria_decisions_recorded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-052,DMOI-RF-LSS-BCRPBLK-BLOCK-052,DMOI-RF-LSS-BCRPBRL-RET-052,forbidden_source_text_confirmed,evidence_governance_owner,all_criteria_passed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-053,DMOI-RF-LSS-BCRPBLK-BLOCK-053,DMOI-RF-LSS-BCRPBRL-RET-053,forbidden_source_text_confirmed,evidence_governance_owner,no_criteria_failed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-054,DMOI-RF-LSS-BCRPBLK-BLOCK-054,DMOI-RF-LSS-BCRPBRL-RET-054,forbidden_source_text_confirmed,evidence_governance_owner,evidence_values_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-055,DMOI-RF-LSS-BCRPBLK-BLOCK-055,DMOI-RF-LSS-BCRPBRL-RET-055,forbidden_source_text_confirmed,evidence_governance_owner,evidence_source_pointers_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-056,DMOI-RF-LSS-BCRPBLK-BLOCK-056,DMOI-RF-LSS-BCRPBRL-RET-056,forbidden_source_text_confirmed,evidence_governance_owner,source_text_prohibition_confirmed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-057,DMOI-RF-LSS-BCRPBLK-BLOCK-057,DMOI-RF-LSS-BCRPBRL-RET-057,forbidden_source_text_confirmed,evidence_governance_owner,allowed_update_scope_bounded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-058,DMOI-RF-LSS-BCRPBLK-BLOCK-058,DMOI-RF-LSS-BCRPBRL-RET-058,forbidden_source_text_confirmed,evidence_governance_owner,authority_role_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-059,DMOI-RF-LSS-BCRPBLK-BLOCK-059,DMOI-RF-LSS-BCRPBRL-RET-059,forbidden_source_text_confirmed,evidence_governance_owner,downstream_query_gate_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-060,DMOI-RF-LSS-BCRPBLK-BLOCK-060,DMOI-RF-LSS-BCRPBRL-RET-060,forbidden_source_text_confirmed,evidence_governance_owner,downstream_surface_translation_gates_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-061,DMOI-RF-LSS-BCRPBLK-BLOCK-061,DMOI-RF-LSS-BCRPBRL-RET-061,license_terms_cleared,capture_policy_return_owner,decision_row_linkage_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-062,DMOI-RF-LSS-BCRPBLK-BLOCK-062,DMOI-RF-LSS-BCRPBRL-RET-062,license_terms_cleared,capture_policy_return_owner,all_decision_fields_filled,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-063,DMOI-RF-LSS-BCRPBLK-BLOCK-063,DMOI-RF-LSS-BCRPBRL-RET-063,license_terms_cleared,capture_policy_return_owner,all_criteria_decisions_recorded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-064,DMOI-RF-LSS-BCRPBLK-BLOCK-064,DMOI-RF-LSS-BCRPBRL-RET-064,license_terms_cleared,capture_policy_return_owner,all_criteria_passed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-065,DMOI-RF-LSS-BCRPBLK-BLOCK-065,DMOI-RF-LSS-BCRPBRL-RET-065,license_terms_cleared,capture_policy_return_owner,no_criteria_failed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-066,DMOI-RF-LSS-BCRPBLK-BLOCK-066,DMOI-RF-LSS-BCRPBRL-RET-066,license_terms_cleared,capture_policy_return_owner,evidence_values_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-067,DMOI-RF-LSS-BCRPBLK-BLOCK-067,DMOI-RF-LSS-BCRPBRL-RET-067,license_terms_cleared,capture_policy_return_owner,evidence_source_pointers_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-068,DMOI-RF-LSS-BCRPBLK-BLOCK-068,DMOI-RF-LSS-BCRPBRL-RET-068,license_terms_cleared,capture_policy_return_owner,source_text_prohibition_confirmed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-069,DMOI-RF-LSS-BCRPBLK-BLOCK-069,DMOI-RF-LSS-BCRPBRL-RET-069,license_terms_cleared,capture_policy_return_owner,allowed_update_scope_bounded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-070,DMOI-RF-LSS-BCRPBLK-BLOCK-070,DMOI-RF-LSS-BCRPBRL-RET-070,license_terms_cleared,capture_policy_return_owner,authority_role_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-071,DMOI-RF-LSS-BCRPBLK-BLOCK-071,DMOI-RF-LSS-BCRPBRL-RET-071,license_terms_cleared,capture_policy_return_owner,downstream_query_gate_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-072,DMOI-RF-LSS-BCRPBLK-BLOCK-072,DMOI-RF-LSS-BCRPBRL-RET-072,license_terms_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-073,DMOI-RF-LSS-BCRPBLK-BLOCK-073,DMOI-RF-LSS-BCRPBRL-RET-073,privacy_review_cleared,capture_policy_return_owner,decision_row_linkage_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-074,DMOI-RF-LSS-BCRPBLK-BLOCK-074,DMOI-RF-LSS-BCRPBRL-RET-074,privacy_review_cleared,capture_policy_return_owner,all_decision_fields_filled,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-075,DMOI-RF-LSS-BCRPBLK-BLOCK-075,DMOI-RF-LSS-BCRPBRL-RET-075,privacy_review_cleared,capture_policy_return_owner,all_criteria_decisions_recorded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-076,DMOI-RF-LSS-BCRPBLK-BLOCK-076,DMOI-RF-LSS-BCRPBRL-RET-076,privacy_review_cleared,capture_policy_return_owner,all_criteria_passed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-077,DMOI-RF-LSS-BCRPBLK-BLOCK-077,DMOI-RF-LSS-BCRPBRL-RET-077,privacy_review_cleared,capture_policy_return_owner,no_criteria_failed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-078,DMOI-RF-LSS-BCRPBLK-BLOCK-078,DMOI-RF-LSS-BCRPBRL-RET-078,privacy_review_cleared,capture_policy_return_owner,evidence_values_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-079,DMOI-RF-LSS-BCRPBLK-BLOCK-079,DMOI-RF-LSS-BCRPBRL-RET-079,privacy_review_cleared,capture_policy_return_owner,evidence_source_pointers_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-080,DMOI-RF-LSS-BCRPBLK-BLOCK-080,DMOI-RF-LSS-BCRPBRL-RET-080,privacy_review_cleared,capture_policy_return_owner,source_text_prohibition_confirmed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-081,DMOI-RF-LSS-BCRPBLK-BLOCK-081,DMOI-RF-LSS-BCRPBRL-RET-081,privacy_review_cleared,capture_policy_return_owner,allowed_update_scope_bounded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-082,DMOI-RF-LSS-BCRPBLK-BLOCK-082,DMOI-RF-LSS-BCRPBRL-RET-082,privacy_review_cleared,capture_policy_return_owner,authority_role_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-083,DMOI-RF-LSS-BCRPBLK-BLOCK-083,DMOI-RF-LSS-BCRPBRL-RET-083,privacy_review_cleared,capture_policy_return_owner,downstream_query_gate_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-084,DMOI-RF-LSS-BCRPBLK-BLOCK-084,DMOI-RF-LSS-BCRPBRL-RET-084,privacy_review_cleared,capture_policy_return_owner,downstream_surface_translation_gates_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-085,DMOI-RF-LSS-BCRPBLK-BLOCK-085,DMOI-RF-LSS-BCRPBRL-RET-085,query_execution_authorized,query_term_return_owner,decision_row_linkage_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-086,DMOI-RF-LSS-BCRPBLK-BLOCK-086,DMOI-RF-LSS-BCRPBRL-RET-086,query_execution_authorized,query_term_return_owner,all_decision_fields_filled,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-087,DMOI-RF-LSS-BCRPBLK-BLOCK-087,DMOI-RF-LSS-BCRPBRL-RET-087,query_execution_authorized,query_term_return_owner,all_criteria_decisions_recorded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-088,DMOI-RF-LSS-BCRPBLK-BLOCK-088,DMOI-RF-LSS-BCRPBRL-RET-088,query_execution_authorized,query_term_return_owner,all_criteria_passed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-089,DMOI-RF-LSS-BCRPBLK-BLOCK-089,DMOI-RF-LSS-BCRPBRL-RET-089,query_execution_authorized,query_term_return_owner,no_criteria_failed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-090,DMOI-RF-LSS-BCRPBLK-BLOCK-090,DMOI-RF-LSS-BCRPBRL-RET-090,query_execution_authorized,query_term_return_owner,evidence_values_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-091,DMOI-RF-LSS-BCRPBLK-BLOCK-091,DMOI-RF-LSS-BCRPBRL-RET-091,query_execution_authorized,query_term_return_owner,evidence_source_pointers_reviewed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-092,DMOI-RF-LSS-BCRPBLK-BLOCK-092,DMOI-RF-LSS-BCRPBRL-RET-092,query_execution_authorized,query_term_return_owner,source_text_prohibition_confirmed,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-093,DMOI-RF-LSS-BCRPBLK-BLOCK-093,DMOI-RF-LSS-BCRPBRL-RET-093,query_execution_authorized,query_term_return_owner,allowed_update_scope_bounded,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-094,DMOI-RF-LSS-BCRPBLK-BLOCK-094,DMOI-RF-LSS-BCRPBRL-RET-094,query_execution_authorized,query_term_return_owner,authority_role_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-095,DMOI-RF-LSS-BCRPBLK-BLOCK-095,DMOI-RF-LSS-BCRPBRL-RET-095,query_execution_authorized,query_term_return_owner,downstream_query_gate_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-096,DMOI-RF-LSS-BCRPBLK-BLOCK-096,DMOI-RF-LSS-BCRPBRL-RET-096,query_execution_authorized,query_term_return_owner,downstream_surface_translation_gates_separate,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-097,DMOI-RF-LSS-BCRPBLK-BLOCK-097,DMOI-RF-LSS-BCRPBRL-RET-097,query_string_filled,query_term_return_owner,decision_row_linkage_validated,4,0,12,4,false,false,false,false,false,false,false
DMOI-RF-LSS-BCRPBEDPC-BLOCK-098,DMOI-RF-LSS-BCRPBLK-BLOCK-098,DMOI-RF-LSS-BCRPBRL-RET-098,query_string_filled,query_term_return_owner,all_decision_fields_filled,4,0,12,4,false,false,false,false,false,false,false
