decision_precondition_blocker_row_id,parent_decision_precondition_checklist_row_id,parent_criteria_decision_row_id,parent_evidence_intake_row_id,parent_criterion_row_id,parent_return_evidence_criteria_row_id,parent_ledger_row_id,parent_reviewer_scope_row_id,parent_gap_check_row_id,parent_pointer_row_id,packet_unit,reviewer_role,criterion_type,source_systems_implicated,precondition_name,parent_precondition_value,blocker_status,blocker_resolved,resolution_evidence_filled,source_text_capture_allowed_after_resolution,surface_gate_opened,translation_gate_opened
ODRF-RSCOPE-DPCB-0001,ODRF-RSCOPE-DPC-001,ODRF-RSCOPE-EVID-DEC-001,ODRF-RSCOPE-EVID-001,ODRF-RSCOPE-ECR-CRIT-001,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,dated_non_personal_return_identity,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0012,ODRF-RSCOPE-DPC-002,ODRF-RSCOPE-EVID-DEC-002,ODRF-RSCOPE-EVID-002,ODRF-RSCOPE-ECR-CRIT-002,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,reviewer_scope_row_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0013,ODRF-RSCOPE-DPC-002,ODRF-RSCOPE-EVID-DEC-002,ODRF-RSCOPE-EVID-002,ODRF-RSCOPE-ECR-CRIT-002,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,reviewer_scope_row_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0014,ODRF-RSCOPE-DPC-002,ODRF-RSCOPE-EVID-DEC-002,ODRF-RSCOPE-EVID-002,ODRF-RSCOPE-ECR-CRIT-002,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,reviewer_scope_row_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_system_scope_decision_bounded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0015,ODRF-RSCOPE-DPC-002,ODRF-RSCOPE-EVID-DEC-002,ODRF-RSCOPE-EVID-002,ODRF-RSCOPE-ECR-CRIT-002,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,reviewer_scope_row_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0016,ODRF-RSCOPE-DPC-002,ODRF-RSCOPE-EVID-DEC-002,ODRF-RSCOPE-EVID-002,ODRF-RSCOPE-ECR-CRIT-002,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,reviewer_scope_row_match,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0017,ODRF-RSCOPE-DPC-003,ODRF-RSCOPE-EVID-DEC-003,ODRF-RSCOPE-EVID-003,ODRF-RSCOPE-ECR-CRIT-003,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0018,ODRF-RSCOPE-DPC-003,ODRF-RSCOPE-EVID-DEC-003,ODRF-RSCOPE-EVID-003,ODRF-RSCOPE-ECR-CRIT-003,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0019,ODRF-RSCOPE-DPC-003,ODRF-RSCOPE-EVID-DEC-003,ODRF-RSCOPE-EVID-003,ODRF-RSCOPE-ECR-CRIT-003,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0020,ODRF-RSCOPE-DPC-003,ODRF-RSCOPE-EVID-DEC-003,ODRF-RSCOPE-EVID-003,ODRF-RSCOPE-ECR-CRIT-003,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0021,ODRF-RSCOPE-DPC-003,ODRF-RSCOPE-EVID-DEC-003,ODRF-RSCOPE-EVID-003,ODRF-RSCOPE-ECR-CRIT-003,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0022,ODRF-RSCOPE-DPC-003,ODRF-RSCOPE-EVID-DEC-003,ODRF-RSCOPE-EVID-003,ODRF-RSCOPE-ECR-CRIT-003,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_system_scope_decision_bounded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0023,ODRF-RSCOPE-DPC-003,ODRF-RSCOPE-EVID-DEC-003,ODRF-RSCOPE-EVID-003,ODRF-RSCOPE-ECR-CRIT-003,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0024,ODRF-RSCOPE-DPC-003,ODRF-RSCOPE-EVID-DEC-003,ODRF-RSCOPE-EVID-003,ODRF-RSCOPE-ECR-CRIT-003,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,scope_decision_completeness,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0025,ODRF-RSCOPE-DPC-004,ODRF-RSCOPE-EVID-DEC-004,ODRF-RSCOPE-EVID-004,ODRF-RSCOPE-ECR-CRIT-004,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0026,ODRF-RSCOPE-DPC-004,ODRF-RSCOPE-EVID-DEC-004,ODRF-RSCOPE-EVID-004,ODRF-RSCOPE-ECR-CRIT-004,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0027,ODRF-RSCOPE-DPC-004,ODRF-RSCOPE-EVID-DEC-004,ODRF-RSCOPE-EVID-004,ODRF-RSCOPE-ECR-CRIT-004,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0028,ODRF-RSCOPE-DPC-004,ODRF-RSCOPE-EVID-DEC-004,ODRF-RSCOPE-EVID-004,ODRF-RSCOPE-ECR-CRIT-004,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0029,ODRF-RSCOPE-DPC-004,ODRF-RSCOPE-EVID-DEC-004,ODRF-RSCOPE-EVID-004,ODRF-RSCOPE-ECR-CRIT-004,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0030,ODRF-RSCOPE-DPC-004,ODRF-RSCOPE-EVID-DEC-004,ODRF-RSCOPE-EVID-004,ODRF-RSCOPE-ECR-CRIT-004,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_system_scope_decision_bounded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0031,ODRF-RSCOPE-DPC-004,ODRF-RSCOPE-EVID-DEC-004,ODRF-RSCOPE-EVID-004,ODRF-RSCOPE-ECR-CRIT-004,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0032,ODRF-RSCOPE-DPC-004,ODRF-RSCOPE-EVID-DEC-004,ODRF-RSCOPE-EVID-004,ODRF-RSCOPE-ECR-CRIT-004,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,source_system_and_license_scope_complete,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0033,ODRF-RSCOPE-DPC-005,ODRF-RSCOPE-EVID-DEC-005,ODRF-RSCOPE-EVID-005,ODRF-RSCOPE-ECR-CRIT-005,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0034,ODRF-RSCOPE-DPC-005,ODRF-RSCOPE-EVID-DEC-005,ODRF-RSCOPE-EVID-005,ODRF-RSCOPE-ECR-CRIT-005,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0035,ODRF-RSCOPE-DPC-005,ODRF-RSCOPE-EVID-DEC-005,ODRF-RSCOPE-EVID-005,ODRF-RSCOPE-ECR-CRIT-005,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_criteria_decisions_recorded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0036,ODRF-RSCOPE-DPC-005,ODRF-RSCOPE-EVID-DEC-005,ODRF-RSCOPE-EVID-005,ODRF-RSCOPE-ECR-CRIT-005,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,evidence_value_reviewed_or_explicitly_absent,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0037,ODRF-RSCOPE-DPC-005,ODRF-RSCOPE-EVID-DEC-005,ODRF-RSCOPE-EVID-005,ODRF-RSCOPE-ECR-CRIT-005,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_text_prohibition_confirmed,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0038,ODRF-RSCOPE-DPC-005,ODRF-RSCOPE-EVID-DEC-005,ODRF-RSCOPE-EVID-005,ODRF-RSCOPE-ECR-CRIT-005,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,source_system_scope_decision_bounded,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0039,ODRF-RSCOPE-DPC-005,ODRF-RSCOPE-EVID-DEC-005,ODRF-RSCOPE-EVID-005,ODRF-RSCOPE-ECR-CRIT-005,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_line_span_gate_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0040,ODRF-RSCOPE-DPC-005,ODRF-RSCOPE-EVID-DEC-005,ODRF-RSCOPE-EVID-005,ODRF-RSCOPE-ECR-CRIT-005,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,line_span_permission_boolean_non_textual,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,downstream_surface_translation_gates_separate,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0041,ODRF-RSCOPE-DPC-006,ODRF-RSCOPE-EVID-DEC-006,ODRF-RSCOPE-EVID-006,ODRF-RSCOPE-ECR-CRIT-006,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,decision_row_linkage_validated,false,unresolved_blank_blocker_row_only,false,false,false,false,false
ODRF-RSCOPE-DPCB-0042,ODRF-RSCOPE-DPC-006,ODRF-RSCOPE-EVID-DEC-006,ODRF-RSCOPE-EVID-006,ODRF-RSCOPE-ECR-CRIT-006,ODRF-RSCOPE-ECR-01,ODRF-RSCOPE-LEDGER-01,ODRF-RSCOPE-01,ODRF-ATTR-GAP-01,ODRF-PTR-01,proof_reading_and_definition_use,construction_governance_reviewer,source_text_capture_still_separately_blocked,OLP_CC_BY_4_0; DMOI_CONSERVATIVE_NC_SA_RECHECK_REQUIRED,all_decision_fields_filled,false,unresolved_blank_blocker_row_only,false,false,false,false,false
