criterion_row_id,parent_return_evidence_criteria_row_id,parent_ledger_row_id,parent_reviewer_scope_row_id,parent_gap_check_row_id,parent_pointer_row_id,packet_unit,reviewer_role,criterion_type,criterion_requirement,required_future_evidence_class,criterion_passed,criterion_failed,criterion_unfilled
ODRF-RSCOPE-ECR-CRIT-011,ODRF-RSCOPE-ECR-02,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,scope_decision_completeness,"Future evidence must fill packet_unit_scope_decision, defer/split/include recommendation, next gate recommendation, and confidence/scope note before any row can be considered complete.",scope_decision_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-012,ODRF-RSCOPE-ECR-02,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_system_and_license_scope_complete,"Future evidence must fill source-system decision, selected source-route scope note, mixed-license scope note, and DMOI NC/SA handling note when DMOI or mixed OLP/DMOI material is in scope.",source_system_license_scope_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-013,ODRF-RSCOPE-ECR-02,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,Future evidence may only record a boolean line-span-candidate permission and scope note; it must not include exact line spans or source prose in this rubric layer.,line_span_permission_metadata_only,false,false,true
ODRF-RSCOPE-ECR-CRIT-014,ODRF-RSCOPE-ECR-02,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,Future evidence must keep source-text capture separately blocked unless a later artifact with selected-excerpt attribution prerequisites opens that gate; this rubric does not authorize source text.,source_text_gate_limit_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-015,ODRF-RSCOPE-ECR-02,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,"Future evidence must separately state local-register review, bridge/semi-constructed surface review, and translation-owner review requirements without proposing or accepting any forms.",downstream_review_requirement_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-016,ODRF-RSCOPE-ECR-02,ODRF-RSCOPE-LEDGER-02,ODRF-RSCOPE-02,ODRF-ATTR-GAP-02,ODRF-PTR-02,sets_membership_subset_equality,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,"Future evidence must contain no copied source prose, examples, excerpts, local terms, bridge forms, translations, personal data, or publication/pilot/readiness claims.",negative_content_and_readiness_guardrail_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-017,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,dated_non_personal_return_identity,"Future evidence must identify a dated non-personal return route, reviewer role or authority class, and the exact package-115 ledger row; personal contact details are not evidence.",dated_non_personal_return_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-018,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,reviewer_scope_row_match,"Future evidence must explicitly match the package-114 reviewer-scope row, package-113 gap row, package-112 pointer row, packet unit, and reviewer role; broad language-family or unrelated route evidence does not count.",row_linkage_and_scope_match_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-019,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,scope_decision_completeness,"Future evidence must fill packet_unit_scope_decision, defer/split/include recommendation, next gate recommendation, and confidence/scope note before any row can be considered complete.",scope_decision_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-020,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_system_and_license_scope_complete,"Future evidence must fill source-system decision, selected source-route scope note, mixed-license scope note, and DMOI NC/SA handling note when DMOI or mixed OLP/DMOI material is in scope.",source_system_license_scope_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-021,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,Future evidence may only record a boolean line-span-candidate permission and scope note; it must not include exact line spans or source prose in this rubric layer.,line_span_permission_metadata_only,false,false,true
ODRF-RSCOPE-ECR-CRIT-022,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,Future evidence must keep source-text capture separately blocked unless a later artifact with selected-excerpt attribution prerequisites opens that gate; this rubric does not authorize source text.,source_text_gate_limit_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-023,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,"Future evidence must separately state local-register review, bridge/semi-constructed surface review, and translation-owner review requirements without proposing or accepting any forms.",downstream_review_requirement_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-024,ODRF-RSCOPE-ECR-03,ODRF-RSCOPE-LEDGER-03,ODRF-RSCOPE-03,ODRF-ATTR-GAP-03,ODRF-PTR-03,domain_codomain_range,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,"Future evidence must contain no copied source prose, examples, excerpts, local terms, bridge forms, translations, personal data, or publication/pilot/readiness claims.",negative_content_and_readiness_guardrail_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-025,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,dated_non_personal_return_identity,"Future evidence must identify a dated non-personal return route, reviewer role or authority class, and the exact package-115 ledger row; personal contact details are not evidence.",dated_non_personal_return_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-026,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,reviewer_scope_row_match,"Future evidence must explicitly match the package-114 reviewer-scope row, package-113 gap row, package-112 pointer row, packet unit, and reviewer role; broad language-family or unrelated route evidence does not count.",row_linkage_and_scope_match_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-027,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,scope_decision_completeness,"Future evidence must fill packet_unit_scope_decision, defer/split/include recommendation, next gate recommendation, and confidence/scope note before any row can be considered complete.",scope_decision_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-028,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,source_system_and_license_scope_complete,"Future evidence must fill source-system decision, selected source-route scope note, mixed-license scope note, and DMOI NC/SA handling note when DMOI or mixed OLP/DMOI material is in scope.",source_system_license_scope_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-029,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,Future evidence may only record a boolean line-span-candidate permission and scope note; it must not include exact line spans or source prose in this rubric layer.,line_span_permission_metadata_only,false,false,true
ODRF-RSCOPE-ECR-CRIT-030,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,Future evidence must keep source-text capture separately blocked unless a later artifact with selected-excerpt attribution prerequisites opens that gate; this rubric does not authorize source text.,source_text_gate_limit_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-031,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,"Future evidence must separately state local-register review, bridge/semi-constructed surface review, and translation-owner review requirements without proposing or accepting any forms.",downstream_review_requirement_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-032,ODRF-RSCOPE-ECR-04,ODRF-RSCOPE-LEDGER-04,ODRF-RSCOPE-04,ODRF-ATTR-GAP-04,ODRF-PTR-04,function_as_relation_boundary,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,"Future evidence must contain no copied source prose, examples, excerpts, local terms, bridge forms, translations, personal data, or publication/pilot/readiness claims.",negative_content_and_readiness_guardrail_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-033,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,dated_non_personal_return_identity,"Future evidence must identify a dated non-personal return route, reviewer role or authority class, and the exact package-115 ledger row; personal contact details are not evidence.",dated_non_personal_return_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-034,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,reviewer_scope_row_match,"Future evidence must explicitly match the package-114 reviewer-scope row, package-113 gap row, package-112 pointer row, packet unit, and reviewer role; broad language-family or unrelated route evidence does not count.",row_linkage_and_scope_match_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-035,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,scope_decision_completeness,"Future evidence must fill packet_unit_scope_decision, defer/split/include recommendation, next gate recommendation, and confidence/scope note before any row can be considered complete.",scope_decision_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-036,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_system_and_license_scope_complete,"Future evidence must fill source-system decision, selected source-route scope note, mixed-license scope note, and DMOI NC/SA handling note when DMOI or mixed OLP/DMOI material is in scope.",source_system_license_scope_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-037,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,Future evidence may only record a boolean line-span-candidate permission and scope note; it must not include exact line spans or source prose in this rubric layer.,line_span_permission_metadata_only,false,false,true
ODRF-RSCOPE-ECR-CRIT-038,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,Future evidence must keep source-text capture separately blocked unless a later artifact with selected-excerpt attribution prerequisites opens that gate; this rubric does not authorize source text.,source_text_gate_limit_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-039,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,"Future evidence must separately state local-register review, bridge/semi-constructed surface review, and translation-owner review requirements without proposing or accepting any forms.",downstream_review_requirement_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-040,ODRF-RSCOPE-ECR-05,ODRF-RSCOPE-LEDGER-05,ODRF-RSCOPE-05,ODRF-ATTR-GAP-05,ODRF-PTR-05,injective_surjective_bijective,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,"Future evidence must contain no copied source prose, examples, excerpts, local terms, bridge forms, translations, personal data, or publication/pilot/readiness claims.",negative_content_and_readiness_guardrail_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-041,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,dated_non_personal_return_identity,"Future evidence must identify a dated non-personal return route, reviewer role or authority class, and the exact package-115 ledger row; personal contact details are not evidence.",dated_non_personal_return_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-042,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,reviewer_scope_row_match,"Future evidence must explicitly match the package-114 reviewer-scope row, package-113 gap row, package-112 pointer row, packet unit, and reviewer role; broad language-family or unrelated route evidence does not count.",row_linkage_and_scope_match_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-043,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,scope_decision_completeness,"Future evidence must fill packet_unit_scope_decision, defer/split/include recommendation, next gate recommendation, and confidence/scope note before any row can be considered complete.",scope_decision_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-044,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,source_system_and_license_scope_complete,"Future evidence must fill source-system decision, selected source-route scope note, mixed-license scope note, and DMOI NC/SA handling note when DMOI or mixed OLP/DMOI material is in scope.",source_system_license_scope_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-045,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,Future evidence may only record a boolean line-span-candidate permission and scope note; it must not include exact line spans or source prose in this rubric layer.,line_span_permission_metadata_only,false,false,true
ODRF-RSCOPE-ECR-CRIT-046,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,Future evidence must keep source-text capture separately blocked unless a later artifact with selected-excerpt attribution prerequisites opens that gate; this rubric does not authorize source text.,source_text_gate_limit_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-047,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,local_bridge_translation_review_requirements_explicit,"Future evidence must separately state local-register review, bridge/semi-constructed surface review, and translation-owner review requirements without proposing or accepting any forms.",downstream_review_requirement_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-048,ODRF-RSCOPE-ECR-06,ODRF-RSCOPE-LEDGER-06,ODRF-RSCOPE-06,ODRF-ATTR-GAP-06,ODRF-PTR-06,relation_properties,domain_mathematics_reviewer,forbidden_content_absent_and_no_readiness_claim,"Future evidence must contain no copied source prose, examples, excerpts, local terms, bridge forms, translations, personal data, or publication/pilot/readiness claims.",negative_content_and_readiness_guardrail_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-049,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,dated_non_personal_return_identity,"Future evidence must identify a dated non-personal return route, reviewer role or authority class, and the exact package-115 ledger row; personal contact details are not evidence.",dated_non_personal_return_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-050,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,reviewer_scope_row_match,"Future evidence must explicitly match the package-114 reviewer-scope row, package-113 gap row, package-112 pointer row, packet unit, and reviewer role; broad language-family or unrelated route evidence does not count.",row_linkage_and_scope_match_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-051,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,scope_decision_completeness,"Future evidence must fill packet_unit_scope_decision, defer/split/include recommendation, next gate recommendation, and confidence/scope note before any row can be considered complete.",scope_decision_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-052,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,source_system_and_license_scope_complete,"Future evidence must fill source-system decision, selected source-route scope note, mixed-license scope note, and DMOI NC/SA handling note when DMOI or mixed OLP/DMOI material is in scope.",source_system_license_scope_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-053,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,line_span_permission_boolean_non_textual,Future evidence may only record a boolean line-span-candidate permission and scope note; it must not include exact line spans or source prose in this rubric layer.,line_span_permission_metadata_only,false,false,true
ODRF-RSCOPE-ECR-CRIT-054,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,source_text_capture_still_separately_blocked,Future evidence must keep source-text capture separately blocked unless a later artifact with selected-excerpt attribution prerequisites opens that gate; this rubric does not authorize source text.,source_text_gate_limit_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-055,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,local_bridge_translation_review_requirements_explicit,"Future evidence must separately state local-register review, bridge/semi-constructed surface review, and translation-owner review requirements without proposing or accepting any forms.",downstream_review_requirement_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-056,ODRF-RSCOPE-ECR-07,ODRF-RSCOPE-LEDGER-07,ODRF-RSCOPE-07,ODRF-ATTR-GAP-07,ODRF-PTR-07,equivalence_order_poset,advanced_scope_reviewer,forbidden_content_absent_and_no_readiness_claim,"Future evidence must contain no copied source prose, examples, excerpts, local terms, bridge forms, translations, personal data, or publication/pilot/readiness claims.",negative_content_and_readiness_guardrail_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-057,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,dated_non_personal_return_identity,"Future evidence must identify a dated non-personal return route, reviewer role or authority class, and the exact package-115 ledger row; personal contact details are not evidence.",dated_non_personal_return_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-058,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,reviewer_scope_row_match,"Future evidence must explicitly match the package-114 reviewer-scope row, package-113 gap row, package-112 pointer row, packet unit, and reviewer role; broad language-family or unrelated route evidence does not count.",row_linkage_and_scope_match_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-059,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,scope_decision_completeness,"Future evidence must fill packet_unit_scope_decision, defer/split/include recommendation, next gate recommendation, and confidence/scope note before any row can be considered complete.",scope_decision_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-060,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,source_system_and_license_scope_complete,"Future evidence must fill source-system decision, selected source-route scope note, mixed-license scope note, and DMOI NC/SA handling note when DMOI or mixed OLP/DMOI material is in scope.",source_system_license_scope_metadata,false,false,true
ODRF-RSCOPE-ECR-CRIT-061,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,line_span_permission_boolean_non_textual,Future evidence may only record a boolean line-span-candidate permission and scope note; it must not include exact line spans or source prose in this rubric layer.,line_span_permission_metadata_only,false,false,true
ODRF-RSCOPE-ECR-CRIT-062,ODRF-RSCOPE-ECR-08,ODRF-RSCOPE-LEDGER-08,ODRF-RSCOPE-08,ODRF-ATTR-GAP-08,ODRF-PTR-08,composition_inverse,domain_mathematics_reviewer,source_text_capture_still_separately_blocked,Future evidence must keep source-text capture separately blocked unless a later artifact with selected-excerpt attribution prerequisites opens that gate; this rubric does not authorize source text.,source_text_gate_limit_metadata,false,false,true
