"audit_generated_at_utc","witness_id","target_family","language_access_target","source_title","source_url","reachability_status","method_used","status_code","reason","final_url","content_type","content_length_header","error_type","error_message","local_path","recorded_sha256","license_permission_signal","topic_language_access_tags","audit_mode","non_claim_boundary"
"2026-07-04T20:25:24.3839341Z","R6-CR-P2-008","Creole/contact","Papiamento/Papiamentu - Aruba","Aruba bilingual education policy note","https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Pa-un-Ensenansa-Bilingual-na-Aruba-beleidsnota-1988.pdf","reachable_headers_only","HEAD","200","OK","https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Pa-un-Ensenansa-Bilingual-na-Aruba-beleidsnota-1988.pdf","application/pdf","3018364","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\aruba_papiamento_bilingual_education_policy_1988.pdf","237faf3704d9b106379c4bfe22286710438beb442a5dc0f100e54d4016b16cb8","license/reuse pending; source-owner/reviewer return required","Papiamento/Papiamentu - Aruba; creole/contact; Papiamento-in-education policy witness; source-canon","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","R6-CR-P2-009","Creole/contact","Papiamento/Papiamentu - Aruba","Aruba integrated language policy stakeholder appendix","https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Integraal-Taalbeleid-Bijlage-mei-2023.pdf","reachable_headers_only","HEAD","200","OK","https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Integraal-Taalbeleid-Bijlage-mei-2023.pdf","application/pdf","6705741","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\aruba_integraal_taalbeleid_bijlage_2023.pdf","d51701b0f50029b5a756f03b77b3770976b294125c08f807dfa20bf62785a3b2","license/reuse pending; source-owner/reviewer return required","Papiamento/Papiamentu - Aruba; creole/contact; Papiamento/eigen onderwijs policy context; source-canon","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","R6-CR-P2-013","Creole/contact","Sranan / Saramaccan / Ndyuka / Guyanese Creole","Suriname Vooruit met Taal multilingual source book","https://gov.sr/wp-content/uploads/2023/10/VOORUIT-MET-TAAL-Leerjr-8-Bronnenboek-Meertaligheid.pdf","reachable_headers_only","HEAD","200","OK","https://gov.sr/wp-content/uploads/2023/10/VOORUIT-MET-TAAL-Leerjr-8-Bronnenboek-Meertaligheid.pdf","application/pdf","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\suriname_vooruit_met_taal_leerjr8_bronnenboek_meertaligheid.pdf","f6e0652b2c9ddf835e3c374fc67f1ed5f6c6c547b49ecb9119f6d799da0f6514","license/reuse pending; source-owner/reviewer return required","Sranan / Saramaccan / Ndyuka / Guyanese Creole; creole/contact; official multilingual/Sranan/Okanisi school-language witness; source-canon","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","R6-CR-P2-014","Creole/contact","Sranan / Saramaccan / Ndyuka / Guyanese Creole","Suriname official language context page","https://gov.sr/suriname/","reachable_headers_only","HEAD","200","OK","https://gov.sr/suriname/","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\suriname_gov_language_context.html","9b50c123f707021acdfa32480c553cb32cfb7f9716000c647202bd2f07d6c058","license/reuse pending; source-owner/reviewer return required","Sranan / Saramaccan / Ndyuka / Guyanese Creole; creole/contact; official language context page mentioning Sranantongo and education language context; source-canon","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","R6-QA-SAR-003","Indigenous Americas","Aymara","Jakhukipawinaka 1 - Aymara. Fichas de trabajo de matematicas del 1st Primaria - Aimara","https://repositorio.minedu.gob.pe/handle/20.500.12799/11963","access_restricted_endpoint_present","HEAD","403","Forbidden","https://repositorio.minedu.gob.pe/handle/20.500.12799/11963","text/html","19283","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_aymara_jakhukipawinaka_matematicas_1primaria.pdf","702b3f1dcf4d949f653c696b58c22b5d060f1274ef9bd51f13a42516c9b5ea90","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Aymara; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","R6-IA-P3-003","Indigenous Americas","Bolivia Quechua candidate","Curriculo base y curriculo regionalizado de la nacion quechua","https://www.minedu.gob.bo/files/publicaciones/upiip/cr-indigenaquechua.pdf","reachable_headers_only","HEAD","200","OK","https://www.minedu.gob.bo/files/publicaciones/upiip/cr-indigenaquechua.pdf","application/pdf","7751929","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Curriculo_base_y_curriculo_regionalizado_de_la_nacion_quechua_Curriculo_base_y_curriculo_r.pdf","6ae6ed54d160805ca355600efdfea857ab1029f371dc808b968c56e291f04d9b","license/reuse pending; source-owner/reviewer return required","Bolivia Quechua; curriculum; candidate exact source; PDF; local knowledge; math-access context","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","R6-QA-SAR-001","Indigenous Americas","Quechua Central","1 yupana-Quechua Central. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Central","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","access_restricted_endpoint_present","HEAD","403","Forbidden","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","text/html","19283","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_central_1_yupana_matematicas_1primaria.pdf","2dd710ac1f78dd0efbfcdc2d031f7d2ef16bd477a525f4e9e23c11a99813e284","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Quechua Central; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","R6-QA-SAR-002","Indigenous Americas","Quechua Chanka","1 yupana-Quechua Chanka. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Chanka","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","access_restricted_endpoint_present","HEAD","403","Forbidden","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","text/html","19283","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_chanka_1_yupana_matematicas_1primaria.pdf","006de1956e982cfef9e8c75d7a54c7b06b7745dc8561383070e24f7672c68d05","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Quechua Chanka; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","R6-ASL-SAR-001","Signed language","ASL","ASL-STEM home/category index","https://aslstem.cs.washington.edu/","reachable_headers_only","HEAD","200","OK","https://aslstem.cs.washington.edu/","text/html; charset=utf-8","66235","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslstem_home.html","58c115cae26182c4ed173c46c0482ca5cf9451a8eb468cf16bf047547ad49741","Does the site permit linking, embedding, screenshots, derived stills, or only external pointers? Captured footer/status must be checked before any media reuse.","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","R6-ASL-SAR-002","Signed language","ASL","ASL-CORE Physics: Equation","https://aslcore.org/physics/entries/?id=equation","reachable_headers_only","HEAD","200","OK","https://aslcore.org/physics/entries/?id=equation","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslcore_physics_equation.html","a9fdc95f9ed5d4ac20a3d0d1e2290d3a548a3fb32455691f3809ffec9dceeccd","May the Vimeo route be linked, embedded, quoted as metadata, screenshotted, or only externally referenced?","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","R6-ASL-SAR-003","Signed language","ASL","ASL-CORE Computer Science: Array","https://aslcore.org/computerscience/entries/?id=array","reachable_headers_only","HEAD","200","OK","https://aslcore.org/computerscience/entries/?id=array","text/html; charset=UTF-8","","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslcore_computerscience_array.html","bf36cbb7c99b18ea36694830c64aa281be6942d96b6957909311500b746edaad","May either Vimeo route be linked, embedded, quoted as metadata, screenshotted, or only externally referenced?","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CAT-001","Signed language","DGS","Sign2MINT category count: Astronomie","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","reachable_headers_only","HEAD","200","OK","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","application/json","143","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CAT-002","Signed language","DGS","Sign2MINT category count: Biologie","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","reachable_headers_only","HEAD","200","OK","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","application/json","143","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CAT-003","Signed language","DGS","Sign2MINT category count: Chemie","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","reachable_headers_only","HEAD","200","OK","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","application/json","143","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CAT-004","Signed language","DGS","Sign2MINT category count: Geowissenschaft","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","reachable_headers_only","HEAD","200","OK","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","application/json","143","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CAT-005","Signed language","DGS","Sign2MINT category count: Informatik","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","reachable_headers_only","HEAD","200","OK","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","application/json","143","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CAT-006","Signed language","DGS","Sign2MINT category count: Mathematik","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","reachable_headers_only","HEAD","200","OK","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","application/json","143","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CAT-007","Signed language","DGS","Sign2MINT category count: Medizin","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","reachable_headers_only","HEAD","200","OK","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","application/json","143","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CAT-008","Signed language","DGS","Sign2MINT category count: Physik","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","reachable_headers_only","HEAD","200","OK","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","application/json","143","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
"2026-07-04T20:25:24.3839341Z","DGS-CON-001","Signed language","DGS","Sign2MINT candidate entry pointer: Median (15390698211663808:704)","https://sign2mint.de/entry/Median/15390698211663808%3A704","reachable_headers_only","HEAD","200","OK","https://sign2mint.de/entry/Median/15390698211663808%3A704","text/html","554","","","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Median_20260701T193000Z.json","8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2","license/media/reuse pending; source-owner/reviewer return required","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","headers_or_range_only_no_body_saved","URL reachability only; no source body saved, no source-authority, review, approval, license clearance, translation, or completion claim"
