"Lane","Path","RelativePath","Extension","Bytes","LastWriteUtc","SHA256"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\AC6F4E_AUTHORITY_ROUTING_ROWS.csv","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\AC6F4E_AUTHORITY_ROUTING_ROWS.csv",".csv","63913","2026-07-06T08:11:43.8405061Z","227C0D39AC413820A7C76B637ABAB62DEB7B0583008AE4336ADA6B73BE84A3A1"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\AC6F4E_FABLE_STANDARD_COVERAGE_REFRESH.json","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\AC6F4E_FABLE_STANDARD_COVERAGE_REFRESH.json",".json","6140","2026-07-06T08:11:43.8364848Z","8D99AE34D341BFDBD822105CE12791E9F64FF1DE625FA19945782C6FA309F77E"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\AC6F4E_FABLE_STANDARD_COVERAGE_REFRESH.csv","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\AC6F4E_FABLE_STANDARD_COVERAGE_REFRESH.csv",".csv","4328","2026-07-06T08:11:43.8345578Z","CD47E9163F610D2C990FB3A97E2E0675C473B234B0799E94BDCD49FC8D901787"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\AC6F4E_CURRENT_HEAD_LANE_ENFORCEMENT_REFRESH.json","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\AC6F4E_CURRENT_HEAD_LANE_ENFORCEMENT_REFRESH.json",".json","16916","2026-07-06T08:11:43.8325586Z","1FDCCB0D2E2A02362F18893B94E9BBE846B3B1D7F7606731BF765C4B9525447B"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\AC6F4E_CURRENT_HEAD_LANE_ENFORCEMENT_REFRESH.csv","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\AC6F4E_CURRENT_HEAD_LANE_ENFORCEMENT_REFRESH.csv",".csv","13388","2026-07-06T08:11:43.8315578Z","9C5CFC5B17EB27552A57291424CF447E93C9741E458D4C7E89E8A48B8DDEA188"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_AC6F4E_TREE_META.json","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_AC6F4E_TREE_META.json",".json","242","2026-07-06T08:11:43.8295565Z","6FFA2223163F72279697C6EA5AA99D03F77DD4C6396FB7B058DB9A87FB32DBBF"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_AC6F4E_AUTHORITY_ARTIFACT_INDEX.json","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_AC6F4E_AUTHORITY_ARTIFACT_INDEX.json",".json","2782374","2026-07-06T08:11:43.8274608Z","6E28ED8C94F115E5A9A769ED8EDA8123D8AC0EDE7E6D5679FE2D4FD4083A32B7"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_AC6F4E_AUTHORITY_ARTIFACT_INDEX.csv","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_AC6F4E_AUTHORITY_ARTIFACT_INDEX.csv",".csv","1905464","2026-07-06T08:11:43.4233952Z","4F4B3FFF9FFB80B9B5A1AC785E4AD275E1BA72F8872897C9BFEF55B3A1C0A3FC"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_212DFB_TO_AC6F4E_COMPARE_META.json","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_212DFB_TO_AC6F4E_COMPARE_META.json",".json","397","2026-07-06T08:11:43.2601290Z","304899B755AD0E26E0EEBB3BAED35F1EB931A06D4960BDE9A6E7EA0E1325E8F5"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_212DFB_TO_AC6F4E_COMPARE_QUEUE.json","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_212DFB_TO_AC6F4E_COMPARE_QUEUE.json",".json","319909","2026-07-06T08:11:43.2126942Z","E56767D2BA3249CA14532DAAD35CCF9EC75F8BA6248DE5B44CD74DF5BF1391E9"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_212DFB_TO_AC6F4E_COMPARE_QUEUE.csv","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_212DFB_TO_AC6F4E_COMPARE_QUEUE.csv",".csv","239330","2026-07-06T08:11:43.2046588Z","7F197FFF2D9803EC842DBC5D032BB54279FF97A2CC0295198F23153B27C3A847"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_AC6F4E_REMOTE_VERIFICATION.csv","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_AC6F4E_REMOTE_VERIFICATION.csv",".csv","337","2026-07-06T08:11:43.1948697Z","B8B8B0580509070CAFF04563905C15CA2D52F5C553B7CE6D0EACA066E42EEA58"
"noether-interlanguage-method-authority","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_AC6F4E_REMOTE_VERIFICATION.json","noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706\BRANCH_AC6F4E_REMOTE_VERIFICATION.json",".json","427","2026-07-06T08:11:43.1948697Z","BFFBDDA864422866AB3E58012BCF01A8421AE3078A6360C2E34EBD16EACC4664"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\ACTIVE_SESSION_STATE.md","noether-r7-malay-sea-pacific\outputs\ACTIVE_SESSION_STATE.md",".md","737","2026-07-06T08:11:08.8831942Z","B684D6CB57591E1D01E245ED8FDAE01D8FF0798C55B370C6E2FD186619710A0A"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\SESSION_LOGBOOK_20260705.md","noether-r7-malay-sea-pacific\outputs\SESSION_LOGBOOK_20260705.md",".md","33567","2026-07-06T08:11:08.8811888Z","AC0B92DD00C3D5C51CF99B54481C0054898B25B562C6FFB77A8F1517BA706100"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\HEARTBEAT_20260705.md","noether-r7-malay-sea-pacific\outputs\HEARTBEAT_20260705.md",".md","995","2026-07-06T08:11:08.8773888Z","C36AF04EFED992497F1502F87BF6FFC8B5B89BA187BB9B7338A399DC13B2BCB2"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\SHA256SUMS.txt","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\SHA256SUMS.txt",".txt","3851","2026-07-06T08:11:08.8733777Z","DBA7EBD4B28EEC999CE3FE2217A4936F962059971581809982F8638F7E965E35"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\MANIFEST.csv","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\MANIFEST.csv",".csv","5311","2026-07-06T08:11:08.6262038Z","79E29180C3FB7E87A1A4636F9DC918392DAB866FCC5D072F6E5CA445F7D71A59"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\rules_acknowledgement.md","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\rules_acknowledgement.md",".md","983","2026-07-06T08:11:06.8840842Z","7DA04F2CAF32B827D08DFA7DE6901B679F9786E0844BB354CB9001B80B3264E0"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\LOGBOOK_EXCERPT.md","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\LOGBOOK_EXCERPT.md",".md","717","2026-07-06T08:11:06.8583666Z","52809AC9A877B6A2C788CDDB4A13B3C123BC5CCD796224D3D2596801CB722F21"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\README.md","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\README.md",".md","1392","2026-07-06T08:11:06.8563589Z","0DAD3EF62B127969DB881247F62C5B1CA09B6E33530011D77F7562E93E873C99"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\B3_UPLOADER_READY_SUMMARY.csv","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\B3_UPLOADER_READY_SUMMARY.csv",".csv","743","2026-07-06T08:11:06.8543502Z","116F09FC265D07A255E746C9E4AB96C710D3076C49E2254511CE975D4696D3E6"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\SUMMARY.json","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\SUMMARY.json",".json","675","2026-07-06T08:11:06.8523157Z","C767F29EE0A214EA70E1FF0881CDBAB68C65D9E2FC84A644AD0A66A66B5EDCCA"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\R7_212DFB_ACTION_BUCKET_COUNTS_20260706.csv","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\R7_212DFB_ACTION_BUCKET_COUNTS_20260706.csv",".csv","328","2026-07-06T08:11:06.7619299Z","4F697117A7A4AAC4541DB636F793B49B4941B2D886C9D178D035BFE9398E2E27"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\R7_212DFB_BLOCKER_RECOVERY_ACTIVE_QUEUE_20260706.csv","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\R7_212DFB_BLOCKER_RECOVERY_ACTIVE_QUEUE_20260706.csv",".csv","44290","2026-07-06T08:11:06.6429531Z","F98D4BCFB2A63BB9A9372056B154AF8C6A8DE430A5036CEB2FBF38231619D0F6"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\R7_212DFB_PRETRANSLATION_SOURCE_CONTEXT_DELTA_20260706.csv","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\R7_212DFB_PRETRANSLATION_SOURCE_CONTEXT_DELTA_20260706.csv",".csv","29428","2026-07-06T08:11:06.5767951Z","376F7EB8A699BB37B602F692AC123D9C9466F17275DE4814340B564A2280BD8F"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\R7_212DFB_SOURCE_NEIGHBORHOOD_OCCURRENCES_20260706.csv","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\R7_212DFB_SOURCE_NEIGHBORHOOD_OCCURRENCES_20260706.csv",".csv","131266","2026-07-06T08:11:06.2910582Z","E493130D83A9548BBDECD56D1CF7580056842E5541CFBDD3D486DAB8F56ECA8D"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\R7_212DFB_COMPARATOR_TITLE_ROUTE_SOURCE_RETURN_QUARANTINE_20260706.csv","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\R7_212DFB_COMPARATOR_TITLE_ROUTE_SOURCE_RETURN_QUARANTINE_20260706.csv",".csv","68877","2026-07-06T08:10:27.3079199Z","DCBF48EC7803A9D0FB14D2782953A41F9DD1D67DA2DBD1F4AC3DC9F7987C4F3F"
"noether-r7-malay-sea-pacific","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\R7_212DFB_ROW_ACTION_QUEUE_20260706.csv","noether-r7-malay-sea-pacific\outputs\R7_212DFB_MUTUAL_WAKE_CONTINUATION_20260706\R7_212DFB_ROW_ACTION_QUEUE_20260706.csv",".csv","96432","2026-07-06T08:10:27.2687681Z","B9577A9D5A267A745842E6A225C5B42190ADFD40A4D5015A1A65141CDE96622B"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z\SHA256SUMS.txt","noether-r3-arabic-persianate-linear-algebra\outputs\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z\SHA256SUMS.txt",".txt","1363","2026-07-06T08:09:53.9361049Z","407E6A0063CB953E1BC004856BAD4C5C2956455373B34A89E1BDC4083C44F7D2"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z\MANIFEST.csv","noether-r3-arabic-persianate-linear-algebra\outputs\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z\MANIFEST.csv",".csv","1947","2026-07-06T08:09:53.8867517Z","1A982235DB458C737AD9E71E6A6BE6277197402CE05A0895A323DA4151363CB2"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z\README.md","noether-r3-arabic-persianate-linear-algebra\outputs\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z\README.md",".md","2015","2026-07-06T08:09:53.6572603Z","8CED5FB000A83567E356C030ECAE637EC4464768827F54CFB6FE4A0B628170EE"
"noether-r3-arabic-persianate-linear-algebra","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\outputs\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z\PACKAGE_VALIDATION.json","noether-r3-arabic-persianate-linear-algebra\outputs\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706\R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z\PACKAGE_VALIDATION.json",".json","1018","2026-07-06T08:09:53.6532516Z","9B22E97D1957FAC92C93F323285E26B3615FAE15FF8E08A5BF2BB9C613C31949"
