"crosswalk_id","term_decision_id","source_locator","exact_german_phrase","zh_hans_cn_producer_form","zh_hant_controlled_form","zh_hant_status","ja_form","ko_form","ja_ko_evidence_status","sense_window","excluded_senses","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","independent_check_status"
"P01-ZH-X011","P01-ZH-T011","segment A final paragraph","absolut vollständiges System","绝对完备系统","絕對完備系統","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The complete form system obtained in the first case by applying the transvection process to the relatively complete system and the modulus system.","absolute completeness in analysis; a universally exhaustive database; a logically complete formal system","modern Sino-xenic coinage/calque","High: 绝对完备系统 is a Mandarin-Simplified calque whose historical and regional conventionality has not been researched.","producer editorial choice only; inherited Simplified-Chinese witness used only for drafting; independent checking absent","independent check absent; pending"
"P01-ZH-X012","P01-ZH-T012","segment A final paragraph; segment B first paragraph throughout","Modul; mod","模；关于模","模；關於模","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The selected ground form or modulus with respect to which a form system is constructed, reduced, or called relatively complete; mod introduces that relation in these loci.","an algebraic module over a ring; modular arithmetic congruence by default; a quotient object; the programming modulo operator; a modern model","mixed/contested","High: bare 模 is a dominant Mandarin-Simplified attractor shared by module, modulus, and modulo senses; no regional Chinese evidence resolves the historical invariant-theory usage.","producer editorial choice only; inherited Simplified-Chinese witness used only for drafting; independent checking absent","independent check absent; pending"
"P01-ZH-X013","P01-ZH-T013","segment A final paragraph","Überschiebung","换位运算（Überschiebung／transvection）","換位運算（Überschiebung／transvection）","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The classical operation combining or transvecting the relatively complete form system with the system of the modulus to obtain the complete system.","simple translation or shifting; permutation; matrix transposition; arbitrary tensor contraction; physical transvection","unresolved","High: 换位运算 is an explicit Mandarin-Simplified producer gloss rather than an established native term; the German and English labels were retained because no local-language authority was consulted.","producer editorial choice only; inherited Simplified-Chinese witness used only for drafting; independent checking absent","independent check absent; pending"
"P01-ZH-X014","P01-ZH-T014","segment B first paragraph","simultanes System zweier quadratischer Formen","两个二次型的联合系统","兩個二次型的聯合系統","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The invariant-theoretic system considered jointly for the two quadratic forms appearing as moduli.","a system of simultaneous equations; concurrent processes; a direct sum of the two forms; an arbitrary pair","modern Sino-xenic coinage/calque","High: 联合系统 follows Mandarin-Simplified producer usage; historical invariant-theory and regional alternatives are untested.","producer editorial choice only; inherited Simplified-Chinese witness used only for drafting; independent checking absent","independent check absent; pending"
"P01-ZH-X015","P01-ZH-T015","segment B method paragraphs and table; segment C throughout","Faltungsprozeß; Faltung","缩并过程；缩并","縮並過程；縮並","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The explicitly defined symbolic operation replacing selected factor pairs by bracket expressions and thereby generating forms from the original symbolic product.","convolution; literal folding; geometric pleating; paper folding; arbitrary tensor contraction without the displayed rules","mixed/contested","High: 缩并 is the mandated Mandarin-Simplified producer term but is not backed here by a native historical invariant-theory shelf; regional terminology is absent.","producer editorial choice only; inherited Simplified-Chinese witness used only for drafting; independent checking absent","independent check absent; pending"
"P01-ZH-X016","P01-ZH-T016","segment B final theorem","Grundfaltungen","基本缩并","基本縮並","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","Contractions I and II, from which contractions III and IV can be composed independently of the order of composition.","basic paper folds; elementary convolution kernels; axioms unrelated to the displayed contractions","modern Sino-xenic coinage/calque","High: 基本缩并 is a Mandarin-Simplified producer composition dependent on the unchecked choice 缩并.","producer editorial choice only; inherited Simplified-Chinese witness used only for drafting; independent checking absent","independent check absent; pending"
"P01-ZH-X017","P01-ZH-T017","segment B theorem footnote; segment C opening and theorem","Formenreihe","型列","型列","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","An initial form together with all forms arising from it by contraction with itself, arranged in the stated rectangular scheme.","a formal power series; an ordinary sequence of shapes; a row in a table; a series expansion of a function","modern Sino-xenic coinage/calque","High: 型列 is a compact Mandarin-Simplified producer coinage and may be opaque without the local definition; regional evidence is absent.","producer editorial choice only; inherited Simplified-Chinese witness used only for drafting; independent checking absent","independent check absent; pending"
"P01-ZH-X018","P01-ZH-T018","segment A final paragraph; segment B first paragraph; segment C theorem and closing","Reduzent; reduzibel; Reduktion","化简子；可化简；化简","化簡子；可化簡；化簡","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","A reducible form series used as a reducer, together with the property and operations by which forms or form series are reduced in this invariant-theory procedure.","chemical reduction; fraction simplification; matrix row reduction; ordinary polynomial reducibility detached from the form-series procedure","mixed/contested","High: 化简子 and 可化简 are mandated Mandarin-Simplified producer forms that diverge from common 可约/约化 terminology; native and regional evidence are absent.","producer editorial choice only; inherited Simplified-Chinese witness used only for drafting; independent checking absent","independent check absent; pending"
"P01-ZH-X019","P01-ZH-T019","segment C closing list item 1","doppelte Reduktion","双重化简","雙重化簡","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","Reducing the same form in two different ways in order to obtain a relation among higher-order forms.","applying the same simplification twice in sequence; dimensionality reduction; double cancellation; two unrelated reductions","modern Sino-xenic coinage/calque","High: 双重化简 follows the Mandarin-Simplified baseline and inherits the unresolved historical scope of 化简.","producer editorial choice only; inherited Simplified-Chinese witness used only for drafting; independent checking absent","independent check absent; pending"
"P01-ZH-X020","P01-ZH-T020","segment C closing list item 2","Faltung mit zerfallenden Formen","同分解型作缩并","同分解型作縮並","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","","","JA and KO not consulted and not authorized as Chinese evidence","The reduction method that contracts with decomposing forms and has features both of reduction by reducers and of double reduction.","convolution of split data; contraction that itself causes decomposition; folding a decomposable object; contraction with zero forms","mixed/contested","High: 同分解型作缩并 is a Mandarin-Simplified producer phrase fixed by the baseline; native invariant-theory and regional evidence are absent.","producer editorial choice only; inherited Simplified-Chinese witness used only for drafting; independent checking absent","independent check absent; pending"
