"decision_id","source_locator","exact_german_phrase","concept_scope","zh_hans_cn_choice","sense_window","excluded_senses","alternatives_considered","lexical_attractor_basin","mandarin_simplified_dominance_risk_debt","evidence_class","controlled_hant_form","controlled_hant_status","independent_check_status","producer_note"
"P01-ZH-T011","segment A final paragraph","absolut vollständiges System","absolutely complete form system after the stated transvection step","绝对完备系统","The complete form system obtained in the first case by applying the transvection process to the relatively complete system and the modulus system.","absolute completeness in analysis; a universally exhaustive database; a logically complete formal system","绝对完全系统; 完全型系统","modern Sino-xenic coinage/calque","High: 绝对完备系统 is a Mandarin-Simplified calque whose historical and regional conventionality has not been researched.","producer editorial choice recorded in Hans segments A-C plus inherited Simplified-Chinese drafting witness; independent checking absent","絕對完備系統","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Paired explicitly with 相对完备系统."
"P01-ZH-T012","segment A final paragraph; segment B first paragraph throughout","Modul; mod","historical invariant-theory modulus or selected ground form","模；关于模","The selected ground form or modulus with respect to which a form system is constructed, reduced, or called relatively complete; mod introduces that relation in these loci.","an algebraic module over a ring; modular arithmetic congruence by default; a quotient object; the programming modulo operator; a modern model","模数; 基本型; 模型; 模式","mixed/contested","High: bare 模 is a dominant Mandarin-Simplified attractor shared by module, modulus, and modulo senses; no regional Chinese evidence resolves the historical invariant-theory usage.","producer editorial choice recorded in Hans segments A-C plus inherited Simplified-Chinese drafting witness; independent checking absent","模；關於模","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Highest-priority sense trap; never read automatically as algebraic module."
"P01-ZH-T013","segment A final paragraph","Überschiebung","classical invariant-theory transvection operation","换位运算（Überschiebung／transvection）","The classical operation combining or transvecting the relatively complete form system with the system of the modulus to obtain the complete system.","simple translation or shifting; permutation; matrix transposition; arbitrary tensor contraction; physical transvection","迁移运算; 转接运算; 透射运算; 保留 Überschiebung","unresolved","High: 换位运算 is an explicit Mandarin-Simplified producer gloss rather than an established native term; the German and English labels were retained because no local-language authority was consulted.","producer editorial choice recorded in Hans segments A-C plus inherited Simplified-Chinese drafting witness; independent checking absent","換位運算（Überschiebung／transvection）","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Deliberately bilingual producer cue; independent terminology decision pending."
"P01-ZH-T014","segment B first paragraph","simultanes System zweier quadratischer Formen","joint invariant system of two quadratic forms","两个二次型的联合系统","The invariant-theoretic system considered jointly for the two quadratic forms appearing as moduli.","a system of simultaneous equations; concurrent processes; a direct sum of the two forms; an arbitrary pair","两个二次型的联立系统; 二次型对的系统; 同时系统","modern Sino-xenic coinage/calque","High: 联合系统 follows Mandarin-Simplified producer usage; historical invariant-theory and regional alternatives are untested.","producer editorial choice recorded in Hans segments A-C plus inherited Simplified-Chinese drafting witness; independent checking absent","兩個二次型的聯合系統","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Joint-system sense only."
"P01-ZH-T015","segment B method paragraphs and table; segment C throughout","Faltungsprozeß; Faltung","symbolic contraction process generating new forms","缩并过程；缩并","The explicitly defined symbolic operation replacing selected factor pairs by bracket expressions and thereby generating forms from the original symbolic product.","convolution; literal folding; geometric pleating; paper folding; arbitrary tensor contraction without the displayed rules","收缩/收缩过程; 卷积; 合并; 缩约","mixed/contested","High: 缩并 is the mandated Mandarin-Simplified producer term but is not backed here by a native historical invariant-theory shelf; regional terminology is absent.","producer editorial choice recorded in Hans segments A-C plus inherited Simplified-Chinese drafting witness; independent checking absent","縮並過程；縮並","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Hard-control historical operation; not convolution."
"P01-ZH-T016","segment B final theorem","Grundfaltungen","generating contractions I and II","基本缩并","Contractions I and II, from which contractions III and IV can be composed independently of the order of composition.","basic paper folds; elementary convolution kernels; axioms unrelated to the displayed contractions","基础缩并; 原始缩并; 生成缩并","modern Sino-xenic coinage/calque","High: 基本缩并 is a Mandarin-Simplified producer composition dependent on the unchecked choice 缩并.","producer editorial choice recorded in Hans segments A-C plus inherited Simplified-Chinese drafting witness; independent checking absent","基本縮並","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Derivative term under P01-ZH-T015."
"P01-ZH-T017","segment B theorem footnote; segment C opening and theorem","Formenreihe","form series generated from one initial form by self-contractions","型列","An initial form together with all forms arising from it by contraction with itself, arranged in the stated rectangular scheme.","a formal power series; an ordinary sequence of shapes; a row in a table; a series expansion of a function","型序列; 型系列; 形式列","modern Sino-xenic coinage/calque","High: 型列 is a compact Mandarin-Simplified producer coinage and may be opaque without the local definition; regional evidence is absent.","producer editorial choice recorded in Hans segments A-C plus inherited Simplified-Chinese drafting witness; independent checking absent","型列","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Definition-bound term."
"P01-ZH-T018","segment A final paragraph; segment B first paragraph; segment C theorem and closing","Reduzent; reduzibel; Reduktion","reducer form series and associated reducibility operations","化简子；可化简；化简","A reducible form series used as a reducer, together with the property and operations by which forms or form series are reduced in this invariant-theory procedure.","chemical reduction; fraction simplification; matrix row reduction; ordinary polynomial reducibility detached from the form-series procedure","约化子/可约/约化; 还原子/可还原/还原","mixed/contested","High: 化简子 and 可化简 are mandated Mandarin-Simplified producer forms that diverge from common 可约/约化 terminology; native and regional evidence are absent.","producer editorial choice recorded in Hans segments A-C plus inherited Simplified-Chinese drafting witness; independent checking absent","化簡子；可化簡；化簡","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Family recorded together to preserve derivational consistency."
"P01-ZH-T019","segment C closing list item 1","doppelte Reduktion","two-way reduction used to derive a relation","双重化简","Reducing the same form in two different ways in order to obtain a relation among higher-order forms.","applying the same simplification twice in sequence; dimensionality reduction; double cancellation; two unrelated reductions","二重约化; 双路化简; 双向化简","modern Sino-xenic coinage/calque","High: 双重化简 follows the Mandarin-Simplified baseline and inherits the unresolved historical scope of 化简.","producer editorial choice recorded in Hans segments A-C plus inherited Simplified-Chinese drafting witness; independent checking absent","雙重化簡","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","Method name, not a count of sequential simplifications."
"P01-ZH-T020","segment C closing list item 2","Faltung mit zerfallenden Formen","contraction with forms decomposing into factors","同分解型作缩并","The reduction method that contracts with decomposing forms and has features both of reduction by reducers and of double reduction.","convolution of split data; contraction that itself causes decomposition; folding a decomposable object; contraction with zero forms","与分解型缩并; 同可分解型作缩并; 分解型缩并法","mixed/contested","High: 同分解型作缩并 is a Mandarin-Simplified producer phrase fixed by the baseline; native invariant-theory and regional evidence are absent.","producer editorial choice recorded in Hans segments A-C plus inherited Simplified-Chinese drafting witness; independent checking absent","同分解型作縮並","controlled generic script derivative only; not zh-Hant-TW/HK/MO; regional lexical localization absent","independent check absent; pending","The direction of the relation is with decomposing forms, not a result caused by contraction."
