"root","manifest_path","resolved_path","bytes","sha256","status"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","HEARTBEAT_EXCERPT.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\HEARTBEAT_EXCERPT.md","1689","856C178332F4DC57DC983A5E0EDBEF8D6E06C758DBA92350C17729A085074CC1","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","LOGBOOK_EXCERPT.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\LOGBOOK_EXCERPT.md","1689","856C178332F4DC57DC983A5E0EDBEF8D6E06C758DBA92350C17729A085074CC1","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","PACKAGE_VALIDATION_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\PACKAGE_VALIDATION_20260707.csv","1175","B19A3D9FFEA9B6F6B44806A406D52A3F6C8F901ED38CCD3CC6FEC0E84BAE2B6C","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_ACTIVE_RECOVERY_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_ACTIVE_RECOVERY_ROWS_20260707.csv","197854","1E2FD08A31246D52CE74D5011BB4F48A2E5046A67B9DDF0AEEE79B7E979FC1A8","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_BLOCKER_RECOVERY_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_BLOCKER_RECOVERY_ROWS_20260707.csv","4380","E7112FBAC7770A3D1D7FD254CEB21D67618155087828BBFAE96D94D5305F6FC9","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_BRANCH_CONTEXT_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_BRANCH_CONTEXT_ROWS_20260707.csv","1301","0BFBAD8013CEF81A398E3CAC348DEE330E657E1B9002CD0B5F0D46C8EE4B3CE6","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_DELEGATION_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_DELEGATION_ROWS_20260707.csv","739","F27FB7F69BB81008719DBC9A1215359D416881FA2485CB659DCAF32711DB225D","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_DIFF_AUDIT_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_DIFF_AUDIT_ROWS_20260707.csv","794","197D9059198E16692617E993A17662476F3F56D0C79E93C29181040F23045BEB","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_DO_NOT_USE_ADVERSE_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_DO_NOT_USE_ADVERSE_ROWS_20260707.csv","59425","FA316E0A8F0F669A5B988A3F045B8FFD60AEB9FC93AB0D9F858545C230FCFD5F","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","810","E49B483C67CB21A50236EAFD0F34CA92A2A870C391971C0731A564F313E16769","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_LANGUAGE_BOUNDARY_SOURCE_RETURN_STATUS_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_LANGUAGE_BOUNDARY_SOURCE_RETURN_STATUS_ROWS_20260707.csv","11956","42B0F2D1C34F2A08811183987BC705C1D1B1DFF1AEF5D95FD4E369C21B90769C","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_OCR_UNICODE_RECOVERY_ROLLUP_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_OCR_UNICODE_RECOVERY_ROLLUP_20260707.csv","29241","A81F0EC9AFBD81E92B711370AF57BFB3798986DA2AE5DECBA92359970410EB5C","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_RESET_RULES_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_RESET_RULES_20260707.csv","644","F5B8CA353F544FEE19D0567E10E7F6D7EAFF4810F84830CA268AFA13F5D0CBF4","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_SAFE_CHECKOUT_VERIFICATION_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_SAFE_CHECKOUT_VERIFICATION_ROWS_20260707.csv","981","EAC96AE9096E0F0F5AF7D7BE4B44BA4DE16D7B4AAC745D2B64E01672BA74854C","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_SOURCE_USE_ADVERSE_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_SOURCE_USE_ADVERSE_ROWS_20260707.csv","25458","F3E7FAA7D2D1DF40AF2D1F1466FF02CE17A1B7493B3ACFDA13A2CAC66C661B96","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\README.md","1117","8571AC80DF50F51B9ED282C04D3B80B0B8E0BE1ED4372D67EBF4425C02D0D22A","ok"
