"root","sha_path","resolved_path","expected_sha256","actual_sha256","status"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","HEARTBEAT_EXCERPT.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\HEARTBEAT_EXCERPT.md","856c178332f4dc57dc983a5e0edbef8d6e06c758dba92350c17729a085074cc1","856C178332F4DC57DC983A5E0EDBEF8D6E06C758DBA92350C17729A085074CC1","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","LOGBOOK_EXCERPT.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\LOGBOOK_EXCERPT.md","856c178332f4dc57dc983a5e0edbef8d6e06c758dba92350c17729a085074cc1","856C178332F4DC57DC983A5E0EDBEF8D6E06C758DBA92350C17729A085074CC1","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","MANIFEST.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\MANIFEST.csv","93c29cb7690c0b4ad15941cd789051f898dd535f9366eae7f033c5351dd3e1bc","93C29CB7690C0B4AD15941CD789051F898DD535F9366EAE7F033C5351DD3E1BC","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","PACKAGE_VALIDATION_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\PACKAGE_VALIDATION_20260707.csv","b19a3d9ffea9b6f6b44806a406d52a3f6c8f901ed38ccd3cc6fec0e84bae2b6c","B19A3D9FFEA9B6F6B44806A406D52A3F6C8F901ED38CCD3CC6FEC0E84BAE2B6C","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_ACTIVE_RECOVERY_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_ACTIVE_RECOVERY_ROWS_20260707.csv","1e2fd08a31246d52ce74d5011bb4f48a2e5046a67b9ddf0aeee79b7e979fc1a8","1E2FD08A31246D52CE74D5011BB4F48A2E5046A67B9DDF0AEEE79B7E979FC1A8","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_BLOCKER_RECOVERY_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_BLOCKER_RECOVERY_ROWS_20260707.csv","e7112fbac7770a3d1d7fd254ceb21d67618155087828bbfae96d94d5305f6fc9","E7112FBAC7770A3D1D7FD254CEB21D67618155087828BBFAE96D94D5305F6FC9","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_BRANCH_CONTEXT_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_BRANCH_CONTEXT_ROWS_20260707.csv","0bfbad8013cef81a398e3cac348dee330e657e1b9002cd0b5f0d46c8ee4b3ce6","0BFBAD8013CEF81A398E3CAC348DEE330E657E1B9002CD0B5F0D46C8EE4B3CE6","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_DELEGATION_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_DELEGATION_ROWS_20260707.csv","f27fb7f69bb81008719dbc9a1215359d416881fa2485cb659dcaf32711db225d","F27FB7F69BB81008719DBC9A1215359D416881FA2485CB659DCAF32711DB225D","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_DIFF_AUDIT_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_DIFF_AUDIT_ROWS_20260707.csv","197d9059198e16692617e993a17662476f3f56d0c79e93c29181040f23045beb","197D9059198E16692617E993A17662476F3F56D0C79E93C29181040F23045BEB","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_DO_NOT_USE_ADVERSE_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_DO_NOT_USE_ADVERSE_ROWS_20260707.csv","fa316e0a8f0f669a5b988a3f045b8ffd60aeb9fc93ab0d9f858545c230fcfd5f","FA316E0A8F0F669A5B988A3F045B8FFD60AEB9FC93AB0D9F858545C230FCFD5F","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","e49b483c67cb21a50236eafd0f34ca92a2a870c391971c0731a564f313e16769","E49B483C67CB21A50236EAFD0F34CA92A2A870C391971C0731A564F313E16769","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_LANGUAGE_BOUNDARY_SOURCE_RETURN_STATUS_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_LANGUAGE_BOUNDARY_SOURCE_RETURN_STATUS_ROWS_20260707.csv","42b0f2d1c34f2a08811183987bc705c1d1b1dff1aef5d95fd4e369c21b90769c","42B0F2D1C34F2A08811183987BC705C1D1B1DFF1AEF5D95FD4E369C21B90769C","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_OCR_UNICODE_RECOVERY_ROLLUP_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_OCR_UNICODE_RECOVERY_ROLLUP_20260707.csv","a81f0ec9afbd81e92b711370af57bfb3798986da2ae5decba92359970410eb5c","A81F0EC9AFBD81E92B711370AF57BFB3798986DA2AE5DECBA92359970410EB5C","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_RESET_RULES_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_RESET_RULES_20260707.csv","f5b8ca353f544fee19d0567e10e7f6d7eaff4810f84830ca268afa13f5d0cbf4","F5B8CA353F544FEE19D0567E10E7F6D7EAFF4810F84830CA268AFA13F5D0CBF4","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_SAFE_CHECKOUT_VERIFICATION_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_SAFE_CHECKOUT_VERIFICATION_ROWS_20260707.csv","eac96ae9096e0f0f5af7d7be4b44ba4de16d7b4aac745d2b64e01672ba74854c","EAC96AE9096E0F0F5AF7D7BE4B44BA4DE16D7B4AAC745D2B64E01672BA74854C","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","R9_4065F6A4_SOURCE_USE_ADVERSE_ROWS_20260707.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\R9_4065F6A4_SOURCE_USE_ADVERSE_ROWS_20260707.csv","f3e7faa7d2d1df40af2d1f1466ff02ce17a1b7493b3acfda13a2cac66c661b96","F3E7FAA7D2D1DF40AF2D1F1466FF02CE17A1B7493B3ACFDA13A2CAC66C661B96","ok"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707","README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_4065F6A4_CURRENT_FRONTIER_RECOVERY_20260707\README.md","8571ac80df50f51b9ed282c04d3b80b0b8e0be1ed4372d67ebf4425c02d0d22a","8571AC80DF50F51B9ED282C04D3B80B0B8E0BE1ED4372D67EBF4425C02D0D22A","ok"
