"row_id","filename","status","category","additions","deletions","changes","label"
"23630643-path-015","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707/SAFETY_SCAN_HITS.csv","added","b3-clean-package-return","7","0","7","source-use/provenance/gap/package-context"
"23630643-path-016","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707/SHA256SUMS.txt","added","b3-clean-package-return","9","0","9","source-use/provenance/gap/package-context"
"23630643-path-017","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_B95298E7_CJK_OLP_R2_R7_R9_SLAVIC_RETURNS_BATCH_20260707/SHA256SUMS_REPLAY.csv","added","b3-clean-package-return","329","0","329","source-use/provenance/gap/package-context"
"23630643-path-018","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/ACTIVE_SESSION_STATE.md","added","arabic-rtl-source-use-gap","14","0","14","source-use/provenance/gap/package-context"
"23630643-path-019","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/ARABIC_45250D8F_EXACT_BLOCKER_RECOVERY_ROWS_20260707.csv","added","arabic-rtl-source-use-gap","12","0","12","source-use/provenance/gap/package-context"
"23630643-path-020","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/ARABIC_45250D8F_FABLE_ADVERSE_DO_NOT_USE_LEDGER_20260707.csv","added","arabic-rtl-source-use-gap","8","0","8","source-use/provenance/gap/package-context"
"23630643-path-021","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/ARABIC_45250D8F_SIX_ROW_SOURCE_USE_GAP_CORRECTION_20260707.csv","added","arabic-rtl-source-use-gap","7","0","7","source-use/provenance/gap/package-context"
"23630643-path-022","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/ARABIC_45250D8F_SOURCE_WITNESS_INDEX_20260707.csv","added","arabic-rtl-source-use-gap","7","0","7","source-use/provenance/gap/package-context"
"23630643-path-023","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/B3_HANDOFF_BOUNDARIES_45250D8F_20260707.csv","added","arabic-rtl-source-use-gap","3","0","3","source-use/provenance/gap/package-context"
"23630643-path-024","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/BRANCH_45250D8F_COMMITS_SINCE_9CFCF1AC_20260707.csv","added","arabic-rtl-source-use-gap","3","0","3","source-use/provenance/gap/package-context"
"23630643-path-025","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/BRANCH_45250D8F_DELTA_SOURCE_USE_GAP_PATH_LEDGER_20260707.csv","added","arabic-rtl-source-use-gap","72","0","72","source-use/provenance/gap/package-context"
"23630643-path-026","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/HEARTBEAT_20260707.md","added","arabic-rtl-source-use-gap","13","0","13","source-use/provenance/gap/package-context"
"23630643-path-027","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/MANIFEST.csv","added","arabic-rtl-source-use-gap","12","0","12","source-use/provenance/gap/package-context"
"23630643-path-028","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/PACKAGE_VALIDATION.json","added","arabic-rtl-source-use-gap","30","0","30","source-use/provenance/gap/package-context"
"23630643-path-029","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/README.md","added","arabic-rtl-source-use-gap","25","0","25","source-use/provenance/gap/package-context"
"23630643-path-030","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/SESSION_LOGBOOK_20260707.md","added","arabic-rtl-source-use-gap","7","0","7","source-use/provenance/gap/package-context"
"23630643-path-031","uploader-transfer/arabic-rtl-source-evidence-draft-45250d8f-source-use-gap-recovery-20260707/ARABIC_RTL_45250D8F_LIVE_HEAD_AFTER_9CFCF1AC_SOURCE_USE_GAP_RECOVERY_20260707/SHA256SUMS.txt","added","arabic-rtl-source-use-gap","11","0","11","source-use/provenance/gap/package-context"
"23630643-path-032","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/ACTIVE_SESSION_STATE.md","added","cjk-native-source-use-codepoint","15","0","15","source-use/provenance/gap/package-context"
"23630643-path-033","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_B3_UPLOADER_READY_SUMMARY.csv","added","cjk-native-source-use-codepoint","2","0","2","source-use/provenance/gap/package-context"
"23630643-path-034","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_DELTA_9CFCF1AC_TO_45250D8F_ALL_PATHS.csv","added","cjk-native-source-use-codepoint","72","0","72","source-use/provenance/gap/package-context"
"23630643-path-035","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_DELTA_9CFCF1AC_TO_45250D8F_CJK_SIGNAL_PATHS.csv","added","cjk-native-source-use-codepoint","1","0","1","source-use/provenance/gap/package-context"
"23630643-path-036","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_FRONTIER_RECONCILIATION.csv","added","cjk-native-source-use-codepoint","9","0","9","source-use/provenance/gap/package-context"
"23630643-path-037","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CJK_ROUTE_PACKET_CLASSIFICATION.csv","added","cjk-native-source-use-codepoint","1","0","1","source-use/provenance/gap/package-context"
"23630643-path-038","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CURRENT_BRANCH_LOG_TOP.csv","added","cjk-native-source-use-codepoint","11","0","11","source-use/provenance/gap/package-context"
"23630643-path-039","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_DELTA_COMMITS_9CFCF1AC_TO_45250D8F.csv","added","cjk-native-source-use-codepoint","3","0","3","source-use/provenance/gap/package-context"
"23630643-path-040","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","added","cjk-native-source-use-codepoint","6","0","6","source-use/provenance/gap/package-context"
"23630643-path-041","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_FRONTIER_CORRECTION_ACCOUNTING_20260707.csv","added","cjk-native-source-use-codepoint","2","0","2","source-use/provenance/gap/package-context"
"23630643-path-042","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_HARDENED_HEARTBEAT_MUTUAL_WAKE_RULES.csv","added","cjk-native-source-use-codepoint","4","0","4","source-use/provenance/gap/package-context"
"23630643-path-043","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_JA_ZH_SOURCE_BASELINE_CARRYFORWARD.csv","added","cjk-native-source-use-codepoint","1","0","1","source-use/provenance/gap/package-context"
"23630643-path-044","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_SOURCE_USE_FABLE_ADVERSE_POINTERS.csv","added","cjk-native-source-use-codepoint","10","0","10","source-use/provenance/gap/package-context"
"23630643-path-045","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_SUMMARY.json","added","cjk-native-source-use-codepoint","32","0","32","source-use/provenance/gap/package-context"
"23630643-path-046","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_VERIFICATION.csv","added","cjk-native-source-use-codepoint","2","0","2","source-use/provenance/gap/package-context"
"23630643-path-047","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_VISIBLE_SIBLING_WAKE_LEDGER.csv","added","cjk-native-source-use-codepoint","16","0","16","source-use/provenance/gap/package-context"
"23630643-path-048","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/HEARTBEAT_20260706.md","added","cjk-native-source-use-codepoint","10","0","10","source-use/provenance/gap/package-context"
"23630643-path-049","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/MANIFEST.csv","added","cjk-native-source-use-codepoint","20","0","20","source-use/provenance/gap/package-context"
"23630643-path-050","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/MANIFEST.json","added","cjk-native-source-use-codepoint","192","0","192","source-use/provenance/gap/package-context"
"23630643-path-051","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/README.md","added","cjk-native-source-use-codepoint","15","0","15","source-use/provenance/gap/package-context"
"23630643-path-052","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/SESSION_LOGBOOK_20260706.md","added","cjk-native-source-use-codepoint","9","0","9","source-use/provenance/gap/package-context"
"23630643-path-053","uploader-transfer/cjk-native-source-evidence-45250d8f-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_45250D8F_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/SHA256SUMS.txt","added","cjk-native-source-use-codepoint","21","0","21","source-use/provenance/gap/package-context"
"23630643-path-054","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/ACTIVE_SESSION_STATE.md","added","cjk-native-source-use-codepoint","13","0","13","source-use/provenance/gap/package-context"
"23630643-path-055","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_B3_UPLOADER_READY_SUMMARY.csv","added","cjk-native-source-use-codepoint","2","0","2","source-use/provenance/gap/package-context"
"23630643-path-056","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_DELTA_C4304BFD_TO_B95298E7_ALL_PATHS.csv","added","cjk-native-source-use-codepoint","150","0","150","source-use/provenance/gap/package-context"
"23630643-path-057","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_DELTA_C4304BFD_TO_B95298E7_CJK_SIGNAL_PATHS.csv","added","cjk-native-source-use-codepoint","1","0","1","source-use/provenance/gap/package-context"
"23630643-path-058","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_FRONTIER_RECONCILIATION.csv","added","cjk-native-source-use-codepoint","9","0","9","source-use/provenance/gap/package-context"
"23630643-path-059","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CJK_ROUTE_PACKET_CLASSIFICATION.csv","added","cjk-native-source-use-codepoint","1","0","1","source-use/provenance/gap/package-context"
"23630643-path-060","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CURRENT_BRANCH_LOG_TOP.csv","added","cjk-native-source-use-codepoint","11","0","11","source-use/provenance/gap/package-context"
"23630643-path-061","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_DELTA_COMMITS_C4304BFD_TO_B95298E7.csv","added","cjk-native-source-use-codepoint","2","0","2","source-use/provenance/gap/package-context"
"23630643-path-062","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","added","cjk-native-source-use-codepoint","6","0","6","source-use/provenance/gap/package-context"
"23630643-path-063","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_HARDENED_HEARTBEAT_MUTUAL_WAKE_RULES.csv","added","cjk-native-source-use-codepoint","4","0","4","source-use/provenance/gap/package-context"
"23630643-path-064","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_JA_ZH_SOURCE_BASELINE_CARRYFORWARD.csv","added","cjk-native-source-use-codepoint","1","0","1","source-use/provenance/gap/package-context"
"23630643-path-065","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_SOURCE_USE_FABLE_ADVERSE_POINTERS.csv","added","cjk-native-source-use-codepoint","10","0","10","source-use/provenance/gap/package-context"
"23630643-path-066","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_SUMMARY.json","added","cjk-native-source-use-codepoint","32","0","32","source-use/provenance/gap/package-context"
"23630643-path-067","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_SYSTEMERROR_RECOVERY_ACCOUNTING_20260707.csv","added","cjk-native-source-use-codepoint","5","0","5","source-use/provenance/gap/package-context"
"23630643-path-068","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_VERIFICATION.csv","added","cjk-native-source-use-codepoint","2","0","2","source-use/provenance/gap/package-context"
"23630643-path-069","uploader-transfer/cjk-native-source-evidence-b95298e7-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_B95298E7_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_VISIBLE_SIBLING_WAKE_LEDGER.csv","added","cjk-native-source-use-codepoint","16","0","16","source-use/provenance/gap/package-context"
