priority,work_key,author,title,identifier,archive_item,file,file_url,ia_format,ia_size,local_path,packet_path,download_status,bytes,sha256,reason,note
P0,biruni_qanun_masudi,al-Biruni,Kitab al-Qanun al-Masudi,kitabalqanunalma03biru,https://archive.org/details/kitabalqanunalma03biru,kitabalqanunalma03biru.pdf,https://archive.org/download/kitabalqanunalma03biru/kitabalqanunalma03biru.pdf,Text PDF,43016330,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\biruni_qanun_masudi\kitabalqanunalma03biru\kitabalqanunalma03biru.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\biruni_qanun_masudi\kitabalqanunalma03biru\kitabalqanunalma03biru.pdf,already-present,43016330,70b039e2cd27c9cc0791ac094c1d1364d0e84e85f50ded355ec937ec69622cb9,Major Persian/Islamic astronomy and mathematical astronomy source; high-value gap for the non-European corpus.,Volume 3 of 3.
P0,biruni_qanun_masudi,al-Biruni,Kitab al-Qanun al-Masudi,kitabalqanunalma03biru,https://archive.org/details/kitabalqanunalma03biru,kitabalqanunalma03biru_djvu.txt,https://archive.org/download/kitabalqanunalma03biru/kitabalqanunalma03biru_djvu.txt,DjVuTXT,479295,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\biruni_qanun_masudi\kitabalqanunalma03biru\kitabalqanunalma03biru_djvu.txt,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\biruni_qanun_masudi\kitabalqanunalma03biru\kitabalqanunalma03biru_djvu.txt,already-present,479295,3653c41296f85a09f158480d5b01738260775cf962123852faf7daa7a8460476,Major Persian/Islamic astronomy and mathematical astronomy source; high-value gap for the non-European corpus.,Volume 3 of 3.
P0,biruni_qanun_masudi,al-Biruni,Kitab al-Qanun al-Masudi,kitabalqanunalma03biru,https://archive.org/details/kitabalqanunalma03biru,kitabalqanunalma03biru_djvu.xml,https://archive.org/download/kitabalqanunalma03biru/kitabalqanunalma03biru_djvu.xml,Djvu XML,8369881,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\biruni_qanun_masudi\kitabalqanunalma03biru\kitabalqanunalma03biru_djvu.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\biruni_qanun_masudi\kitabalqanunalma03biru\kitabalqanunalma03biru_djvu.xml,already-present,8369881,68b24b55748c2ab00c79b328b92b63d640f1c5a0b39679ee18e094731b5b5b89,Major Persian/Islamic astronomy and mathematical astronomy source; high-value gap for the non-European corpus.,Volume 3 of 3.
P0,biruni_qanun_masudi,al-Biruni,Kitab al-Qanun al-Masudi,kitabalqanunalma03biru,https://archive.org/details/kitabalqanunalma03biru,kitabalqanunalma03biru_scandata.xml,https://archive.org/download/kitabalqanunalma03biru/kitabalqanunalma03biru_scandata.xml,Scandata,944693,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\biruni_qanun_masudi\kitabalqanunalma03biru\kitabalqanunalma03biru_scandata.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\biruni_qanun_masudi\kitabalqanunalma03biru\kitabalqanunalma03biru_scandata.xml,already-present,944693,7aefc4652f201931da776b72d5ead1c8643f9320671edb3030f0ccf8355ab752,Major Persian/Islamic astronomy and mathematical astronomy source; high-value gap for the non-European corpus.,Volume 3 of 3.
P0,biruni_qanun_masudi,al-Biruni,Kitab al-Qanun al-Masudi,kitabalqanunalma03biru,https://archive.org/details/kitabalqanunalma03biru,kitabalqanunalma03biru_meta.xml,https://archive.org/download/kitabalqanunalma03biru/kitabalqanunalma03biru_meta.xml,Metadata,2881,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\biruni_qanun_masudi\kitabalqanunalma03biru\kitabalqanunalma03biru_meta.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\biruni_qanun_masudi\kitabalqanunalma03biru\kitabalqanunalma03biru_meta.xml,already-present,2881,e52f117e4bf36d029bbf7bb14a6fdf9360177d6d2316d49f894cce400690780b,Major Persian/Islamic astronomy and mathematical astronomy source; high-value gap for the non-European corpus.,Volume 3 of 3.
P0,kashi_miftah_hisab,Jamshid al-Kashi,Miftah al-Hisab,KASH1969SCI,https://archive.org/details/KASH1969SCI,مفتاح الحساب - الكاشي.pdf,https://archive.org/download/KASH1969SCI/%D9%85%D9%81%D8%AA%D8%A7%D8%AD%20%D8%A7%D9%84%D8%AD%D8%B3%D8%A7%D8%A8%20-%20%D8%A7%D9%84%D9%83%D8%A7%D8%B4%D9%8A.pdf,Image Container PDF,19186828,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\kashi_miftah_hisab\KASH1969SCI\مفتاح الحساب - الكاشي.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\kashi_miftah_hisab\KASH1969SCI\مفتاح الحساب - الكاشي.pdf,already-present,19186828,79091439c8e261bf8a95d527cc0ca93b54ff2539b71ea17cfe343e2e353c537d,"Central arithmetic/computational mathematics source; existing corpus has small partial readers, so this is source-completion material.",1969 Arabic edition derivatives.
P0,kashi_miftah_hisab,Jamshid al-Kashi,Miftah al-Hisab,KASH1969SCI,https://archive.org/details/KASH1969SCI,مفتاح الحساب - الكاشي_text.pdf,https://archive.org/download/KASH1969SCI/%D9%85%D9%81%D8%AA%D8%A7%D8%AD%20%D8%A7%D9%84%D8%AD%D8%B3%D8%A7%D8%A8%20-%20%D8%A7%D9%84%D9%83%D8%A7%D8%B4%D9%8A_text.pdf,Additional Text PDF,30266867,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\kashi_miftah_hisab\KASH1969SCI\مفتاح الحساب - الكاشي_text.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\kashi_miftah_hisab\KASH1969SCI\مفتاح الحساب - الكاشي_text.pdf,already-present,30266867,70cb69c45d5faf557dd7f97d41447d6f6a7d0d376c897220356ac11b3f596988,"Central arithmetic/computational mathematics source; existing corpus has small partial readers, so this is source-completion material.",1969 Arabic edition derivatives.
P0,kashi_miftah_hisab,Jamshid al-Kashi,Miftah al-Hisab,KASH1969SCI,https://archive.org/details/KASH1969SCI,مفتاح الحساب - الكاشي_djvu.txt,https://archive.org/download/KASH1969SCI/%D9%85%D9%81%D8%AA%D8%A7%D8%AD%20%D8%A7%D9%84%D8%AD%D8%B3%D8%A7%D8%A8%20-%20%D8%A7%D9%84%D9%83%D8%A7%D8%B4%D9%8A_djvu.txt,DjVuTXT,886751,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\kashi_miftah_hisab\KASH1969SCI\مفتاح الحساب - الكاشي_djvu.txt,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\kashi_miftah_hisab\KASH1969SCI\مفتاح الحساب - الكاشي_djvu.txt,already-present,886751,ec66a7a68662bc9fb48c6da51cc0c1ac096ad550baf9246b19087794bfead23e,"Central arithmetic/computational mathematics source; existing corpus has small partial readers, so this is source-completion material.",1969 Arabic edition derivatives.
P0,kashi_miftah_hisab,Jamshid al-Kashi,Miftah al-Hisab,KASH1969SCI,https://archive.org/details/KASH1969SCI,مفتاح الحساب - الكاشي_djvu.xml,https://archive.org/download/KASH1969SCI/%D9%85%D9%81%D8%AA%D8%A7%D8%AD%20%D8%A7%D9%84%D8%AD%D8%B3%D8%A7%D8%A8%20-%20%D8%A7%D9%84%D9%83%D8%A7%D8%B4%D9%8A_djvu.xml,Djvu XML,9003126,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\kashi_miftah_hisab\KASH1969SCI\مفتاح الحساب - الكاشي_djvu.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\kashi_miftah_hisab\KASH1969SCI\مفتاح الحساب - الكاشي_djvu.xml,already-present,9003126,1953d15b6171a3863d08cf740851342e6960cfa36525126d95444c1fecff0b06,"Central arithmetic/computational mathematics source; existing corpus has small partial readers, so this is source-completion material.",1969 Arabic edition derivatives.
P0,kashi_miftah_hisab,Jamshid al-Kashi,Miftah al-Hisab,KASH1969SCI,https://archive.org/details/KASH1969SCI,مفتاح الحساب - الكاشي_scandata.xml,https://archive.org/download/KASH1969SCI/%D9%85%D9%81%D8%AA%D8%A7%D8%AD%20%D8%A7%D9%84%D8%AD%D8%B3%D8%A7%D8%A8%20-%20%D8%A7%D9%84%D9%83%D8%A7%D8%B4%D9%8A_scandata.xml,Scandata,116356,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\kashi_miftah_hisab\KASH1969SCI\مفتاح الحساب - الكاشي_scandata.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\kashi_miftah_hisab\KASH1969SCI\مفتاح الحساب - الكاشي_scandata.xml,already-present,116356,ababe8d137f1488306c5bfe53a9a5b23e759aa1a58e40974ba9dd5a5a3e53d43,"Central arithmetic/computational mathematics source; existing corpus has small partial readers, so this is source-completion material.",1969 Arabic edition derivatives.
P0,kashi_miftah_hisab,Jamshid al-Kashi,Miftah al-Hisab,KASH1969SCI,https://archive.org/details/KASH1969SCI,KASH1969SCI_meta.xml,https://archive.org/download/KASH1969SCI/KASH1969SCI_meta.xml,Metadata,2208,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\kashi_miftah_hisab\KASH1969SCI\KASH1969SCI_meta.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\kashi_miftah_hisab\KASH1969SCI\KASH1969SCI_meta.xml,already-present,2208,923646dcf692c88f4d2c3c6d3faf7f9a0129e7589bdec9097389c7d6be88e99b,"Central arithmetic/computational mathematics source; existing corpus has small partial readers, so this is source-completion material.",1969 Arabic edition derivatives.
P1,kashi_miftah_hisab_alt,Jamshid al-Kashi,Miftah al-Hisab,KitabMiftahAlHisab,https://archive.org/details/KitabMiftahAlHisab,KitabMiftahAlHisab.pdf,https://archive.org/download/KitabMiftahAlHisab/KitabMiftahAlHisab.pdf,Image Container PDF,43614782,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\kashi_miftah_hisab_alt\KitabMiftahAlHisab\KitabMiftahAlHisab.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\kashi_miftah_hisab_alt\KitabMiftahAlHisab\KitabMiftahAlHisab.pdf,already-present,43614782,fa7cb9b601098f7490f53c169d866e3f6ae56d1a6d5de905a4d477d7b615c530,Alternate scan/OCR route for audit if the 1969 edition has defects.,Older Arabic scan; use as fallback/collation source.
P1,kashi_miftah_hisab_alt,Jamshid al-Kashi,Miftah al-Hisab,KitabMiftahAlHisab,https://archive.org/details/KitabMiftahAlHisab,KitabMiftahAlHisab_text.pdf,https://archive.org/download/KitabMiftahAlHisab/KitabMiftahAlHisab_text.pdf,Additional Text PDF,32440495,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\kashi_miftah_hisab_alt\KitabMiftahAlHisab\KitabMiftahAlHisab_text.pdf,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\kashi_miftah_hisab_alt\KitabMiftahAlHisab\KitabMiftahAlHisab_text.pdf,downloaded,32440495,505f3fac2fb44204879092c6d009a2e36a9cef45683603a82741208c0fe87405,Alternate scan/OCR route for audit if the 1969 edition has defects.,Older Arabic scan; use as fallback/collation source.
P1,kashi_miftah_hisab_alt,Jamshid al-Kashi,Miftah al-Hisab,KitabMiftahAlHisab,https://archive.org/details/KitabMiftahAlHisab,KitabMiftahAlHisab_djvu.txt,https://archive.org/download/KitabMiftahAlHisab/KitabMiftahAlHisab_djvu.txt,DjVuTXT,523989,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\kashi_miftah_hisab_alt\KitabMiftahAlHisab\KitabMiftahAlHisab_djvu.txt,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\kashi_miftah_hisab_alt\KitabMiftahAlHisab\KitabMiftahAlHisab_djvu.txt,already-present,523989,e1a68af55ae2350b2b610240bc12acb86ad834f147098b24409ae15d8177164f,Alternate scan/OCR route for audit if the 1969 edition has defects.,Older Arabic scan; use as fallback/collation source.
P1,kashi_miftah_hisab_alt,Jamshid al-Kashi,Miftah al-Hisab,KitabMiftahAlHisab,https://archive.org/details/KitabMiftahAlHisab,KitabMiftahAlHisab_djvu.xml,https://archive.org/download/KitabMiftahAlHisab/KitabMiftahAlHisab_djvu.xml,Djvu XML,5464932,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\kashi_miftah_hisab_alt\KitabMiftahAlHisab\KitabMiftahAlHisab_djvu.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\kashi_miftah_hisab_alt\KitabMiftahAlHisab\KitabMiftahAlHisab_djvu.xml,already-present,5464932,09a2431e629d78f8545ffb0bcbfe38e53d5d4ffd5e8f48f06fde3f4b5ae8bce5,Alternate scan/OCR route for audit if the 1969 edition has defects.,Older Arabic scan; use as fallback/collation source.
P1,kashi_miftah_hisab_alt,Jamshid al-Kashi,Miftah al-Hisab,KitabMiftahAlHisab,https://archive.org/details/KitabMiftahAlHisab,KitabMiftahAlHisab_scandata.xml,https://archive.org/download/KitabMiftahAlHisab/KitabMiftahAlHisab_scandata.xml,Scandata,126596,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\kashi_miftah_hisab_alt\KitabMiftahAlHisab\KitabMiftahAlHisab_scandata.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\kashi_miftah_hisab_alt\KitabMiftahAlHisab\KitabMiftahAlHisab_scandata.xml,already-present,126596,c3f658f790c96f7430cecde6e9276ef5be398607dd0cc1af93cba487de2f4834,Alternate scan/OCR route for audit if the 1969 edition has defects.,Older Arabic scan; use as fallback/collation source.
P1,kashi_miftah_hisab_alt,Jamshid al-Kashi,Miftah al-Hisab,KitabMiftahAlHisab,https://archive.org/details/KitabMiftahAlHisab,KitabMiftahAlHisab_meta.xml,https://archive.org/download/KitabMiftahAlHisab/KitabMiftahAlHisab_meta.xml,Metadata,1859,C:\Users\Floris\Documents\Papors\Codex_Downloads\persian_iranian_math_source_intake_20260601\kashi_miftah_hisab_alt\KitabMiftahAlHisab\KitabMiftahAlHisab_meta.xml,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\manuscript_translation_project\release_candidates\additional_assistance_packets_current\persian_iranian_math_source_intake_20260601\downloaded_sources\kashi_miftah_hisab_alt\KitabMiftahAlHisab\KitabMiftahAlHisab_meta.xml,already-present,1859,6bc56e3af02e4dac76071f2e23c475eb165bd42444ff689f1c5a3a89f445cc29,Alternate scan/OCR route for audit if the 1969 edition has defects.,Older Arabic scan; use as fallback/collation source.
P1,khayyam_algebra,Omar Khayyam,The Algebra of Omar Khayyam,bwb_S0-AYG-042,https://archive.org/details/bwb_S0-AYG-042,bwb_S0-AYG-042.pdf,https://archive.org/download/bwb_S0-AYG-042/bwb_S0-AYG-042.pdf,Text PDF,8018304,,,HTTP Error 401: Unauthorized,0,,Compact existing English source and OCR layer useful for checking the current Khayyam modern TeX/translations.,"Daoud Kasir translation, 1931."
P1,khayyam_algebra,Omar Khayyam,The Algebra of Omar Khayyam,bwb_S0-AYG-042,https://archive.org/details/bwb_S0-AYG-042,bwb_S0-AYG-042_djvu.txt,https://archive.org/download/bwb_S0-AYG-042/bwb_S0-AYG-042_djvu.txt,DjVuTXT,248340,,,HTTP Error 401: Unauthorized,0,,Compact existing English source and OCR layer useful for checking the current Khayyam modern TeX/translations.,"Daoud Kasir translation, 1931."
P1,khayyam_algebra,Omar Khayyam,The Algebra of Omar Khayyam,bwb_S0-AYG-042,https://archive.org/details/bwb_S0-AYG-042,bwb_S0-AYG-042_djvu.xml,https://archive.org/download/bwb_S0-AYG-042/bwb_S0-AYG-042_djvu.xml,Djvu XML,3449376,,,HTTP Error 401: Unauthorized,0,,Compact existing English source and OCR layer useful for checking the current Khayyam modern TeX/translations.,"Daoud Kasir translation, 1931."
