"rule_id","category","source_input_id","remote_path","local_path","source_sha256","line","signal_excerpt","required_application","authority_boundary"
"8F7D-RULE-0027","branch-weight","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","289","Take all packages produced by Sessions 02-11 and push them to side branch `codex/noether-pc-20260629`. Do not push to `main`. Ensure manifests and hash files are included. If packages are too large, split them. Do not replace bodies with summaries.","ensure branch-weight ledger rows cite source body/path/hash and use State C for Interslavic where applicable","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0028","branch-weight","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","294","side-branch commits containing actual package bodies, not just indexes.","ensure branch-weight ledger rows cite source body/path/hash and use State C for Interslavic where applicable","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0029","branch-weight","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","311","After setting that exact pursued goal, execute it. Do not acknowledge as final output. Produce literal file bodies or concrete repair output, not a summary. Include MANIFEST.csv, SHA256SUMS.txt, README.md, source-use labels, and a logbook excerpt. Stay off mai","ensure branch-weight ledger rows cite source body/path/hash and use State C for Interslavic where applicable","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0030","authority-boundary","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","314","## Dispatcher Completion Standard","preserve noncanonical/no-review/no-approval/no-completion labels in every owner lane","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0031","branch-weight","8F7D-IN-002","00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","3E8CEFBCECF2D2E9845B8063FE417801F5729E40444C9FC881F6A0E1C08EEA66","323","6. the side branch receives actual bodies/output, or a concrete blocker package with searched paths.","ensure branch-weight ledger rows cite source body/path/hash and use State C for Interslavic where applicable","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0032","adverse-evidence","8F7D-IN-003","00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED","18","Do not use only one line of it.","block or flag candidate forms through adverse-evidence/do-not-use rows before term promotion","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0033","source-use","8F7D-IN-003","00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED","26","Your pushed output must contain literal source bodies, usable source-checked translation/transcription output, concrete repair artifacts, source-witness packages, Lean/formalization bodies, or a real package containing those things with manifest, SHA256 hashes","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0034","authority-boundary","8F7D-IN-003","00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED","28","Reading this instruction is not completion.","preserve noncanonical/no-review/no-approval/no-completion labels in every owner lane","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0035","authority-boundary","8F7D-IN-003","00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED","30","Acknowledging this instruction is not completion.","preserve noncanonical/no-review/no-approval/no-completion labels in every owner lane","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0036","authority-boundary","8F7D-IN-003","00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED","32","Writing a summary of this instruction is not completion.","preserve noncanonical/no-review/no-approval/no-completion labels in every owner lane","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0037","source-use","8F7D-IN-003","00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED","63","- pointer-only source canon;","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0038","authority-boundary","8F7D-IN-003","00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED","67","- OCR witness mislabeled as canonical source;","preserve noncanonical/no-review/no-approval/no-completion labels in every owner lane","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0039","source-use","8F7D-IN-003","00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED","71","- no hashes;","require source-canon/source-body path, hash, access label, and gap state before draft work","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0040","branch-weight","8F7D-IN-003","00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED","75","## Current Branch Boundary","ensure branch-weight ledger rows cite source body/path/hash and use State C for Interslavic where applicable","source signal for coordination/support only; not an approval or completed translation"
"8F7D-RULE-0041","authority-boundary","8F7D-IN-003","00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_8F7D1CB_CONTINUATION_20260706\branch_inputs\003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","95203982FF44525183CA1E8DB76E5D594819B78BB6047D2DAB0308DA2EA712ED","87","The R9 Africa/Horn/West source-body payload commit `7b3ed05b8` contained actual useful bodies and was accepted for archive-maintenance import.","preserve noncanonical/no-review/no-approval/no-completion labels in every owner lane","source signal for coordination/support only; not an approval or completed translation"
