"current_head","base_head","status","path","classification","arabic_source_use_decision"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","coordination/non-slavic-core-5c87f666-8lane-source-gate-route-20260706/NON_SLAVIC_CORE_5C87F666_8LANE_SOURCE_GATE_ROUTE_20260706/README.md","parent_non_slavic_source_gate_context","parent route context; preserve Arabic boundary"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","coordination/non-slavic-core-5c87f666-8lane-source-gate-route-20260706/NON_SLAVIC_CORE_5C87F666_8LANE_SOURCE_GATE_ROUTE_20260706/SHA256SUMS.txt","parent_non_slavic_source_gate_context","parent route context; preserve Arabic boundary"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","coordination/non-slavic-core-5c87f666-8lane-source-gate-route-20260706/NON_SLAVIC_CORE_5C87F666_8LANE_SOURCE_GATE_ROUTE_20260706/SIBLING_WAKE_LEDGER_5C87.csv","parent_non_slavic_source_gate_context","parent route context; preserve Arabic boundary"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","coordination/non-slavic-core-5c87f666-8lane-source-gate-route-20260706/NON_SLAVIC_CORE_5C87F666_8LANE_SOURCE_GATE_ROUTE_20260706/SUMMARY.json","parent_non_slavic_source_gate_context","parent route context; preserve Arabic boundary"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/B3_UPLOADER_READY_SUMMARY.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/MANIFEST.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/PACKAGE_VALIDATION.json","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_BLOCKERS_AND_RECOVERY_ROWS.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_BRANCH_COMMITS_FROM_2B1FED31.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_BRANCH_DELTA_FROM_2B1FED31.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_BRANCH_VISIBLE_2B1_MANIFEST_ROWS.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_BRANCH_VISIBLE_2B1_PACKET_HASH_CHECK.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_CARRIED_FORWARD_2B1_SOURCE_USE_GAP_ROWS.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_INCOMING_WAKE_DEDUP.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/R3_5C87F666_SOURCE_USE_FACT_CHANGE_AUDIT.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/README.md","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/SHA256SUMS.txt","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/B3_UPLOADER_READY_SUMMARY.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/R3_2B1FED31_BLOCKERS_AND_RECOVERY_CONTINUATION.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/R3_2B1FED31_CARRIED_FORWARD_FILE_INDEX.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/R3_2B1FED31_INCOMING_WAKE_DEDUP_CONTINUATION.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-2b1-current-head-source-use-gap-audit-20260706/R3_5C87F666_2B1_CURRENT_HEAD_SOURCE_USE_GAP_AUDIT_20260706_20260706T213604Z/carried-forward-2b1-token-reset-source-use-gap/R3_2B1FED31_SOURCE_USE_GAP_FABLE_ADVERSE_LEDGER.csv","r3_5c87_arabic_source_use_gap_audit","source-use/gap bookkeeping only; no new generated draft rows"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/B3_UPLOADER_READY_SUMMARY.csv","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/MANIFEST.csv","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/PACKAGE_VALIDATION.json","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/R3_5C87F666_BLOCKERS_AND_RECOVERY_SAME_FRONTIER.csv","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/R3_5C87F666_CARRIED_FORWARD_FILE_INDEX.csv","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/R3_5C87F666_FABLE_SOURCE_USE_ADVERSE_SAME_FRONTIER_LEDGER.csv","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/R3_5C87F666_FRONTIER_VERIFICATION_SAME_FRONTIER.csv","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/R3_5C87F666_INCOMING_WAKE_DEDUP_SAME_FRONTIER.csv","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/README.md","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/SHA256SUMS.txt","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/carried-forward-5c87-source-use-gap/B3_UPLOADER_READY_SUMMARY.csv","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/carried-forward-5c87-source-use-gap/R3_5C87F666_BLOCKERS_AND_RECOVERY_ROWS.csv","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/carried-forward-5c87-source-use-gap/R3_5C87F666_CARRIED_FORWARD_2B1_SOURCE_USE_GAP_ROWS.csv","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/carried-forward-5c87-source-use-gap/R3_5C87F666_INCOMING_WAKE_DEDUP.csv","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","interlanguage-sidecar/rtl-persianate-arabic-5c87f666-same-frontier-mutual-wake-dedup-20260706/R3_5C87F666_SAME_FRONTIER_MUTUAL_WAKE_DEDUP_20260706_20260706T214034Z/carried-forward-5c87-source-use-gap/R3_5C87F666_SOURCE_USE_FACT_CHANGE_AUDIT.csv","r3_5c87_same_frontier_dedup","dedup context; no new source facts"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_AUDIT.md","b3_transfer_audit_context","publication route only"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_COMMIT_PAYLOAD_AUDIT.csv","b3_transfer_audit_context","publication route only"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_MANIFEST.csv","b3_transfer_audit_context","publication route only"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_PLACEHOLDER_REVIEW.csv","b3_transfer_audit_context","publication route only"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_ROOT_SUMMARY.csv","b3_transfer_audit_context","publication route only"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_SHA256SUMS.txt","b3_transfer_audit_context","publication route only"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_72F49824_5C87_R3_R6_NONSLAVIC_CORRECTIVE_BATCH_20260706_VALIDATION.csv","b3_transfer_audit_context","publication route only"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv","r6_context_only","R6 adjacent context only, not Arabic evidence"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","r6_context_only","R6 adjacent context only, not Arabic evidence"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md","r6_context_only","R6 adjacent context only, not Arabic evidence"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt","r6_context_only","R6 adjacent context only, not Arabic evidence"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv","r6_context_only","R6 adjacent context only, not Arabic evidence"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_5C87F666_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","r6_context_only","R6 adjacent context only, not Arabic evidence"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_5C87F666_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","r6_context_only","R6 adjacent context only, not Arabic evidence"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_5C87F666_LOCAL_HEAD_NAMED_FILE_HITS.csv","r6_context_only","R6 adjacent context only, not Arabic evidence"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_5C87F666_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","r6_context_only","R6 adjacent context only, not Arabic evidence"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_5C87F666_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","r6_context_only","R6 adjacent context only, not Arabic evidence"
"7a7576c317fb5d85fb986437d64c6f0218e4733a","ef53a7cc2f15afe0d30f7be860f7fd436391234b","A","uploader-transfer/r6-5c87f666-current-head-source-start-continuation-20260706/R6_5C87F666_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_5C87F666_PRIOR_PACKAGE_SHA_VERIFY.csv","r6_context_only","R6 adjacent context only, not Arabic evidence"
