"comparator_id","fac_number","cohort","codex_path","codex_line_start","codex_line_end","codex_block_sha256","external_path","external_line_start","external_line_end","external_block_sha256","codex_word_tokens","external_word_tokens","codex_to_external_word_ratio","prose_unique_token_jaccard","codex_math_fragments","external_math_fragments","math_fragment_count_delta","codex_math_stream_sha256","external_math_stream_sha256","codex_statement_keywords","external_statement_keywords","statement_count_delta","codex_arrow_commands","external_arrow_commands","arrow_count_delta","codex_item_commands","external_item_commands","item_count_delta","mechanical_triage","adjudication_status","scalar_decision_prohibited"
"FAC-BLIND-N011","11","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/010_I_1_11_and_I_2_12_definitions.tex","6","60","A7E1F61CBE31434A3CE37BFEED8FABD28FDEC4C8F74418352F91A8A96F4D349A","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_1.tex","446","477","79D80FE14E2501ED08A50C3BF838C217A03423F58387A1D907021D8F77E8F1DC","145","104","1.3942","0.5495","47","39","8","188614B378FB5C0EB0CC3AFA65FB962146EF71925D41B98557657D09EFBB5EB2","3EB8185EE003D5240458C57519580C039CC79195633297C21C6D0036E9511AA8","0","0","0","11","11","0","0","0","0","high_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N012","12","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/010_I_1_11_and_I_2_12_definitions.tex","61","97","202E1CF608AB37104BE696E0CFF5462D851C2214E4B7526CD13247CF61A8C56A","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_2.tex","11","66","4910D9109984AB6BD35098065A495DD66163FEC5AB9375A2BAFD7DF65ECF1969","226","221","1.0226","0.5574","77","75","2","7522D5AE160EE129332B1E8B9FA7A5BD3EE214AAA904E598D5698CE1554A8AD2","D360E69828EC953B5C76C7B30C0BDEFE554059A1B5D647722CE6B732A8978004","11","11","0","3","3","0","2","0","2","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N013","13","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/011_I_2_13_main_properties.tex","6","56","B5AAFD5100412027B1DAE4D77781127AA3A7CF3807F8C31768730FACF60AE20C","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_2.tex","67","140","F0275A0C8D4395EAB5ECDDD28E7E5F29BAF319BD8B70084BA47021048A5AC941","310","320","0.9688","0.5455","109","110","1","F0847593F3C9F6955AE2BA9D4AAEFD15E0DB48B1BEAC4CDF3B0E44368D975271","D6F77B64B795C9BFED638B63FF9754ABC262B958111B0DDE1E8ABB7444519097","9","9","0","15","12","3","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N014","14","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/012_I_2_14_operations_on_coherent_sheaves.tex","7","54","19E1F4657445C69839CD23EAA1B316C2F896C165DD4F436DFF4BCE1A35091354","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_2.tex","141","198","DE522C7C7F34B044DCD5640EEE0D626E2E42BCBBB531F4949543163133283B01","214","217","0.9862","0.5667","76","78","2","69D97EBED391DD1178ED83CC2042F2B21A67DF6199DBAAAED8DF129D6398C46E","BD0D5BFB08EEE1BAC1154BD9360E4AD33CE18B26A7DFD977A4C7E607AA07678D","10","10","0","13","12","1","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N015","15","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/013_I_2_15_coherent_sheaves_of_rings.tex","7","40","67746C49C4752AD38A81E56FDABBC00F3924C6F875B93922DBBF9FA144FD4F06","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_2.tex","199","248","F3D4C482BCDE03D1F565BBC756A95F1AD12487F80DCB5F643BE417F8B10E6F53","201","194","1.0361","0.6182","35","36","1","F21C1BA1C4C635FE068FCD5474D2060EE3138E1ECDBD9617321229E1205FAD8E","38E8521309FCC622CCF69342230C277B855447C685E9629D69ADA66AD9B7E980","16","14","2","2","2","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N016","16","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/014_I_2_16_change_of_rings.tex","6","20","76631EF222866858E7E1A82D3F557869D3B515CC6FD0BF9015592DF0694727B0","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_2.tex","249","274","5088A4A3ED151DD73858C1BE35631DC8723A56C53B2FE52EA4A8AEB713B8840E","134","131","1.0229","0.5676","40","39","1","9FD22D44188C1B6766F15C0033C808C66A4754673E8F67F98E88C14EBBCC9EDF","6EB27B9C729B49C9147CF36093A99A7444EE1EE823A8302A188DE4E9D1A64C07","2","2","0","2","2","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N017","17","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/015_I_2_17_extension_and_restriction.tex","6","20","BBC304F9E468FCD4E00840323C16937382692C4D77D7686ECA783C3BD9B9830B","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_2.tex","275","305","8D8B98A2F46D8F4954EE97C09DF3FAC624B66BC08151028AB8898DDCB8E7F03B","86","83","1.0361","0.6122","36","36","0","C8DB03EEF6BCBC77F0618888299A96F9E55A7B1CC82E0FC2BA30F27A14F91387","00FBCB189F49CCE3DA89CBAB9536DA0B196E72897614D083794011B9809F7D75","4","4","0","2","2","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N018","18","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/016_I_3_18_cochains_of_a_covering.tex","10","28","A2718E2FDEF622191366E44E98249A583BBFECA7BDEA80AEFE0D86727493B205","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_3.tex","7","32","D4F1365187B5AB53ECF7F81A79AA0514D58008B97E7299B815E5EE1175460140","73","78","0.9359","0.7843","44","42","2","04DECEF01428ADC1AD1625BEF05859769016F39899DFF60D4824D696054B021C","B4D58F1087E51312663E772B7315DFC2E0378C2AC62482524E52AF37F516B928","0","0","0","0","0","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N019","19","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/017_I_3_19_simplicial_operations.tex","7","45","C7B9B3FB59537418C74DEABEDBD869BE626F8AC0EE803D47CB6AD86BA60B049C","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_3.tex","33","65","667FF77A3C3345101D45AF4A766893E96DB4551245497BCBC2AFCDD23CAA52F8","94","99","0.9495","0.6269","40","41","1","0BA4BF80F761FBA1D2CB00F16ECC82DB53FD0ADACC53937494A1947DA3B872DC","6C1ABC685EA33C86D9C0BBE391F2228422395DE3FD5F10B0E64444284E38AAB7","1","1","0","3","3","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N020","20","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/018_I_3_20_cochain_complexes.tex","7","75","B0D451AE8F222068C6EA2169E2B8179FE4F85643D872EAF6F0DBF331CBAE7669","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_3.tex","66","128","062D7D872E1E99B0559D81912DA27AC6DFE6FE2A9E7FE9FB226CDB5510DCA99C","192","199","0.9648","0.5683","69","72","3","7B1A7AC276D940CD3B5FC178F953FDFB52E9CD38A10D6B1126F9CDBD33B14904","88939DCFB6D3CED5689C6CE850EC6D80355ED10CC8C9E8EE37BAE67D3D851E72","7","8","1","3","3","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N021","21","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/019_I_3_21_finer_coverings.tex","7","38","BE1D087184053296F346A24F34650FEE38FFCEAA6B8043462A805CFC2E04E075","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_3.tex","129","163","37255E5933972516AC9CE5795B4D7E7B34A85140638CFD90DC98FC23FA6076F5","94","100","0.94","0.5217","39","39","0","6ED7F038305FE4E949F2001802891840916DD2E3E770550531029F10136032DE","8B2455C57BF4472EB5C011F05997E8F7CA4E8366C6E8F32DB2F607EC30F624A6","2","2","0","3","3","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N022","22","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/020_I_3_22_cohomology_groups_of_X.tex","6","48","A4328559156E37F650DC2C78E6D974129570A9E708FCCB87E0BADEB227A14A6F","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_3.tex","164","209","DBE1556D94C8565790D03F10D5A772719467CF6AD2D0FBB97984D2B7CF1543FA","206","212","0.9717","0.5909","60","62","2","DCA1A00B9D6B325B6B425CA11B18747C0D1E4AEBA7B8A720E17C5854D8931BB9","01909D84D5D72F924F9169EEEB0291771C5BDC72447678D88C29248C4D1FA96D","3","3","0","2","2","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N023","23","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/021_I_3_23_homomorphisms_of_sheaves.tex","6","33","DA6F9D285B73582D0BA10D269862116CADE14CD297504ADC2FA8F5330FCD3D0B","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_3.tex","210","237","A9F8555DE78196095BBE74D64B86C31B868607E1F59F785F5C07ACC345DB1E08","91","89","1.0225","0.6143","37","38","1","FE0DB75CA4B2009F6842BD7C67F766C139DF5B60F307E20C6CC7B672CBE5C7D8","C5DC615B1B86B65E5C47C901F1D79BD90658948E83C632994C3FF812B97B694A","0","0","0","2","2","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N024","24","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/022_I_3_24_exact_sequence_general_case.tex","8","109","1E243537A12DC140C820E17B486A3411A5DA101B08BF7E912902C19A88A167EA","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_3.tex","238","339","F74398619BBA16309B2B68ADED109AB6B98589699C98B24B1088AAA79ADBC3C7","282","258","1.093","0.5897","96","87","9","8D5161955F5D77803F8E4BA92D6F0DAFA223E9B707D7D2047746714AFA796CCF","5B657A95F9B006E21915EC737BAD7C02B3E821483D39B630B85A3EE80308B329","10","11","1","36","30","6","0","0","0","high_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N025","25","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/023_I_3_25_exact_sequence_paracompact_case.tex","8","79","EA8BC1BFDE5CCCC13790BAC40BDC62052901359C36D0FCBC44330A87C422C466","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_3.tex","340","401","1A404F605ABB548B5A44A443C7564981C29C7B6D4F740BA2FBF45F208F2F61EC","263","228","1.1535","0.4561","73","69","4","DBA864D53888ED444E06D8745D9A302D0C4900106ACCDFEFEE053D34CCA6D53A","E41AEB72785BC41E53718F92D67AEE8B78CDBCB47F37CFF715382286A2E8C6BE","9","8","1","15","11","4","3","0","3","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N026","26","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/024_I_3_26_cohomology_of_closed_subspace.tex","7","65","B1C20A729A13B6E720B293595291176453AE5A05D1E79B6A60123B5778D9A826","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_3.tex","402","439","A6017DC051D9F98568E1973EC29BDEB0436D0EBCE0B16E3486C9AFFAD4AF0C94","139","120","1.1583","0.4945","54","55","1","700467648F2B6AA33392887300063BF134771C1247B8BA3FAFF551129D7D82B6","D1F2015C36FDC613CD271EAED01515AD620E6E2BEDB49E85F08D701019A649BF","4","4","0","5","5","0","2","0","2","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N027","27","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/025_I_4_27_double_complexes.tex","16","67","5D71986CDDF11E58CCB8634BB50295CE99057AFDB032D514AA3255337DC93032","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_4.tex","8","55","E25F815161FBEDED6E04F8215EBB6224798B8140605AF162378A4872E2FA83C8","185","150","1.2333","0.4351","75","74","1","0F474EBC45E6D4BE650B97417F5CF6112224088C1FB9A06F12732C1CAB9C5F52","5D3EE670C144408DAC00D0B674B3EF0927F52297717B4E28C20993E2061F7183","5","3","2","2","1","1","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N028","28","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/026_I_4_28_double_complex_from_two_coverings.tex","7","131","FEDBDA613DFECDFF261D33C187383BEAF8D84FB803CF976E21BBC91BBF722332","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_4.tex","56","125","F1F9913EA4A3C4DE80DD2965FE4D17FE3983B993FB5185E40B413C8F6999C21E","196","152","1.2895","0.4874","72","80","8","9EAE888CCF78C4CD4B5A114D5ECFD8E5B44D23E79241BDC1F79682E3BE705DE5","FB1813AF0AAD419D538653B472A697B949A864F5749D3F7BA07E94BB81533AE1","5","5","0","5","5","0","0","0","0","high_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N029","29","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/027_I_4_29_applications.tex","7","143","0A2A33BD2B43809DB94BED8B414CEBD66C1885A41BBBA131DE910CC7F5C288E6","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-1_4.tex","126","213","5E47081B8E4FE00DEDD457AF5C47D9FCF52DBB53A62F20137A0A0FEF0E059C33","350","270","1.2963","0.4682","105","92","13","DCBAFAE61DE7910AC7233E42DC65FF21F2CCC450DFF468D0FA98E61265CE70D6","31B3F7FC27AA669D57EF6EAD3F9A254A4BF12C868A66893B413A338D68F6203B","21","20","1","9","9","0","4","0","4","high_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N030","30","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/028_II_1_30_spaces_condition_A.tex","17","95","D08B719AC138E1BB7C9A94E9BFFDC6D20C1ED0A4A2EC28E264ECE635563A31E8","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_1.tex","10","85","2D1A09DC0C7B5C003047D19515CA38D14265D9E3A72FC718CFCC7B66737BBAB9","338","348","0.9713","0.6329","106","107","1","B70DE6C86FC96C9EF9A3A645F6D11418AA16E19B38F59F094CE3174F604D3AF7","6055709CF3719268BEE2FED788B8C387FFF29DCCB758F3D670CFBAE6B4D36BF7","3","3","0","0","0","0","3","0","3","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N031","31","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/029_II_1_31_locally_closed_affine_subsets.tex","7","46","0CB14E07B7F6F862AFC4960CA13E864F504FB20E8A5699C582F69989EB2394A7","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_1.tex","86","154","F4AFB6B4B40F024CDE0E473E953A3E521D7BDC4915473F4081BDF930F48687CE","336","328","1.0244","0.6059","113","107","6","84A8AD56FDA3A75F742040827B727E157B433D4072575E0D8EFFA663BF7DEA44","7E610A211244DA96FD3212B36F7FBDC24B4D5D1BC4CC379353972815D79EB589","4","4","0","3","3","0","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N032","32","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/030_II_1_32_regular_maps.tex","7","32","D6D23602DF31F5EB24C2CFC4254DCCC8A17062E4E39BA770ACCA96E78E60DDBE","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_1.tex","155","186","63AAD911966A8755A82F7D73FE2C19921826A540803B6AA81FEBAE904461CB72","123","119","1.0336","0.631","49","52","3","C8ACDBAE8929E1DD48021BC68F14F8B89E0E6E1959FC7492082F5899E635254D","29492CA6119C266A683422F2E328E1ADD544CE780F58BAA4965F9ED0735708AC","1","1","0","4","4","0","2","0","2","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N033","33","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/031_II_1_33_products.tex","6","21","F2EC8E05605E1A9156657E67304F717098BA0A49127FF4A3805F9F080A5EFFF3","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_1.tex","187","227","8B37FC5047037D069AE3BAD9F78901AF80DC05F0365B65204B5DAEB8DA31A5F7","135","136","0.9926","0.6301","45","44","1","6FD00F859019E5599E2BA7F1EB73640D3123E9348528821B5FEFFD2BD0BBE93E","EAEC77C183D729F5096A15E0A5A3AF44E0882682F79C77D8ED33DE4DFEEA4955","7","7","0","7","8","1","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N034","34","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/032_II_1_34_algebraic_variety_structure.tex","7","62","FCA764B09A464EBDF577B5EA3AA31E5ABDEC5F04843CA84C234972B524E40BDE","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_1.tex","228","330","A154C134710D69F1193CBB71C27470493E0B4359B4156F66909825FE957F9370","468","464","1.0086","0.6616","115","114","1","119FC7BD71EA5CFDA4570F6A7E1FDBED848FFB81367F3EB314CAF04A22DE770C","D152849357FABE726D4ABD799379EC6E2F751E648A9237C4947B145F0AA40D58","11","11","0","6","6","0","2","0","2","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N035","35","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/033_II_1_35_regular_maps_induced_structures_products.tex","7","40","85D6434B33E9F62CC568B718F74B82E7AC8BF3D4E3F821278760364A5989F515","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_1.tex","331","378","4938732927B4E50201E1C4F29ACFE2D768EED15332FB5DFFD0FE72932F40A430","238","232","1.0259","0.6378","71","73","2","D64E8F84E88D752C320C3F1E7B0487A8F0414BC16814B8490BCB9E5B4FCEAC59","47CCEC619C0D3B29DC44882AEA2916595A97F5B4EE36FE36B16B2A770F7671D5","1","1","0","12","12","0","2","0","2","low_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N036","36","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/034_II_1_36_rational_function_field.tex","7","69","AE66E6CF4D74B343D8CEFD26A253F66D802385F5964F3F126B4898B45B5B19E9","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_1.tex","379","470","D986223BD11C11DB0421C4F22ADEB56A0AB36690A315DA9D61B0B3DBBC94B12A","447","431","1.0371","0.5926","152","156","4","134535D35B6A404768216224B9A9F4F2AB82B5E283E2CC4A36ED5B418B09847E","5F47AF2A31963A6181C7AD42CE820DB1768904771D6DE1587625D7639862D463","12","12","0","4","3","1","0","0","0","medium_mechanical_difference","pending_lead_french_authority_review","true"
"FAC-BLIND-N037","37","blind_pre_comparator_acquisition","english_source_first_workpass/source/components/035_II_2_37_sheaf_of_local_rings.tex","8","45","33A640F7173EE503EB698DD8357C7AF0C6BA6208D53B0E8CAF167E2F79A949B1","qa/comparison/achinger_krupa_fac_source_2010/expanded/fac/fac-2_2.tex","6","61","9F4A21FB1D26ECB86350DFE1FE3A8254F38A45B5252D682BB8413F7C4BFBA459","239","262","0.9122","0.6417","72","75","3","FC325C966761A33A5C7C115AB9C612C689E069D09750E58C4AC51A218EF61E14","1271D07098279176C80C1D1BA5EB6C10FF8DD71FC4B20F474F8902F45F598211","13","13","0","0","0","0","0","0","0","low_mechanical_difference","pending_lead_french_authority_review","true"
