"unit_id","source_document_sha256","source_lines","source_unit_sha256_lf","target_path","target_unit_sha256_raw","target_document_sha256_expanded_lf","status","review_evidence"
"EXPOSE_I_S4_4_6","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","1153-1192","DF23BE2A69B2D6D8AADDC055C4DF46D810F6A09FDAE11BE0B0B2ECA3BD22928A","units/EXPOSE_I_S4_4_6_ES.tex","D62EC1F9BCA97DD59DEB4DB1E56914968FD7B681B5B81888BCCC626CA4367A65","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Sentence-by-sentence bilingual review 2026-07-17; complete 4.6 retained; four-isomorphism derivation, formulas (4.6.1) with both primed pairings, Example 4.6.2 and every normalization/purity qualification preserved"
"EXPOSE_I_S4_4_7_A","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","1193-1252","A914552A851750793DAD0992C6756DFEDA4398E05E8188D6B6D50EE1DA8A4E3B","units/EXPOSE_I_S4_4_7_A_ES.tex","695740ABAE8C97A6F4BFD94231289409882D78877BC87FADB93A802495F427B2","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Sentence-by-sentence bilingual review 2026-07-17; first half of 4.7 retained; strict-local setup restored across source comment hazard, formulas 4.7.1-4.7.8, tensor-domain caveat and 1977 correction preserved"
"EXPOSE_I_S4_4_7_B","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","1254-1371","C133675FF9C1311A42FFD9EC78C7FF388101A48FD208C9FC90CD3AFE6BB1BE54","units/EXPOSE_I_S4_4_7_B_ES.tex","97C1D4475C782D70AC4053D9D3E302496075724CEB5B785F76363B41B2792125","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Sentence-by-sentence bilingual review 2026-07-17; second half of 4.7 retained; exact sequences 4.7.9-4.7.15, both distinguished triangles, compatibility argument, Proposition 4.7.16 diagram and Remark 4.7.17 with Poincaré pairing preserved"
"EXPOSE_I_S5_MAIN_AND_BIBLIO","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","1372-1494","3FEDFAC7301038D1BEC73C3B93FA7C60EF9F045F28C37BDC4B69324924442CC1","units/EXPOSE_I_S5_MAIN_AND_BIBLIO_ES.tex","F1C5517827EC799733C7F2647D40773D0A6770DAA752F9D02D289EA9297C142D","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Sentence-by-sentence bilingual review 2026-07-17; section 5, Theorem 5.1 and complete proof, Lemma 5.1.9 and proof, formulas 5.1.1-5.1.8 prime, purity/Galois/Pontryagin arguments and six-entry bibliography preserved"
"EXPOSE_I_APPENDIX_S1_S3","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","1495-1583","05956BF9D6B152EDE7CB8B3D6D3D6C01F720E06E5A5E4FC56F624526AF1F621B","units/EXPOSE_I_APPENDIX_S1_S3_ES.tex","67E5E91E660820A2E5C774793C74607503F3179AD888C31EC78579E6D56422D4","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Sentence-by-sentence bilingual review 2026-07-17; Appendix title and §§1-3 retained; Proposition 1.3, Lemma 1.3.1 and complete proofs preserved; 170/170 inline-math spans, 9/9 displays, one footnote, one tikzcd and three list items verified; native-corpus correction module monogène = módulo cíclico applied"
"EXPOSE_I_APPENDIX_S4_S5","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","1584-1712","13804992C140862D59060D2827D3B84317554D1CA95CB761DC7DCA2AFDF93DED","units/EXPOSE_I_APPENDIX_S4_S5_ES.tex","FDAD27592A9CAAF8A88672710D6A7B9BFBE2746B838621A6E857C11C0C749BBE","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Sentence-by-sentence bilingual review 2026-07-17; complete Appendix §§4-5 retained; Definition 4.4, Proposition 5.1, Corollary 5.1.1, Remarks 5.1.2 and proofs preserved; 145/145 inline-math spans, 23/23 total displays, four tags and one tikzcd verified"
"EXPOSE_I_APPENDIX_S6_S7_BIBLIO","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","1713-1830","FFC05F13DB2B47F3CBF4D407337917D103AE04E34BD795876554816C9E0ED7A9","units/EXPOSE_I_APPENDIX_S6_S7_BIBLIO_ES.tex","0D2F4940CED04C3C3FBFD26D597577880BF8B46BE721F553A769E1436B18748C","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Sentence-by-sentence bilingual review 2026-07-17; complete Appendix §§6-7 and bibliography retained; Lemmas 7.1-7.4, Theorem 7.5 and all proofs preserved; 156/156 inline-math spans, 11/11 displays, three tikzcd and three list items verified"
"EXPOSE_III_INTRO_SUMMARY","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","1831-1857","7F92986BD2F3FD7AB0465C30B579FDACEF22A215A63A556DCFA655E84B42DF21","units/EXPOSE_III_INTRO_SUMMARY_ES.tex","5038FBBE6000884A29184987D4C13EC316B38A7C4662EE6299C10663E30DB1A8","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Sentence-by-sentence bilingual review 2026-07-17; hard page boundary, title/credits, four introductory paragraphs, six-item summary and section-1 heading retained; 16/16 inline-math spans match exactly; integration-only section-counter reset documented"
"EXPOSE_III_S1_1_1_TO_1_8","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","1858-1988","5FC55A114354E5FD2BBBA24633F29D36F4E439D56DEDBF7E3B0CA46FC449F1A4","units/EXPOSE_III_S1_1_1_TO_1_8_ES.tex","DE3EECDB13A14BDD5E6C0283EBA623F64F2CDECCF3CFF90684B1AE7F32C106C7","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; complete §§1.1-1.8 and following section heading retained; 131/131 inline-math spans, 24/24 displays, 10/10 tags and all nine subsection headings verified; every normalized math chunk matches the source exactly; Künneth, duality, trace and transitivities preserved"
"EXPOSE_III_S2_2_1_TO_2_4","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","1989-2142","BF7186569F234EB857F5D8A32E6CA89A5E3D3D123A9426E92D19AB9843B48EC6","units/EXPOSE_III_S2_2_1_TO_2_4_ES.tex","2AD00100DF3B2A7C1C9113DAC3454CEA27A1B701C11D6C782E291050CC8AFE57","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; complete §§2.1-2.4 through the setup for the main compatibility retained; 88/88 inline-math spans, 22/22 displays, 16/16 tags, three tikzcd and one tikzpicture verified; every normalized math chunk matches the source exactly; singular agreement and symbol-gender wording reviewed"
"EXPOSE_III_S2_2_5_TO_2_6_3","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","2143-2310","1ED3DBF85F5E25300B71749AAE6122FFC233E9D98B0B0BC9A81BDC09E7B5246E","units/EXPOSE_III_S2_2_5_TO_2_6_3_ES.tex","C9A61DC396E7ADED47F1223A2A9C6F000853D7AABA20C2E6DC6021AF5C0EAF89","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; Proposition 2.5, complete proof through Lemma 2.6.3, both cases, hard page boundary and following section heading retained; 96/96 inline-math spans, 24/24 displays, three tags, nine diagrams and one footnote verified; formula text localized only where required"
"EXPOSE_III_S3_3_1_TO_3_2","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","2311-2451","4686858CA4CA0CBFE11C700291E0488A273E69DCF9F9755FC23D45301201354A","units/EXPOSE_III_S3_3_1_TO_3_2_ES.tex","A59FB197F352BAFAF512DA693513048DADE274D1F37BCAFDBAD68CA689D6DD48","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; complete §§3.1-3.2 retained; definitions of cohomological correspondences with and without support, Examples a-d, graph/Frobenius/diagonal constructions and all formulas preserved; 98/98 inline-math spans, 21/21 displays, nine tags and one diagram verified; native register grafo applied"
"EXPOSE_III_S3_3_3_TO_3_5","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","2452-2609","B728EF56585DC9007FDD0950860186A89A4D701DD0FF684E4810E9A611947D95","units/EXPOSE_III_S3_3_3_TO_3_5_ES.tex","D8947150E7E0973213397E28844CE76C4AE5FDE43C9967AD3E24F71811B079CE","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; complete §3.3, Proposition 3.4, Corollary 3.5 and all seven diagrams retained; 31/31 inline-math spans, 18/18 total displays, five tags, two statements and two list items verified; fourteen diagram labels changement de base localized consistently as c. b."
"EXPOSE_III_S3_3_6_TO_3_7","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","2610-2744","5D9339ACD0A38196020F8DC1B1A2DA1F6CA859322EF0E5671CC7F6051D40D4F7","units/EXPOSE_III_S3_3_6_TO_3_7_ES.tex","796965850173A5015D7826D8D68D6B3C30E51891181D265001132B3165B5BF24","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; complete §§3.6, 3.6.5 and 3.7 plus the following section heading retained; 63/63 inline-math spans, 23/23 total displays, ten tags, one tikzcd and one tikzpicture verified; all normalized math blocks match the source exactly; identity-case wording and f_*u/u_* abbreviation checked"
"EXPOSE_III_S4_4_1_TO_4_3","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","2745-2893","5363C7D1F2812E436482370E6A39647EFFB8D27463D13833423CD09D3780DD85","units/EXPOSE_III_S4_4_1_TO_4_3_ES.tex","6856BFB408F9BFE39FAA7235696B834779D7C2BB3E92117627FBC83B02581444","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; complete §§4.1-4.2 and Example 4.3 retained, ending before Theorem 4.4; 63/63 inline-math spans, 23/23 math blocks, thirteen tags, two tikz diagrams with twelve arrows, four reference markers and all seven paragraph breaks verified; the sole changed math-block text is the required French-to-Spanish diagram label"
"EXPOSE_III_S4_THEOREM_4_4","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","2894-3282","0683245ED725A745B26F9F55F025A2AB43C226D1BF827B172E4A4294B2EAE524","units/EXPOSE_III_S4_THEOREM_4_4_ES.tex","1B93CAD1E4485AF1D9CC5B3451BCE7F6671CF6A7D419DA82138B50E009CAF981","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; complete Theorem 4.4 and proof retained without condensation, including both principal cases and both displayed subcases; 127/127 inline-math spans, 47/47 displays, eight tags, 23 tikzcd plus one tikzpicture, 103 arrows, fourteen draws and eight nodes verified; every formula and diagram geometry matches the source, with only required French text-node translations"
"EXPOSE_III_S4_COROLLARIES_4_5_TO_4_13","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","3283-3463","644B0DCCA853815ABD3632F1E372847E104C04315E48D7372DA9BB694A9F152B","units/EXPOSE_III_S4_COROLLARIES_4_5_TO_4_13_ES.tex","D7BB3AEBDEDD1D857A579D92123C6A82E64DD92F8CED95EBD0991231938E07B4","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; complete Corollaries 4.5-4.13 retained through the paragraph before §5.1; 37/37 sentence units, eight statements, eight equations/tags, seventeen bracket displays, one diagram, 144/144 inline-math spans and fifteen paragraph blocks verified; zero-extension scope and source quirks in 4.9 and 4.11 explicitly checked and preserved"
"EXPOSE_III_S5_5_1","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","3464-3525","397ADA7943A94C0C6B3D40FB2501569547E0B4E92281226ABD7DE55FB9123791","units/EXPOSE_III_S5_5_1_ES.tex","429AC7F23A6D73BA3EE53D462CDEBD30CE77A4A4F6A7CBEBB8219C63B65B026E","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; complete §5.1 retained through formula 5.1.8, ending before §5.2; 33/33 inline-math spans, nine math blocks, eight equations/tags, one bracket display, three tikzcd diagrams and twelve arrows verified; dualization, biduality, pairing and direct-image compatibility checked"
"EXPOSE_III_S5_5_2","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","3526-3618","C736C67EFB503A1C9252B3B565E70ADB6665D8961C72868F76B49BA37283BC98","units/EXPOSE_III_S5_5_2_ES.tex","63212EAC5C659B2A2EB2B99272109120A29E1BE9E41027933DC12F3CF9C959BB","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; complete §5.2 retained through formula 5.2.10, ending before §5.3; 67/67 inline-math spans, ten equations/tags, three unnumbered displays, three tikzcd diagrams, twelve arrows and 26 numbered references verified; composition, induction, direct-image compatibility and both diagonal identities checked"
"EXPOSE_III_S5_5_3","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","3619-3701","8FE767DB343A4802DE9ED8DE1C945B89CA834FE99FD641915FBC37C4DA1D9F7C","units/EXPOSE_III_S5_5_3_ES.tex","80A18284F61DCE9CE34199BD84191A8FCB2E18CB04AD2F9B76347ADB56D5E37A","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; complete §5.3 retained through formula 5.3.8, ending before the coherent-sheaf appendix; 13/13 sentence units, 50/50 inline-math spans, eight equations/tags, four unnumbered displays, three tikzcd diagrams, twelve cross-references and five paragraph blocks verified; external tensor products and both diagonal local-term formulas checked"
"EXPOSE_III_APPENDIX_S6_1_TO_6_3","791F4EFFC5E02832D5D77ED03518C8156D6F07E4C8238B03545DB93D883FBB28","3702-3773","B4CB618C37FED28D1F8AE83C85A467742A294F54E3D548152C90B60E1BA9A105","units/EXPOSE_III_APPENDIX_S6_1_TO_6_3_ES.tex","474EF1C5952F181BCA5BEE4AA12F5C532C014CCC6C66AD56D358E7524F076F13","459D0DA0155E6846E157BBA0EE150DB22DBD7D2A7CD2547CC0596B10EFC83F23","source-reconciled","Independent sentence-by-sentence bilingual review 2026-07-18; coherent-sheaf Appendix heading and complete §§6.1-6.3 retained; 72/72 content lines, 134/134 inline-math spans, eleven formula blocks, four tags, 53 references, one footnote and all paragraph boundaries verified; relative perfectness, Tor-independence and the source's lissifiable condition were reviewed semantically"
