source_id,rel_path,language,branch,use_category,concept,raw_pattern_hits,patterns
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,algebra,95,algebr; алгебр
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,algebra,2,algebr; алгебр
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,algebra,3,algebr; алгебр
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,algebra,8,algebr; алгебр
polish_mimuw_left_ideals_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_left_ideals_idempotents.pdf,pl,W_S,language_family_witness,algebra,40,algebr; алгебр
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,algebra,88,algebr; алгебр
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,algebra,101,algebr; алгебр
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,algebra,27,algebr; алгебр
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,algebra,41,algebr; алгебр
belarusian_rubelmatslovar_1993_algebra,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_algebra.html,be,E,anchor_control_candidate,automorphism,1,automorf; avtomorf; автоморф
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,automorphism,16,automorf; avtomorf; автоморф
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,automorphism,21,automorf; avtomorf; автоморф
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,automorphism,1,automorf; avtomorf; автоморф
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,automorphism,42,automorf; avtomorf; автоморф
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,automorphism,49,automorf; avtomorf; автоморф
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,automorphism,1,automorf; avtomorf; автоморф
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,automorphism,4,automorf; avtomorf; автоморф
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,automorphism,5,automorf; avtomorf; автоморф
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,automorphism,2,automorf; avtomorf; автоморф
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,automorphism,8,automorf; avtomorf; автоморф
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,automorphism,23,automorf; avtomorf; автоморф
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,automorphism,2,automorf; avtomorf; автоморф
belarusian_rubelmatslovar_1993_ring,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_ring.html,be,E,anchor_control_candidate,basis,4,baz; báz; basis; baza; баз
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,basis,102,baz; báz; basis; baza; баз
sorbian_domowina_tools,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/sorbian_upper_lower/sorbian_domowina_tools.html,hsb/dsb,W_S,anchor_control_candidate,basis,4,baz; báz; basis; baza; баз
sorbian_soblex_institute,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/sorbian_upper/sorbian_soblex_institute.html,hsb/dsb,W_S,anchor_control_candidate,basis,2,baz; báz; basis; baza; баз
bulgarian_sofia_noncommutative_body_problem,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_noncommutative_body_problem.pdf,bg,S,language_family_witness,basis,1,baz; báz; basis; baza; баз
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,basis,9,baz; báz; basis; baza; баз
slovenian_komutativna_algebra_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_komutativna_algebra_noetherian.pdf,sl,S,language_family_witness,basis,2,baz; báz; basis; baza; баз
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,basis,74,baz; báz; basis; baza; баз
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,basis,15,baz; báz; basis; baza; баз
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,basis,29,baz; báz; basis; baza; баз
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,basis,6,baz; báz; basis; baza; баз
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,basis,26,baz; báz; basis; baza; баз
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,basis,5,baz; báz; basis; baza; баз
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,basis,164,baz; báz; basis; baza; баз
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,basis,23,baz; báz; basis; baza; баз
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,basis,86,baz; báz; basis; baza; баз
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,basis,17,baz; báz; basis; baza; баз
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,coefficient,111,koeficient; współczyn; wspolczyn; коефициент; коэфиц; каэф
bulgarian_sofia_noncommutative_body_problem,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_noncommutative_body_problem.pdf,bg,S,language_family_witness,coefficient,1,koeficient; współczyn; wspolczyn; коефициент; коэфиц; каэф
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,coefficient,64,koeficient; współczyn; wspolczyn; коефициент; коэфиц; каэф
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,coefficient,62,koeficient; współczyn; wspolczyn; коефициент; коэфиц; каэф
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,coefficient,3,koeficient; współczyn; wspolczyn; коефициент; коэфиц; каэф
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,coefficient,8,koeficient; współczyn; wspolczyn; коефициент; коэфиц; каэф
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,coefficient,4,koeficient; współczyn; wspolczyn; коефициент; коэфиц; каэф
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,coefficient,3,koeficient; współczyn; wspolczyn; коефициент; коэфиц; каэф
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,coefficient,21,koeficient; współczyn; wspolczyn; коефициент; коэфиц; каэф
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,coefficient,35,koeficient; współczyn; wspolczyn; коефициент; коэфиц; каэф
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,coefficient,15,koeficient; współczyn; wspolczyn; коефициент; коэфиц; каэф
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,coefficient,22,koeficient; współczyn; wspolczyn; коефициент; коэфиц; каэф
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,corollary,2,korolar; důsledek; dosledek; wniosek; последиц; следствие
bulgarian_sofia_rings_lecture7,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_rings_lecture7.pdf,bg,S,language_family_witness,corollary,1,korolar; důsledek; dosledek; wniosek; последиц; следствие
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,corollary,15,korolar; důsledek; dosledek; wniosek; последиц; следствие
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,corollary,29,korolar; důsledek; dosledek; wniosek; последиц; следствие
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,corollary,1,korolar; důsledek; dosledek; wniosek; последиц; следствие
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,corollary,16,korolar; důsledek; dosledek; wniosek; последиц; следствие
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,corollary,5,korolar; důsledek; dosledek; wniosek; последиц; следствие
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,corollary,21,korolar; důsledek; dosledek; wniosek; последиц; следствие
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,corollary,57,korolar; důsledek; dosledek; wniosek; последиц; следствие
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,corollary,18,korolar; důsledek; dosledek; wniosek; последиц; следствие
belarusian_rubelmatslovar_1993_ring,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_ring.html,be,E,anchor_control_candidate,covariant,2,kovariant; covariant; ковариант
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,definition,92,definic; дефиниц; дефініц
bulgarian_sofia_rings_lecture7,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_rings_lecture7.pdf,bg,S,language_family_witness,definition,4,definic; дефиниц; дефініц
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,definition,119,definic; дефиниц; дефініц
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,definition,77,definic; дефиниц; дефініц
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,definition,175,definic; дефиниц; дефініц
serbian_belgrade_algebra_i_lecture9,01_non_ru_uk_slavic_baseline_pdf_sources/serbian/serbian_belgrade_algebra_i_lecture9.pdf,sr,S,language_family_witness,definition,15,definic; дефиниц; дефініц
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,definition,101,definic; дефиниц; дефініц
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,definition,26,definic; дефиниц; дефініц
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,definition,49,definic; дефиниц; дефініц
czech_cuni_telesa_pole_note,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_telesa_pole_note.pdf,cs,W_S,language_family_witness,definition,4,definic; дефиниц; дефініц
czech_karlin_commutative_rings_fields,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_commutative_rings_fields.pdf,cs,W_S,language_family_witness,definition,40,definic; дефиниц; дефініц
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,definition,5,definic; дефиниц; дефініц
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,definition,1,definic; дефиниц; дефініц
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,definition,50,definic; дефиниц; дефініц
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,definition,105,definic; дефиниц; дефініц
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,definition,19,definic; дефиниц; дефініц
belarusian_rubelmatslovar_1993_algebra,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/belarusian/belarusian_rubelmatslovar_1993_algebra.html,be,E,anchor_control_candidate,determinant,2,determinant; wyznacznik; детермин; детермін
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,determinant,83,determinant; wyznacznik; детермин; детермін
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,determinant,3,determinant; wyznacznik; детермин; детермін
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,determinant,2,determinant; wyznacznik; детермин; детермін
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,determinant,15,determinant; wyznacznik; детермин; детермін
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,determinant,10,determinant; wyznacznik; детермин; детермін
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,determinant,1,determinant; wyznacznik; детермин; детермін
czech_cuni_telesa_pole_note,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_telesa_pole_note.pdf,cs,W_S,language_family_witness,determinant,1,determinant; wyznacznik; детермин; детермін
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,determinant,13,determinant; wyznacznik; детермин; детермін
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,determinant,4,determinant; wyznacznik; детермин; детермін
slovak_abstraktna_algebra,01_non_ru_uk_slavic_baseline_pdf_sources/slovak/slovak_abstraktna_algebra.pdf,sk,W_S,language_family_witness,determinant,1,determinant; wyznacznik; детермин; детермін
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,elementary divisor,108,elementár; elementarn; dělitel; dzielnik; делител
bulgarian_sofia_noncommutative_body_problem,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_noncommutative_body_problem.pdf,bg,S,language_family_witness,elementary divisor,1,elementár; elementarn; dělitel; dzielnik; делител
bulgarian_sofia_rings_lecture7,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_rings_lecture7.pdf,bg,S,language_family_witness,elementary divisor,6,elementár; elementarn; dělitel; dzielnik; делител
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,elementary divisor,3,elementár; elementarn; dělitel; dzielnik; делител
slovenian_uvod_v_algebro,01_non_ru_uk_slavic_baseline_pdf_sources/slovenian/slovenian_uvod_v_algebro.pdf,sl,S,language_family_witness,elementary divisor,14,elementár; elementarn; dělitel; dzielnik; делител
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,elementary divisor,121,elementár; elementarn; dělitel; dzielnik; делител
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,elementary divisor,2,elementár; elementarn; dělitel; dzielnik; делител
czech_cuni_telesa_pole_note,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_telesa_pole_note.pdf,cs,W_S,language_family_witness,elementary divisor,6,elementár; elementarn; dělitel; dzielnik; делител
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,elementary divisor,2,elementár; elementarn; dělitel; dzielnik; делител
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,elementary divisor,2,elementár; elementarn; dělitel; dzielnik; делител
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,elementary divisor,59,elementár; elementarn; dělitel; dzielnik; делител
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,elementary divisor,10,elementár; elementarn; dělitel; dzielnik; делител
czech_cuni_algebra_2021,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_algebra_2021.pdf,cs,W_S,language_family_witness,extension,130,rozšířen; rozszerz; proširen; prošir; прошир; разшир
czech_cuni_noncommutative_body_thesis,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_noncommutative_body_thesis.pdf,cs,W_S,language_family_witness,extension,16,rozšířen; rozszerz; proširen; prošir; прошир; разшир
czech_cuni_representation_idempotents,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_cuni_representation_idempotents.pdf,cs,W_S,language_family_witness,extension,11,rozšířen; rozszerz; proširen; prošir; прошир; разшир
czech_karlin_galois_splitting_field,01_non_ru_uk_slavic_baseline_pdf_sources/czech/czech_karlin_galois_splitting_field.pdf,cs,W_S,language_family_witness,extension,10,rozšířen; rozszerz; proširen; prošir; прошир; разшир
polish_impan_algebra_lecture3,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_impan_algebra_lecture3.pdf,pl,W_S,language_family_witness,extension,2,rozšířen; rozszerz; proširen; prošir; прошир; разшир
polish_mimuw_algebra2_galois,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_algebra2_galois.pdf,pl,W_S,language_family_witness,extension,142,rozšířen; rozszerz; proširen; prošir; прошир; разшир
polish_mimuw_noncommutative_body,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_mimuw_noncommutative_body.pdf,pl,W_S,language_family_witness,extension,4,rozšířen; rozszerz; proširen; prošir; прошир; разшир
polish_uj_algebra1_noetherian,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uj_algebra1_noetherian.pdf,pl,W_S,language_family_witness,extension,96,rozšířen; rozszerz; proširen; prošir; прошир; разшир
polish_uwr_algebra2_rings,01_non_ru_uk_slavic_baseline_pdf_sources/polish/polish_uwr_algebra2_rings.pdf,pl,W_S,language_family_witness,extension,8,rozšířen; rozszerz; proširen; prošir; прошир; разшир
macedonian_im_pmf_textbook_catalog,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_im_pmf_textbook_catalog.html,mk,S,anchor_control_candidate,field,25,těles; teles; ciał; cial; polj; polje
macedonian_ukim_math_lexicon,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/macedonian/macedonian_ukim_math_lexicon.pdf,mk,S,anchor_control_candidate,field,225,těles; teles; ciał; cial; polj; polje
sorbian_domowina_math_terminology_2008,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/sorbian_upper/sorbian_domowina_math_terminology_2008.pdf,hsb/dsb,W_S,anchor_control_candidate,field,6,těles; teles; ciał; cial; polj; polje
sorbian_domowina_tools,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/sorbian_upper_lower/sorbian_domowina_tools.html,hsb/dsb,W_S,anchor_control_candidate,field,2,těles; teles; ciał; cial; polj; polje
sorbian_institute_text_corpus_termmat_1996,02_underrepresented_slavic_belarusian_macedonian_sorbian_anchors/sorbian_upper/sorbian_institute_text_corpus_termmat_1996.pdf,hsb/dsb,W_S,anchor_control_candidate,field,1,těles; teles; ciał; cial; polj; polje
bulgarian_sofia_noncommutative_body_problem,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_noncommutative_body_problem.pdf,bg,S,language_family_witness,field,10,těles; teles; ciał; cial; polj; polje
bulgarian_sofia_rings_lecture7,01_non_ru_uk_slavic_baseline_pdf_sources/bulgarian/bulgarian_sofia_rings_lecture7.pdf,bg,S,language_family_witness,field,7,těles; teles; ciał; cial; polj; polje
croatian_mathhr_algebra_structures_2024,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_mathhr_algebra_structures_2024.pdf,hr,S,language_family_witness,field,284,těles; teles; ciał; cial; polj; polje
croatian_pmf_split_prsteni,01_non_ru_uk_slavic_baseline_pdf_sources/croatian/croatian_pmf_split_prsteni.pdf,hr,S,language_family_witness,field,99,těles; teles; ciał; cial; polj; polje
