"role","absolute_path","public_relative_path","sha256","supersedes"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper04\interslavic-cyrillic\v001\Noether_Paper04_Section08_Interslavic_Cyrillic_v001.tex","translations/paper04/interslavic-cyrillic/v001/Noether_Paper04_Section08_Interslavic_Cyrillic_v001.tex","E33BDDFCBEC8E6EC84FE8AA11DCA62E6A362F6FBF23B58627843C0C921AB591C","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper04\interslavic-cyrillic\v001\Noether_Paper04_Section08_Interslavic_Cyrillic_v001.pdf","translations/paper04/interslavic-cyrillic/v001/Noether_Paper04_Section08_Interslavic_Cyrillic_v001.pdf","D48BB67D8662B3C1E69615075A05A5A1D3EE190F7FD1D9E89FC07DE92EEAB0DD","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper04\interslavic\v001\Noether_Paper04_Introduction_Interslavic_v001.tex","translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex","6D10B190F1ADE83982B4CB27271E308AB3EB43F7D4056EB8C5DD62F2709D688A","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper04\interslavic\v001\Noether_Paper04_Introduction_Interslavic_v001.pdf","translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.pdf","490E3FD2295AD77A6DA0230AC727AD612B7A58DABF1FDA54EF6B0CB82636D3B6","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper04\interslavic\v001\Noether_Paper04_Section03_Interslavic_v001.tex","translations/paper04/interslavic/v001/Noether_Paper04_Section03_Interslavic_v001.tex","54306B7C809C60CAC19AE21B7483922C349BE5D2F585B00E94239135F640C1CB","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper04\interslavic\v001\Noether_Paper04_Section03_Interslavic_v001.pdf","translations/paper04/interslavic/v001/Noether_Paper04_Section03_Interslavic_v001.pdf","9E902E31A6099CCBCB3896388D281829E333E7C77AD2A5E524AB1565245F4D47","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper04\interslavic\v001\Noether_Paper04_Section08_Interslavic_v001.tex","translations/paper04/interslavic/v001/Noether_Paper04_Section08_Interslavic_v001.tex","CF86D723F447B7BA826DBB28B6CDC695CEF27FFE31381F158251A79B699495F6","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper04\interslavic\v001\Noether_Paper04_Section08_Interslavic_v001.pdf","translations/paper04/interslavic/v001/Noether_Paper04_Section08_Interslavic_v001.pdf","842628217ACD6E77DB0EE914F7F1FA9B6CECFBD770C82CA6483D3E2A8DE241F8","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper09\interslavic-cyrillic\v001\Noether_Paper09_Section05_Interslavic_Cyrillic_v001.tex","translations/paper09/interslavic-cyrillic/v001/Noether_Paper09_Section05_Interslavic_Cyrillic_v001.tex","9DB394307F19E6A9CB32C6398C480FE1F1BE68B4D18803ABA481560424B575EE","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper09\interslavic-cyrillic\v001\Noether_Paper09_Section05_Interslavic_Cyrillic_v001.pdf","translations/paper09/interslavic-cyrillic/v001/Noether_Paper09_Section05_Interslavic_Cyrillic_v001.pdf","9DCCCCB8CBE7ACFAEF282A8C891CE6D837C7D26A321E9375758D4AE06B5E78C9","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper09\interslavic-cyrillic\v001\Noether_Paper09_Section06_Interslavic_Cyrillic_v001.tex","translations/paper09/interslavic-cyrillic/v001/Noether_Paper09_Section06_Interslavic_Cyrillic_v001.tex","5D2F54724417445EFB9222E2964768069FB5E148B4AF4EDF15519C5597BBB812","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper09\interslavic-cyrillic\v001\Noether_Paper09_Section06_Interslavic_Cyrillic_v001.pdf","translations/paper09/interslavic-cyrillic/v001/Noether_Paper09_Section06_Interslavic_Cyrillic_v001.pdf","C2D70F670B75063889A48BC9023A094DC3BF53B528AB22954862BB4CD3696BE6","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper09\interslavic-cyrillic\v001\Noether_Paper09_Section07_Interslavic_Cyrillic_v001.tex","translations/paper09/interslavic-cyrillic/v001/Noether_Paper09_Section07_Interslavic_Cyrillic_v001.tex","D7F9554D79336516BD4234542ED1746610354BB6F7B1B32A8C35C7B4CDFDAF2D","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper09\interslavic-cyrillic\v001\Noether_Paper09_Section07_Interslavic_Cyrillic_v001.pdf","translations/paper09/interslavic-cyrillic/v001/Noether_Paper09_Section07_Interslavic_Cyrillic_v001.pdf","4BE6E4A9A2C98003CE3EA3C39A7B942DBE4C1E4A5869ADDF4305286816BF56C5","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper09\interslavic\v001\Noether_Paper09_Section05_Interslavic_v001.tex","translations/paper09/interslavic/v001/Noether_Paper09_Section05_Interslavic_v001.tex","0020847658C34F1251A3C00BD898117877027C659C6D5C25922A86BF6B2597E6","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper09\interslavic\v001\Noether_Paper09_Section05_Interslavic_v001.pdf","translations/paper09/interslavic/v001/Noether_Paper09_Section05_Interslavic_v001.pdf","047F27416170F2D55E1E80D0500815E18EB4F8911492297FC3A5134256E8F4AA","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper09\interslavic\v001\Noether_Paper09_Section06_Interslavic_v001.tex","translations/paper09/interslavic/v001/Noether_Paper09_Section06_Interslavic_v001.tex","9EE3A1B32001AEC25D4CB5589D940D1732B9E01996E7CE82EF58186D4CEABB81","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper09\interslavic\v001\Noether_Paper09_Section06_Interslavic_v001.pdf","translations/paper09/interslavic/v001/Noether_Paper09_Section06_Interslavic_v001.pdf","3CA2E2FFEBB90E3867B4C446F2AFD7E5EF73D54EC0803555AD596A6EF005BC65","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper09\interslavic\v001\Noether_Paper09_Section07_Interslavic_v001.tex","translations/paper09/interslavic/v001/Noether_Paper09_Section07_Interslavic_v001.tex","E2C434EF622E8D6CBD0653D935FD8A35E81ACA25B21BB44F1D1221B3E0F1B78F","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper09\interslavic\v001\Noether_Paper09_Section07_Interslavic_v001.pdf","translations/paper09/interslavic/v001/Noether_Paper09_Section07_Interslavic_v001.pdf","4F290EDFECB610FC5A345186F57AC0814394FCB794CE48352A5EF894EE7FB3BB","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper10\interslavic-cyrillic\v001\Noether_Paper10_Section02_Interslavic_Cyrillic_v001.tex","translations/paper10/interslavic-cyrillic/v001/Noether_Paper10_Section02_Interslavic_Cyrillic_v001.tex","01E2AECACF4833D22D259FAA9057CFCA274D5F17DB72265385B242EF525CF66E","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper10\interslavic-cyrillic\v001\Noether_Paper10_Section02_Interslavic_Cyrillic_v001.pdf","translations/paper10/interslavic-cyrillic/v001/Noether_Paper10_Section02_Interslavic_Cyrillic_v001.pdf","D1B73D117476D0EB709510056D81CFA50FFBED459DF917539E54AAAFF6384E39","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper10\interslavic\v001\Noether_Paper10_Section02_Interslavic_v001.tex","translations/paper10/interslavic/v001/Noether_Paper10_Section02_Interslavic_v001.tex","AE8AF541FCF7E78541293F91ECFADF91F3E0D1FCB266605BFC4E65C6F32D9DBC","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper10\interslavic\v001\Noether_Paper10_Section02_Interslavic_v001.pdf","translations/paper10/interslavic/v001/Noether_Paper10_Section02_Interslavic_v001.pdf","404FDF9AA75A561098EE24979CA226F1DED0C542E84738F75313E38EF2357E63","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper15\interslavic-cyrillic\v001\Noether_Paper15_Interslavic_Cyrillic_v001.tex","translations/paper15/interslavic-cyrillic/v001/Noether_Paper15_Interslavic_Cyrillic_v001.tex","48A76D4DA41F00E2F5DAF8DFC91031BED3E704AFA7EAD29FE49AC4E84195ECB5","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper15\interslavic-cyrillic\v001\Noether_Paper15_Interslavic_Cyrillic_v001.pdf","translations/paper15/interslavic-cyrillic/v001/Noether_Paper15_Interslavic_Cyrillic_v001.pdf","50D0DFF6EBFE0086EACB506E5A63179FE608B63EA1F98C24487B4D455836F437","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper15\interslavic\v001\Noether_Paper15_Interslavic_v001.tex","translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex","1364A4E3BD864C72AE94794F36AAA7A3800969B69F766FCEA6E3594B5C28DE77","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper15\interslavic\v001\Noether_Paper15_Interslavic_v001.pdf","translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.pdf","56EC68E40A77956B1E16CA0FA6FEBA05B6F20353E95C1F91F425A08C993B9228","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper16\interslavic-cyrillic\v001\Noether_Paper16_Interslavic_Cyrillic_v001.tex","translations/paper16/interslavic-cyrillic/v001/Noether_Paper16_Interslavic_Cyrillic_v001.tex","79105E303E9387F11384959E047B011399BDE504FABAEC4C34E1240E481E7CA9","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper16\interslavic-cyrillic\v001\Noether_Paper16_Interslavic_Cyrillic_v001.pdf","translations/paper16/interslavic-cyrillic/v001/Noether_Paper16_Interslavic_Cyrillic_v001.pdf","19F48B17DF02D86FC611DF4E5B318CCD5EC8200C6906FDA6D3678D5BEA9FB9AD","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper16\interslavic\v001\Noether_Paper16_Interslavic_v001.tex","translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex","A1601611238733DE767EC7671FEA6E38216DB8ACDD69922D7313E88EF4059EF6","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper16\interslavic\v001\Noether_Paper16_Interslavic_v001.pdf","translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.pdf","B802E15939349D0E49548830C930F42D7A70DCBAB304F6ACD0E71BD18C0D8F26","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper17\interslavic-cyrillic\v001\Noether_Paper17_Through_Section02_Interslavic_Cyrillic_v001.tex","translations/paper17/interslavic-cyrillic/v001/Noether_Paper17_Through_Section02_Interslavic_Cyrillic_v001.tex","AC10E69C550E3C4E8BCBEE15BEFE644AABEB9AAF1DA4D3068EA663B878200701","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper17\interslavic-cyrillic\v001\Noether_Paper17_Through_Section02_Interslavic_Cyrillic_v001.pdf","translations/paper17/interslavic-cyrillic/v001/Noether_Paper17_Through_Section02_Interslavic_Cyrillic_v001.pdf","FB70618BF67C8DCA07B1D74DA83F3D8DEB5E7B1D4D2F3C489F732788E66F8873","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper17\interslavic\v001\Noether_Paper17_Through_Section02_Interslavic_v001.tex","translations/paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.tex","95EFAE5330D45415FB4BAD6233D1D65C1B129E8C3BE330792D3D48BD119B1A50","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper17\interslavic\v001\Noether_Paper17_Through_Section02_Interslavic_v001.pdf","translations/paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.pdf","D2CD786C5D9233CFE5AEEE90FBCA7F93BC1EE0D1A7A4F84971B0DB8739BBFE62","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper19\interslavic-cyrillic\v001\Noether_Paper19_Section10_Interslavic_Cyrillic_v001.tex","translations/paper19/interslavic-cyrillic/v001/Noether_Paper19_Section10_Interslavic_Cyrillic_v001.tex","8603FA268439FC4AB00DC6A9DB80DDB810DEF04ECE1C718AAAE7BB9FB533E1B6","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper19\interslavic-cyrillic\v001\Noether_Paper19_Section10_Interslavic_Cyrillic_v001.pdf","translations/paper19/interslavic-cyrillic/v001/Noether_Paper19_Section10_Interslavic_Cyrillic_v001.pdf","83899222A283768C33C7B60F20DB8A6C6BF9F4A190113892B61944FEF51DD7D9","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper19\interslavic-cyrillic\v001\Noether_Paper19_Section11_Interslavic_Cyrillic_v001.tex","translations/paper19/interslavic-cyrillic/v001/Noether_Paper19_Section11_Interslavic_Cyrillic_v001.tex","04497DB0294CC40D087B13A19868B7F3E06E14E8A222F22783864A8584AA59D5","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper19\interslavic-cyrillic\v001\Noether_Paper19_Section11_Interslavic_Cyrillic_v001.pdf","translations/paper19/interslavic-cyrillic/v001/Noether_Paper19_Section11_Interslavic_Cyrillic_v001.pdf","776848E7FD15BEF0C90DCF7DEEB8552E4C6A065DC42068DFFF84C95480013CE7","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper19\interslavic\v001\Noether_Paper19_Section10_Interslavic_v001.tex","translations/paper19/interslavic/v001/Noether_Paper19_Section10_Interslavic_v001.tex","3AEC56CDBA6E0407E33D5C5A005E209EA297ED23BCF7EC4599CE272C1D09580C","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper19\interslavic\v001\Noether_Paper19_Section10_Interslavic_v001.pdf","translations/paper19/interslavic/v001/Noether_Paper19_Section10_Interslavic_v001.pdf","8C8D93284082CC7642C7AC133DD8316879AD1606995736BECDB8F2A94D8D7C6D","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper19\interslavic\v001\Noether_Paper19_Section11_Interslavic_v001.tex","translations/paper19/interslavic/v001/Noether_Paper19_Section11_Interslavic_v001.tex","60AA693BBF8E8CDB153CDA57DCAECFDFB4C64F1D3B9B9DC5F4A2C5C0EFE05E23","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper19\interslavic\v001\Noether_Paper19_Section11_Interslavic_v001.pdf","translations/paper19/interslavic/v001/Noether_Paper19_Section11_Interslavic_v001.pdf","B570B68C013BA390FDEE47A8C32E1B2C313AC5367B0018DB6497740E6A6DDE37","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper30\section01\interslavic-cyrillic\v001\Noether_Paper30_Section01_Interslavic_Cyrillic_v001.tex","translations/paper30/section01/interslavic-cyrillic/v001/Noether_Paper30_Section01_Interslavic_Cyrillic_v001.tex","B1672E94EF31CD782DA2BED2D0B1EECD8801EA4CF34F3390A9A36432B24F7C32","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper30\section01\interslavic-cyrillic\v001\Noether_Paper30_Section01_Interslavic_Cyrillic_v001.pdf","translations/paper30/section01/interslavic-cyrillic/v001/Noether_Paper30_Section01_Interslavic_Cyrillic_v001.pdf","5F25AB315DE55749F1ACB59C05443331442557FA6B1D9697AF662C2392B8B3E9","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper30\section01\interslavic\v001\Noether_Paper30_Section01_Interslavic_v001.tex","translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex","E06E680EF69518EDDF7DD2673288C6D5993F89548631F9E5CA9F746445AD43D9","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper30\section01\interslavic\v001\Noether_Paper30_Section01_Interslavic_v001.pdf","translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.pdf","4F82CB59C58E5F3D1CF275917F061159F7E7F8D3874F788CC6A6CCAE146C56BC","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper30\section06\interslavic-cyrillic\v001\Noether_Paper30_Section06_Interslavic_Cyrillic_v001.tex","translations/paper30/section06/interslavic-cyrillic/v001/Noether_Paper30_Section06_Interslavic_Cyrillic_v001.tex","132DBC092219D5CEE617D97833F4FE771B84F1D0DAD8A6AF26BF40680898127C","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper30\section06\interslavic-cyrillic\v001\Noether_Paper30_Section06_Interslavic_Cyrillic_v001.pdf","translations/paper30/section06/interslavic-cyrillic/v001/Noether_Paper30_Section06_Interslavic_Cyrillic_v001.pdf","0E55AE11B4F7344E439F8E670DBAD4E83576C009C13A68A9DC51394C560E807D","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper30\section06\interslavic\v001\Noether_Paper30_Section06_Interslavic_v001.tex","translations/paper30/section06/interslavic/v001/Noether_Paper30_Section06_Interslavic_v001.tex","975F674667C7A61D810B7583D2123AA62D1F03C1C0446E27E118157F6E483EFF","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper30\section06\interslavic\v001\Noether_Paper30_Section06_Interslavic_v001.pdf","translations/paper30/section06/interslavic/v001/Noether_Paper30_Section06_Interslavic_v001.pdf","2E99F03E23C4380F0417E9050D0A779B8A7CE51C3FB704998A28F827E1CD08D2","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper30\section07\interslavic-cyrillic\v001\Noether_Paper30_Section07_Interslavic_Cyrillic_v001.tex","translations/paper30/section07/interslavic-cyrillic/v001/Noether_Paper30_Section07_Interslavic_Cyrillic_v001.tex","F3D7428F96C7DD00E9B2FDD131C1E95B13DBE93605C69D3B01628235653597EE","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper30\section07\interslavic-cyrillic\v001\Noether_Paper30_Section07_Interslavic_Cyrillic_v001.pdf","translations/paper30/section07/interslavic-cyrillic/v001/Noether_Paper30_Section07_Interslavic_Cyrillic_v001.pdf","0453955B754E2B08B6EB96A9CE10518139A97023663C65DDD1AA445963853445","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper30\section07\interslavic\v001\Noether_Paper30_Section07_Interslavic_v001.tex","translations/paper30/section07/interslavic/v001/Noether_Paper30_Section07_Interslavic_v001.tex","CB58A5E9343C4BD62E8978B195F79D5E5DB732E7B0791D9A8D10A1189D429940","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_004_simultaneity\compiled_pdfs\paper30\section07\interslavic\v001\Noether_Paper30_Section07_Interslavic_v001.pdf","translations/paper30/section07/interslavic/v001/Noether_Paper30_Section07_Interslavic_v001.pdf","3133B02B1F446437B057256DEA8EA82979E19F5F1D0DA8E1522EE673BD650C6E","same public relative path, if currently published"
