"record_id","record_type","parent_id","revision","revision_of","supersedes","superseded_by","volume","expose","unit","source_lines","source_locator","authority_sha256","source_reading","target_reading","status","raw_cursor","substantive_cursor","target_tex_sha256","target_pdf_sha256","evidence_sha256","release_state"
"SGA2-X-C26-NDE3-MAP-SURFACE@1","formula_symbol_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","surface-case surjection","3456","sentence6;printed118;physical102;running94","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","pi_1(D) to pi_1(U)","same direction and surjectivity displayed","formula_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-MAP-PROJECTION@1","formula_symbol_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","projection-induced map","3456","sentence7;printed118;physical102;running94","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","pi_1(X) to pi_1(Spec O_K) induced by projection","same direction and inducing datum;isomorphism","formula_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-MAP-SECTION@1","formula_symbol_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","section-induced inverse map","3456","sentence7;printed118;physical102;running94","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","pi_1(Spec O_K) to pi_1(X) induced by P","same inverse direction and inducing datum","formula_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-DEPTH2@1","formula_symbol_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","depth threshold two","3456","sentence3;printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","depth X_s at every closed point at least2","same locus quantifier and threshold","formula_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-DEPTH3@1","formula_symbol_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","depth threshold three","3456","sentence4;printed117;physical101;running93","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","depth X_s at every closed point of D_s at least3","same locus quantifier and threshold","formula_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-POSITIVITY@1","formula_symbol_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","nef positive square condition","3456","sentence6;printed118;physical102;running94","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","D only nef with square greater than0","D nef with self-intersection greater than0","formula_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","3EB5BBEE73D8BA6F76664AA0E1CFC7516331E935D7CA22E67F73AB4EC6E5332E","internal_not_for_release"
"SGA2-X-C26-NDE3-XREF-X33@1","cross_reference_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","Proposition X.3.3","3456;3476-3478","line3456 to label X.3.3","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","Ref X.3.3 resolves to purity proposition","Proposition 3.3 type and number retained","cross_reference_target_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","DEF682AC4249F1CEA33072025BA8FF37084AFA0DD31CB809FD7E913506C89C23","internal_not_for_release"
"SGA2-X-C26-NDE3-XREF-X34@1","cross_reference_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","Theorem X.3.4","3456;3482-3490","line3456 to label X.3.4","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","Ref X then X.3.4 resolves to purity theorem","cf X 3.4 retained with English punctuation","cross_reference_target_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","9CA39625788C11C05F6580B3AA383E92069B419EA8DFD0EA9FC98C697A63AD12","internal_not_for_release"
"SGA2-X-C26-NDE3-XREF-XII24@1","cross_reference_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","criterion XII.2.4","3456;4141-4148","line3456 to label XII.2.4","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","Ref XII.2.4 resolves to Corollary2.4","cross-volume XII prefix retained","cross_reference_target_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","B74BCCB29ECEFAF4A5953FB688F142597D5980146395B1D4A1DA3A52984F63BA","internal_not_for_release"
"SGA2-X-C26-NDE3-XREF-XII34@1","cross_reference_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","criterion XII.3.4","3456;4278-4290","line3456 to label XII.3.4","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","Ref XII.3.4 resolves to Corollary3.4","cross-volume XII prefix retained","cross_reference_target_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","EB18BCEED21D1DA8566C0352510A68AE9EAB6924CED8A9C88AF8E0CBE4ABBB9F","internal_not_for_release"
"SGA2-X-C26-NDE3-BIBLIOGRAPHY@1","bibliography_comparison","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","Bost and Ihara references","3456","sentences5-7;printed117-118;physical101-102;running93-94","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","source-controlled titles publication data theorem and corollary references","retained with ordinary English punctuation;not independently bibliographically emended","bibliography_source_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","C5F8286F8A860C2BA1F892B9CBAEF882C810C72AADB23BFAA2667B86EF9A3581","internal_not_for_release"
"SGA2-X-L3456-AU-DESSUS-NORMALIZATION-001@1","accepted_normalization","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","corrected sisi branch","3456","sentence7;printed118;physical102;running94","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","sisi selects au-dessus rather than au dessus","over","accepted_explicit_source_normalization_not_defect","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","C5F8286F8A860C2BA1F892B9CBAEF882C810C72AADB23BFAA2667B86EF9A3581","internal_not_for_release"
"SGA2-X-L3456-JCREINHOLD-XII-PREFIX-REJECT-001@1","rejected_comparison_choice","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","candidate cross-volume prefixes","3456;candidate541","sentence1 comparison","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","XII.2.4 and XII.3.4","candidate 2.4 and3.4 rejected;target retains both XII prefixes","rejected_loss_of_source_reference_precision","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","F77D553CC5E6E08B6064FB1599702678302D536FBF272417344E347AC64DA659","internal_not_for_release"
"SGA2-X-L3456-JCREINHOLD-SIMPLY-REJECT-001@1","rejected_comparison_choice","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","candidate surface register","3456;candidate549","sentence6 comparison","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","simplement means merely in context","candidate simply rejected because it can suggest simply connected;target merely","rejected_technical_ambiguity_risk","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","F77D553CC5E6E08B6064FB1599702678302D536FBF272417344E347AC64DA659","internal_not_for_release"
"SGA2-X-L3456-JCREINHOLD-INVERTIBLE-PHRASE-REJECT-001@1","rejected_comparison_choice","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","candidate inverse-map register","3456;candidate557-559","sentence7 comparison","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","first map invertible with inverse second map","candidate was invertible with inverse rejected;target isomorphism whose inverse is","rejected_awkward_register_maps_preserved","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","F77D553CC5E6E08B6064FB1599702678302D536FBF272417344E347AC64DA659","internal_not_for_release"
"SGA2-X-C26-NDE3-TERMINOLOGY@1","terminology_register","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","lane mathematical register","3456","whole note","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","schemas noetheriens;fleche;diviseur dans X","noetherian lowercase;map;relative Cartier divisor on X","terminology_checked","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","internal_not_for_release"
"SGA2-X-C26-NDE3-BUILD@1","build_validation","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","clean three-pass PDF build","3456","target standalone build","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","pass1 expected rerunfilecheck;passes2-3 clean","one-page A4 PDF;pass2 and pass3 logs identical","build_pass","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","EF5BA1AF494161B566CB1112DDEE657447262B4D2627BCED0F7623CD23B1F237","internal_not_for_release"
"SGA2-X-C26-NDE3-RENDER@1","render_validation","SGA2-X-C26-NDE3@1","1","","","","SGA2","X","target direct visual QA","3456","target PDF page1 at200dpi","C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042","one long source note across two source pages","one legible target page;all maps titles diacritics and note visible","producer_visual_pass","3457","3458","9D0A5373889DB323F804DA0C21A22405E93988743E310D1328C0E31F6356EDD5","33B82F41791672BA26C0237A25B2A8D9B8807AE38C9060B66943A021887D1B0C","BBC2E912CFA9BCC0B255FE4B6807978F8868D2EEF9A2C72E0790571E80BC5BB5","internal_not_for_release"
