scope,status,language,pdf_sha256,target_document_sha256,pages,renderer,render_path,render_sha256,review_notes
EXPOSE_V_S5_1_TO_S5_2,pass,Spanish,7330A3F913830D856F03EDE6B25B83556AAFC33B70284E40404D027BF7276CF9,AD3B823289C2E8D23C0B4029C16ABD388A383B80FD778C026F23F7D22609E033,160-165,"Poppler pdftoppm 26.02.0 at 120 dpi","tmp/pdfs/SGA5_ES_7330A3F9_P160_165/",7C40BFD8A4A85E3043E98831F0DBED187C6D7B0FAD8523B03917EABDC911B009,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the six exact-build pages changed by integrating Exposé V §§5.1-5.2. All six pages were inspected individually at original render resolution. The noetherian/artinian definitions, Hilbert-theorem double-entry array, countable-sum argument, abelian-category closure sequences, shifted-factorization proof, extension-stability statements, 14-arrow exact diagram, inverse-limit formula and limiting snake-lemma array pass with readable notation and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 165 has intentional bounded-end whitespace after the complete Lemma 5.2.4.1 proof. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_V_APPENDIX_A3_AND_EXPOSE_VI_TO_1_2_6,pass,Spanish,3673ED36D746CC108B4F6C0B497B8872BC496CB6457D7DB0CDD0802FEB8C3B0B,BA22FFD7A19780F552F9F91CEE10E5DC8D596E1B21A292859D394806CA1F5E99,169-177,"Poppler pdftoppm 26.02.0 at 140 dpi","tmp/pdfs/SGA5_ES_3673ED36_P169_177/",C17E45BDD4195592AC8A4D9BD64A6C36B4DC5766D8694F4BFCE8A93022537310,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the nine exact-build tail pages changed by completing Appendix A.3 and integrating Exposé VI through Proposition 1.2.6. All nine pages were inspected individually at original render resolution. The Shih spectral-filter arrays and tags, Exposé VI title transition, ell-adic category notation, roots-of-unity example, fundamental fiber functor, projective-limit action and GL topology, equivariant Hom calculation, finite-quotient criterion and three-part stratification proposition pass with readable indices and arrows and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 177 is intentionally sparse after the complete bounded proof. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_VI_S1_3_TO_S1_4,pass,Spanish,63A6A82ECD207A5579D33D0B27DE89DB0E2CE0A62E1B086BD93F8A9510788646,B63AD66AD5B15B4ADCE10A39A2695DF02CBDCF90B9CB0C13856C63CEA2CFD8D9,177-182,"Poppler pdftoppm 26.02.0 at 140 dpi","tmp/pdfs/SGA5_ES_63A6A82E_P177_182/",ACE22979E9E230D90E92195A703B4CC9CB9AB3BF9E0C20EB9651C901B0B93A14,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the six exact-build tail pages changed by integrating Exposé VI §§1.3-1.4. All six pages were inspected individually at original render resolution. Componentwise tensor product, right-exact bifunctors, internal Hom transitions, invertible sheaves and tensor powers, coefficient-algebra action square, Gabriel quotient, continuous Q_ell representations, rationalized tensor/Hom and Dedekind coefficient extension pass with readable indices and diagrams and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 182 ends naturally at the complete §1.4 boundary. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_VI_S1_5_TO_END,pass,Spanish,C9AA0EE71137FC503B5AB56E845793FF656612FC08A7FFCD5A826327E4DEAE34,562DE1969E2BD3464221AC2DBDCCA2E37026E2C158B4BBE8F08038244EC99E5E,182-189,"Poppler pdftoppm 26.02.0 at 140 dpi","tmp/pdfs/SGA5_ES_C9AA0EE7_P182_189/",DC5024718FB20E535B7E5DDE35F01799EBCF0C634AFF3EB08340823489FE9231,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the eight exact-build tail pages changed by completing Exposé VI §§1.5-3.3. All eight pages were inspected individually at original render resolution. The AR quotient equivalence, inverse image, proper-support direct images, corrected exclamation-mark notation, Leray spectral sequence and four tags, cohomological dimension, Cartesian base-change diagrams, localization sequence, coefficient extension, ell-adic cycle classes, transition maps, footnote and four functoriality/intersection properties pass with readable notation and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 189 ends naturally at the complete Exposé VI boundary. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_VII_TITLE_TO_COROLLARY_2_2_4,pass,Spanish,05A61254B6D12557C78B65330837790343019FD16D83B6C8E46872EC45731447,E15099EA95554E681A5B8895CE3664725BCD85A7970C1272B4037D39B185108C,189-195,"Poppler pdftoppm 26.02.0 at 140 dpi","tmp/pdfs/SGA5_ES_05A61254_P189_195/",1DF270F626E26125D24C26E5EF61C3463DF36880682D85116D0FC864763FD275,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the seven exact-build pages spanning the Exposé VI/VII boundary and newly integrated Exposé VII §§1-2.2 through Corollary 2.2.4. All seven pages were inspected individually at original render resolution. The title and authorship, vector/projective-bundle calculations, adjunction and trace maps, Gysin sequence, generalized algebra construction, Kummer and Leray classes, tensor powers, six-part projective cohomology proposition, induction/localization proof, trace diagram and derived global-sections corollary pass with readable notation and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 195 is intentionally sparse after the complete corollary at this bounded integration boundary. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_VII_CHERN_CLASSES_THROUGH_COMPARISON,pass,Spanish,0AE248E60EFFF31D470C1CE854AB8174CB36735F2A9478B17C88F40444019F43,D495ECC72D7D7E21665D47FF7BAB25893F93EBD83DA7E4E20B2A7B559029BB57,195-201,"Poppler pdftoppm 26.02.0 at 140 dpi","tmp/pdfs/SGA5_ES_0AE248E6_P195_201/",C64928592E29E11B9CF56130E31CDF559A7B0A889743B927B7F7FC90869CB6F9,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the seven exact-build tail pages changed by integrating Exposé VII §2.2.5 and §3 through the proof of Proposition 3.8.5. All seven pages were inspected individually at original render resolution. The projective-bundle basis, Chern relation and rank strata, normalization/base-change/Whitney axioms, flag-scheme splitting proof, Gysin identities, top exterior power, analytic/étale comparison, ringed-topos map, TeX-safe étale subscripts, Kummer and exponential sequences, commutative diagram and all numbered tags pass with readable notation and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 201 is intentionally sparse after the complete comparison proof at this bounded integration boundary. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_VII_S3_3_9_THROUGH_PROPOSITION_6_2,pass,Spanish,84803570B6AA6E21B0458182B76E4B1F8A8FD0750B8557874B7503D49457171C,CA48B94C143D9F050F528365DA052D82EF8055517829A85238D5CAE188BB80E0,201-213,"Poppler pdftoppm 26.02.0 at 140 dpi","tmp/pdfs/SGA5_ES_84803570_P201_213/",59475A13C24BD19678BE736707EE36A0EA6C37E606A4F91A0935A74F5CFDF4A3,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the thirteen exact-build tail pages changed by integrating Exposé VII §3.9, §4, §5 and §6 through Proposition 6.2. All thirteen pages were inspected individually at original render resolution. The l-adic comparison continuation, self-intersection theorem and blow-up square, Gysin formulas, Euler-Poincare formulas, flag-scheme construction and factorial-rank lemma, relative R^n and R^{2i}/R^{2j} formulas, corrected hacificar wording, torsor twisting diagrams, smooth/proper base change, reductive split/Borel reduction and Leray sequence pass with readable notation and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 213 is intentionally sparse after the complete Proposition 6.2 proof at this bounded integration boundary. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_VII_S6_COROLLARY_6_5_THROUGH_PROPOSITION_8_6_3,pass,Spanish,27F48313A20CB2A6B73EFA2FCD7812F7AF8D3EE6C2A83A718AFCC31B648A94D1,3AEBA2E0C26546FC3F9D0F32AE723EB93FC71411DC24C3144AACE01115C451A7,214-225,"Poppler pdftoppm 26.02.0 at 140 dpi","tmp/pdfs/SGA5_ES_27F48313_P214_225/",140D8A3A2E7199BDD71EB548DEA6AC3FD2ED64D2A9891E4937365973D43D94A7,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the twelve exact-build tail pages changed by completing Exposé VII §6, §7 and §8 through Proposition 8.6.3. All twelve pages were inspected individually at original render resolution. The reductive descent continuation, Lefschetz and complete-intersection statements, mapping-cylinder lemma, Euler-Poincare and Chern formulas, hard-Lefschetz conjectural diagrams, blow-up decomposition, corrected primed support diagram, inverse matrices, exact sequence, exceptional-product law, Koszul signs, graded ring/module square and final module-linearity proof pass with readable notation and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 225 is intentionally sparse after the complete Proposition 8.6.3 proof at this bounded integration boundary. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_VII_S9_COMPLETE,pass,Spanish,768650365B300CCE25A81BB42890FF47F1BC316FEA5B993378A806F95880E063,F3EB86211AB9680CC7BC51E14BBDF7893E3CB8759606E6A85224222443FBB872,226-236,"Poppler pdftoppm 26.02.0 at 140 dpi","tmp/pdfs/SGA5_ES_76865036_P226_236/",8E7A47F519173145C509B3792B396C0EB54D64CCB9DC361E3C2280FEB99DEFE1,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the eleven exact-build pages completing Exposé VII §9 and its bibliography. All eleven pages were inspected individually at original render resolution. The projective-bundle formulas, deformation diagrams D1/D2, self-intersection theorem, corrected transformada estricta terminology, proof through §9.5, key blow-up formula, Lemmas 9.7 and 9.8.7, all primed diagrams, exact sequence and proof of Theorem 9.9, projective-bundle kernel decomposition, §9.10 and all eight bibliography entries pass with readable checks/primes/indices/tags and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 236 ends naturally at the complete Exposé VII boundary. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_VIII_COMPLETE,pass,Spanish,90351819DFB6250474306089A7A4B49FB603928BE95CE8461EBE5D8F4385425E,C26449C31B244EA8A69472B028DE3914F20D124FD35219981F8E12608E75C462,237-249,"Poppler pdftoppm 26.05.0 at 140 dpi","tmp/pdfs/SGA5_ES_90351819_P237_249/",CC9FEA0076A8A30641E797547F1E807D6ED400A8213E685AFFD898423B20B94D,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the thirteen exact-build pages comprising complete Exposé VIII. All thirteen pages were inspected individually at original render resolution. The title and attribution, additive functions and class groups, triangulated-category diagrams, comparison and pseudocoherent/perfect complexes, right-left derived Tor construction, Bourbaki proof diagram, K-ring/module structures, functorial scalar change, projection formula, relative K-groups, group-ring notation and complete bibliography pass with readable formulas, labels, subscripts, footnotes and no clipping, overlap, broken arrows, malformed glyphs, footer collision or unintended orphaning. Page 249 ends naturally at the complete Exposé VIII boundary. After adding the authority's unused shared tr macro for the next unit, the exact current PDF was rerendered and all thirteen PNG hashes were pixel-identical to the inspected set. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_X_THROUGH_PROPOSITION_4_4,pass,Spanish,1CF0C973F43B787B2AE43852EEA22A42F4E6043329FD0991D5BDFD3C7BFB5517,39708F17AFFBF7B03234EB9A16BE958FB201FB2396EBDAE70DC9FB9045D02599,250-258,"Poppler pdftoppm 26.05.0 at 140 dpi","tmp/pdfs/SGA5_ES_1CF0C973_P250_258/",149EC181ADAC6201BC07893333E2F144FB7AB95120F7B928662C9C056D218AED,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the nine exact-build pages added by integrating Exposé X through Proposition 4.4. All nine pages were inspected individually at original render resolution. The title and attribution, operator-group sheaves and action diagram, finite-Tor-dimension proof, character and induction formulas, derived Hom/tensor constructions, duality and invariants, Swan fixed-point calculation, corrected direct-sum formula 4.2.3, Artin representation, transport of structure, Proposition 4.4 and its self-duality proof pass with readable checks, primes, subscripts and tags and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 258 is intentionally sparse after the complete proposition at this bounded integration boundary. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_X_S4_5_THROUGH_PROPOSITION_5_1,pass,Spanish,12E26BB035F6C615B4A8FC07F2223E2C35C86BA9AB83F0814AD8338A25E6E80F,1F7752B2DC2B9261FA32BDA2F87FA6856CC99AD79E116D4D513ADEFE6AA7BC76,258-261,"Poppler pdftoppm 26.05.0 at 140 dpi","tmp/pdfs/SGA5_ES_12E26BB0_P258_261/",0FD95558608A5927C499B4AD1E882DB89D9DBC89193EF950AC57EF1E3A561508,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only reflowed page 258 and new pages 259-261 for Exposé X §§4.5-5 through the complete proof of Proposition 5.1. All four pages were inspected at original render resolution. The three induced-character case formulas, disconnected-curve reduction, completed local invariant remark, Weil formula, coefficient-reduction and trace maps, inverse limit, Kunneth base change, distinguished triangle, Lefschetz fixed-point traces and Hurwitz conclusion pass with readable primes, stars, indices, tags and arrows and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Initial exact-build inspection caught revestimiento principal in Proposition 5.1; it was normalized to ledger-established recubrimiento principal and rebuilt. In the final hash-bound rerender, pages 258, 259 and 261 were pixel-identical to the already inspected images, while corrected page 260 was re-inspected individually and passed. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_X_S6_COMPLETE,pass,Spanish,C4CA52397CF5B543EC581A15491B948CA5F6953CB6CD832170201DB755BA1F38,63B026D858B93156AB0ED354AB43006BFE6DEC8B977A3AEA105C1868332E4B9D,257-263,"Poppler pdftoppm 26.05.0 at 140 dpi","tmp/pdfs/SGA5_ES_C4CA5239_P257_263/",9F4921BC641BFB0A9109B2A7DCB24A9FF63029538C15A17E7CF90B6EAD423345,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only page 257, which contains the normalized §4.2 covering term, the four previously checked §4.5-5 pages 258-261, and new complete-§6 pages 262-263. Corrected page 257 and both new pages were inspected individually at original render resolution; pages 258-261 were byte-for-byte pixel-identical to their prior hash-bound renders. The Swan and Artin formulas, canonical recubrimiento terminology, local-term title and hypotheses, connected Galois cover, generic stalk identification, quotient-group base change, Swan-Hom adjunction, alpha/epsilon classes in K(Delta), tame Ogg--Chafarevitch formula and all three K-theory examples pass with readable checks, primes, bars, indices and tags and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 263 is intentionally sparse at the complete §6 boundary. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_X_COMPLETE,pass,Spanish,F8387C94CAF3212AE674A8BB27A7DA88F23C3142D7398B3248C8EF61BBB94B5E,B729C7EC5FE67B906853534D1F1096E10A8D5F5384C8422C1348837737B2B790,263-268,"Poppler pdftoppm 26.05.0 at 160 dpi","tmp/pdfs/SGA5_ES_F8387C94_P263_268/",6D4C1F9F3F5D0532C6229416CD2CEC028F453EA2664D9D1AB6F87804EFBD6B01,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only reflowed page 263 and the five new pages 264-268 containing complete Exposé X §7 and references. All six pages were inspected individually at original render resolution; page 264 was additionally rerendered at 260 dpi to verify the low-page distinguished triangle and footer clearance. The Euler--Poincaré theorem, derived-invariants and Kunneth formulas, diagrams 7.8/7.15/7.16, Corollaries 7.9 and 7.12, Lemma 7.14 and its Hochschild--Serre proof, strict-localization square, compact-support comparison, boundary local terms and all five references pass with readable bars, checks, indices, arrows, tags and accents and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 268 ends naturally at the complete Exposé X boundary. Render hash is SHA256 over the UTF-8 LF list name,per-file-SHA256 in lexical filename order."
EXPOSE_XII_THROUGH_SECTION_5,pass,Spanish,166C77F3A9DF77FDE8ACFB93C8EAF6732F81B52F9343BD5DF4DA6B143B3A55EF,59EADF9C70C5AFD7E2F783D22383AF72BFF2939575526E2BF9BBEAD7712BA4CA,273-279,"Poppler pdftoppm 26.05.0 at 160 dpi","tmp/pdfs/SGA5_ES_166C77F3_P273_279/",08110596EAEDC151D5D1FD5A7D25BB3C80C99B193B6955476CFD2C000211A50B,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the seven exact-build pages covering the reflowed Lemma 4.7 tail, Proposition 4.9 and complete Exposé XII section 5. All seven pages were inspected individually at original render resolution. The m-adic maps and congruences, tensor contraction, root-of-unity argument, local orbit decomposition, Proposition 5.1 trace system, equations 5.1.1-5.11 and both special cases pass with readable primes, stars, subscripts, denominators and right-set tags and no clipping, overlap, broken math, malformed glyphs, footer collision or unintended orphaning. Page 279 is intentionally sparse at the complete section-5 boundary. Render-set hash is SHA256 over concatenated PNG bytes in lexical filename order."
EXPOSE_XII_THROUGH_SECTION_6_3,pass,Spanish,2C233154D6F94A7FFF6FCAA4C8CDB0BBB91876EAC60356708F78E9D7AB685CA7,D567EF8940ED1C7CE06C2C1E192BB07C0E245A880DB8EE759B36DE059BC7D185,279-282,"Poppler pdftoppm 26.05.0 at 160 dpi","tmp/pdfs/SGA5_ES_2C233154_P279_282/",36C0FC785E0574B104F9B817ED4A1B39EAE3A612A2510CBD089AD9923376190B,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only reflowed page 279 and the three new pages 280-282 containing Exposé XII sections 6.1-6.3. All four pages were inspected individually at original render resolution. The finiteness setup and footnote, generic-fibre maps, equivariant dual module, local alpha invariant, reduction modulo ell^n, complete localization triangle, trace additivity, Kunneth formulas and tags 6.2.1-6.3.12 pass with readable primes, stars, bars, tensor bases, arrows and right-set tags and no clipping, overlap, broken arrows, malformed glyphs, footer collision or unintended orphaning. Page 282 ends naturally at the complete section-6.3 boundary. Render-set hash is SHA256 over concatenated PNG bytes in lexical filename order."
EXPOSE_XII_SECTION_6_COMPLETE,pass,Spanish,7CF1392C497982813F852D60ADFD49E69F61D5A151535FFAFD3CAE7E52A51B6C,0941B1FBB2322818E7A2D699C4CB9E82370E8369D673447A54AD0CEE445E2FED,282-285,"Poppler pdftoppm 26.05.0 at 160 dpi","tmp/pdfs/SGA5_ES_7CF1392C_P282_285/",EE853C3301238475F587D10DDD4AA5C725204834FE11B98E529108FB8858364B,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only reflowed page 282 and the three new pages 283-285 containing complete Exposé XII section 6.4. All four pages were inspected individually at original render resolution. The twisted endomorphism, stabilizer quotient maps, totally and moderately ramified cases, Lemma 6.4.5 power-series proof, nonramified-sheaf cases block and tags 6.4.1-6.4.9 pass with readable primes, quotient subscripts, cases braces, trace factors and right-set tags and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Sparse page 285 intentionally contains only the final two formulas at the complete section-6 boundary. Render-set hash is SHA256 over concatenated PNG bytes in lexical filename order."
EXPOSE_XII_COMPLETE,pass,Spanish,38D2DEB7D2B1125A17FFC4647DF0D786F0CA0D0A85F511939953BBA36F604DA3,6AB03DB9288BA17339DBEE5F5C6B57BC114CFA2E05E2A5CD719F9F89888DD48E,285-287,"Poppler pdftoppm 26.05.0 at 160 dpi","tmp/pdfs/SGA5_ES_38D2DEB7_P285_287/",6792BCEBB448CBE34CBB1E067F347E72A60F719F41B12A7844617F39BA3DEB95,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the three exact-build pages completing Exposé XII. All pages were inspected individually at original render resolution. Section 7, its footnote, Proposition 7.2, the H-module and generic-Galois construction, Example 7.3, all formulas and the complete Wecken reference pass with readable notation and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. The lower whitespace on page 287 is intentional at the complete-exposé boundary. Render-set hash is SHA256 over concatenated PNG bytes in lexical filename order."
EXPOSE_XV_THROUGH_PROPOSITION_2,pass,Spanish,CE04F271766C0CD5BE2DC1EFCD7E115F8F698E04F2233C693363664D25057027,B0986EEE985D01D9FBE6C3FD4EBD291912A3C137B4BAA94F15B686655829C78A,287-291,"Poppler pdftoppm 26.05.0 at 160 dpi","tmp/pdfs/SGA5_ES_CE04F271_P287_291/",325027C9681EF4B741899053063D38359F3E3252957ECADFCBBB7A35144966F6,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered the exact five-page boundary and new block after integrating Exposé XV through Proposition 2. All pages were inspected individually at original render resolution. Page 287 now closes Exposé XII cleanly; page 288 begins Exposé XV on the source-prescribed fresh page. The full title, Houzel attribution, absolute and relative Frobenius definitions, both Cartesian diagrams, Propositions 1-2, nested equivalence lists, differential exact sequence and Nakayama conclusion pass with readable arrows, primes, stars, quotient ideals and accents and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Sparse lower space on pages 287 and 291 is intentional at coherent unit boundaries. Render-set hash is SHA256 over concatenated PNG bytes in lexical filename order."
EXPOSE_XV_THROUGH_CORRESPONDENCE_PROPOSITION_1,pass,Spanish,F675ECBFECC98C0E6BF2D27E9829D190FA535014C481D7F89F6E9E91642DEFB8,3524CCA58E27491CEF0339B84E2C8C772DB9AD103495A3D58301FBC5FE8F5B14,290-296,"Poppler pdftoppm 26.05.0 at 160 dpi","tmp/pdfs/SGA5_ES_F675ECBF_P290_296/",E32958D5A61F8488E3A12E4A96D597A4B42DCA640415FA39F77F8381BCE226DB,"Working-milestone QA only, not final-volume certification. Memory-light QA rendered only the seven exact-build pages spanning the prior Proposition 2 tail and the newly integrated Exposé XV module, iterated-Frobenius and Frobenius-correspondence block through the complete proof of Proposition 1. All seven pages were inspected individually at original render resolution. Relative Spec/Proj/Sym constructions, coordinate ideals, iterated Frobenius, correspondence diagrams, terminal sheaves and complexes pass with readable arrows, indices, primes and accents and no clipping, overlap, malformed glyphs, footer collision or unintended orphaning. Page 296 ends at a coherent proof boundary. Render-set hash is SHA256 over concatenated PNG bytes in lexical filename order."
