record_id,record_type,parent_id,revision,revision_of,supersedes,superseded_by,volume,expose,unit,source_lines,source_locator,authority_role,authority_sha256,source_reading,target_reading,decision,status,confidence,evidence_path,evidence_bytes,evidence_sha256,raw_cursor,substantive_cursor,release_state,revisit_condition
SGA2-X-C38-REJECT-UNNUMBERED@1,rejected_comparison_choice,SGA2-X-C38@1,1,,,,SGA2,X,candidate heading,392-394,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,candidate visible Corollary only,Corollary 3.8,reject hidden-only numbering,rejected,high,JCREINHOLD_LINES392_398_UTF8_LF.md,184,D2D01AAE6DEFA0BA3A8F3D5A6E3BFC4FA03CED70498B1C541B9001D457B6673D,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-REJECT-PROF@1,rejected_comparison_choice,SGA2-X-C38@1,1,,,,SGA2,X,candidate operator,396,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,literal prof,depth,reject untranslated operator word in English,rejected,high,JCREINHOLD_LINES392_398_UTF8_LF.md,184,D2D01AAE6DEFA0BA3A8F3D5A6E3BFC4FA03CED70498B1C541B9001D457B6673D,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-REJECT-HAT-GLYPH@1,rejected_comparison_choice,SGA2-X-C38@1,1,,,,SGA2,X,candidate completion glyph,396,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,code-formatted precomposed hatted A,mathematical widehat A,reject degraded Markdown rendering,rejected,high,JCREINHOLD_LINES392_398_UTF8_LF.md,184,D2D01AAE6DEFA0BA3A8F3D5A6E3BFC4FA03CED70498B1C541B9001D457B6673D,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-NORM-PROOF-LABEL@1,accepted_structural_normalization,SGA2-X-C38@1,1,,,,SGA2,X,proof label,3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,standalone proof sentence without label,Proof label plus same sentence,clarify structure without adding mathematics,accepted,high,TARGET_EXTRACTED_TEXT.txt,1030,2D84488EFC1FA13497CBCA9E6A555D66E33A1B0AE2C24F22311F965A3F04A9B6,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-TEX@1,target_tex_control,SGA2-X-C38@1,1,,,,SGA2,X,editable target TeX,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,target_tex_pass,high,SGA2_Expose_X_Corollary_3_8_Statement_and_Proof_English_SourceAligned.tex,1563,856B396D68A41AD2F6EAFD17AB50C0B2167519D4361E378EFE1F758BFEF9146B,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-PDF@1,target_pdf_control,SGA2-X-C38@1,1,,,,SGA2,X,built target PDF,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,target_pdf_pass,high,SGA2_Expose_X_Corollary_3_8_Statement_and_Proof_English_SourceAligned.pdf,184318,109C9F32D3560C940D0EE27EAEFC0977E42279D20735195EBDB625B3EB709B97,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-BUILD1@1,build_evidence,SGA2-X-C38@1,1,,,,SGA2,X,pdfLaTeX pass1,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,build_pass,high,BUILD_PASS1.log,7162,8EBA67279666BCD14D8A846087ECB6B78E55C65D323A7E89CB717964796F31DF,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-BUILD2@1,build_evidence,SGA2-X-C38@1,1,,,,SGA2,X,pdfLaTeX pass2,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,build_pass,high,BUILD_PASS2.log,7162,8EBA67279666BCD14D8A846087ECB6B78E55C65D323A7E89CB717964796F31DF,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-BUILD3@1,build_evidence,SGA2-X-C38@1,1,,,,SGA2,X,pdfLaTeX pass3,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,build_pass,high,BUILD_PASS3.log,7162,8EBA67279666BCD14D8A846087ECB6B78E55C65D323A7E89CB717964796F31DF,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-SOURCE-RENDER@1,render_evidence,SGA2-X-C38@1,1,,,,SGA2,X,source page render,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,source_render_pass,high,SOURCE_PHYSICAL_PAGE_104_200DPI.png,392630,0CBF631AC8F698115683A90439E57C357549A2AC7F76CD3BC3AAA7CFEC0165EE,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-SOURCE-TEXT@1,text_extraction_control,SGA2-X-C38@1,1,,,,SGA2,X,source page text,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,source_text_pass,high,SOURCE_PHYSICAL_PAGE_104_EXTRACTED_TEXT.txt,3498,E5EFE11EBAB337BCCCD2D0211BAB5CCEDC7C12FF38C20DB77A3D32F90B520954,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-SOURCE-PDFINFO@1,pdf_structure_control,SGA2-X-C38@1,1,,,,SGA2,X,source reader info,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,source_pdfinfo_pass,high,SOURCE_READER_PDFINFO.txt,648,0258F8CB747A9345EBB873AFA5868D9E901EC7C7D5A575D19C533949D90D4CF7,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-TARGET-RENDER@1,render_evidence,SGA2-X-C38@1,1,,,,SGA2,X,target page render,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,target_render_pass,high,TARGET_PAGE_001_200DPI.png,133303,601912F151D06316F8B18897D1CAF75DDECFD35363DC215DE8F1A670E3600094,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-TARGET-TEXT@1,text_extraction_control,SGA2-X-C38@1,1,,,,SGA2,X,target extracted text,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,target_text_pass,high,TARGET_EXTRACTED_TEXT.txt,1030,2D84488EFC1FA13497CBCA9E6A555D66E33A1B0AE2C24F22311F965A3F04A9B6,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-FONTS@1,font_control,SGA2-X-C38@1,1,,,,SGA2,X,target font inventory,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,font_gate_pass,high,TARGET_PDFFONTS.txt,1235,D039DF39FC595FCD67254A52BA4DDA802170589E0165B63406B49F396E58B65A,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-PDFINFO@1,pdf_structure_control,SGA2-X-C38@1,1,,,,SGA2,X,target PDF info,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,pdf_structure_pass,high,TARGET_PDFINFO.txt,686,4B073B333C4D9B9603295B9CC69F8CFF54AA272D036EA82035FD0F2F9BF60C01,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-AUDIT@1,prose_audit_binding,SGA2-X-C38@1,1,,,,SGA2,X,source comparison audit,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,audit_pass,high,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,6011,2366900E8F13F40BBC72D876ED0FEC014403855E7278C0D1160553985634D6F3,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-VISUAL-QA@1,visual_qa_binding,SGA2-X-C38@1,1,,,,SGA2,X,rendered visual QA,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,visual_qa_pass,high,RENDERED_VISUAL_QA.md,1309,A733DFF2F01E4D50AC2524A103334606ABA8AB062485E5BBE013E33D616C2E07,3541,3542,internal_not_for_release,independent_review_required
SGA2-X-C38-PREP@1,preparation_receipt,SGA2-X-C38@1,1,,,,SGA2,X,source evidence preparation,3536-3540,printed120;physical104;running96,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,bounded source-aligned unit evidence,producer artifact identity,retain exact identity,preparation_pass,high,SOURCE_EVIDENCE_PREPARATION_RECEIPT.json,2528,A1B41EA38AA7DFEC06CBAE7F7CD3A1AC4E5F783C35D48B1242F8D6B34738221A,3541,3542,internal_not_for_release,independent_review_required
