"branch_head","evidence_base","witness_id","language_gate","source_title","source_type","source_use_label","local_or_remote_path","resolved","resolved_local_path","recorded_sha256","resolved_sha256","recorded_bytes","resolved_bytes","access_license_signal","next_action","branch_boundary"
"212dfb1c7728f7c23274714434aa35d590e1aab7","carried-forward source witness from c7fb payload; branch delta now includes c7fb packet paths","OTA-CEBIR-004","ota_Arab","Takiyuddin'in Cebir Risalesi Belleten HTML","HTML provenance lead","Ottoman/Turkic RTL-adjacent provenance lead; not literal Ottoman Arabic-script mathematical source body","source-bodies\ota_Arab\OTA-CEBIR-004_Belleten_Takiyuddin_Cebir_Risalesi.html","True","source-canon-recovery\r3-ur-ota-source-body-recovery-cycle3-20260706\source-bodies\ota_Arab\OTA-CEBIR-004_Belleten_Takiyuddin_Cebir_Risalesi.html","71bb3880161ca340a055547e145a001e64cc11fc24851c3c488e51edbb3cbb83","71bb3880161ca340a055547e145a001e64cc11fc24851c3c488e51edbb3cbb83","70495","70495","public web/PDF access signal; no license-clearance claim","trace manuscript image/call-number source body for Cebir/Ilm-i Cebir/Hesab Tahlili; keep Pan-Turkic separate","own language gate only; no native review, license clearance, source certification, or completion claim"
"212dfb1c7728f7c23274714434aa35d590e1aab7","carried-forward source witness from c7fb payload; branch delta now includes c7fb packet paths","UR-WEB-20260706-001","ur_Arab","Urdu Wikibooks linear algebra chapter index","web/native HTML; raw bodies already captured locally in cycle3","source-gated support candidate for Urdu only; not Arabic/Persian/Dari/Tajik/Hindustani authorization","https://ur.wikibooks.org/wiki/%D9%84%DA%A9%DB%8C%D8%B1%DB%8C_%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%D8%A7","False","","","","","","web recovery lead; no license-clearance claim","Use as captured source-body candidate; continue university/open-course PDF search.","own language gate only; no native review, license clearance, source certification, or completion claim"
"212dfb1c7728f7c23274714434aa35d590e1aab7","carried-forward source witness from c7fb payload; branch delta now includes c7fb packet paths","UR-WEB-20260706-002","ur_Arab","Urdu Wikibooks eigenvalue/eigenvector/eigenspace chapter","web/native HTML with formula-neighboring prose; raw body captured locally in cycle3","source-gated Urdu eigen/linear-algebra support only","https://ur.wikibooks.org/wiki/%D9%84%DA%A9%DB%8C%D8%B1%DB%8C_%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%D8%A7/%D8%A8%D8%A7%D8%A8_6","False","","","","","","web recovery lead; no license-clearance claim","Use for draft/non-canonical scaffold rows; seek independent PDF witness.","own language gate only; no native review, license clearance, source certification, or completion claim"
"212dfb1c7728f7c23274714434aa35d590e1aab7","carried-forward source witness from c7fb payload; branch delta now includes c7fb packet paths","UR-WEB-20260706-003","ur_Arab","Urdu Wikipedia eigenvalue page","web encyclopedia comparator","comparator/source-context lead only; not accepted terminology","https://ur.wikipedia.org/wiki/%D9%88%DB%8C%DA%98%DB%81_%D9%82%D8%AF%D8%B1","False","","","","","","web recovery lead; no license-clearance claim","Keep as adverse/comparator lead; do not use to certify terms.","own language gate only; no native review, license clearance, source certification, or completion claim"
"212dfb1c7728f7c23274714434aa35d590e1aab7","carried-forward source witness from c7fb payload; branch delta now includes c7fb packet paths","UR-WEB-20260706-004","ur_Arab","NYU Urdu math glossary PDF","PDF glossary; school-level math terms","glossary comparator only, not advanced linear-algebra source body","https://docs.steinhardt.nyu.edu/pdfs/metrocenter/atn293/pdf/next_generation_math_glossary_terms_only_Urdu.pdf","False","","","","","","web recovery lead; no license-clearance claim","Record as glossary lead; not sufficient for R3 proof/lecture witness.","own language gate only; no native review, license clearance, source certification, or completion claim"
"212dfb1c7728f7c23274714434aa35d590e1aab7","carried-forward source witness from c7fb payload; branch delta now includes c7fb packet paths","UR-WEB-20260706-005","ur_Arab","Elevify Urdu linear algebra course prose","web course page; provenance/source-body uncertain","recovery lead only; possible generated/translated web text","https://www.elevify.com/ur-pk/%DA%A9%D9%88%D8%B1%D8%B3%D8%B2/%D8%B7%D8%A8%DB%8C%D8%B9%DB%8C-%D8%B9%D9%84%D9%88%D9%85-%D8%A7%D9%88%D8%B1-%D8%AA%D8%AD%D9%82%DB%8C%D9%82/%D8%B1%DB%8C%D8%A7%D8%B6%DB%8C/%D8%A8%D9%86%DB%8C%D8%A7%D8%AF%DB%8C-%D9%84%DB%8C%D9%86%D8%A6%D8%B1-%D8%A7%D9%84%D8%AC%D8%A8%D8%B1%D8%A7-%DA%A9%D9%88%D8%B1%D8%B3-6315a","False","","","","","","web recovery lead; no license-clearance claim","Do not treat as source-body closure; search for institution/open course PDFs.","own language gate only; no native review, license clearance, source certification, or completion claim"
"212dfb1c7728f7c23274714434aa35d590e1aab7","carried-forward source witness from c7fb payload; branch delta now includes c7fb packet paths","OTA-WEB-20260706-001","ota_Arab","Belleten article on Takiyuddin Cebir Risalesi","modern Turkish article/provenance carrier","Ottoman/Turkic provenance only; not literal Ottoman Arabic-script body","https://belleten.gov.tr/tam-metin/2426/tur","False","","","","","","web recovery lead; no license-clearance claim","Use for manuscript/work tracing; do not draft Ottoman terms from this alone.","own language gate only; no native review, license clearance, source certification, or completion claim"
"212dfb1c7728f7c23274714434aa35d590e1aab7","carried-forward source witness from c7fb payload; branch delta now includes c7fb packet paths","OTA-WEB-20260706-002","ota_Arab","DergiPark PDF for Takiyuddin Cebir Risalesi article","modern article PDF/provenance carrier","Ottoman/Turkic provenance only; not literal source body","https://dergipark.org.tr/en/download/article-file/1641012","False","","","","","","web recovery lead; no license-clearance claim","Trace cited manuscript/work details; no source certification.","own language gate only; no native review, license clearance, source certification, or completion claim"
"212dfb1c7728f7c23274714434aa35d590e1aab7","carried-forward source witness from c7fb payload; branch delta now includes c7fb packet paths","OTA-WEB-20260706-003","ota_Arab","Dört Öge Ottoman mathematics overview","modern Turkish PDF with references","provenance/recovery lead only","https://dergipark.org.tr/tr/download/article-file/567503","False","","","","","","web recovery lead; no license-clearance claim","Use references for Cebir Risalesi and Hesab-i Tahlili recovery.","own language gate only; no native review, license clearance, source certification, or completion claim"
"212dfb1c7728f7c23274714434aa35d590e1aab7","carried-forward source witness from c7fb payload; branch delta now includes c7fb packet paths","OTA-WEB-20260706-004","ota_Arab","Istanbul University thesis on Vidinli Hüseyin Tevfik Paşa","modern thesis PDF; points to Usul-i Cebir/Zeyl-i Usul-i Cebir","provenance/recovery lead only","https://nek.istanbul.edu.tr/ekos/TEZ/52058.pdf","False","","","","","","web recovery lead; no license-clearance claim","Trace catalog/scans for literal Ottoman-script algebra bodies.","own language gate only; no native review, license clearance, source certification, or completion claim"
"212dfb1c7728f7c23274714434aa35d590e1aab7","carried-forward source witness from c7fb payload; branch delta now includes c7fb packet paths","OTA-WEB-20260706-005","ota_Arab","Yildiz PDF on Ottoman mathematics education and early mathematicians","modern PDF overview","provenance/recovery lead only","https://www.ek.yildiz.edu.tr/images/images/yayinlar/osmanlidailkmatematikciler.pdf","False","","","","","","web recovery lead; no license-clearance claim","Use bibliography for source-body search; no term promotion.","own language gate only; no native review, license clearance, source certification, or completion claim"
