"status","path","top_level","package_root","class","direct_r7_malay_sea_pacific_path","transfer_audit_r7_mention","literal_r7_source_body_hit","source_use_decision","label"
"A","coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/SIBLING_WAKE_LEDGER_6034C6B4.csv","coordination","non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707","coordination-route-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_LEDGER_6034C6B4.csv","coordination","non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707","coordination-route-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","coordination/non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707/NON_SLAVIC_CORE_6034C6B4_19B2_SECOND_WAVE_VISIBILITY_ROUTE_20260707/SUMMARY.json","coordination","non-slavic-core-6034c6b4-19b2-second-wave-visibility-route-20260707","coordination-route-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707/B3_ACTION_SUMMARY.csv","transfer-audits","B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707","b3-transfer-audit-batch-context","False","True","False","b3-batch-context-only-not-r7-translation-evidence","source-use/provenance route-context"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707/BRANCH_PR_STATE.csv","transfer-audits","B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707","b3-transfer-audit-batch-context","False","True","False","b3-batch-context-only-not-r7-translation-evidence","source-use/provenance route-context"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707/HELD_ROOTS.csv","transfer-audits","B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707","b3-transfer-audit-batch-context","False","True","False","b3-batch-context-only-not-r7-translation-evidence","source-use/provenance route-context"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707/MANIFEST.csv","transfer-audits","B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707","b3-transfer-audit-batch-context","False","True","False","b3-batch-context-only-not-r7-translation-evidence","source-use/provenance route-context"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707/MANIFEST_REPLAY.csv","transfer-audits","B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707","b3-transfer-audit-batch-context","False","True","False","b3-batch-context-only-not-r7-translation-evidence","source-use/provenance route-context"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707/PACKAGE_FILE_LEDGER.csv","transfer-audits","B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707","b3-transfer-audit-batch-context","False","True","False","b3-batch-context-only-not-r7-translation-evidence","source-use/provenance route-context"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707/PACKAGE_ROOT_SUMMARY.csv","transfer-audits","B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707","b3-transfer-audit-batch-context","False","True","False","b3-batch-context-only-not-r7-translation-evidence","source-use/provenance route-context"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707/README.md","transfer-audits","B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707","b3-transfer-audit-batch-context","False","True","False","b3-batch-context-only-not-r7-translation-evidence","source-use/provenance route-context"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707/SAFETY_SCAN_HITS.csv","transfer-audits","B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707","b3-transfer-audit-batch-context","False","True","False","b3-batch-context-only-not-r7-translation-evidence","source-use/provenance route-context"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707/SHA256SUMS.txt","transfer-audits","B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707","b3-transfer-audit-batch-context","False","True","False","b3-batch-context-only-not-r7-translation-evidence","source-use/provenance route-context"
"A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707/SHA256SUMS_REPLAY.csv","transfer-audits","B3_POST_6034C6B4_R2_R7_R9_SLAVIC_CJK_NATIVE_OLP_FRONTIER_ADVANCE_BATCH_20260707","b3-transfer-audit-batch-context","False","True","False","b3-batch-context-only-not-r7-translation-evidence","source-use/provenance route-context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/ACTIVE_SESSION_STATE.md","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_ACTUAL_SIBLING_WAKE_LEDGER.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_B3_UPLOADER_READY_SUMMARY.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_DELTA_19B2AB4B_TO_6034C6B4_ALL_PATHS.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_DELTA_19B2AB4B_TO_6034C6B4_CJK_SIGNAL_PATHS.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_FRONTIER_RECONCILIATION.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_VISIBLE_CJK_DRAFT_ROLLUP_SOURCE_USE_GAP_FABLE_ADVERSE_20260707.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_BRANCH_VISIBLE_CJK_DRAFT_SIGNAL_CLASSIFICATION_20260707.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CJK_ROUTE_PACKET_CLASSIFICATION.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CODEPOINT_GAP_CARRYFORWARD_ROWS.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_CURRENT_BRANCH_LOG_TOP.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_DELTA_COMMITS_19B2AB4B_TO_6034C6B4.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_EXACT_BLOCKERS_AND_RECOVERY_ROWS.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_HARDENED_HEARTBEAT_MUTUAL_WAKE_RULES.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_JA_ZH_SOURCE_BASELINE_CARRYFORWARD.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_SAME_FRONTIER_ECHO_DEDUP_ROWS_20260707.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_SOURCE_USE_FABLE_ADVERSE_POINTERS.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_SUMMARY.json","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_VERIFICATION.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_VISIBLE_SIBLING_WAKE_LEDGER.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707_WAKE_FRONTIER_RECONCILIATION_20260707.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/HEARTBEAT_20260706.md","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/MANIFEST.csv","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/MANIFEST.json","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/README.md","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/SESSION_LOGBOOK_20260706.md","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707/CJK_NATIVE_6034C6B4_FRONTIER_ADVANCE_SOURCE_USE_CODEPOINT_FABLE_20260707/SHA256SUMS.txt","uploader-transfer","cjk-native-source-evidence-6034c6b4-frontier-advance-source-use-codepoint-fable-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/olp-relation-function-support-6034c6b4-reviewer-return-accounting-recovery-20260707/OLP_6034C6B4_REVIEWER_RETURN_ACCOUNTING_RECOVERY_20260707/B3_UPLOADER_READY_SUMMARY.csv","uploader-transfer","olp-relation-function-support-6034c6b4-reviewer-return-accounting-recovery-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/olp-relation-function-support-6034c6b4-reviewer-return-accounting-recovery-20260707/OLP_6034C6B4_REVIEWER_RETURN_ACCOUNTING_RECOVERY_20260707/BLANK_SLOT_RETURN_STATUS_6034C6B4.csv","uploader-transfer","olp-relation-function-support-6034c6b4-reviewer-return-accounting-recovery-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/olp-relation-function-support-6034c6b4-reviewer-return-accounting-recovery-20260707/OLP_6034C6B4_REVIEWER_RETURN_ACCOUNTING_RECOVERY_20260707/LOGBOOK_EXCERPT.md","uploader-transfer","olp-relation-function-support-6034c6b4-reviewer-return-accounting-recovery-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
"A","uploader-transfer/olp-relation-function-support-6034c6b4-reviewer-return-accounting-recovery-20260707/OLP_6034C6B4_REVIEWER_RETURN_ACCOUNTING_RECOVERY_20260707/MANIFEST.csv","uploader-transfer","olp-relation-function-support-6034c6b4-reviewer-return-accounting-recovery-20260707","sibling-uploader-transfer-context","False","False","False","non-r7-context-only","source-use/provenance context"
