recheck_id,evidence_class,owner,artifact,path_or_url,observed_fact,sha256_or_commit,session_k_handling,boundary
K-DGL-011,package_frontier,Session B,NOETHER_SESSION_OUTPUT_PACKAGE371,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE371_20260705T020644_ROLLING_DELTA_AFTER_PACKAGE370,Package371 copied 1 non-zip file; omitted zips 0; omitted raw source bodies 0; copied bytes 439699; combined SHA 6908596673A360860356E3693EF36AAC7A336B5E9B0F0EFECA06594125DD91C3; lanes parent 1,92236C697DC47B2B18FD81F16B9406F07E49C5D29510E4B074E7E92E0375072F,Record package371 as tracked package metadata observed in the package advance sequence,Package metadata only; packaging does not promote lane artifacts
K-DGL-012,package_frontier,Session B,NOETHER_SESSION_OUTPUT_PACKAGE372,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE372_20260705T020828_ROLLING_DELTA_AFTER_PACKAGE371,Package372 copied 18 non-zip files; omitted zips 0; omitted raw source bodies 0; copied bytes 410647; combined SHA 7343F246F78EFD36E46E23C828BF4007327BB9513A4A5484C3522257CCB76B3F; lanes CJK native source evidence 10 Slavic canonical baseline 8,AAD9FD6DE7D27119809CA8D381FF56F390475A15D88A9322B15F61D862722837,Record package372 as tracked package metadata observed in the package advance sequence,Package metadata only; packaging does not promote lane artifacts
K-DGL-013,package_frontier,Session B,NOETHER_SESSION_OUTPUT_PACKAGE373,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE373_20260705T021202_ROLLING_DELTA_AFTER_PACKAGE372,Package373 copied 8 non-zip files all Session K OLP relation-function support; omitted zips 0; omitted raw source bodies 0; copied bytes 97076; combined SHA B6766579DE8E6E641098A49CDEF14C6D4AFF4DDFE3B61A497BC2BB7AF2650AB7,12CB33D2724A7EBEDB1C14D467BFDAA25BF5F857017C475CF76C22805A659FC6,Record package373 as tracked package metadata observed in the package advance sequence,Package metadata only; packaging does not promote Session K artifacts
K-DGL-014,package_frontier,Session B,NOETHER_SESSION_OUTPUT_PACKAGE374,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373,Package374 copied 120 non-zip files; omitted zips 0; omitted raw source bodies 9; copied bytes 2537121; combined SHA 4E1673E0D6C8A13D4616DD888435A5D1CE985DBC348157AEF2FEB06832180969; lanes Arabic RTL 16 interlanguage 4 OLP 8 Persianate Tajik 4 R2 7 R3 44 R6 22 R7 6 Romance 9,B400707D890F9BEF111DC7FE0BC2F671828D970B03854D0CB2DAF850835CCAD6,Record package374 metadata and omitted-raw-source manifest pointer only,Package metadata only; packaging does not promote lane artifacts or source bodies
K-DGL-015,package_frontier,Session B,NOETHER_SESSION_OUTPUT_PACKAGE375,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE375_20260705T024659_ROLLING_DELTA_AFTER_PACKAGE374,Package375 copied 11 non-zip files; omitted zips 0; omitted raw source bodies 0; copied bytes 636996; combined SHA 3EC19E636877953846118883A9505731F2B4249CA7F5D00F5FF945CCE07BC734; lanes R6 6 R9 5,D01C2FAC9EB110BB0C6F62B54863A58FE752E485ED6421031E58AC199352A20E,Record package375 as tracked package metadata observed in the package advance sequence,Package metadata only; packaging does not promote lane artifacts
K-DGL-016,package_frontier,Session B,NOETHER_SESSION_OUTPUT_PACKAGE376,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE376_20260705T024824_ROLLING_DELTA_AFTER_PACKAGE375,Package376 copied 8 non-zip files; omitted zips 0; omitted raw source bodies 0; copied bytes 571122; combined SHA B349D5ACDC4C231BF48D48569FAE34F5EE4A4D4BD0D0404124B2B1CA93BFAE3D; lanes parent 1 R6 5 R9 2,C4D8A95E717E28B497DEACAA4437AB9851FA6441956EF19B2211019A651E4C8F,Record package376 as tracked package metadata observed in the package advance sequence,Package metadata only; packaging does not promote lane artifacts
K-DGL-017,package_frontier,Session B,NOETHER_SESSION_OUTPUT_PACKAGE377,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE377_20260705T024951_ROLLING_DELTA_AFTER_PACKAGE376,Package377 copied 1 non-zip parent-ledger file; omitted zips 0; omitted raw source bodies 0; copied bytes 448919; combined SHA 8B52F9A33FBD0FDD03721B18CC734A1BB5156F2DF3AE50200D92D60DED691BA4; lane parent 1,A26FEAA34CEB18D1E04E405B4ADFCDBB35D7D29953595EE56DA7C3DE83FBA6C6,Record package377 as tracked package metadata observed in the package advance sequence,Package metadata only; packaging does not promote lane artifacts
K-DGL-018,omitted_raw_source_body_manifest,Session B,NOETHER_SESSION_OUTPUT_PACKAGE374_OMITTED_RAW_SOURCE_BODIES.csv,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373/NOETHER_SESSION_OUTPUT_PACKAGE374_OMITTED_RAW_SOURCE_BODIES.csv,Package374 omitted 9 raw source-body rows from Romance source-evidence draft lane totaling 4417225 source bytes; omission manifest records hashes and local paths without package-copying raw source bodies,20FAB98C06A8ABDA50C552EFC850C55286D6708412FBE4654F9CC4F46FBD4A63,Record omission manifest pointer only and route Romance content to Romance owner lane,Raw source bodies are not Session K evidence copies; no license clearance translation approval native review or canonical claim
K-DGL-019,package_frontier,Session B,NOETHER_SESSION_OUTPUT_PACKAGE378,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE378_20260705T033039_ROLLING_DELTA_AFTER_PACKAGE377,Package378 copied 146 non-zip files; omitted zips 0; omitted raw source bodies 11; copied bytes 3334616; combined SHA 824DE3B384B46E465635B716D412487D3B7776DC66393E5DB5B8B543317ABF87; lanes Arabic RTL 17 CJK 15 interlanguage 4 OLP 8 Persianate Tajik 7 R2 7 R3 38 R6 23 R7 6 Romance 9 Slavic 12,580AE77F1B74CD5FC1B21F91E8794D86F6BBC6D5018B267E8CEB3CFB5AF5E42E,Record package378 metadata and omitted-raw-source manifest pointer only,Package metadata only; packaging does not promote lane artifacts or source bodies
K-DGL-020,package_frontier,Session B,NOETHER_SESSION_OUTPUT_PACKAGE379,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE379_20260705T033223_ROLLING_DELTA_AFTER_PACKAGE378,Package379 copied 3 non-zip files; omitted zips 0; omitted raw source bodies 0; copied bytes 50735; combined SHA D770C79DC1B4C4E6DD716F47A7B71103D7B2E5F30801A1792A0183FC8B2FE3EC; lane R6 3,03922A57D4EBBA9DE75FE94748E52673D0DB7B945B8BBA5F9989EBC42DB03045,Record package379 as tracked package metadata observed in the package advance sequence,Package metadata only; packaging does not promote lane artifacts
K-DGL-021,package_frontier,Session B,NOETHER_SESSION_OUTPUT_PACKAGE380,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE380_20260705T033346_ROLLING_DELTA_AFTER_PACKAGE379,Package380 copied 7 non-zip files; omitted zips 0; omitted raw source bodies 0; copied bytes 145953; combined SHA 23CCAF1929A65A9DDBB607AC5B951FBD2E38F1149CC512AE8A129F14ED587C69; lane R9 7; final tracked pushed frontier,DFD781A0C36CFC6850ED88F8A7B75155EA88FC2D52574F78414F3D6C429CBA29,Record package380 as final tracked pushed frontier for this refresh,Package metadata only; packaging does not promote lane artifacts
K-DGL-022,package_drift,Session B,NOETHER_SESSION_OUTPUT_PACKAGE381,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE381_20260705T033902_ROLLING_DELTA_AFTER_PACKAGE380,Package381 is staged B3-owned package drift after package380; copied 1 non-zip parent-ledger file; omitted zips 0; omitted raw source bodies 0; copied bytes 459041; combined SHA 96F2872ADE61EE14B0E417BC0E3D00FE0F6132C19119072163E50647396773FF; lane parent 1,28E7C06178244A042158F5ED4B89C2D518C51B1E48DB4F6CB45098DF54D11FEF,Record package381 as staged B3-owned package drift only,Session K does not touch index commit clean reset or push package381
K-DGL-023,omitted_raw_source_body_manifest,Session B,NOETHER_SESSION_OUTPUT_PACKAGE378_OMITTED_RAW_SOURCE_BODIES.csv,C:/Users/memo_/Documents/Codex/2026-06-29/updatede-goal-text-maintain-the-noether-2/work/github-checkouts/modern-latex-manuscripts-noether-pc-nocone-20260702/noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE378_20260705T033039_ROLLING_DELTA_AFTER_PACKAGE377/NOETHER_SESSION_OUTPUT_PACKAGE378_OMITTED_RAW_SOURCE_BODIES.csv,Package378 omitted 11 raw source-body rows from Persianate Tajik and Romance source-evidence draft lanes totaling 1345852 source bytes; omission manifest records hashes and local paths without package-copying raw source bodies,321EBC65B0A0D499C57D3CD62EE8A6B746EBF5741776D8A915BF7D45F1D0241D,Record omission manifest pointer only and route Persianate Tajik and Romance content to owner lanes,Raw source bodies are not Session K evidence copies; no license clearance translation approval native review or canonical claim
