document_id,path,package_relative_path,language,branch,file_type,provenance_url_or_path,sha256,bytes,license_availability_note,witness_category,source_use_label,source_title,boundary
fa_IR::fa_IR_fa_kntu_foundations_of_algebra_course_guide_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\fa_IR\fa_kntu_foundations_of_algebra_course_guide.pdftotext.txt,fa_IR/fa_kntu_foundations_of_algebra_course_guide.pdftotext.txt,fa_IR,Persian/Farsi (Iran),txt,https://kntu.ac.ir/dorsapax/userfiles/file/FoundationsofAlgebra.pdf,D67534E478145A9EF2BE83AD51C2D9AAEE53F4A206AF1F4F4702BF145E844582,3231,university-hosted PDF; no open license found,OCR_witness_text_extraction_not_source_truth,OCR-witness,KNTU Foundations of Algebra course guide,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
fa_IR::fa_IR_fa_linear_algebra_3blue1brown_tex_source_master_zip,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\fa_IR\fa_linear_algebra_3blue1brown_tex_source_master.zip,fa_IR/fa_linear_algebra_3blue1brown_tex_source_master.zip,fa_IR,Persian/Farsi (Iran),zip,https://github.com/SireJeff/linear-algebra-3blue1brown-notes,4D93CE90754B28ECC743CE5BB1ED62F0325F99A38D52E90DECC10DD1C3FFF59C,2006520,public GitHub source archive; README educational-use signal; no standard open license found,native_source_archive,native-source-body,Persian 3Blue1Brown linear algebra TeX source archive,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
fa_IR::fa_IR_fa_linear_algebra_gilbert_strang_persian_source_main_zip,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\fa_IR\fa_linear_algebra_gilbert_strang_persian_source_main.zip,fa_IR/fa_linear_algebra_gilbert_strang_persian_source_main.zip,fa_IR,Persian/Farsi (Iran),zip,https://github.com/AlirezaKachouei/Linear-Algebra-Gilbert-Strang-Persian,1956A3821B88F2AFDA31A0DA184988DDDED44751A44E48068E6A06FCA091437B,1410262,public GitHub repository; no GitHub license metadata; README says non-commercial educational/original book copyrighted,native_source_archive,native-source-body,Persian/XePersian Gilbert Strang linear algebra source archive,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
fa_IR::fa_IR_fa_pnu_ring_module_book_30094_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\fa_IR\fa_pnu_ring_module_book_30094.pdf,fa_IR/fa_pnu_ring_module_book_30094.pdf,fa_IR,Persian/Farsi (Iran),pdf,https://press.pnu.ac.ir/book_30094.pdf,62FC1509AA543B70F2EFB461DA1871A3978D194DD8D79DFC480319B02702ED07,1850886,publisher PDF/preview; no open license found,native_source_body_pdf,native-source-body,PNU ring/module book preview,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
fa_IR::fa_IR_fa_pnu_ring_module_book_30094_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\fa_IR\fa_pnu_ring_module_book_30094.pdftotext.txt,fa_IR/fa_pnu_ring_module_book_30094.pdftotext.txt,fa_IR,Persian/Farsi (Iran),txt,https://press.pnu.ac.ir/book_30094.pdf,BE61319780168B9A02FBF217E73043D9B9A7FC9DF4F000DBF7EB71992BCD00BE,51852,publisher PDF/preview; no open license found,OCR_witness_text_extraction_not_source_truth,OCR-witness,PNU ring/module book preview,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
fa_IR::fa_IR_fa_shahrood_noncomm_prime_ideals_sf_QA37_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\fa_IR\fa_shahrood_noncomm_prime_ideals_sf_QA37.pdf,fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdf,fa_IR,Persian/Farsi (Iran),pdf,https://shahroodut.ac.ir/fa/thesis/files/somefiles/sf_QA37.pdf,77C32EE8A31778858F2D2D05AC432661102B4E27A54ABA8BE0573DA299BFA335,2477563,university thesis PDF; no open license found,native_source_body_pdf,native-source-body,Shahrood noncommutative prime ideals thesis,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
fa_IR::fa_IR_fa_shahrood_noncomm_prime_ideals_sf_QA37_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\fa_IR\fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt,fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt,fa_IR,Persian/Farsi (Iran),txt,https://shahroodut.ac.ir/fa/thesis/files/somefiles/sf_QA37.pdf,660455C960CFB8B808F74EE6FC07D64C3D6544D3C1F54149A2C0736CD7877CA7,208253,university thesis PDF; no open license found,OCR_witness_text_extraction_not_source_truth,OCR-witness,Shahrood noncommutative prime ideals thesis,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
fa_IR::fa_IR_fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\fa_IR\fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.html,fa_IR/fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.html,fa_IR,Persian/Farsi (Iran),html,https://math-sci.ui.ac.ir/article_26915.html,CD360D3B4B1AD6A065D074EC20B83D5A535ED997F182F3C1BECAA456DE3BB9BC,53299,journal page footer links CC BY 4.0; no license clearance claimed,native_source_html_or_source_page,native-source-body,UI article on Auslander-Reiten/Gorenstein rings,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
fa_IR::fa_IR_fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\fa_IR\fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdf,fa_IR/fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdf,fa_IR,Persian/Farsi (Iran),pdf,https://math-sci.ui.ac.ir/article_26915.html,9F15766508A213DD273DD58E6905047B0E61A47038C472DBA5D09C379EFC8FE3,955367,journal page footer links CC BY 4.0; no license clearance claimed,native_source_body_pdf,native-source-body,UI article on Auslander-Reiten/Gorenstein rings,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
fa_IR::fa_IR_fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\fa_IR\fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdftotext.txt,fa_IR/fa_ui_math_sci_auslander_reiten_gorenstein_rings_article_26915.pdftotext.txt,fa_IR,Persian/Farsi (Iran),txt,https://math-sci.ui.ac.ir/article_26915.html,5D1FE80E39B37677141DB98DD5EBE86D5F9EA7B67E565EE4829F5508E60CDE6C,58835,journal page footer links CC BY 4.0; no license clearance claimed,OCR_witness_text_extraction_not_source_truth,OCR-witness,UI article on Auslander-Reiten/Gorenstein rings,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
fa_IR::fa_IR_fa_ut_formal_lubin_tate_local_class_field_theory_candidate_interstitial_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\fa_IR\fa_ut_formal_lubin_tate_local_class_field_theory_candidate_interstitial.html,fa_IR/fa_ut_formal_lubin_tate_local_class_field_theory_candidate_interstitial.html,fa_IR,Persian/Farsi (Iran),html,https://science.ut.ac.ir/documents/438200/728178/Mohammad%2BMasoud%2BAhmadi-Ghadermarzi.Math.pdf/eb85c7ac-fb73-14fd-8a3b-5773d1de7feb?download=true&t=1710087617244,E0FFB943400D7875FE72F72ACC3AF0A19658B5C930B790A610C5A49341B23586,6078,failed/interstitial fetch; gap marker only,pointer_or_gap_marker_not_source_body,pointer-only,UT formal Lubin-Tate/class-field candidate interstitial,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
generated-draft::generated-draft_NOETHER_PERSIANATE_TAJIK_SCOPED_DRAFT_SUPPORT_GENERATED_DRAFT_20260705_md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\generated-draft\NOETHER_PERSIANATE_TAJIK_SCOPED_DRAFT_SUPPORT_GENERATED_DRAFT_20260705.md,generated-draft/NOETHER_PERSIANATE_TAJIK_SCOPED_DRAFT_SUPPORT_GENERATED_DRAFT_20260705.md,generated-draft,generated draft support,md,local generated draft from outputs/NOETHER_PERSIANATE_TAJIK_ACTIVE_ROW_BUCKETS_AND_DRAFT_SUPPORT_20260705.md,4512DAAA99CCB67C0EC84BBFCECB018FD084709E4632E76A42B48DF66394D56C,19161,local generated draft; no native review or approval,generated_draft_non_canonical_support,generated-draft,Generated non-canonical scoped draft support for Persianate/Tajik rows,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
_package_metadata::LOGBOOK_md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\LOGBOOK.md,LOGBOOK.md,_package_metadata,package metadata,md,local package generated file,2A269D21B3E6C46BB9D00581FA0D299E6A84BC4FEAB1F8BAA64220A81A3D28CE,3928,local generated package metadata,audit_or_provenance_ledger,audit-ledger,package logbook,package metadata only; no language authorization or review claim
prs_AF::prs_AF_prs_af_ecampus_369_textbook_list_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\prs_AF\prs_af_ecampus_369_textbook_list.html,prs_AF/prs_af_ecampus_369_textbook_list.html,prs_AF,Dari/Persian (Afghanistan),html,https://ecampus-afghanistan.org/list-of-369-published-textbooks-for-afghan-universities/,E78A9FC816B597DA04F6817F93A77E3A6DDDBBD7A6F884BDBFDD4D8DEFAFAFAA,336934,HTML catalog page; no open license found,native_source_html_or_source_page,native-source-body,eCampus Afghanistan 369 textbook list,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
prs_AF::prs_AF_prs_af_ecampus_mathematics_page_heartbeat_20260704T204608_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\prs_AF\prs_af_ecampus_mathematics_page_heartbeat_20260704T204608.html,prs_AF/prs_af_ecampus_mathematics_page_heartbeat_20260704T204608.html,prs_AF,Dari/Persian (Afghanistan),html,https://ecampus-afghanistan.org/,EF5112964999522FEC57087A65A4F6B9782F3AD9C6337A3943086E99EDF7BA75,231844,HTML source-routing page; no license clearance claimed,native_source_html_or_source_page,native-source-body,eCampus mathematics page heartbeat cache,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
prs_AF::prs_AF_prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\prs_AF\prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdf,prs_AF/prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdf,prs_AF,Dari/Persian (Afghanistan),pdf,https://ecampus-afghanistan.org/wp-content/uploads/2023/02/Z-Curriculum-of-Inorganic-Industrial-Engineering-Department.pdf,B4C042861E3A91F3FBDBE6C8BC10DC21A86251C846D6F2A00A83834D4361C9B8,6953645,public eCampus PDF; no open license found,native_source_body_pdf,native-source-body,MoHE/eCampus Inorganic Industrial Engineering curriculum,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
prs_AF::prs_AF_prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\prs_AF\prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdftotext.txt,prs_AF/prs_af_ecampus_mohe_inorganic_industrial_engineering_curriculum_2023.pdftotext.txt,prs_AF,Dari/Persian (Afghanistan),txt,https://ecampus-afghanistan.org/wp-content/uploads/2023/02/Z-Curriculum-of-Inorganic-Industrial-Engineering-Department.pdf,479D7562E7CB92D4C94EBF30FB07FE3D0E449F1970E56056D6E6BFEC74D77E6D,1574619,public eCampus PDF; no open license found,OCR_witness_text_extraction_not_source_truth,OCR-witness,MoHE/eCampus Inorganic Industrial Engineering curriculum,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
prs_AF::prs_AF_prs_af_kabul_university_discrete_mathematics_2023-11_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\prs_AF\prs_af_kabul_university_discrete_mathematics_2023-11.pdf,prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdf,prs_AF,Dari/Persian (Afghanistan),pdf,https://ku.edu.af/sites/default/files/2023-11/Discrete-mathematics.pdf,7FFE47055B54932151A862A1976D1D99AA1D30D241ED813753F6007ADD2AB3D4,5066741,Kabul University-hosted PDF; no open license found,native_source_body_pdf,native-source-body,Kabul University Discrete Mathematics,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
prs_AF::prs_AF_prs_af_kabul_university_discrete_mathematics_2023-11_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\prs_AF\prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,prs_AF,Dari/Persian (Afghanistan),txt,https://ku.edu.af/sites/default/files/2023-11/Discrete-mathematics.pdf,3C69812198A648F1518AC47626316BC2F1C7386AA5E5D7AA7097D2A431D0A24A,428878,Kabul University-hosted PDF; no open license found,OCR_witness_text_extraction_not_source_truth,OCR-witness,Kabul University Discrete Mathematics,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
prs_AF::prs_AF_prs_af_knu_ghori_linear_algebra_record_8809_viewer_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\prs_AF\prs_af_knu_ghori_linear_algebra_record_8809_viewer.html,prs_AF/prs_af_knu_ghori_linear_algebra_record_8809_viewer.html,prs_AF,Dari/Persian (Afghanistan),html,https://library.knu.edu.af/opac/index.php?cls_plan=1&id=2088&lvl=class_nbr_see,631FFBAD8ECE45BCB10E3593831F0548D73F27AF97EC83D08A72BB624E3D4D3D,17241,public OPAC HTML; PDF route unresolved; source-routing only,native_source_html_or_source_page,native-source-body,Khatam al-Nabieen University OPAC linear algebra record/viewer,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
prs_AF::prs_AF_prs_af_knu_opac_ghori_linear_algebra_record_2088_html,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\prs_AF\prs_af_knu_opac_ghori_linear_algebra_record_2088.html,prs_AF/prs_af_knu_opac_ghori_linear_algebra_record_2088.html,prs_AF,Dari/Persian (Afghanistan),html,https://library.knu.edu.af/opac/index.php?cls_plan=1&id=2088&lvl=class_nbr_see,BF92AE49DE4DF72B32DD5FA36C8D447DC5B9791B229FF724373A1E1E557B46B8,59592,public OPAC HTML; PDF route unresolved; source-routing only,native_source_html_or_source_page,native-source-body,Khatam al-Nabieen University OPAC linear algebra record/viewer,"does not authorize any other language bucket; no native review, accepted terminology, license clearance, gate promotion, or completion claim"
ps_AF::ps_AF_prs_af_ecampus_algebra_momand_pdf,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ps_AF\prs_af_ecampus_algebra_momand.pdf,ps_AF/prs_af_ecampus_algebra_momand.pdf,ps_AF,Pashto (Afghanistan),pdf,https://ecampus-afghanistan.org/,5145F1EFA0AB4275AD3CBF03C0016A3362D5D7A6EDE3444FDE512719E813D8F4,7993810,Afghanistan eCampus-hosted public PDF observed in prior package; no license clearance claimed,native_source_body_pdf,native-source-body,"Algebra, Dr. Abdullah Mohmand, Pashto PDF","ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
ps_AF::ps_AF_prs_af_ecampus_algebra_momand_pdftotext_txt,C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\language-source-bodies\rtl-persianate-arabic\persianate-tajik\ps_AF\prs_af_ecampus_algebra_momand.pdftotext.txt,ps_AF/prs_af_ecampus_algebra_momand.pdftotext.txt,ps_AF,Pashto (Afghanistan),txt,derived from Afghanistan eCampus Pashto Algebra PDF,0D79E389F4F971FC809551C6CE8A16E8E69F3EC0F8DF01F65F35FCFD11B6C879,526375,derived consistency shelf; searchable text; no license clearance claimed,pdftotext_searchable_sidecar,OCR-witness,"pdftotext extraction of Algebra, Dr. Abdullah Mohmand, Pashto PDF","ps_AF Pashto source only; RTL-adjacent evidence that does not authorize Dari/Persian, Iranian Persian, Tajik, Urdu, or Arabic rows; no native review, accepted terminology, license clearance, gate promotion, source certification, or completion claim"
