"document_id","language","bcp47","branch","file_type","source_use_label","witness_category","package_relative_path","original_local_path","provenance_url","sha256","license_or_availability_note","topic_tags"
"TR-TEX-001-file-002","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_egitmen_log.txt","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_egitmen_log.txt","https://github.com/kadirhanpolat/probability-statistics.git","9fb5367fefd832451d714df1b96ad7321fd2c200a3063da67f8ae23d4bd87c20","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-003","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_egitmen.txt","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_egitmen.txt","https://github.com/kadirhanpolat/probability-statistics.git","d1e02ea8e09a27b44ae7a5c266c101e3118824acc4841b2fb01fab5bc73da338","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-004","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_egitmen2.txt","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_egitmen2.txt","https://github.com/kadirhanpolat/probability-statistics.git","b0da62ff5f2f07f6bf23532f98e38c4626e27ea65118245b304617c5da5a69de","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-005","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log.txt","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_log.txt","https://github.com/kadirhanpolat/probability-statistics.git","31010f2823f4319626b36c353fca961b4bb485b8421190fceab9a67fb9ae4f00","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-006","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log2.txt","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_log2.txt","https://github.com/kadirhanpolat/probability-statistics.git","838d2ae6bc621fbcd960b893c696d634cbb042eb3c15c921e59e92051d284c35","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-007","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log3.txt","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_log3.txt","https://github.com/kadirhanpolat/probability-statistics.git","23a1e3e2add1cdecaf660d097f343c5cfb8d35072af3d3e7833adad22344a877","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-008","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/compile_log4.txt","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\compile_log4.txt","https://github.com/kadirhanpolat/probability-statistics.git","23a1e3e2add1cdecaf660d097f343c5cfb8d35072af3d3e7833adad22344a877","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-009","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekA_olcum_teorisi.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekA_olcum_teorisi.tex","https://github.com/kadirhanpolat/probability-statistics.git","af4dbb9ef3fded9598651972f053ee80df7779bc5f60d5c0a20ceab5d54d538d","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-010","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekB_olasilik_dagilim_tablosu.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekB_olasilik_dagilim_tablosu.tex","https://github.com/kadirhanpolat/probability-statistics.git","16049fa718083f6e1a56d3bd361dc24088c6716201a737697bc3e4f6109c6d91","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-011","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekC_istatistik_tabloları.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekC_istatistik_tabloları.tex","https://github.com/kadirhanpolat/probability-statistics.git","4c67c30109a55e023fa9f3e2b2267eef39694c6ad1eb6fb4e94e7a12f75ef424","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-012","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekD_terminoloji_sozlugu.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekD_terminoloji_sozlugu.tex","https://github.com/kadirhanpolat/probability-statistics.git","1cfd72eb69d7b93b066d5975cf9e01a257c313c96b05181a09654a766e19b076","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-013","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekE_ispat_teknikleri.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekE_ispat_teknikleri.tex","https://github.com/kadirhanpolat/probability-statistics.git","a5d6ef242436b092434e180909009f25474f2adba3c1917e2a115a690717f581","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-014","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekF_kaynaklar.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekF_kaynaklar.tex","https://github.com/kadirhanpolat/probability-statistics.git","2f079b74acb4ff5af02ece3e8465a3b2c069b86b3c697ab6b86ba16e25fd0417","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-015","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/ekler/ekG_kapsamli_ornekler.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\ekler\ekG_kapsamli_ornekler.tex","https://github.com/kadirhanpolat/probability-statistics.git","488862e4bb088341d35aa179e173ce31e51b1ee528889fe719176b5d49a32c97","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-016","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/maarif.sty","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\maarif.sty","https://github.com/kadirhanpolat/probability-statistics.git","35f90c20e9a529d46e410974f782d62a8f143e816921f5520bf308e1356cb46c","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-017","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/main-egitmen.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\main-egitmen.tex","https://github.com/kadirhanpolat/probability-statistics.git","dcee453f6274b4ce4082bd5252ffe53d60696cf91b23ad1b37a256b36d4e9ab2","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-018","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/main-ogrenci.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\main-ogrenci.tex","https://github.com/kadirhanpolat/probability-statistics.git","f0c2b4a005543a9b916c30d225165a0d2a88fae29d31682e3a6f9b1fa561b3f4","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-019","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/olasilik.sty","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\olasilik.sty","https://github.com/kadirhanpolat/probability-statistics.git","50aac400403d0760741630d2bf07c29a29d007c4f66bddf655e22d86a214b8c6","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-020","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum00_onbilgiler.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\part1_olasilik\bolum00_onbilgiler.tex","https://github.com/kadirhanpolat/probability-statistics.git","9f81fc4dfc2da0604a5ce22d4507cf3c913e27ce2bd3150c1f4e4bb6f90d43f2","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-021","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum01_olcum_teorisi.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\part1_olasilik\bolum01_olcum_teorisi.tex","https://github.com/kadirhanpolat/probability-statistics.git","6d061fefaa9ca1117a5111be38cde7435c535b4580a2f19d5bdc166c33c1d580","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-022","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum02_olasilik_uzaylari.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\part1_olasilik\bolum02_olasilik_uzaylari.tex","https://github.com/kadirhanpolat/probability-statistics.git","b8a5c9bf1ab3be96de8943d35a85fc7732353ed81cc9287f9cf31519a41f5855","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-023","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum03_rasgele_degiskenler.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\part1_olasilik\bolum03_rasgele_degiskenler.tex","https://github.com/kadirhanpolat/probability-statistics.git","aa3e52e871c05de50c0714c17be0ed1d67a0c937193c34cb6c6e3355c797a74b","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-024","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum04_beklenti.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\part1_olasilik\bolum04_beklenti.tex","https://github.com/kadirhanpolat/probability-statistics.git","910b77e6138638fd452c977f1ff5c0d48f61ab4e6c027bed28c5084edfb2632e","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-025","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum05_dagilim_aileleri.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\part1_olasilik\bolum05_dagilim_aileleri.tex","https://github.com/kadirhanpolat/probability-statistics.git","ad3d2ee2e96a94a0da5aa088005e24c79fe3d819a6b4366a820361a5ac0bb012","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-026","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum06_donusumler.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\part1_olasilik\bolum06_donusumler.tex","https://github.com/kadirhanpolat/probability-statistics.git","27c558aca098a0b87a551fa3f17729e119ee502693e68b300205217e68997e89","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-027","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum07_buyuk_sayilar.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\part1_olasilik\bolum07_buyuk_sayilar.tex","https://github.com/kadirhanpolat/probability-statistics.git","915666014619e5de0caadf395fdd9b5aeecec5f9a38b840f93ee840dc38230ef","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-028","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum08_merkezi_limit.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\part1_olasilik\bolum08_merkezi_limit.tex","https://github.com/kadirhanpolat/probability-statistics.git","f656402fca4f96fff62e8a7b49d9beee402a76648f664de3a474707af72c6635","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-029","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum09_martingaller.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\part1_olasilik\bolum09_martingaller.tex","https://github.com/kadirhanpolat/probability-statistics.git","03a561509954c044e180d008af55b10c87554a4203f25b32bcc2c2705bdeb705","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
"TR-TEX-001-file-030","Turkish","tr","Oghuz","tex-source-tree-file","native-source-body","source-witness","bodies/tr/tex-source/kadirhanpolat_probability-statistics/source/probability-statistics-master/bolumler/part1_olasilik/bolum10_stokastik.tex","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628T215200Z_asia_wide_tex_source_register\west_asia\turkish\kadirhanpolat_probability-statistics\source\probability-statistics-master\bolumler\part1_olasilik\bolum10_stokastik.tex","https://github.com/kadirhanpolat/probability-statistics.git","647eebaae2b384912b4e284c910750974ac22c9a761353eae0f509c04180bdd4","source access recorded; license not cleared","Turkish; TeX source tree; probability; statistics; mathematical prose"
