"lane","target_language_or_access_target","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","license_or_access_signal","sha256_or_other_hash","byte_count","source_language","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","upload_policy","gap_or_blocker_note","non_claim_boundary","source_witness_row_id"
"Malay-Indonesian","Malaysian Malay","malaysia_ukm_pusat_pengajian_sains_matematik_2012_2013","www.ukm.my","course;proof;ring;field;ideal;homomorphism;polynomial;covariant","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://www.ukm.my/fst/wp-content/uploads/2015/12/25ppsm.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\downloaded_pdfs\malaysia_ukm_pusat_pengajian_sains_matematik_2012_2013.pdf","not_established_in_local_capture","4CBA7ACEC085DEFCC9FCE85E8900A8204A27F08188E65CE65DD4351D0B89972A","822448","Malaysian Malay","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","course_metadata_not_full_research_proof_source","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-COURSE-01"
"Malay-Indonesian","Malaysian Malay","malaysia_umt_matematik_kewangan_programme_2023","www.umt.edu.my","course;theorem;proof;ring;field;ideal;module;polynomial","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://www.umt.edu.my/wp-content/uploads/2023/11/Matematik-Kewangan.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\downloaded_pdfs\malaysia_umt_matematik_kewangan_programme_2023.pdf","not_established_in_local_capture","50ACCF000861AD9841134333EB73AC6B0BB184A9B091EBD71B5039620A2BBA4B","150136","Malaysian Malay","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","course_metadata_not_full_research_proof_source","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-COURSE-02"
"Malay-Indonesian","Malaysian Malay","upm_science_course_catalog_2024_2025","akademik.upm.edu.my","course;algebra;ring;field;module;ideal;polynomial","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://akademik.upm.edu.my/upload/dokumen/202409241203594._Fakulti_Sains_2024-2025_24.9.2024.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\upm_science_course_catalog_2024_2025.pdf","not_established_in_local_capture","6BE9FB840581FE90C5201944E427F10A593C9B4C6C77487B9D88FDA0CB14856B","3621548","Malaysian Malay","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","course_metadata_not_full_research_proof_source","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-COURSE-03"
"Malay-Indonesian","Malaysian Malay","upm_science_course_catalog_2025_2026","akademik.upm.edu.my","course;algebra;ring;field;module;ideal;polynomial","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://akademik.upm.edu.my/upload/dokumen/20251002105700Fakulti_Sains_-_Sesi_2025-2026_1.10.2025.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\upm_science_course_catalog_2025_2026.pdf","not_established_in_local_capture","9719C427F850AE2760F2A2235767A617FF5ED0249B3B317CBA06C8D82E09E8D7","3371152","Malaysian Malay","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","course_metadata_not_full_research_proof_source","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-COURSE-04"
"Malay-Indonesian","Malaysian Malay","malaysia_ukm_sains_matematik_bm_edited","www.ukm.my","course;algebra;group;ring;field;module;homomorphism;isomorphism","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://www.ukm.my/fst/wp-content/uploads/2015/12/Sains-Matematik-BM-edited.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\malaysia_ukm_sains_matematik_bm_edited.pdf","not_established_in_local_capture","E9CA3CAFCDE7158B57B6E29EA3D13D28F538AE277F09188FD908C6A32F03A512","862843","Malaysian Malay","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","course_metadata_not_full_research_proof_source","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-COURSE-05"
"Malay-Indonesian","Malaysian Malay","malaysia_umt_ug_fskm_2025_2026_bm","fskm.umt.edu.my","course;algebra;group;ring;field;module;homomorphism;linear","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://fskm.umt.edu.my/wp-content/uploads/2025/09/Buku-Panduan-Akademik-UG-FSKM-2025-2026-Versi-BM-V2-25-Sep-2025-1.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\malaysia_umt_ug_fskm_2025_2026_bm.pdf","not_established_in_local_capture","490B37558EB40DCA50C4032D1E55BB73A0926F80546552877E6DB6491B17BFC3","28633706","Malaysian Malay","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","course_metadata_not_full_research_proof_source","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-COURSE-06"
"Malay-Indonesian","Malaysian Malay","malaysia_ukm_jqma_fully_right_pure_group_rings_2017","www.ukm.my","group_ring;ring;ideal;Artinian;Malay_abstract","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://www.ukm.my/jqma/v13_1/jqma-13-1-paper3.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\downloaded_pdfs\malaysia_ukm_jqma_fully_right_pure_group_rings_2017.pdf","not_established_in_local_capture","7B2D75A33034C0A26115B42C028BD57B42AA8E9840B59AFC93510ACF1EB6E885","606658","Malaysian Malay","true","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","mostly_English_article_do_not_overextend_Malay_terminology","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-SPEC-01"
"Malay-Indonesian","Malaysian Malay","um_bm_to_english_math_terms","ism.um.edu.my","glossary;ring;field;module;ideal;invariant;covariant;determinant;resultant","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://ism.um.edu.my/Image/Research/Links/MATHEMATICAL%20%26%20STATISTICAL%20TERMS/bm_to_english.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\um_bm_to_english_math_terms.pdf","not_established_in_local_capture","DAE4319313FDD8B453978C9C260DA1700D47CF4DCA676EA8EE1005B30E27C9EA","408172","Malaysian Malay","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","terminology_glossary_not_proof_prose","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-GLOS-01"
"Malay-Indonesian","Malaysian Malay","um_english_to_bm_math_terms","ism.um.edu.my","glossary;ring;field;module;ideal;invariant;covariant;determinant;resultant","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://ism.um.edu.my/Image/Research/Links/MATHEMATICAL%20%26%20STATISTICAL%20TERMS/english_to_bm.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\copied_prior_evidence\um_english_to_bm_math_terms.pdf","not_established_in_local_capture","3C9F7D27BA9B11851033755E3003BA6EB8470881BFD72D1346FCA0CF6263BDE6","407161","Malaysian Malay","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","terminology_glossary_not_proof_prose","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-GLOS-02"
"Malay-Indonesian","Malaysian Malay","prpm_invarian_search","prpm.dbp.gov.my","invariant;PRPM;search_snapshot","C_PDF_HTML_TEXT_FALLBACK","html_snapshot","https://prpm.dbp.gov.my/Cari1?keyword=invarian","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\html_snapshots\prpm_invarian_search.html","official_search_snapshot_license_not_established","F83E664160B067BA293AD345F7B6C87D4CDCAF290F2B0FAB2F57F325834B69CE","25437","Malaysian Malay","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","search_result_only_not_exact_adoption_or_translation_authority","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-PRPM-01"
"Malay-Indonesian","Malaysian Malay","prpm_kovarian_search","prpm.dbp.gov.my","covariant;PRPM;search_snapshot","C_PDF_HTML_TEXT_FALLBACK","html_snapshot","https://prpm.dbp.gov.my/Cari1?keyword=kovarian","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\html_snapshots\prpm_kovarian_search.html","official_search_snapshot_license_not_established","E26129304250E4B8D667D63DED96D09B45E76DE0E515BEA35474043D4EB68B84","25675","Malaysian Malay","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","search_result_only_not_exact_adoption_or_translation_authority","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-PRPM-02"
"Malay-Indonesian","Malaysian Malay","prpm_paduan_search","prpm.dbp.gov.my","resultant;paduan;PRPM;search_snapshot","C_PDF_HTML_TEXT_FALLBACK","html_snapshot","https://prpm.dbp.gov.my/Cari1?keyword=paduan","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\html_snapshots\prpm_paduan_search.html","official_search_snapshot_license_not_established","9AB9D19477E91443BAB75985E045F0F3E9BD099652FA52803F85AD1CF30A3AC8","32916","Malaysian Malay","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","search_result_only_not_exact_adoption_or_translation_authority","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-PRPM-03"
"Malay-Indonesian","Malaysian Malay","prpm_unggulan_search","prpm.dbp.gov.my","ideal;unggulan;PRPM;search_snapshot","C_PDF_HTML_TEXT_FALLBACK","html_snapshot","https://prpm.dbp.gov.my/Cari1?keyword=unggulan","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T040330Z_malay_indonesian_official_terminology_higher_algebra_expansion\html_snapshots\prpm_unggulan_search.html","official_search_snapshot_license_not_established","DD459623F1544F51166DED0D33CE8DC3B942F4A6D775E779CDDC15EA35E236A2","26313","Malaysian Malay","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","search_result_only_not_exact_adoption_or_translation_authority","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","MI-MY-PRPM-04"
"Brunei-Singapore","Brunei","brunei_translation_language_education_1994","ddd.uab.cat","Brunei;language_education;translation_context","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://ddd.uab.cat/pub/caplli/1997/240469/coninttra_a1994p663.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\downloaded_pdfs\brunei_translation_language_education_1994.pdf","not_established_in_local_capture","16FBBB00B936BD64EE836A4109FA600033F6169C9709A03E861047380B828A50","83308","Brunei","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","not_mathematics_or_algebra_terminology_authority","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","BS-BRUNEI-CTX-01"
"Brunei-Singapore","Brunei","brunei_ubd_code_switching_intelligibility_emi_2017","fass.ubd.edu.bn","Brunei;EMI;code_switching;math_access_context","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://fass.ubd.edu.bn/staff/docs/DD/ishamina-deterding-2017-EMI.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\downloaded_pdfs\brunei_ubd_code_switching_intelligibility_emi_2017.pdf","not_established_in_local_capture","F2B744143BF57C315AFE1B65523A86427D1B8D5BB3E1EBCBE6DEEC9706BAA890","646972","Brunei","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","not_algebra_terminology_authority","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","BS-BRUNEI-CTX-02"
"Brunei-Singapore","Singapore","singapore_nie_language_matters_mathematics_2019","repository.nie.edu.sg","Singapore;mathematics_language;education_context","B_PDF_TEXT_EXTRACTED","pdf_text_extracted","https://repository.nie.edu.sg/server/api/core/bitstreams/cc4e8ee1-ac51-40cc-a4b7-525b50ad94f5/content","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T023522Z_r7_east_southeast_asia_pacific_closure\malay_indonesian_alignment\downloaded_pdfs\singapore_nie_language_matters_mathematics_2019.pdf","not_established_in_local_capture","E8F72079E348C2A8583733475851FCEF1285D669342E17A7412FC0BBB41DF91F","839774","Singapore","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","not_Malay_algebra_terminology_authority","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","BS-SINGAPORE-CTX-01"
"Brunei-Singapore","Brunei","www.dbp.gov.bn_Jalinan_20Kerjasama_Majlis_20Bahasa_20Brunei_20Darussalam_20Indonesia_20Malaysia.aspx","www.dbp.gov.bn","Brunei_DBP;MABBIM;official_route","GAP","download_failed","https://www.dbp.gov.bn/Jalinan%20Kerjasama/Majlis%20Bahasa%20Brunei%20Darussalam%20Indonesia%20Malaysia.aspx","","no_content_captured","E4D27EF2393F6253A55FED0FF92B0B4A49AAD6B7922D61FD953D853132D31B4C","","Brunei","false","false","false","manifest_only_no_raw_source_body_payload_for_language_lane","TLS_hostname_mismatch_no_exact_math_content","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","BS-BRUNEI-DBP-GAP-01"
"Brunei-Singapore","Brunei","brunei_moe_curriculum_development_department","www.moe.gov.bn","Brunei_MOE;curriculum;mathematics_unit_route","C_PDF_HTML_TEXT_FALLBACK","html_snapshot","https://www.moe.gov.bn/SitePages/Jabatan%20Perkembangan%20Kurikulum.aspx","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T161205Z_malay_indonesian_brunei_singapore_content_status\brunei_moe\brunei_moe_curriculum_development_department.html","public_official_route_license_not_established","C5D1D90E4FB90420A21EDF73B208905C7752B388EA8D078B78F82C4CA39EFE91","136778","Brunei","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","no_exact_Malay_algebra_or_term_content","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","BS-BRUNEI-MOE-01"
"Brunei-Singapore","Brunei","brunei_moe_spn21_english","www.moe.gov.bn","Brunei_MOE;SPN21;curriculum;English_medium_math_context","C_PDF_HTML_TEXT_FALLBACK","pdf_downloaded","https://www.moe.gov.bn/spn21dl/SPN21%20ENG%20%282013%29%20COMPLETE.pdf","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T161205Z_malay_indonesian_brunei_singapore_content_status\brunei_moe\brunei_moe_spn21_english.pdf","public_official_pdf_license_not_established","2BA7C0AC9B1EAE09D8D6FB158B3F903B1E614191DE8BEA25FA81A366BD938DFE","7249516","Brunei","false","false","true","manifest_only_no_raw_source_body_payload_for_language_lane","no_exact_Malay_algebra_or_term_content","source_canon_provenance_only_no_translation_no_term_approval_no_native_review_no_license_clearance_no_gate_promotion","BS-BRUNEI-MOE-02"
